milliseconds,NT,NI,BT,BI
0,0.9992033120545238,0.025443023492255645,234.8701415937074,-176.24018280819794
100,1.0005955338162034,0.14585357838879454,862.232720885785,1636.216967444512
200,1.002022133157384,0.45446372531202034,524.3297803783526,3051.6450873714534
300,1.0012384618556744,0.6581045958311461,847.482839226846,4267.125151081496
400,1.001695207717982,0.6814485803938726,1896.951915548271,5105.569374992575
500,1.003450953277783,0.9227928884880686,2593.511594167175,5940.648989836012
600,1.00413849207584,1.1707875582890002,2323.7852200106345,6421.807690265007
700,1.0044159309400746,1.374834163247677,3469.1324328184332,6896.9842853301625
800,1.0044307200575726,1.3194275261914201,3940.2748006374145,7542.800851245012
900,1.0053808651326308,1.5787256048471712,3900.7604882221513,7870.358312737679
1000,1.0057651356827317,1.8174821759496231,4118.781930102585,7998.620460375216
1100,1.0057561671490574,1.7461565246175776,4301.821622861435,8126.263203477119
1200,1.0064662844376675,1.9936742809976638,4762.978804729987,8320.56275384915
1300,1.0075377338274485,2.0665376463235114,5830.003846491901,8484.048308334079
1400,1.007330700587637,2.2432403300689927,5555.537604937488,8681.739455521958
1500,1.0090668919253447,2.4559131648698465,6606.517812544949,8845.581808517252
1600,1.009233950704386,2.4503060543783755,6596.874809064313,8793.70814504658
1700,1.01026934297259,2.662532921171905,6857.387780512114,8863.04106348138
1800,1.010538861835799,2.726213167224201,7198.784915080679,8841.359064300437
1900,1.0113985419519125,2.8966705179948264,8146.484193451892,8951.672841336707
2000,1.0112205113327877,2.919258021287319,8343.185771973789,9017.10870458636
2100,1.0123130781849896,2.8565100480545165,8961.160368579305,9108.266041511526
2200,1.012155871074668,3.1410295755216864,8950.757902350224,9093.926833972057
2300,1.012922845484715,3.0416535874791064,8991.119931002746,9206.94124069489
2400,1.0134626918544243,3.1203198022636482,9454.348270532444,9012.841020035083
2500,1.0140737162219948,3.2407009476485684,10036.27494536265,9163.963922714296
2600,1.0156196000650157,3.2666234159840366,10673.235144944496,9157.570157444785
2700,1.0153838836747733,3.5665427347318537,10319.410944306439,9298.28944996692
2800,1.0157752172889136,3.508405982890991,11286.410151658982,9141.158253138708
2900,1.0166898945433713,3.520084848241452,11399.526709565203,9295.629594846698
3000,1.0172935103604226,3.7267944993373154,11549.377376552038,9235.695095017929
3100,1.0176055797491304,3.7121686915410743,12038.367590041225,8959.954919546015
3200,1.0188847385367132,3.8174726156939798,12018.926950369047,8955.921031199767
3300,1.019157196211234,3.8904212290529308,12865.890684359652,8943.761446374247
3400,1.0193151303727483,3.9706338982180744,13285.720184946425,8948.839267071557
3500,1.0203835178132787,4.012087681308305,13431.16558709483,9201.782408966727
3600,1.021015397271499,4.075709509213016,13243.088484452534,9183.943851459644
3700,1.0207463508792423,3.9988716997340146,14346.507287597282,9229.242086632556
3800,1.0225185659650387,4.111802187134252,13774.684142523896,9062.76964918562
3900,1.0229957525343794,4.148383705410794,14027.357743287637,8981.777856649327
4000,1.0235462574406093,4.10759105119952,14238.557805651124,9117.5635279038
4100,1.0247000992041093,4.331401039335,14694.415317450024,9201.203943291091
4200,1.0250275553416404,4.241327836617962,15443.29894299793,9056.52611418183
4300,1.025223959436928,4.269381000857993,15393.70123089145,9225.846276834089
4400,1.0250365967659196,4.273266865144106,15526.013375612602,9067.358374769436
4500,1.027077504762835,4.2807278862891005,16042.932812037569,9072.294919127271
4600,1.0262203339179488,4.542074022858979,16277.710753312986,9001.349608740398
4700,1.0278713644417383,4.415655171509372,16634.78348485634,9270.873567302364
4800,1.027685944486872,4.476686651494875,16642.5978528249,9150.944976400468
4900,1.0285208684937066,4.657682033702092,16863.362175755974,9017.307058643108
5000,1.0290445298237694,4.5204544845071135,17330.25277206305,9275.638958524381
