milliseconds,V,n,s1,s2
0,-39.7112189894273,0.04083101832529498,0.10099629214557153,0.434059193115391
100,-39.69825228224119,0.040864482418407046,0.10105183515612264,0.4340599744172727
200,-39.68313626701101,0.04090056600869797,0.10114303526281297,0.43406003983008734
300,-39.68214076134587,0.04099135180282153,0.10117796525673252,0.4340605529526146
400,-39.664412116542735,0.0410214471066026,0.10121053444140508,0.43406077931267767
500,-39.64250452474061,0.04102143348864469,0.10126606206517468,0.4340615167836973
600,-39.64125613424601,0.04111346907369619,0.1013358239475631,0.43406196821581017
700,-39.62991349501781,0.04112174417842884,0.1013971093390764,0.43406253235668646
800,-39.613894908394805,0.04116897113605056,0.1014680175342739,0.4340631382783277
900,-39.590432718543745,0.04122509719348543,0.10153697662570343,0.434063477942756
1000,-39.5866767482414,0.04130343191202798,0.10155751590869029,0.4340636556675578
1100,-39.562497898193065,0.041319473644069106,0.10164570618103048,0.4340644436838699
1200,-39.55755823938119,0.04135585745611119,0.10171908356745943,0.4340647627046088
1300,-39.548014870194415,0.041413689124038845,0.10178109392737375,0.4340652430781098
1400,-39.53065658103415,0.041459807714115476,0.10184964441921114,0.4340658391162788
1500,-39.514108251041485,0.041473487972099606,0.10187953644642109,0.43406635144040245
1600,-39.50918931111777,0.041540392664146275,0.10197525731136098,0.4340666083562442
1700,-39.49518684256917,0.041576279006444214,0.10202564558811411,0.43406701774523065
1800,-39.46867609881083,0.04164017480171815,0.10208110050948883,0.43406736390869993
1900,-39.45571395429517,0.04166825517185246,0.10216332755495139,0.4340678241689249
2000,-39.45550288475761,0.041750791851667,0.10218832467603826,0.43406868915398406
2100,-39.429336574255665,0.04177741956013239,0.1022936369726656,0.4340691355202739
2200,-39.41898955971864,0.04181280800362436,0.10235838961762578,0.4340693598115325
2300,-39.404974627827954,0.041885593628460824,0.10241994417321984,0.4340703145792946
2400,-39.39654695717282,0.04189416338436876,0.10248883975370002,0.43407017464315034
2500,-39.389169392709775,0.0419863045610654,0.10254468311046637,0.4340711444864499
2600,-39.36375040434914,0.042042902872345383,0.10261135535949784,0.4340716397436493
2700,-39.34956876111137,0.04203810578223535,0.10266967016961724,0.43407210967637716
2800,-39.332044299036035,0.04208501933619898,0.10272771519596381,0.4340724257029156
2900,-39.3184785603198,0.04217107398903567,0.10282081822015317,0.4340731925510409
3000,-39.313815333762406,0.04222147068464856,0.1028761175989924,0.43407327596970485
3100,-39.29185996139569,0.04228671572619132,0.10297266811663479,0.434073694521362
3200,-39.27941643352914,0.04229975588970132,0.10299383314975823,0.4340744155193953
3300,-39.26889914270384,0.042325441606046545,0.10311207939916646,0.43407498948315704
3400,-39.25644660382429,0.042390686329403245,0.10318148805217776,0.4340755080033692
3500,-39.24939651725857,0.042481912289597044,0.10321106595103242,0.4340759831906819
3600,-39.230677127711246,0.04250349387704083,0.10329963290243904,0.4340759932880746
3700,-39.21282694341524,0.0425219664871166,0.10336090665144572,0.4340766969560942
3800,-39.207891894206064,0.042615483753196425,0.103431482494999,0.43407722420892114
3900,-39.1836067148962,0.04265528994598561,0.10349790239885025,0.43407779443361116
4000,-39.168063610492986,0.04271450644794064,0.10359113206500191,0.4340783345537229
4100,-39.15800497876383,0.04276779921492962,0.10363990262473453,0.4340785552232883
4200,-39.15140177147984,0.042814526218754055,0.10373522230166414,0.434079060660489
4300,-39.123148595591594,0.04283112163056969,0.10380041015725239,0.4340791436018056
4400,-39.116867949261206,0.04290184786677554,0.10387659633382629,0.4340801984892253
4500,-39.09320290097674,0.04296036274609991,0.10397261745520993,0.434080549698662
4600,-39.094030509079175,0.043011762617224454,0.10402083027405869,0.43408073664554553
4700,-39.0760625613101,0.043032153031441624,0.10410222523235964,0.4340815570587272
4800,-39.062062624270546,0.04307707681997381,0.10420050398536485,0.4340815753122674
4900,-39.04946619321124,0.04314738919144777,0.1042840975130735,0.43408229109190066
5000,-39.03612488502508,0.04320449402984406,0.10434021812004747,0.43408273829414573
