milliseconds,V,n,s1,s2
0,-38.23863392875187,0.04607187304202825,0.10852559942390837,0.43410632583663233
100,-38.22714492189134,0.04608893619653517,0.10854568352273777,0.43410661769151154
200,-38.19676007053067,0.046198520984395364,0.10870736972009369,0.434107022638686
300,-38.19248694100977,0.046210068823245985,0.10869494758438483,0.4341079539412296
400,-38.17978549972853,0.04629018813401344,0.10883603645435697,0.4341079856725463
500,-38.16063665117698,0.046384954717217014,0.1089436325938942,0.43410883124969407
600,-38.13369890082802,0.04645516328653831,0.10898440314768057,0.43410897009256827
700,-38.120926008939044,0.04650569071373138,0.10908765493912675,0.43410946771026115
800,-38.09151858087969,0.04653935462954481,0.10916474750305621,0.4341097591950875
900,-38.08077603883377,0.0466696003370549,0.10923324603158381,0.434110881675677
1000,-38.0624211132917,0.0466652051457621,0.10935933244166567,0.43411107844751873
1100,-38.05112483591969,0.046798742898370466,0.10942189515434972,0.43411138723075726
1200,-38.021965725146465,0.046847353545435656,0.10957536424830717,0.43411204258745206
1300,-38.0064553153215,0.04688767679855473,0.10959779641043364,0.4341127057346443
1400,-37.983309482394695,0.04691676958618525,0.10968148750136399,0.43411300515492895
1500,-37.98750462549981,0.04699363954239139,0.10983952234498834,0.4341135051157606
1600,-37.94888770748232,0.04709946828297524,0.10984390637337178,0.4341141173987539
1700,-37.94539709225506,0.047158359212106996,0.10992079236763151,0.43411466487574346
1800,-37.929530325716655,0.04719145833334417,0.11009438443428046,0.43411479723911384
1900,-37.90751446150985,0.047333210488736385,0.11018637299447394,0.43411505563214164
2000,-37.88687204413589,0.04735002771914697,0.1102051127451661,0.4341159025931524
2100,-37.873262932051254,0.04744935432330611,0.11026558015329854,0.4341163134303379
2200,-37.86005250052015,0.047494120099088974,0.11036189129863477,0.4341167584470168
2300,-37.8417839091246,0.047555465693717804,0.11049575215997302,0.43411735846078203
2400,-37.82529731973892,0.04764001165790939,0.11057162423819138,0.4341178683027438
2500,-37.802649248540405,0.04773544984772613,0.11069806417119869,0.4341182735374053
2600,-37.78676150140707,0.04781103448336901,0.11069227700293709,0.4341188105499799
2700,-37.754809226337414,0.04785576231459529,0.1107720108048035,0.43411891418815357
2800,-37.74309367139682,0.04793265475625155,0.11089607826655905,0.43411922885793375
2900,-37.72625058099514,0.047980448605827,0.11100478621656788,0.4341197256768142
3000,-37.701161464416735,0.04807102454219106,0.11104079561968708,0.43412020591394535
3100,-37.681848176463404,0.04813723557199967,0.11112596700990703,0.4341206045472106
3200,-37.6678133136831,0.04820810207601992,0.11132308127002455,0.43412113542970626
3300,-37.635230248341465,0.04823005203609336,0.11137239945578166,0.43412170361671515
3400,-37.618799240543574,0.04834488494128208,0.11144693142273437,0.43412247569383
3500,-37.60944697544636,0.04842022443427903,0.11150663884651855,0.4341228643485188
3600,-37.59366845858798,0.0484978190694327,0.11159871454923138,0.43412336965200055
3700,-37.5779723780865,0.048566660934919854,0.11175669725561979,0.4341235030062412
3800,-37.548940714894094,0.048657063552936586,0.11176362042762353,0.4341244064078925
3900,-37.53854415043192,0.04874658938886756,0.11193964948129732,0.4341246732996846
4000,-37.51109626580547,0.04874339039557416,0.11195743792803974,0.434124852269031
4100,-37.487107577813866,0.04887852957432765,0.11211934565433448,0.43412561119069837
4200,-37.47870309152972,0.04892806201231472,0.11212938989261086,0.434126149956523
4300,-37.46042396825545,0.04899132348222601,0.11227501137333927,0.434126747939554
4400,-37.423276939016304,0.049091997357088704,0.112381913716221,0.43412721268781146
4500,-37.41489233770803,0.049125422364627254,0.1124581528415028,0.4341272536300982
4600,-37.39136379962455,0.04924372718589228,0.1125122621984961,0.4341282119946082
4700,-37.385525746304985,0.049329023683931994,0.11260956049707657,0.4341286743910786
4800,-37.357006980917966,0.049429322571413026,0.11273938076650444,0.434129269618554
4900,-37.328980365868,0.049427440338929846,0.11274829421820347,0.43412936643084543
5000,-37.317503248633535,0.04953906604759978,0.11290002445317805,0.4341297899354041
