miliseconds,V,n,s1,s2
0,-42.61606314365962,0.031350195917835964,0.09952239952781328,0.4339870006285173
100,-42.618094564814626,0.031378927077288496,0.09951584491495215,0.4339866289773248
200,-42.60175892175772,0.0314218887201538,0.09950464971397355,0.4339866452384087
300,-42.59700973149133,0.03144879868011885,0.09949074298029162,0.43398641686751227
400,-42.58610522139835,0.031473067584917455,0.09948582769269522,0.43398619244598996
500,-42.577221069240906,0.03148629943842412,0.09946813680377205,0.433985862125829
600,-42.573861979757154,0.03154942659585995,0.09946222802016681,0.43398556152749423
700,-42.56384792667148,0.03154462940114635,0.09944836062283725,0.43398538808322085
800,-42.564462635895374,0.03156770598799923,0.0994485737503713,0.43398520263375967
900,-42.552836093667096,0.03159562780536957,0.09942982889254756,0.43398493884694006
1000,-42.54097389878032,0.031655220583484224,0.0994201697551811,0.4339847835967403
1100,-42.53012267028392,0.03167414895303698,0.0994098483417333,0.4339845695428032
1200,-42.526862061305195,0.03169510014198194,0.09940786948029333,0.43398431410600985
1300,-42.520448131655996,0.0316987372965779,0.09939915535068969,0.4339842319548373
1400,-42.51469284982034,0.031728298062244926,0.09938888995824653,0.43398398616408873
1500,-42.49943602535165,0.0317750456752268,0.09937834752979,0.4339839049070317
1600,-42.495553809564335,0.03179985506467177,0.09936740369096084,0.43398372662022283
1700,-42.48522740885231,0.03183302819254372,0.09936279631917407,0.4339834126246435
1800,-42.4766740290091,0.03184635320229882,0.09934576825624826,0.4339832622380591
1900,-42.477881883964216,0.03185239962047305,0.09933545815569346,0.4339832515084989
2000,-42.46739551140444,0.031918509700758387,0.09932687157328443,0.43398323901102076
2100,-42.45437703064174,0.03194312696879357,0.09931747582663773,0.43398290273745516
2200,-42.44904217501778,0.03194438130585032,0.09932181550982566,0.4339826091260593
2300,-42.44376133135823,0.03198462870229358,0.09930204030563898,0.4339827449735289
2400,-42.432686619590044,0.0319941559564299,0.0992900590775075,0.4339826157244404
2500,-42.42905722268908,0.03203855043208733,0.09928328286123879,0.4339824086843435
2600,-42.41575761768151,0.03206128261357342,0.09927416319649303,0.43398223563940386
2700,-42.414730811439796,0.03208782760475988,0.09926446228034545,0.4339818589190337
2800,-42.39940457964383,0.03211209006184469,0.09925385720737828,0.43398183151949005
2900,-42.39927844203151,0.03211550936772868,0.09925346764700302,0.43398167160503026
3000,-42.39105374448992,0.03216695767716606,0.09924272431726744,0.43398171308638017
3100,-42.37551949474379,0.032174014787593026,0.09922744754943028,0.4339815376723814
3200,-42.36957088375761,0.032206821173850285,0.09921887733433084,0.43398118214908665
3300,-42.361645800821506,0.032256456539382763,0.09922118915269731,0.4339810925749881
3400,-42.35233859093519,0.03225801363898856,0.09920730318515929,0.43398092781527897
3500,-42.348711956662,0.032310436239416644,0.09919380902797907,0.4339811853508247
3600,-42.33515358529983,0.032331282916288916,0.09918587511605305,0.4339806981348603
3700,-42.325922240047646,0.03234907881388576,0.09918004121668637,0.43398080378784154
3800,-42.324566632908294,0.03238321901996001,0.09917452610672545,0.4339807786718532
3900,-42.31923402773923,0.03239288510835653,0.0991624614782669,0.433980704316479
4000,-42.30677273272356,0.032432573951182486,0.09914611489300529,0.4339804093224119
4100,-42.30007266920909,0.03243369181532916,0.09914858864398204,0.43398045206758773
4200,-42.28628111017489,0.032476784226211856,0.09913896704242188,0.4339801487138784
4300,-42.27939286559506,0.03251623609705978,0.09911919992236685,0.43398037022036723
4400,-42.27599766938283,0.03251828340652404,0.09911354086761356,0.4339800473798043
4500,-42.26872289239148,0.03255543791513596,0.09911400852887543,0.4339801005672941
4600,-42.25664876943289,0.03260233924849278,0.09909465994549753,0.4339797645897934
4700,-42.25272250273441,0.03261628616205006,0.09909068267015758,0.4339799209978655
4800,-42.240161051650986,0.03262512001099426,0.09907473845541977,0.43397966018447887
4900,-42.238838197207976,0.032672236153910024,0.09907163718482113,0.43397977050185066
5000,-42.22905348598266,0.032683304121549725,0.0990587176219796,0.4339798276156917
