miliseconds,V,n,s1,s2
0,-41.803158788144636,0.03403405320415772,0.09865245559978886,0.4339819606751584
100,-41.80307870023039,0.034053497734365404,0.09865369059448538,0.43398209829725487
200,-41.786785407521805,0.03410540416950809,0.0986429117209363,0.43398226550531366
300,-41.78133889648748,0.03412501770050998,0.09863589934775703,0.43398238473875567
400,-41.77360041061624,0.0341445110153536,0.09863062342480697,0.4339825642838967
500,-41.76816004535621,0.03415270318470037,0.09861927495346877,0.4339827266685736
600,-41.75438809230677,0.03419386599290151,0.0986175414493099,0.4339828965570734
700,-41.746839442486944,0.03423646364020455,0.09861025600545949,0.4339830951838299
800,-41.740472318610394,0.034254823011667775,0.09860535690453129,0.43398329782764516
900,-41.73592082067901,0.034288429587419976,0.09858987877226405,0.4339835064754218
1000,-41.72493263581601,0.0343095151521338,0.09858892468569304,0.43398366091293883
1100,-41.71652528699837,0.03432652888424431,0.09858269734964006,0.43398385102056675
1200,-41.70481875069681,0.03438032811310322,0.098578406425197,0.43398406972493647
1300,-41.70062434294522,0.03440721996041079,0.09856904995852037,0.43398427632636594
1400,-41.68669698945839,0.034439191041642,0.09856364068151817,0.4339845283927103
1500,-41.681223935742494,0.034442096653154716,0.09855690289607602,0.43398468910889365
1600,-41.6716373827811,0.03446076055080944,0.09854349582892069,0.4339848998197769
1700,-41.66076306827198,0.034495320225129356,0.09854168898043383,0.43398515293293155
1800,-41.64798214022693,0.03455030518662024,0.09853152966415915,0.4339853727831022
1900,-41.63912591556832,0.034562480524704425,0.09852911852221821,0.4339856117894354
2000,-41.63650220871179,0.034591947446592185,0.0985190790349685,0.43398582558441356
2100,-41.62505841474709,0.034610457379092414,0.09851371219975742,0.4339860530036381
2200,-41.61389528187438,0.03462712543708858,0.09851096987769911,0.43398630473473065
2300,-41.603714429212,0.034680320350811346,0.09850486845519256,0.4339865792652863
2400,-41.5996134246811,0.03470884399351701,0.09850218279948174,0.43398675646962087
2500,-41.58753240124328,0.03472036167039818,0.09849283999994765,0.4339870221034533
2600,-41.57644544668464,0.03478046928797016,0.09848286061185706,0.4339873262706724
2700,-41.56703336948451,0.03477299201923337,0.09847978883774788,0.43398753034033605
2800,-41.56440051213579,0.03483453922603359,0.09848194173084829,0.43398783606631547
2900,-41.54604730862294,0.03484702573833566,0.09846734973980525,0.43398810737119387
3000,-41.543350765235914,0.0348855142664761,0.09846465601813703,0.4339883566552161
3100,-41.52827724019665,0.034894225182391256,0.098460636445396,0.43398859057715344
3200,-41.52528394556637,0.034927708709473294,0.09845555616913033,0.4339888850490992
3300,-41.51432685310242,0.034978610115469454,0.09844906837904882,0.43398917165985434
3400,-41.50504291418206,0.034978166135614296,0.09843987967781484,0.43398943921977223
3500,-41.498662279974596,0.035001307981163125,0.0984343393425922,0.4339897720158853
3600,-41.49123064016684,0.03505563937938925,0.09843585603456242,0.43399001405803483
3700,-41.48287608843936,0.03506281865499994,0.09843455888874608,0.4339903105338246
3800,-41.469417092425694,0.03512544566535424,0.0984209897071685,0.4339905885438716
3900,-41.46607064218481,0.035152335741842206,0.09841299081383331,0.4339909443136231
4000,-41.45181803778145,0.03516069939779658,0.09841176225193708,0.43399123460645006
4100,-41.439788314122985,0.0351970017307013,0.09841126946833519,0.4339915488019092
4200,-41.431926017190825,0.03523612509418347,0.0984076670384681,0.43399184873287094
4300,-41.42100926872335,0.03527093793688757,0.09839936661456154,0.43399214816247317
4400,-41.41492076163657,0.035282496831615426,0.09839701815544302,0.43399245389910374
4500,-41.39839513204269,0.035316463752560354,0.0983970395746208,0.4339927721658717
4600,-41.39473946091437,0.035332197203841426,0.0983886169307187,0.433993061424602
4700,-41.39037723264144,0.03536858810591559,0.0983833078113372,0.4339934285930106
4800,-41.376963725381216,0.03541302886140765,0.09838242819849519,0.43399376309215815
4900,-41.3717318500624,0.03542849716052514,0.09837448336484365,0.4339940894964195
5000,-41.35568954904915,0.03546165141624674,0.09837483280446821,0.4339943676242888
