milliseconds,Ctelo,Utelo,Cdc13,Rad17Utelo,Rad17,Rad24,RPA,Mec1,ssDNA,RPAssDNA,RPAssDNA1,RPAssDNA2,Mec1RPAssDNA,ExoXI,ExoXA,Exo1I,Exo1A,Rad9I,Rad9A,Rad53I,Rad53A,Chk1I,Chk1A,Dun1I,Dun1A,ATP,ADP,Rad9Kin,recovery,G1,S,G2,M,G1cyclin,Scyclin,G2cyclin,Mcyclin,G1CdkI,G1CdkA,SCdkI,SCdkA,G2CdkI,G2CdkA,MCdkI,MCdkA,G1Soff,G1Son,SG2off,SG2on,G2Moff,G2Mon,MG1off,MG1on,budscar
0,64.0,0.0,300.0,0.0,70.0,70.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,670.0,0.0,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,10000.0,1000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
100,63.99755443488778,0.002445559105610866,300.00244556511217,6.0066138665565e-09,69.99999999399336,70.0,3999.999999999464,4000.0,5.217002124337892e-09,1.487799377546005e-26,5.353851939650294e-10,3.8222765234957244e-18,2.3715067210237483e-27,69.99999999986296,1.3701370410580412e-10,667.6557606766852,2.3442393233147847,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999993994,1000.0000000060066,0.0,0.0,1.0,0.0,0.0,0.0,0.0159990400378529,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
200,63.9951453727525,0.004854603340695384,300.0048546272474,2.3906813090922442e-08,69.99999997609315,70.0,3999.9999999921333,4000.0,3.779231597299424e-08,4.2403514226547704e-23,7.865938358245368e-09,7.951933570703215e-16,1.2506882167645128e-23,69.99999999893528,1.0647111593660475e-09,665.3197235324949,4.680276467505066,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999976095,1000.0000000239068,0.0,0.0,1.0,0.0,0.0,0.0,0.03199616030666053,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
300,63.99277226903369,0.0072276774433531815,300.00722773096635,5.352297861333496e-08,69.99999994647698,70.0,3999.9999999631036,4000.0,1.1612573718134037e-07,3.808883606632749e-21,3.689576330619697e-08,1.7140206857632762e-14,1.5769002034272783e-21,69.99999999650576,3.4942441301189e-09,662.9918598657412,7.008140134258848,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999946482,1000.0000000535229,0.0,0.0,1.0,0.0,0.0,0.0,0.04799136103618551,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
400,63.99043458738924,0.009565317930604538,300.0095654126108,9.468017719814547e-08,69.99999990531978,70.0,3999.999999891585,4000.0,2.5180121039782195e-07,9.1773469862281e-20,1.0841432946956408e-07,1.492498314076222e-13,5.497860663259692e-20,69.99999999194277,8.057243085530204e-09,660.672141078916,9.327858921084015,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999905323,1000.0000000946801,0.0,0.0,1.0,0.0,0.0,0.0,0.06398464245678452,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
500,63.98813179945367,0.011868053340275044,300.01186820054636,1.4720608273065785e-07,69.99999985279389,70.0,3999.99999975309,4000.0,4.518024717008171e-07,9.358736111745726e-19,2.4690918162912655e-07,7.650119709850314e-13,6.674075097457233e-19,69.9999999846865,1.5313510328646593e-08,658.3605386741589,11.639461325841214,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999852798,1000.0000001472059,0.0,0.0,1.0,0.0,0.0,0.0,0.07997600479875977,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
600,63.98586338472478,0.014136404344299818,300.0141366152752,2.1093093889544767e-07,69.99999978906904,70.0,3999.9999995210237,4000.0,7.201257968546246e-07,6.245351266201236e-18,4.789732384161991e-07,2.8711656727224855e-12,5.3129071999473876e-18,69.99999997424166,2.575835122353966e-08,656.0570242533553,13.94297574664483,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999789074,1000.0000002109308,0.0,0.0,1.0,0.0,0.0,0.0,0.09596544829238689,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
700,63.98362883044904,0.016370883863453062,300.016371169551,2.8568752160493496e-07,69.99999971431244,70.0,3999.999999167622,4000.0,1.0587337735514633e-06,3.0356392189651974e-17,8.323695082392493e-07,8.671273178940483e-12,3.0826021082061363e-17,69.99999996017131,3.9828717035024665e-08,653.7615695177586,16.238430482241377,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999714317,1000.0000002856875,0.0,0.0,1.0,0.0,0.0,0.0,0.11195297316791471,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
800,63.98142763150816,0.01857199718075999,300.0185723684919,3.7131110181535776e-07,69.99999962868887,70.0,3999.9999986645985,4000.0,1.468225424277508e-06,1.156412662561305e-16,1.335378715868331e-06,2.231485522227229e-11,1.3624273898897086e-16,69.99999994209121,5.7908810998614593e-08,651.4741462676118,18.52585373238814,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999628693,1000.0000003713111,0.0,0.0,1.0,0.0,0.0,0.0,0.1279385796555631,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
900,63.979259290304526,0.020740242056091346,300.02074070969553,4.676394079286839e-07,69.99999953236056,70.0,3999.9999979836266,4000.0,1.9483303909919425e-06,3.6874623046621375e-16,2.0163226959055455e-06,5.0853776839771316e-11,4.926456577106071e-16,69.99999991966463,8.033539542784747e-08,649.1947264018223,20.805273598177816,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999532367,1000.0000004676394,0.0,0.0,1.0,0.0,0.0,0.0,0.1439222679855243,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1000,63.97712331664859,0.022876108838844944,300.0228766833515,5.745125887781107e-07,69.99999942548739,70.0,3999.9999970966196,4000.0,2.4982149983346907e-06,1.0270718283360896e-15,2.9032750571553965e-06,1.0540376262446197e-10,1.5361833778494234e-15,69.99999989259749,1.0740253410748486e-07,646.9232819176361,23.07671808236399,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999425494,1000.0000005745126,0.0,0.0,1.0,0.0,0.0,0.0,0.1599040383879637,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1100,63.975019227649774,0.024980080577062788,300.0249807723503,6.91773177920326e-07,69.9999993082268,70.0,3999.9999959759048,4000.0,3.1166658882020204e-06,2.5602928735984367e-15,4.023893117450873e-06,2.0244667547944684e-10,4.250762946328688e-15,69.99999986063428,1.3936574249615915e-07,644.6597849102798,25.340215089720385,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999308235,1000.0000006917732,0.0,0.0,1.0,0.0,0.0,0.0,0.17588389109301905,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1200,63.97294654760898,0.027052633124982576,300.0270534523911,8.192660583828137e-07,69.99999918073392,70.0,3999.9999945943364,4000.0,3.802223807882315e-06,5.829962259540871e-15,5.405299046698884e-06,3.6528251496235774e-10,1.0666533365665352e-14,69.99999982355425,1.7644576141169475e-07,642.4042075726062,27.595792427394034,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.99999918074,1000.000000819266,0.0,0.0,1.0,0.0,0.0,0.0,0.19186182633080018,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1300,63.97090480791146,0.029094235250133924,300.0290951920886,9.568384275202875e-07,69.99999904316155,70.0,3999.999992925382,4000.0,4.553284937432548e-06,1.2316223614632063e-14,7.07399305520519e-06,6.25626744592488e-10,2.469045774973632e-14,69.99999978116797,2.1883204100659532e-07,640.1565221947619,29.843477805238265,20.0,0.0,6900.0,0.0,60.0,0.0,3000.0,0.0,9999.999999043168,1000.0000009568383,0.0,0.0,1.0,0.0,0.0,0.0,0.20783784433138924,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
