miliseconds,S,V,V_e,I,R
0,0.9429217611725845,0.056720333133815214,0.056257453739999436,0.001288294789129743,0.0005848661942870204
100,0.9413021062642309,0.05747468461233004,0.05693214841918844,0.0011545486032045497,0.0009893378955127458
200,0.9397333489503552,0.05808229802791614,0.058128076111542124,0.0013776967367974786,0.0006929231159055732
300,0.9399609141762666,0.058599909183412326,0.05917244831109162,0.0015082620546206364,0.0005758645528838436
400,0.9387828716220695,0.0591863852488366,0.0595899867866088,0.001562275812918908,0.0018775140566688353
500,0.9378665753032627,0.06010984580273586,0.06032090134992228,0.0016245350020259797,0.0016590859867811468
600,0.9347439976981289,0.06094580933497699,0.061196075622441184,0.0017233582448195487,0.0014472945629711723
700,0.9347479642153055,0.06137206833723345,0.06167522919213904,0.0016377003689120664,0.0021448097779958623
800,0.9328372261883724,0.06256829714305263,0.06251607046019175,0.0019247975302890423,0.0032699842789921654
900,0.9333190739009928,0.06318381836436195,0.06307517280256911,0.0019379671960575743,0.0026133233241216703
1000,0.9304539858328006,0.06385822033317615,0.06428828858642753,0.002050235369661982,0.0027562596996429005
1100,0.9308705048919167,0.06466136234766383,0.06489353306491172,0.0022077875394549383,0.0042639322641088336
1200,0.9274426692959868,0.06488826221638637,0.0656456602385199,0.002127709917039555,0.005095176808049685
1300,0.9272690416816204,0.06560590919630069,0.06581871734271762,0.002463659771962023,0.005169102356418211
1400,0.9266317307400121,0.06673435387710878,0.06640296607921878,0.0026213388260853286,0.005123120452182759
1500,0.9236490230531139,0.06722553052100173,0.06697206241092776,0.0025512896211077178,0.005632139872542967
1600,0.9229221400903852,0.06736801528480102,0.06751800072032978,0.002972363652445022,0.0065886824363066854
1700,0.9212809271712221,0.06797762461930143,0.0688370304913625,0.0031419200886600015,0.006779614317432193
1800,0.9191543522455132,0.0685048857447525,0.06929619758910509,0.0029694962789552975,0.008339782087044629
1900,0.9193246717183625,0.06901256616898667,0.06989967593516357,0.0033439890549993626,0.00922113025290616
2000,0.918575820801745,0.0699680682753658,0.07022474590019816,0.00348882817462198,0.009044294022206632
2100,0.9164983228208682,0.07037880095696346,0.07080004484339807,0.0037891739355519058,0.009524928702418743
2200,0.9141328820831669,0.07101030368373926,0.07121828679107545,0.003988417456547207,0.011035402921948876
2300,0.911816424179167,0.07134227033392868,0.07238987421044504,0.0038664239547120415,0.011827350736084196
2400,0.9102328926403513,0.0722509081978025,0.07305702871448613,0.004370227214157911,0.011628650089942452
2500,0.9099359863664389,0.07242172029170098,0.07318109517626395,0.00446295521541914,0.013517371871986397
2600,0.9068618947779526,0.0729498612447808,0.0734956743192219,0.004671318731035478,0.013582674178606289
2700,0.9064163910815168,0.07398789459211258,0.07430772778749267,0.0047394461764553005,0.014681832241174031
2800,0.9054086826120494,0.07447397572765291,0.07509351768147478,0.005161784205578083,0.01603369898231198
2900,0.9036072805123874,0.07495116286537853,0.07525024563270494,0.005475095018003964,0.018251299569105133
3000,0.899920647835001,0.07539997807042402,0.07578910208747731,0.005721834482564598,0.01925321630279135
3100,0.8992811410682228,0.07576253182880273,0.07685377537049813,0.005816440287253244,0.020640672799052507
3200,0.8954646614297153,0.07611715659063333,0.07724878337724968,0.006018458535070515,0.02038876568696034
3300,0.8947890750326074,0.07617501905220876,0.07773944178432833,0.006418978475135564,0.02321398847182824
3400,0.8918098074032685,0.07673148678509507,0.0784947432547405,0.0066618623834255285,0.024058642573228713
3500,0.8915761570496219,0.07766784324291014,0.07835616898237856,0.0069102184855852474,0.0261356090187665
3600,0.8892709181317415,0.07749701031637925,0.07875111042966042,0.007424061923198595,0.027536879893449676
3700,0.8853579450402559,0.07851926536854968,0.07984732036838726,0.00777901130781735,0.02832108074389216
3800,0.883363806783343,0.07829501236625197,0.0804810888079863,0.008001687135735581,0.02990964732237789
3900,0.8799824458411125,0.07852626307912272,0.08084710268725623,0.00823539459617968,0.031333353349574024
4000,0.8786896224165944,0.07909574122797616,0.08072278735911105,0.008789051468555978,0.03379754025198871
4100,0.8757021563263652,0.07944616680234656,0.08162192681399202,0.00910216240203557,0.03637388776994189
4200,0.8742635891053165,0.07988050597028605,0.08177580661184053,0.009424409998156637,0.037291006814225064
4300,0.8701827205261368,0.07996113441405035,0.08225979219581364,0.009854297466333822,0.039763842344555926
4400,0.8667303253456083,0.08065273943889839,0.08303117146127079,0.010227743457412156,0.04260511234606758
4500,0.8647342816729721,0.0812992837091422,0.08329344439775456,0.010562706718517126,0.044114998057434955
4600,0.8626087358675407,0.08152765199987429,0.08385864351830247,0.011057387761990852,0.04692308345431657
4700,0.8596469727693289,0.08186947946437222,0.08390379315819739,0.01128096249248524,0.049382765298815766
4800,0.8543063986427449,0.08161460034048681,0.0844330102892985,0.011969234285901492,0.05117622562536836
4900,0.8522231028607832,0.08181239837782109,0.08455446133086982,0.01214866628934808,0.05423976084856374
5000,0.8479841295062026,0.08246001157288935,0.08502061079350734,0.012594577436281996,0.05662260059443296
