milliseconds,S,V,V_e,I,R
0,0.9421300610388881,0.05677120797081674,0.056747120435287284,0.0013297475502922129,0.00040038778299443165
100,0.9407510283461028,0.05756914181156461,0.05754870796427102,0.001102005111537901,-0.0003507405593629366
200,0.9393962116082794,0.05808258444392962,0.05831477272913596,0.0014408738667230734,0.0005786633399610067
300,0.9402747922832116,0.05884938613675357,0.05856239848508821,0.0015496799928319564,0.0010680260895046432
400,0.9377297156488499,0.0597591407453955,0.06000686512931782,0.0013620824286419782,0.0014570721649381294
500,0.9369152338369824,0.06063962401029616,0.06042397205927148,0.0014981223989767643,0.0016047896120590037
600,0.9352124322904874,0.06105706494958896,0.061311209091753076,0.0015693240624844427,0.0012439995644511316
700,0.933812509713113,0.062024082808347425,0.062180724608712115,0.0018421970740316578,0.002841812374622345
800,0.9326485086376155,0.06267542977398262,0.06257768958992613,0.0017231625612425798,0.0017866497527581448
900,0.9310011955747107,0.06290031945077304,0.06327186623059389,0.0020131354825675784,0.0021918309558422513
1000,0.9308932090037809,0.06399767612674155,0.06412481514047767,0.0021042580428442836,0.003920702338290727
1100,0.9286868627166278,0.06464234619728956,0.06497495836227278,0.002297070108161882,0.004193094830405352
1200,0.9284171658939008,0.06494528740511372,0.06493284493084216,0.0023669472975300396,0.0046980230782462315
1300,0.9271193341491794,0.06536391320258532,0.06603078653481413,0.0025715329407371983,0.005116233399663023
1400,0.9249813635673019,0.06606894834238156,0.06619612543388356,0.0026374983460761927,0.005191935895411797
1500,0.9241005571737765,0.06686541497241826,0.067480538666356,0.002529746229200473,0.005261376670476316
1600,0.9226314117451984,0.06741750356430448,0.06749730430529848,0.0028866038528101035,0.006329591712495377
1700,0.9213475094626009,0.0684406879298975,0.06848262342520951,0.0030632314682537166,0.006753052714405006
1800,0.9206752904295209,0.06854876345488196,0.0688421586222966,0.002992498667888571,0.008288241584798317
1900,0.9193661029472756,0.06952072218621326,0.06962606896777716,0.0032898339432923095,0.009097373035337307
2000,0.9178218928528812,0.0699788309060889,0.07063644963331604,0.003439474465991122,0.009809501957603552
2100,0.915398937541303,0.07074151928814489,0.07064993575091488,0.0037255032736363738,0.009778289377068938
2200,0.9144679473471187,0.07087623353171166,0.07192454814333309,0.0037576264447221246,0.011083922703246478
2300,0.9136223118679045,0.07129371233336912,0.07220845290658086,0.0038962175233600935,0.011687626221306383
2400,0.9113089600501726,0.07252263714430446,0.07294106019060809,0.00421986838548189,0.013080063293433152
2500,0.9105423009604247,0.072448994359284,0.07344266134553493,0.004437119720845142,0.013839425556640252
2600,0.9092088336139426,0.07324796686391158,0.07402701501304199,0.00477025201213421,0.01476114435471771
2700,0.9069512374787614,0.07365793088160934,0.07484272712166959,0.004909784412215315,0.01565267287076053
2800,0.9045449412909802,0.0740189369391825,0.07469151045253399,0.005194543070939608,0.015995054564572897
2900,0.9029288769886341,0.07505273530496445,0.07531409564597256,0.005304407859360218,0.01713832362818144
3000,0.9013633060153187,0.07530039227724855,0.07608504047802205,0.005480958423545265,0.018579415849212532
3100,0.8997150852526566,0.07593392865135704,0.07684655377141301,0.0060019867238477725,0.01948249685309621
3200,0.8977749105124412,0.07588077635085705,0.07723688748871695,0.0061352934937519265,0.02156742049353313
3300,0.8933077162279466,0.0765948560148501,0.0773248457930871,0.006366536993594422,0.02263028732031896
3400,0.8911786533155459,0.07697133228089623,0.0779147221522426,0.006698852571804713,0.02352189731066331
3500,0.8907392714569182,0.07708392791671155,0.07875899127967848,0.00702766255106591,0.025295425499035296
3600,0.8869875280787702,0.0780689951203214,0.0787445264777519,0.0074160609713299665,0.026569055359441762
3700,0.8858133541298353,0.07804732958731266,0.07974715190069397,0.007820573178159543,0.02923754321413878
3800,0.8843298592902962,0.07866213043738908,0.079921121087342,0.007883116713653063,0.030253980007445388
3900,0.8804861853500038,0.0790284756389007,0.08090734227300608,0.008384380552593669,0.031899298200160436
4000,0.8789170344062514,0.07931400458904897,0.0806020651880214,0.008791643715268197,0.034494601557170136
4100,0.8747299899656037,0.0792617749660996,0.0811434015641644,0.008916778867572556,0.03628415171964813
4200,0.8743031377671273,0.080009248167779,0.08149904565612189,0.009565323434496655,0.037440455457192386
4300,0.8697962067979734,0.07992433927130572,0.08269841586177537,0.00990066776021099,0.03961163596339194
4400,0.8685511024939135,0.08057765685348234,0.08271918405167572,0.010257915137854302,0.04119061364774765
4500,0.8651302412545853,0.08108375815582201,0.08297514076536919,0.010622949467404597,0.04392196381375232
4600,0.8619745106245265,0.08151272171610563,0.08344700353556937,0.01107224675128937,0.04706556434757155
4700,0.857991993431614,0.08165004738796934,0.08447643256621662,0.01135659475862452,0.04800153920791401
4800,0.8542641843758431,0.08199131877740848,0.08488067167731964,0.011826573984866815,0.051302329126246216
4900,0.8520807812778565,0.08193275494588304,0.08459533141899056,0.012386422563931533,0.05360828878242776
5000,0.8475880852476485,0.08218951285712851,0.08533385515786958,0.012496317055771098,0.05637870544670738
