miliseconds,S,V,V_e,I,R
0,0.942772698939273,0.05664183153773763,0.05674738459502094,0.0010717774813665316,0.00023338165158279147
100,0.9425029690701412,0.057192964917572295,0.05764822020687857,0.0011606254755989797,-2.896756438868235e-05
200,0.9394272792940924,0.05825942351203378,0.05833228384174138,0.0011933311763922439,-6.003732576689207e-05
300,0.939292697306353,0.058833395592788246,0.05874357322010868,0.0013534416953668112,0.0009672460473441623
400,0.9377415827731206,0.05991691875580405,0.059685582302096314,0.0014491731692920964,0.0011142160689518697
500,0.9374488713373562,0.06060558111236929,0.060166701332548866,0.001647048701694594,0.0016813485279363481
600,0.9353667349854901,0.06074400154907735,0.0611016438066551,0.0015020729348820536,0.0013775710612041467
700,0.9340866003972681,0.06197761255877135,0.061949924121509625,0.0018122520636195398,0.002301222922993233
800,0.9344180618256972,0.06275872334585614,0.06288703759275413,0.0019748693825896095,0.00286222689831739
900,0.9309243682771396,0.06321108059690425,0.06332556137177195,0.0019249761444524156,0.0022253005629273713
1000,0.9302212401278481,0.06353428074717767,0.06385054395274987,0.0019152246640623855,0.003058790271155014
1100,0.9308221633043922,0.06422096101653785,0.064648686435358,0.0020845774704753976,0.0031654667295187354
1200,0.9284689257745627,0.06520411334120127,0.06538431817387806,0.002222499219075624,0.005099380070563345
1300,0.927980680575603,0.06602160024453041,0.06563180088764821,0.0023238709786959533,0.004678790020173493
1400,0.9244964324718402,0.06617849172619807,0.06659325461400288,0.0023787876744455795,0.00581207466584623
1500,0.9235741128834791,0.0670334722136427,0.06687056659490734,0.0026329934794014362,0.005845717083447538
1600,0.924125981660134,0.06781835694365108,0.06806488796382465,0.0027887115728535837,0.0072464616767726675
1700,0.9218366210137549,0.06786374356112605,0.06847394253222454,0.0028233370996462036,0.00671858579710077
1800,0.9194915065089798,0.06894921923038706,0.06954765904716861,0.0030122389299265693,0.008043135951076438
1900,0.9185875418582284,0.06956607260530849,0.06946977575314853,0.0034194326047000704,0.008224959673034363
2000,0.9183570653670416,0.07009440638758091,0.07003863789810041,0.00359737489015026,0.009771085604264753
2100,0.916786540005733,0.07052986542676515,0.07069272514353393,0.003756252714003536,0.010618678647673161
2200,0.9139751312015614,0.07123684144920052,0.07121769874031815,0.003766373174814536,0.010045788175297613
2300,0.9124786620363728,0.07194782041642206,0.07221956210231499,0.004064508455083653,0.011258268029705556
2400,0.9102464707218862,0.0721292044807402,0.07257261005618812,0.004077874715873878,0.01249336907424395
2500,0.9088632997624169,0.07247582907630207,0.07290510022792428,0.004360067075342969,0.012596836611266043
2600,0.9072527690518593,0.07320132849194291,0.0739862580500311,0.004690827444253251,0.014582347115198794
2700,0.9058572041977577,0.07357383389579668,0.07481059114770798,0.0050506063342500305,0.01489323298446958
2800,0.9046895017795814,0.07456884229359538,0.07463464522695644,0.005074000039958496,0.016237895400629882
2900,0.9037685117987331,0.07489073108442722,0.0756712054622336,0.00543468867858408,0.017257985517718302
3000,0.9017167613529479,0.07498406369069224,0.07639852150514786,0.005792325223125068,0.0191071552999687
3100,0.8992648599510928,0.07573561066262878,0.076241839169073,0.0058665302431041245,0.020270090720925997
3200,0.8958903019082604,0.07633253867426863,0.07724326181172209,0.006063687011147266,0.0205374888420202
3300,0.8959133867114804,0.07641805026037984,0.07758709743384822,0.00653475898449023,0.021810124982692785
3400,0.8929428677491869,0.07674046436915236,0.07843983659843128,0.006763248487944789,0.023910832225323177
3500,0.890340970759606,0.07732054435899845,0.07880133448246063,0.006906440598061173,0.025791886786763314
3600,0.8880318561092757,0.07756323085901758,0.0792139535612831,0.00723573752911062,0.026842554847736764
3700,0.8860757595533882,0.07789355146134525,0.07956484812414805,0.007698404259262752,0.028212642244503816
3800,0.8829714886602086,0.07849236611593334,0.07977412293360689,0.00797464513969897,0.030523129615999046
3900,0.8808184809836177,0.07905198546437424,0.08016555498835197,0.008229236355143797,0.03149218145866277
4000,0.8791023787243829,0.07900601664766825,0.08131413357579641,0.008831944042910343,0.034487827321597796
4100,0.8752244081372239,0.07959394466666095,0.0817586007635073,0.009146738754585382,0.03533184747647984
4200,0.8723705645540869,0.08012420248373466,0.08157386985671125,0.00956689825335393,0.03813395061837478
4300,0.8713552825382046,0.08064615587378762,0.08249149965715412,0.00974446876393087,0.03987200862265296
4400,0.8668738222329883,0.08032437148000708,0.08257814177722889,0.01020659096894029,0.041702420351695586
4500,0.8641873498212208,0.08065545234907899,0.08349230068505148,0.010447211464442566,0.044597882469030264
4600,0.862423668170551,0.08090105908888666,0.08354170446743558,0.011127858678002383,0.046656367701333086
4700,0.859038816816896,0.08128326218926625,0.08394606212673786,0.01140984740448715,0.04907380527362845
4800,0.8551627845694488,0.08184579747424046,0.0849388766823061,0.011786708264896733,0.05064538736192005
4900,0.8520448115688127,0.08202172567210898,0.0852605847403608,0.012085948967789618,0.05321641118551458
5000,0.849937018589747,0.08261218453914204,0.08560637885856826,0.012790813040067725,0.055710148861623766
