milliseconds,H,D,M,C,N,R
0,0.0,0.0,400.0,4.0,100.0,0.0
100,0.1417700320383197,0.22461210174829369,403.20919324066824,4.000085159911166,99.75967103435136,0.01571686171641
200,0.5885977132332465,0.4639117016736003,413.4146593437086,4.001453219787416,99.46978038249004,0.06630791575400029
300,1.3235105384527137,0.6834452471184514,430.365785304855,4.007193450487092,99.1661779256559,0.1503768278250482
400,2.3228486692728314,0.8775042719806363,453.64093923077616,4.021480706904976,98.85808340626298,0.2644123227166428
500,3.569179886028093,1.046086816844857,482.9403849315975,4.0487540468930785,98.54923534519321,0.4046778399285459
600,5.052005682254661,1.191057310678045,518.1067766290313,4.0932253310617615,98.24125811156347,0.5676845797376562
700,6.766709833091342,1.314966761287157,559.1055779363629,4.158656463951714,97.93469854128843,0.7503346994891076
800,8.713598982510295,1.4205350646460768,606.0067443395426,4.248297375329008,97.62949371481595,0.9499712224829118
900,10.897174049138957,1.5104397339602844,658.9709525817434,4.3649318642091925,97.3251866889687,1.1643735788202167
1000,13.325768240658297,1.5872055544288877,718.2436210038513,4.510979753573837,97.02105460355797,1.3917398437457795
1100,16.011507075032327,1.653152539492442,784.1559008878861,4.688636967427136,96.71618694589246,1.630660516352893
1200,18.970513149018803,1.7103825508477801,857.1310805058697,4.900032463919933,96.40952739285538,1.880090057999059
1300,22.223354957474022,1.7607776076868003,937.696498937404,5.147395821561124,96.09990092653696,2.139321467425159
1400,25.795718189508946,1.8060090768661294,1026.5005793041478,5.4332342983973305,95.7860269201196,2.4079640046325106
1500,29.719340847392047,1.8475551208035543,1124.3360247754904,5.7605214434812355,95.466518755768,2.685926125048243
1600,34.03323169942851,1.8867223030010456,1232.1697428909802,6.132900939911559,95.13987253732256,2.9734051613006875
1700,38.78517353048556,1.9246675446621513,1351.1796209271101,6.554911558531573,94.80444844552724,3.2708840114321736
1800,44.033641643705856,1.9624212626556417,1482.801222517152,7.0322480021684575,94.45844234906245,3.579136389900721
1900,49.850239335857374,2.000911320925958,1628.7868448084848,7.572071528910454,94.09984678629425,3.8992418943996867
2000,56.32281286655361,2.040986645472554,1791.2808489369843,8.183391621437183,93.72640012779563,4.232613228352963
2100,63.55945897659015,2.0834397483841767,1972.9163407023998,8.877547039583124,93.3355222809331,4.581037972303459
2200,71.6937294350414,2.129028042632112,2176.940424190772,9.668824634945665,92.9242336732007,4.946738285787406
2300,80.89151300209109,2.1784935820098674,2407.379435777283,10.575275418818427,92.48905219309262,5.33245422651786
2400,91.35998466304392,2.232581290863921,2669.2534638591715,11.61977669462775,92.02586366774113,5.741555043015561
2500,103.359719388499,2.2920530510930086,2968.8660923977413,12.831477134374214,91.52975552705905,6.178191423468493
2600,117.22088671610257,2.357697291897452,3314.1911656588027,14.247738867217981,90.9948038006616,6.647498909061399
2700,133.36517342100234,2.4303312821754304,3715.395596492361,15.916781509792903,90.41379729347194,7.155871425973084
2800,152.3353937393541,2.5107896253797053,4185.544464083903,17.901276989396234,89.77788373717681,7.711326639063942
2900,174.83709285137806,2.5998949195294347,4741.590908472071,20.28342559231943,89.0760918544255,8.32401322766551
3000,201.79408302971368,2.6983954335884945,5405.69627590171,23.171770647990364,88.29472552345638,9.006879044575566
3100,234.42509911997348,2.8068483114571676,6207.051247682878,26.710651469161025,87.4165705330603,9.77658115710299
3200,274.3481076292433,2.9254253266659953,7184.354251369782,31.093106414460678,86.41986445724997,10.65471021770449
3300,323.71918498087325,3.0535976385441685,8389.114414906537,36.578080773048136,85.27699689525366,11.669405467822626
3400,385.41018394559154,3.1896542268283268,9889.887236438732,43.512397452007455,83.9529352657485,12.857410509043646
3500,463.22084171629695,3.3300086776932876,11777.359473626582,52.356751549567505,82.40345646216136,14.266534861765814
3600,562.0940913580184,3.468296294110769,14169.585920197873,63.71131204823609,80.57349065951158,15.958213047998106
3700,688.2521937245853,3.594409014217983,17215.503031078035,78.32958860568849,78.39625854726195,18.009332440140522
3800,849.0634926375018,3.69383134893744,21092.365202539204,97.09463505764208,75.79476318179195,20.511405470891056
3900,1052.3447044156142,3.748101506992883,25990.270909749997,120.91811056307901,72.6878557806434,23.56404271398417
4000,1304.71627408274,3.7373788538490618,32074.846319643548,150.51208703156385,69.00391392540408,27.25870722236731
4100,1608.8328597019179,3.6454536090388823,39423.61581082749,186.01501453351344,64.70404511110567,31.650501281475897
4200,1959.9922996559455,3.465934317853254,47947.00396939154,226.55007338604963,59.81181139625405,36.72225428751314
4300,2343.6152296250584,3.206384724421325,57327.64618434856,269.9295503403879,54.438546078322624,42.35506919887649
4400,2735.5595960400838,2.8875673851564763,67023.13895272964,312.77278435006326,48.78743511073311,48.32499750573085
4500,3106.303459327946,2.538232908112841,76357.17186795811,351.1555589368362,43.12386054295382,54.33790655055376
4600,3427.6025915790337,2.187526779983032,84669.16228504495,381.56109984766937,37.720887350273486,60.0915858713639
4700,3678.79880350451,1.8591442706934351,91459.24154480101,401.7162612909575,32.80165684378894,65.33919888713805
4800,3850.089667423455,1.5680223415916434,96467.02090516558,410.94884500862884,28.5046273098458,69.92735035018296
4900,3942.0740567481303,1.3205121144704146,99666.87727011768,410.00909142130496,24.879786098217657,73.79970178893235
5000,3962.848687204882,1.1164433808678922,101206.89879134743,400.5733625550205,21.907615569055217,76.9759410516973
