milliseconds,a,b
0,50.004169284393775,0.01335915582993255
100,49.98849794195874,0.029165203134235172
200,49.98698137142496,0.04113593626665478
300,49.99762414693603,0.03781696335335683
400,49.99259769834631,0.03569970490732065
500,49.98328728716603,0.07357323550925446
600,49.98215905204965,0.08898276429423799
700,49.99450490759914,0.06731915576640193
800,49.98137302919488,0.10812337957410845
900,49.97566326816662,0.10500058173214577
1000,49.977367277795,0.10606350569199521
1100,49.96616193627824,0.12446334207698642
1200,49.967855961274964,0.15522274620968352
1300,49.97755274242183,0.15835711587823342
1400,49.955280251966244,0.17081980309688152
1500,49.94191627721851,0.18118683363618399
1600,49.9329150480508,0.18876887158767958
1700,49.930454469234064,0.19163851886964633
1800,49.94086062398057,0.20710586948919082
1900,49.93441250948836,0.22694414285841505
2000,49.92405329237951,0.22103534186942123
2100,49.895440767011955,0.25343366058295913
2200,49.909487278185374,0.26597108391746377
2300,49.89114233765828,0.2683309103831745
2400,49.89199499835949,0.2989492535581845
2500,49.861005584698184,0.3020962623677735
2600,49.859181234239124,0.3105401196812815
2700,49.86191077974057,0.3303667128950743
2800,49.8419386371564,0.32103943450237116
2900,49.81270175852705,0.3589838708509118
3000,49.81350937414532,0.3486760301134257
3100,49.815456384867446,0.3703316401089412
3200,49.78512759519442,0.3660665950542019
3300,49.78772180270867,0.37855253420744644
3400,49.768550460732726,0.41085566063423146
3500,49.74120025021419,0.4303157991458503
3600,49.726535070597954,0.439511249155345
3700,49.71253537076613,0.43888905084551744
3800,49.70030730252966,0.44621180481289663
3900,49.69806424844559,0.4688127102739957
4000,49.66128110242419,0.46772356396139664
4100,49.64254848528173,0.4815992412822445
4200,49.631660673485506,0.5008298391974125
4300,49.607939270230666,0.5244931441384189
4400,49.606636248689995,0.5079860123556044
4500,49.57847033470866,0.5357458574922374
4600,49.55356095249837,0.537559874201715
4700,49.55122856865877,0.5369372698053758
4800,49.53363870052036,0.5523640700046155
4900,49.50818997839728,0.5842972224462998
5000,49.47688800323441,0.5793820114734057
