miliseconds,S2_n,pS2_n,G_n,pG_n,S22_n,S24_n,S4_n,G2_n,G4_n,GG_n,S22_c,S24_c,S4_c,S2_c,pS2_c,G_c,pG_c,G2_c,G4_c,GG_c,R_act,R,R_inact
1000,28.514780429436154,9.914393011274565e-07,28.514785078162117,3.612295189979997e-06,-8.87493583086628e-10,2.381990688935648e-06,50.78093796855102,1.1603092008676193e-09,1.5181501298500055e-05,-3.88588233240578e-10,2.4138876688355385e-09,6.48331342537024e-05,50.780949263556074,60.58966592550158,0.0002534137793349017,60.589690686104596,0.000224420811709052,-5.43473839153446e-10,9.459001506035669e-05,1.243658627195653e-09,0.004590576616550465,0.9952310194313723,0.0
1100,28.51477568884366,2.74091202277323e-06,28.514772714198276,2.053705457302397e-06,2.8582259281412217e-10,3.691161256636762e-05,50.78093499369432,2.1577682452725447e-10,2.5218897141012002e-06,4.984389088838813e-10,-3.844907504214137e-10,6.845333649575826e-05,50.78093262366578,60.58955969902415,0.00022873886891174267,60.58962027714035,0.0002918604507894967,1.3082946725131085e-10,5.096123688759066e-05,-2.182611897514047e-09,0.005412317195526475,0.9945851252887026,0.0
1200,28.5147763264091,6.026674165523894e-06,28.514783689064927,1.0411070245571958e-06,-9.747352113570207e-10,-1.3510353149954729e-05,50.780935948686256,-1.4714297631717255e-09,9.074877473431922e-06,-4.918644649429418e-10,1.7495123346322492e-09,0.00011487859488640743,50.78082853574906,60.58960217253034,0.0003240188198800816,60.58954838043499,0.0003058778274677529,-1.3840378842718816e-09,7.876490266383422e-05,-2.012511963663519e-09,0.005882142902180781,0.9944426750653947,0.0
1300,28.51477356623719,6.468899646138966e-06,28.514775680475733,4.670212770822289e-06,3.946997686962994e-10,2.90017537331851e-05,50.78094033952664,-1.4245597867642061e-09,2.63619444347539e-05,1.555008335810226e-09,1.2929796931667798e-09,7.888922761622706e-05,50.78079361147839,60.58941881432179,0.0003577819687794768,60.58952722627898,0.0002989193329794565,-9.248551081101661e-10,8.259192200222137e-05,-1.8353962805328624e-09,0.0065278767630909925,0.9934879504119466,0.0
1400,28.514780258699044,7.30540615667618e-06,28.51478223410665,9.638589895547599e-06,-1.6653043050107952e-09,-8.335590965118516e-07,50.7809294535077,1.3272316004114753e-09,2.5139920804142324e-05,8.804477197458408e-10,9.448380208933988e-10,7.27914932165719e-05,50.78081270883982,60.58941901104445,0.0003514104201031017,60.58946237215052,0.00039363216062819004,1.1782223566753372e-09,0.0001323102235761826,-1.5532391656143696e-09,0.006481692448383471,0.9931490208022593,0.0
1500,28.514773442321967,1.0347322409392914e-05,28.514780755545246,6.1697306409095395e-06,-8.146747017032855e-10,4.219132975530541e-05,50.78092694349758,-7.401426393272454e-10,4.203488177060979e-05,-1.2266396269282545e-09,-1.769420607682671e-09,0.0001438733309104816,50.78078056553973,60.58940961819654,0.00039922528079011947,60.589453082430836,0.00039377496024861126,1.3165862715803865e-09,0.0001236023942292506,-2.0427757606540612e-09,0.007184305459897065,0.9924905063591825,0.0
1600,28.514783078762466,9.206532304381716e-06,28.514775722536058,5.57900489800409e-06,-1.4301433599435512e-09,-2.4009841016003577e-06,50.78093041534027,6.802910569605365e-10,1.583994602679544e-05,-1.0595202439416307e-09,2.332088750487452e-09,0.00013248216638138183,50.780689608461685,60.589281456819414,0.00043235482632719545,60.58936502506005,0.0004074542837979635,-2.4099576941692847e-10,0.00011463215900607717,1.526978984046682e-10,0.007656545512925002,0.9925624000118025,0.0
1700,28.514774773710982,3.2287500636265106e-06,28.514781919024838,5.186689578418895e-06,-6.907132406355391e-10,1.6211091683222142e-05,50.78093095034498,6.833745262112436e-10,4.138569756318339e-05,-4.634706005863457e-10,-1.600218896223627e-09,0.00010834523377261159,50.780680254312394,60.58931432669401,0.0004449617710393903,60.5893060971927,0.0004725898463713302,1.2003462777538416e-09,0.00011447978883270707,-1.4738840547088505e-10,0.007987823395985976,0.9917294837235298,0.0
1800,28.514779654673514,1.0005629980042674e-05,28.514775393052208,6.336300227916406e-06,6.953518973891726e-10,3.93536078151373e-05,50.78092582825555,-1.7587538428466719e-09,-7.353783771421959e-06,1.0286233069187933e-09,1.500207868539643e-10,0.00013714912352985872,50.780714057782326,60.58919425696588,0.0004758236928297514,60.58932307462636,0.0005213458824274888,1.2526674068601674e-09,0.00015386459185302045,6.382135135795468e-10,0.008964484281127928,0.9916576222904906,0.0
1900,28.51478177690134,5.92379834110749e-06,28.51478428821614,7.2987660821438295e-06,-2.198159814610208e-10,1.301486614239964e-05,50.780927036169146,2.2232296479312634e-11,4.777234868463999e-05,-1.440814410264613e-09,6.94533416759075e-10,0.00016675239392191735,50.780768440993135,60.58921700643743,0.0005672038755733595,60.58917946342626,0.0005403322363674889,1.007207377406082e-09,0.0001643571380415544,-2.2727296084120287e-09,0.008941925868311114,0.9905311603065453,0.0
2000,28.514783776747166,6.335103024958244e-06,28.51478113446992,9.721932667500023e-06,-1.3753012212766284e-09,2.8110559985489017e-05,50.78093486693892,-3.127976523452454e-10,4.834883233569483e-05,8.154313988972152e-10,-2.154866088047347e-10,0.00013167785325000276,50.7806242799352,60.58909667653244,0.0005730005131383775,60.58912575645115,0.0005361842127933565,1.3180752875981433e-09,0.0001376347630301844,1.4834773185223289e-09,0.009871882263925739,0.990644093988693,0.0
2100,28.514781227680476,1.0759966670942305e-05,28.514776255921653,1.3290071866324635e-05,-5.847785783806568e-10,-5.529676809221417e-06,50.78092948338793,-1.2928666152801475e-09,2.8784289055274166e-05,1.2514225472310774e-09,-1.3823994765711128e-10,0.0001584785521964591,50.780620548287246,60.589055418651114,0.0005709847791476722,60.589099458476575,0.0005935541343607677,-4.345430265020063e-10,0.00018589096306023144,1.521533074723993e-09,0.01020897176715376,0.989921012771485,0.0
2200,28.514776763675737,7.324977067901232e-06,28.51477681505626,1.211035864676782e-05,-1.3943052280719369e-09,2.301307170153998e-05,50.78093054394601,-1.6183533491535137e-09,2.5600761994073138e-05,-8.863481681723903e-10,-1.604052694964536e-09,0.00017042662718601493,50.78067189741796,60.589052200866405,0.0006185866709452472,60.58909370881449,0.000654209871715059,1.0406267651999504e-09,0.00019865780102338998,-2.395352315106778e-10,0.010907773518690171,0.9896013669206485,0.0
2300,28.514775600608495,1.1068932455795196e-05,28.514784580524374,1.0884824767790035e-05,2.6567127675521663e-10,1.1021813182223988e-05,50.78093018042954,1.1377667418615125e-09,2.648642173712744e-05,1.7159790538600162e-09,-1.0668505358436215e-09,0.000197881758629307,50.780624073807246,60.589089198573525,0.00069138044045149,60.589096035948884,0.0007042095308944056,2.0194845125824477e-09,0.00018451624751676166,1.6325085933940828e-09,0.010831070629591865,0.9886116629553143,0.0
2400,28.514781576080924,1.1769050615765174e-05,28.514782569690215,1.1847923245764116e-05,-1.6310170044246365e-09,5.2051694214923015e-05,50.78093269785757,1.242183291980671e-09,9.864384525802322e-06,7.376368913605601e-10,1.5987452929538057e-09,0.00021307269261429946,50.78060059424064,60.58902049275447,0.0006791289018061512,60.58902751203375,0.0007028275227753376,1.1114458509932241e-09,0.00022565993767777407,2.0817233610419037e-09,0.011496920144660406,0.9885507335545518,0.0
2500,28.514785625380387,1.4155971671709454e-05,28.514786096843828,1.1214236661917997e-05,1.3518438301588322e-09,-2.3225227553979656e-06,50.780930044517554,-1.5837886779921966e-09,4.091230077533316e-05,8.276202516827429e-10,1.4193319249735597e-09,0.00020565632864493155,50.78053326100727,60.58899173849515,0.000755391851951471,60.588894701502454,0.0007078996813457932,1.7534889573615679e-09,0.00021368744992131513,5.375237596514898e-10,0.012218544285677745,0.9879929510796176,0.0
2600,28.51478009756478,1.0866806230248904e-05,28.514787779415137,1.6443850647733996e-05,1.2080619207407675e-09,3.429180710160119e-05,50.78092825212209,-1.027010935786399e-09,2.244245578036851e-05,-1.7263795108861947e-09,2.2964898165655585e-11,0.00020551223397985145,50.78058386607154,60.58894407881382,0.0007713257324216087,60.58894354694592,0.0007922614272808722,-1.4263097762910963e-09,0.00020139706053408067,-3.904136886253176e-10,0.012755630197550499,0.9875305648561836,0.0
2700,28.514786073735372,1.4897571484944328e-05,28.514777791448616,1.244842221670099e-05,-8.806073507669238e-10,3.971617341017005e-05,50.78093219682135,-1.0352033327110045e-09,4.6850018339723e-05,-3.9415924372649465e-11,5.243828480712548e-10,0.00025716543962502693,50.78056127499408,60.588882206180166,0.0008295453753214235,60.5889164696179,0.0008012471125542163,1.5163852616257016e-09,0.00020163420854822292,1.7752130740285166e-09,0.013002534383040167,0.9867411325554927,0.0
2800,28.51477899081626,1.1363825735850633e-05,28.51479189534364,1.1049122171949315e-05,1.4291516627736972e-09,3.651262807049015e-05,50.78092871869533,5.973953695983557e-10,7.363636194607382e-06,-2.556877886808172e-10,2.145405625627069e-09,0.0002618581450297816,50.780547448573046,60.588777670192144,0.0008739821069736622,60.58881473776095,0.0008482616883302924,1.999124546088366e-09,0.00025798303663764684,-2.2096040910929998e-09,0.013357681829882371,0.9861698338208288,0.0
2900,28.514787376853445,1.636741251438669e-05,28.514785647828408,1.5268186339559644e-05,1.25437942552233e-09,2.4312736690714237e-05,50.78092761371579,5.60389639672313e-10,2.4758598099677995e-05,-1.1948356732700223e-09,-1.1330679775633004e-09,0.0002320771342100694,50.78053099715358,60.58880613120128,0.0008619154622845738,60.588738434077484,0.000894541625797392,-1.4868486359661733e-09,0.00028388112902295366,2.4756407247439998e-09,0.014289535232119,0.9859062597065933,0.0
3000,28.514783599391627,1.4253657008314522e-05,28.514792727026883,1.6565507654973012e-05,-6.593472845838948e-11,2.3810111234592084e-05,50.78092343511859,1.876252851806287e-10,3.774565740175436e-05,-2.538832875928294e-10,6.508041795601869e-10,0.00023308932766420747,50.78044216104113,60.58878654630012,0.0008788964385235889,60.58876695978937,0.0009351515427735844,1.7231208971492591e-09,0.0002883907529336834,1.4882630751021063e-09,0.014664245343453163,0.9858721501531482,0.0
3100,28.51477924734479,1.6280770915034253e-05,28.514784014279638,1.4368484361543397e-05,1.8541566246736277e-10,4.436869348523501e-05,50.78091858951585,1.0860858742442684e-09,8.146189918984974e-06,-1.2771383325502576e-09,9.407967309738184e-10,0.0002914549653352258,50.78046828144972,60.58874067168713,0.0009474961519491694,60.58874650460524,0.0009174573780306102,-1.1804617728400249e-09,0.00028980808085340574,-3.0960677985636557e-10,0.014856526769322267,0.9850293451619372,0.0
3200,28.514785932767133,1.882028936423033e-05,28.514790111553886,1.4415417124434087e-05,5.942087178832042e-10,9.34366294539826e-06,50.78092341212196,2.305898292594443e-10,3.6978910349137596e-05,-2.0456171759017232e-10,-1.8087826328239218e-09,0.00029644977398452524,50.78049732823826,60.58869356049601,0.0009990936457462333,60.58863020549746,0.0010079959394441896,1.9535950863584765e-09,0.00027174608666711403,-1.3476128496873451e-09,0.01546942864430121,0.9842521589782195,0.0
3300,28.514792674785397,1.379064385183016e-05,28.514780103165602,1.7234470818849698e-05,1.0206835882722409e-09,8.66955540140148e-06,50.78092492736716,4.048173523435766e-10,2.9397470302949396e-05,-4.2337588855645904e-11,-1.2183255750392705e-09,0.0002936427833664983,50.78042033122295,60.58861512236768,0.0009898649558779465,60.588601742197014,0.0009925580759518836,1.8825123403505596e-09,0.00031263538123931244,2.4161024852003706e-09,0.015774711641856152,0.9844325307785963,0.0
3400,28.514789572308263,1.4231736924858615e-05,28.514790922294072,1.399682893591001e-05,1.385919916477226e-09,1.967692764093177e-05,50.78091787445559,-1.6991870979238566e-09,5.329485761642704e-05,1.747086944244295e-09,7.512913915363949e-10,0.00030535829008151484,50.780344653610264,60.58854265985085,0.0010548229872273111,60.588494812401564,0.0010164650414290252,-1.029495025063271e-09,0.00027603314482535653,-8.989322435974933e-10,0.016269853071814517,0.9839405444249786,0.0
3500,28.514788295055155,1.887748810422265e-05,28.514791775957203,1.4917748642427456e-05,-2.3085669690906415e-10,1.9136523157892683e-05,50.78092724747586,4.104638406489739e-10,5.220375109397099e-05,1.414128473687137e-10,-2.025829052106609e-09,0.0002850308121807019,50.78044680660498,60.58854236179656,0.0010628852432732051,60.58854528847194,0.0010948013689711662,-1.5156018938103793e-09,0.0003002982865489674,-2.1239807585054683e-09,0.01699510722031888,0.9833151610327575,0.0
3600,28.514787714208442,1.4665842132712454e-05,28.514792652177817,1.8169028050427576e-05,-1.00354089506689e-09,4.379560830220654e-05,50.78091551430851,6.007412080400965e-11,3.253595691877235e-05,-4.318044859027177e-10,-1.8718217944325323e-09,0.00032206452972417327,50.78041059184546,60.588390325477064,0.0011008759428227616,60.58843697998449,0.0011431235153096322,1.5231445244728884e-09,0.0003555544418020629,7.795483124850908e-10,0.017549890001559675,0.9823626520297482,0.0
3700,28.514785638804486,1.6901857849520667e-05,28.514782695130624,1.978506562973357e-05,1.270758099765382e-09,1.3098064198208956e-05,50.78091761982192,1.0149449117516875e-09,1.342902113436647e-05,9.66243557730549e-10,-2.2254855759571912e-09,0.0003052257340749455,50.78034398160685,60.588347185866475,0.0011549038970462748,60.588392974596445,0.0011395520244262042,1.5655270376506527e-09,0.0003534799433321521,5.770631228800486e-10,0.017638053276010368,0.9823394181329506,0.0
3800,28.51477954578009,1.9842541795070922e-05,28.514787909332515,2.2966657627620725e-05,-5.872011335571265e-10,4.6022236635526374e-05,50.78092194696558,-1.1167017479337556e-09,2.4236590342260342e-05,1.0018924202324943e-10,1.4300423199892729e-11,0.0003324937668780763,50.78031113629183,60.5883412235981,0.0011736318335743576,60.58836537629741,0.0012102948447697353,1.3356440564460349e-09,0.0003331861182612355,1.292388895472515e-10,0.01842459844089785,0.9818311998049923,0.0
3900,28.514735427111944,4.050986529823626e-05,28.514743648936452,4.372465194669119e-05,9.088182614137713e-09,0.00018639972057448527,50.78087595124324,1.0677563922897509e-08,0.00024149311293471674,1.094439583613825e-08,1.2957586409282712e-08,0.00047759651613065064,50.779849863188375,60.58806495694072,0.0012871932918736147,60.58801675153106,0.0012865679858246766,1.5416749605189408e-08,0.0004984658379321069,1.4058770202350083e-08,0.018401055301445087,0.9810509150110694,0.0
4000,28.51468467889124,7.256236729223375e-05,28.51468849664112,6.619102010389601e-05,2.197854586891341e-08,0.000426318626340659,50.780840542923976,2.214673231418639e-08,0.000386864859941897,2.1454823783598563e-08,2.9623608367098172e-08,0.0006580781743126367,50.77940483393246,60.58765330417024,0.0013972509646271371,60.58759339682583,0.00142939727970601,2.9272998528444344e-08,0.0006845128394285941,2.8611298367306106e-08,0.019257272708257004,0.9810387766763229,0.0
4100,28.514641666155548,9.760313668411464e-05,28.514640400960154,9.450346053750959e-05,3.083058354381008e-08,0.0005635415600616458,50.78079418583634,3.061237301862439e-08,0.000597341779472031,3.047790467604417e-08,4.101070033842634e-08,0.0008815727270127897,50.77894971354309,60.587322510951886,0.00154255479842605,60.587296837866255,0.0015143388307355986,4.26222196614282e-08,0.0008873009499005701,4.508286382077332e-08,0.019417481067187357,0.9806278923016415,0.0
4200,28.51458777593717,0.0001173300247350711,28.514579291854197,0.0001257019712079672,4.260420464707972e-08,0.0007710827744674814,50.78074218399697,4.2726901488431994e-08,0.0008083048338928027,4.358327559484804e-08,6.037065157317274e-08,0.0010361795024743795,50.77830799061157,60.58695347856537,0.001600436746325616,60.58691083463631,0.00159002778484153,5.8282435225126675e-08,0.0010670321389501319,5.757719787372957e-08,0.019729744697939373,0.9801884207208837,0.0
4300,28.514539848236442,0.0001506538298389228,28.51453651971599,0.00014718242270532608,5.392729286290456e-08,0.0009918746162141745,50.78070464207716,5.4499455544908974e-08,0.0009438177633528887,5.554054887922084e-08,7.413903992984876e-08,0.0012174087320580744,50.777857795388705,60.586532498018414,0.001767914881026305,60.58657148710357,0.0017208286698881243,7.184111086582812e-08,0.0012450040832420073,7.493802535314478e-08,0.020609355570971447,0.9793812006237745,0.0
4400,28.514478491591348,0.00017493102036423883,28.514485306827886,0.00017552871323335968,6.663618503438911e-08,0.0011789154669917283,50.78065366316385,6.567550925127724e-08,0.001153926638498424,6.6785636817668e-08,8.76359006564467e-08,0.0014264257122735215,50.77730723026423,60.586186620283996,0.0018490188616474472,60.58617717672477,0.0018663121933679497,8.796954373260852e-08,0.001427325583982372,8.667002119504015e-08,0.021038312383786596,0.9790048057537104,0.0
4500,28.514432647410604,0.00020222295949058378,28.51442991667319,0.0001981658039497885,7.777952850506552e-08,0.0013800038447119598,50.780619669897824,7.474741586697076e-08,0.0013706627140465798,7.485015058435327e-08,1.0047804147579372e-07,0.0016005781280323153,50.776857585469614,60.58577740995273,0.001965586749500843,60.58574097042255,0.0019540047238345106,1.0169786250835963e-07,0.0015564411216025882,1.0181371953004895e-07,0.02150407256334872,0.9786255615180461,0.0
4600,28.51437448956418,0.00022285101618186128,28.51437562369764,0.00022394796778713743,8.704458414141793e-08,0.0015402620684286854,50.78057071762376,8.771664145200051e-08,0.0015705720967975248,8.731364853528087e-08,1.1928672706257497e-07,0.0017988317146865847,50.77638500421592,60.585436156974254,0.0020943899549332183,60.58544931568203,0.0020708200615637386,1.1749238130029734e-07,0.0017352592447183123,1.1879952902098108e-07,0.02186381240711466,0.9781370169779284,0.0
4700,28.514329095046854,0.00025383827891765486,28.51432490914875,0.00025118376085736744,9.910418070674001e-08,0.0017047594143424808,50.780529209786756,9.844111472355475e-08,0.0017421275468192637,9.870822686877378e-08,1.3151793136118463e-07,0.0019454725363758833,50.77594900224023,60.58506755091699,0.0021766234386996117,60.585021847699934,0.002180301006138587,1.3218552543591737e-07,0.0019219535384860029,1.3100048520256733e-07,0.022003871339501886,0.9777838541583773,0.0
4800,28.514280462089836,0.0002796177670668311,28.514274608756036,0.00027536898204166284,1.0796584545804084e-07,0.0019194358042997437,50.78048187584277,1.1080199683254477e-07,0.0018973782877854516,1.1025549137969148e-07,1.483079462007241e-07,0.0021596006590149965,50.775405019768705,60.584787509222004,0.002325299537844003,60.58478091085918,0.0023240024082101306,1.4528797057114285e-07,0.0021304043283640645,1.4836007477578254e-07,0.02256960023084303,0.9776240199690316,0.0
4900,28.514216649899506,0.00030299211955288146,28.514224105890086,0.00030327576432089795,1.1920647536847503e-07,0.002092451317584271,50.78044764376178,1.2228684732163936e-07,0.00209356187892044,1.2055232156577855e-07,1.6008282042092424e-07,0.0023201941383330575,50.77495235819674,60.58437729981858,0.0024433721841387594,60.584337557852685,0.002445798911133515,1.610895569986178e-07,0.002327557776752078,1.633797987054495e-07,0.022592887566006192,0.9768360722688438,0.0
5000,28.514166169200607,0.0003339305035849113,28.514168221407456,0.0003307336032052515,1.3071751118676832e-07,0.002316607265213077,50.78039193593768,1.3217324862805487e-07,0.002276493335400482,1.3220463628724067e-07,1.779979399176688e-07,0.002479065256534506,50.77434263559302,60.583970367653535,0.0025232738396600055,60.584009939775065,0.0025553606387676365,1.7454418290958077e-07,0.0024617771174625493,1.7704686947852635e-07,0.023385263076107776,0.9766684330198387,0.0
