milliseconds,S2_n,pS2_n,G_n,pG_n,S22_n,S24_n,S4_n,G2_n,G4_n,GG_n,S22_c,S24_c,S4_c,S2_c,pS2_c,G_c,pG_c,G2_c,G4_c,GG_c,R_act,R,R_inact
1000,28.51477796991488,5.211456067849486e-06,28.514786249251106,3.097890807176057e-06,8.969029313557963e-10,-1.673042806292042e-06,50.78094255703131,5.429021257612392e-10,-1.4837432310381145e-06,-1.648621708648834e-09,-2.2755451184297314e-09,5.52791512869018e-05,50.780956319922595,60.589639807185456,0.00019735894930456987,60.589648423964576,0.00023420691766944392,2.061454954078188e-09,3.870592636535903e-05,-1.9071865046673074e-10,0.004628038503699668,0.9949087651842153,0.0
1100,28.5147758013288,6.467124774910392e-06,28.51478780495987,6.301636687652543e-07,7.088184305836409e-10,3.00648666620482e-05,50.78092807517516,-3.0814000229628686e-10,2.3363797614234974e-05,5.590804855828557e-10,1.3599789265000653e-09,8.567665013015926e-05,50.78084432173743,60.58953820334344,0.0002784068291911329,60.58953717607645,0.00029161914846716924,-1.5399645456624397e-09,6.44347824759944e-05,-1.1965940137270421e-09,0.005476682594951564,0.9948264432140113,0.0
1200,28.514778317107833,7.48143882849942e-06,28.51477672002648,3.227485341127422e-07,-1.47343090904097e-09,3.5738978686989905e-05,50.78094047384173,1.3558252441987011e-09,2.2887910167431013e-05,-1.4608763739808135e-09,1.3953862436048282e-09,9.973684909975933e-05,50.78083216542003,60.589531085445564,0.0003036184340056448,60.589471586923615,0.00029950153852612254,1.5650439346276598e-09,0.00010619714227395606,-8.599492892213225e-10,0.005502894868380602,0.9942440395857537,0.0
1300,28.514780910508023,7.984061287167771e-06,28.51478162446445,8.885790041544498e-06,4.2386798181961227e-10,-1.7107024193554475e-05,50.78093979496297,-7.017773998340988e-10,2.0180353162937987e-05,-1.4739741641616645e-09,-5.2616955788759826e-11,6.328784310673316e-05,50.780864566341066,60.589482366574586,0.0003280276507760042,60.58945195173711,0.00033805712815864034,1.684723766425708e-09,8.985868444013209e-05,3.8954693750782256e-10,0.00648940358636568,0.993596317577988,0.0
1400,28.51478226652554,4.532412613715167e-06,28.51477796377485,8.952211037285935e-06,-1.6994666538473063e-09,-1.7462421659641648e-05,50.780938469194986,1.1293341135918645e-10,1.817523955087763e-05,-4.673793277809147e-10,-8.079817279590751e-10,9.195396533530833e-05,50.78075773315684,60.5893827445378,0.00034247539270682975,60.589420859458514,0.00039640825073339824,-9.489147420410413e-10,8.224901829914348e-05,1.467207179108284e-10,0.006900116300105716,0.9935123151587992,0.0
1500,28.51477307443287,1.9790644397794225e-06,28.514781394988475,9.0534248675407e-06,1.3980357593945228e-09,3.700428951131127e-05,50.78092824597293,8.504612520398344e-10,4.233697911539847e-05,2.1578718188209337e-10,-1.8599427633540825e-09,9.51400160286576e-05,50.78078237634806,60.589442997778264,0.00039796862633781983,60.58933407200704,0.0003911967384588042,-1.2723159845412e-09,0.00010304825526421938,1.92453829461899e-09,0.006982498738888354,0.9929922322008838,0.0
1600,28.514784581509,7.765834378445724e-06,28.51477294111172,8.233924247388757e-06,-9.711529286612908e-10,2.5748039619858953e-05,50.78093176179649,1.1316533815025511e-09,1.075552944976841e-05,5.612166632613217e-10,-1.5165925306629033e-09,9.637293372454089e-05,50.78078549529424,60.589422594074314,0.000397305357005054,60.58935131714115,0.00044497974457201886,-1.471409191219605e-09,9.770642861092815e-05,1.1889383058770512e-09,0.008028951792707876,0.99218689220219,0.0
1700,28.514788564932623,3.7325150251290086e-06,28.514779924082628,1.050600178269339e-05,-1.20238509554229e-10,1.2109438758534678e-05,50.78092812128185,-9.02981146174029e-10,4.439133399281336e-05,-9.254006324978739e-10,1.3400246100497584e-09,0.00011792105695966542,50.78084345240034,60.58933969972983,0.00047214495588457573,60.589260189499434,0.00045232794326047763,1.0819707473528863e-09,0.00015835074441639888,6.0757718788585e-10,0.008183597836794388,0.9918168316460045,0.0
1800,28.51478583464411,9.587827932262155e-06,28.514785005476313,1.1715250969527789e-05,2.651444193269021e-10,2.033887777462593e-05,50.780935472764206,-1.33469375871777e-09,-4.789512962967551e-06,-1.2146073546045002e-09,2.375252013471231e-09,0.00012427772962867904,50.78069474228081,60.58927990743985,0.0005294712913547666,60.58923279652583,0.0004687515115186232,-1.3260038350092131e-09,0.00012604863624972562,3.819404956976281e-10,0.008542468839863728,0.9912637560819647,0.0
1900,28.514774996302005,6.538845431450083e-06,28.51478202004048,4.380659535985422e-06,-7.876113732044797e-10,4.090182067058957e-05,50.78092736212958,-8.520556581724348e-10,5.906033265563285e-06,1.785107664764665e-09,2.0663275199093534e-09,0.00017639816478190728,50.7806520722703,60.58918315049907,0.0005041969270358959,60.58927695075444,0.0005566566290241082,-1.8067661276633027e-09,0.00014843179554699265,-4.933125057567537e-10,0.009160252351398172,0.9907780176555635,0.0
2000,28.514788351266045,1.2575957940232215e-05,28.51478527607029,1.143736005935392e-05,7.184899875831675e-11,-9.11175767535022e-06,50.78092593724727,-1.0593767835379016e-09,2.5524421720084548e-05,2.446228053903433e-10,-1.4030473572850219e-09,0.00014528776583934368,50.78067156433938,60.58922537474357,0.000583989399068271,60.58918018662962,0.0005758930458959691,2.130081237326493e-09,0.00018420078219606137,-1.842899371110052e-09,0.009642261069842728,0.9906687684039389,0.0
2100,28.51477715659165,8.307483710466206e-06,28.514786976379547,1.2899055989839165e-05,-1.6734067428405782e-09,1.6393150050754398e-05,50.78092419104187,-6.059209815920517e-10,1.3662513203788698e-05,5.618932758803629e-11,-1.671773825456165e-09,0.00019803685463825135,50.78072080175276,60.58912630562093,0.0006096374436017235,60.58916532251592,0.000572291410261384,-1.827091741577584e-09,0.00017653978162388362,4.929383831497553e-11,0.010082488154180806,0.990013592889022,0.0
2200,28.514775508885318,7.185877213455542e-06,28.51478844083,1.1373260134855743e-05,1.2549776307810197e-09,5.361318180111147e-05,50.78093594011532,-1.3756241461812518e-09,3.370950256454194e-05,9.382072748544772e-10,-6.487963738516698e-10,0.00017494326753727957,50.78066714371943,60.589125730223714,0.0006051052816599013,60.5891415563022,0.0006349301777671268,1.7342212210604097e-09,0.0001977417124212743,2.0201084396589646e-09,0.010628343711153907,0.9896579187763604,0.0
2300,28.51478767712782,1.1854849838528705e-05,28.514788035168987,8.163508068477551e-06,1.3483874248691733e-09,1.2023059578090344e-05,50.78092096917474,1.1015679218465711e-09,3.143680187520061e-05,-1.6081403696199217e-09,-2.255854145221144e-09,0.00016453432459388273,50.7805494550667,60.589002589958476,0.000645369869401258,60.58901113404484,0.0006744800347758363,1.937849304583388e-09,0.0001720342936335234,-1.6744619534293494e-09,0.011365608255908264,0.9888887851195673,0.0
2400,28.514775493407598,8.298990280734312e-06,28.514778329275995,9.669915540634252e-06,1.6914802893787362e-09,2.8643728410186135e-05,50.7809220215658,-5.431378001251941e-10,3.17865004466468e-05,7.018276554824162e-10,2.4515580877688215e-09,0.00020886091323731124,50.780591525688415,60.589045552907024,0.0007374924863252834,60.58893549203993,0.0007184304803362206,-1.1027636575405042e-09,0.00021031134343537232,1.9833748022677796e-09,0.011741299617193448,0.9880999637203624,0.0
2500,28.51477650451762,1.610963025844586e-05,28.514788859427167,1.309298686336892e-05,1.5360028285529406e-09,5.0194160027774805e-06,50.78092165517671,-1.338055166932154e-11,5.345694016369334e-05,3.7146415840577775e-10,2.4617189612060037e-09,0.00018919265810065863,50.78059798602461,60.58890189248779,0.0007285471029350046,60.58889639297147,0.000733554573782327,1.8565142429744853e-10,0.00018298929056775838,1.3310981178810668e-09,0.012258257990049693,0.9876137868577577,0.0
2600,28.514781013785083,8.767132719775471e-06,28.514783656719,8.191469915577379e-06,-3.293552507672999e-10,4.659160365326572e-05,50.78092467161382,1.0231198792364223e-09,2.130233835884968e-05,-1.7611133463857038e-09,-7.340968540257282e-10,0.0002517500944621446,50.780591957032,60.58892766804784,0.0007411265594730046,60.5888389221521,0.0007968789229074008,-2.023384636294597e-09,0.00024413020936576196,1.6682378967498585e-10,0.012448832560795488,0.9877633937241201,0.0
2700,28.51478371116899,8.758867151565658e-06,28.514787984629045,1.1449699711908882e-05,-2.612153123874759e-10,1.4407798023078364e-06,50.78093087553793,-1.4771136932005077e-10,4.971293087612808e-05,-1.0973996415898089e-09,-1.266519525558003e-09,0.00020633920791538813,50.78050690234273,60.588821236006524,0.0007846787645636479,60.588860517609255,0.0008404061282356647,1.7698381229834296e-09,0.00022955479995152237,-1.6565894170560976e-09,0.013052945807013215,0.9872986723226352,0.0
2800,28.514789299753254,1.2480704904375294e-05,28.514780305041352,1.3538474712057725e-05,-1.2079889312676066e-10,2.3835997047389002e-05,50.780931650379245,-2.4482542469241595e-10,1.896893117850234e-05,-9.643730973708048e-10,2.2961511051472436e-09,0.00021524723664944722,50.780496916639095,60.5887440335339,0.0008558625633746218,60.58883522366369,0.0008199283204674646,2.1777984989610558e-09,0.0002700054951849282,-4.1884739764442844e-11,0.013649436748766772,0.9867918603347526,0.0
2900,28.51478749657034,1.369417869711197e-05,28.514779611630853,1.704551938816307e-05,1.6790119489446164e-09,9.365165780518192e-06,50.78091895554997,2.0513161067334314e-10,3.318128535220991e-05,1.0673368027917027e-09,-1.7050151132694156e-09,0.00024407481222566755,50.78044410870739,60.58878714070901,0.000857249060546769,60.58869163919601,0.0008658124378631691,1.1666722279788974e-09,0.0002319823839442099,2.3401777244741834e-11,0.013669525666443501,0.9857959281568945,0.0
3000,28.514779903487284,1.605807567808818e-05,28.51478366261589,1.2700164562548989e-05,-1.517745883809875e-09,2.922559774565327e-05,50.78092401753101,1.606334604526958e-09,1.5177582785395772e-05,-5.334825490565588e-10,7.062435181030166e-10,0.0002396703068597628,50.78052518213137,60.58879346851907,0.0009083037135235124,60.58878992478621,0.0008747337964003936,-1.6067334334855123e-09,0.0002395119345501361,2.258635367833347e-09,0.014622214659649585,0.9856894153211464,0.0
3100,28.514781206801484,1.52671290701657e-05,28.5147835499827,1.2885139035733231e-05,1.0225881085671335e-09,5.943338338018519e-05,50.78092068539241,-8.299614221762062e-10,2.5186194882944105e-05,1.0621297486382635e-09,-2.150940811223727e-09,0.00030420582133071426,50.780441744455764,60.588639069384065,0.0009186572848743774,60.58873705009289,0.0009113682129234092,1.5385731281910626e-09,0.00028779831708432795,5.328496102254874e-10,0.014986744309959223,0.9853125470667625,0.0
3200,28.514787795656474,1.61013239567125e-05,28.514782838203743,1.3333525620255165e-05,1.3774233528778536e-09,6.469784932967471e-05,50.78091764066132,-7.159521461896503e-10,6.623581472455326e-05,1.3073971087253248e-09,1.8317184783428204e-09,0.0003055383228394676,50.78036938821267,60.588699885721866,0.0009719920973753934,60.58855357031846,0.000986993574085564,2.0014030682787298e-09,0.0003032194061011212,-1.6835347054680414e-09,0.015112332481980961,0.9843052741822383,0.0
3300,28.51478314845412,1.3921315842634403e-05,28.514789381937305,1.6689436363758934e-05,3.101407572377528e-10,1.8585684795947123e-05,50.78091628542976,-6.10169864594771e-10,4.8314604306237455e-05,1.5431745557216558e-09,-6.572312895911411e-10,0.00026464267146692177,50.780408411106166,60.58856465027055,0.0009871865929105105,60.58854363580445,0.0009802179633654506,1.2198129575637783e-09,0.0003097715749618629,-6.818037451562154e-10,0.015581768553699344,0.9842081898732845,0.0
3400,28.514787321404075,1.7498493581945217e-05,28.514790754860922,2.0882641170329165e-05,-2.116597387215954e-10,4.530695122357678e-05,50.78092836583952,1.2747848274779576e-09,2.3655367639898494e-05,-9.526742169314155e-10,2.4598225813280937e-09,0.00028856780251311037,50.78037144080101,60.58848935588615,0.001064539804030493,60.58850921658649,0.0010189477011895145,1.0686709584259474e-09,0.00029178297612022033,7.458037533829766e-10,0.016691155405470764,0.9836499779725294,0.0
3500,28.514785619881618,2.0707814063691464e-05,28.51478032006182,2.0497351326758203e-05,2.0616237389356245e-11,6.150917911644392e-05,50.78092721478796,1.3838208701769881e-09,1.0793441531553001e-05,-1.3828682134978909e-09,8.446165751996057e-10,0.00030619719556709,50.78041814576907,60.5885473804024,0.0010822226707210684,60.5884189184468,0.0010807822692075245,8.803861833690141e-11,0.00034286347728253804,1.6997242588686282e-09,0.01664253978481941,0.9828205312714225,0.0
3600,28.514779969998365,1.927699917200669e-05,28.51477841379289,1.7410791306414414e-05,8.066757107994811e-10,5.038374567561229e-05,50.78092438589872,1.531387545226157e-09,4.892170562659947e-05,-1.5514482366343118e-09,1.8753345430887693e-10,0.00031598675358729487,50.78039650729485,60.58839513572507,0.0011074624455275548,60.588460007998926,0.0010975738511164487,2.3369938369842446e-09,0.0003241262518296357,-6.52792859062533e-10,0.017468363797134876,0.9823089815225713,0.0
3700,28.514780952050913,1.8704946507008742e-05,28.514792577490912,1.7401219026039254e-05,-6.420027332162218e-10,5.977021502076003e-05,50.78092404403637,-1.1356995378624027e-09,1.1709818942042322e-05,-1.5393896414418276e-09,-1.563912830940494e-09,0.00036555765142642384,50.78035913053347,60.58838443008578,0.0011478903364505605,60.588374547898,0.0011179179133313808,1.2522758835616365e-10,0.0003231567436768889,-3.0461546952564336e-10,0.017965092386558888,0.9823804672496338,0.0
3800,28.514781278820628,2.1120898414570668e-05,28.51479267836004,2.2872137195678287e-05,-1.752487597620446e-09,5.272133679019046e-05,50.78091607734947,6.485850194813054e-11,5.923459577252606e-05,-1.0569799356826643e-09,1.6073150448125265e-09,0.0003399710244787151,50.780403432223565,60.58829650123274,0.0011670818008216808,60.58839718227123,0.0011593690215321293,-7.49715024930344e-10,0.00035556107998819755,-1.3574408056757296e-09,0.0182574723564116,0.9819418647577937,0.0
3900,28.514734030339838,4.2440001304873446e-05,28.514747093362313,4.507501205053082e-05,1.0040191071569858e-08,0.00018635721198325563,50.78088412925618,1.1077832485065518e-08,0.00018339536990023253,1.0346842522562644e-08,1.4721992089216683e-08,0.0005170735555920656,50.779840110062786,60.5879562747712,0.0012553916538230972,60.58804037640248,0.0012862394286182913,1.1272442919248244e-08,0.0005242108246588889,1.310596924395876e-08,0.018379853432149214,0.9811459249192097,0.0
4000,28.514685536370585,6.784076771725208e-05,28.51468889683008,6.61232007021772e-05,2.131631981715077e-08,0.00038351576319365255,50.780830084108395,1.996783717292401e-08,0.0003950859990151598,1.9672287347008942e-08,2.6200861399923724e-08,0.0006732324893481586,50.77932928903327,60.58762040460426,0.0014308525799096663,60.58764863515081,0.001405916510720223,2.7627763238203722e-08,0.0006745203402703602,2.6416686844256463e-08,0.019334122639837456,0.9805944580516405,0.0
4100,28.514637952400246,9.630578436395135e-05,28.51463767638581,9.791203148386632e-05,3.387230405853502e-08,0.0005850586843870717,50.780795471135015,3.3587606635308555e-08,0.0006034282327730016,3.113277259837404e-08,4.461103259532151e-08,0.0008788240180366154,50.77890889389675,60.5873256661156,0.0014941927237119407,60.58721945754391,0.0015184260235212722,4.114177679241079e-08,0.0008635179289352558,4.424202609334589e-08,0.01947812100955372,0.9802667047022565,0.0
4200,28.51458032492131,0.00012087108056304692,28.51458241398469,0.00011812492162437406,4.4096406142213666e-08,0.0007864278782234215,50.78074402801316,4.292907828225975e-08,0.0007865019546559473,4.1553158127659815e-08,5.934373699020626e-08,0.0010582814768119102,50.77828874972996,60.58696863475894,0.0016044513056677056,60.586983157601054,0.0015900174022931018,5.633362805198827e-08,0.0010545349485667637,5.9115569213444484e-08,0.020142361899902223,0.9799373719001407,0.0
4300,28.514531494016865,0.0001496293330641822,28.514528172998308,0.0001458634331187484,5.599296030344804e-08,0.0009773993660644894,50.780707220208484,5.303295587137463e-08,0.0009443771695505311,5.413448722369987e-08,7.37901691282766e-08,0.0011954465524532285,50.77788305348279,60.586540138226546,0.0017507595939176344,60.58654187804215,0.0017469812766255145,7.265572339906216e-08,0.0012109469829582249,7.38867079974175e-08,0.020037085972129588,0.9799475397170803,0.0
4400,28.51448204595856,0.00016999407889055514,28.51448331197865,0.0001764901406870481,6.557819157569412e-08,0.0011834423287062526,50.78066358538336,6.668797125684648e-08,0.0011777772520218598,6.456026506220429e-08,8.687325914414406e-08,0.001391487043444139,50.77730582521063,60.58624165486805,0.0018594163177390439,60.586147437189034,0.0018516516520355236,8.666028658403277e-08,0.00139317705266255,8.589569328246658e-08,0.02068185590637939,0.9790221754785966,0.0
4500,28.514426801893364,0.00019751274202794403,28.514427758122793,0.00020055582656540707,7.464534269769029e-08,0.0013347682496641108,50.780611232415275,7.780271724723784e-08,0.001369800595229244,7.530848235458495e-08,1.0131589063457239e-07,0.0015851226789316646,50.776833559420524,60.58582511063175,0.0019708680063467324,60.58583104189358,0.001982487911597291,1.015735182598031e-07,0.0015978620505094482,1.0129165495049911e-07,0.02089950840965958,0.9786207173717114,0.0
4600,28.514372261147443,0.0002288946301324402,28.514380441390724,0.0002229160951742687,8.765212524697522e-08,0.001565512254575843,50.780567332843326,8.630953895617627e-08,0.0015706004191625472,8.705980817446277e-08,1.1667042940899431e-07,0.001780531818708634,50.77641081533224,60.58542229107312,0.0021031954594544337,60.585497329519995,0.0020884332926566734,1.1680613504611125e-07,0.001747455780977189,1.1792059004724694e-07,0.021646829552112144,0.9786192389754016,0.0
4700,28.51433267085338,0.00025143238407987164,28.514329702315244,0.00025117201260094505,9.944342371880026e-08,0.0017067139903994652,50.78052851263364,9.797016481176842e-08,0.0017004392634056627,9.927467287144126e-08,1.3438534696038298e-07,0.001967343063894373,50.77581622643032,60.58516045380244,0.0021857280635707767,60.585039980099445,0.0021932260240028565,1.3274707422218042e-07,0.0019191540857721968,1.3191568000113956e-07,0.021886481477677307,0.9778961557972268,0.0
4800,28.514272650155835,0.000281736078661176,28.514271662821614,0.00028231555786605597,1.078685241433059e-07,0.0019237360733494325,50.780485470546736,1.0937135262641387e-07,0.0019013132432299234,1.0881098669437103e-07,1.4553116270575101e-07,0.0021437017062417986,50.77536103220765,60.58479242335834,0.0023086167466091073,60.584667732449624,0.0022801185629233215,1.4586069917503637e-07,0.002117135982702306,1.455451637892716e-07,0.022202855589469737,0.9777000437835816,0.0
4900,28.51422061642395,0.0003072983464851658,28.51422061092288,0.0003029309947903032,1.2164656312821663e-07,0.00213223742069292,50.78044376088716,1.2211673223490202e-07,0.002086424927381675,1.2152031943886602e-07,1.6370289939840483e-07,0.00232550007404146,50.7749256696559,60.584306898455374,0.002385197673430775,60.5843370889319,0.0023822356930952244,1.6123091662585884e-07,0.0023338706084290303,1.6024540780986534e-07,0.022605043323632362,0.9770742141294142,0.0
5000,28.51417600571989,0.0003292123523243913,28.514168726649903,0.0003296382022674321,1.311331833342503e-07,0.002303389159311448,50.78039968023492,1.2987914700623834e-07,0.0023185912557120336,1.3066088775108386e-07,1.7853991839778219e-07,0.0025128249705926985,50.77442821100306,60.58401077744046,0.002547817402171057,60.58397842947906,0.002528102029334453,1.7620244112046917e-07,0.002511627341020752,1.760128919552947e-07,0.023088466564558728,0.9768639359663546,0.0
