milliseconds,S2_n,pS2_n,G_n,pG_n,S22_n,S24_n,S4_n,G2_n,G4_n,GG_n,S22_c,S24_c,S4_c,S2_c,pS2_c,G_c,pG_c,G2_c,G4_c,GG_c,R_act,R,R_inact
0,28.514776739910968,2.058485714474362e-06,28.51478025320843,3.0042639709879116e-06,2.1872776566531582e-10,-2.041149630992444e-05,50.78093578275507,1.6823046157544851e-09,1.3366829662789522e-05,1.780456596475297e-09,1.9769401225812508e-10,1.736739635735879e-05,50.78109336500757,60.58995273166578,-1.428826637280367e-05,60.58998985933832,2.2341880153360542e-05,-1.1646361382390536e-09,-2.75200516441469e-05,6.211302265030127e-10,-2.308086395137377e-05,0.9997145098178021,0.0
100,28.514777923811206,2.567523522920963e-06,28.51478039193606,3.982796666633947e-06,9.439517223288764e-10,-9.470501395737686e-06,50.780940286487535,-5.176524798934973e-10,1.3551285275799576e-05,-4.2824513627661104e-10,-2.106262029486733e-09,2.938909191557497e-05,50.78101645403934,60.58983673080145,1.5349284626744987e-06,60.58990767898171,2.5273013648522843e-05,4.4808408000106003e-10,2.623150679261325e-05,1.927896494411421e-09,0.0002294100419173454,0.999379537726136,0.0
200,28.514778153097925,8.565778442854921e-07,28.51477925155865,3.546820822927977e-06,4.1582586994989463e-10,2.1012291418371268e-05,50.780945042575105,1.3242889864562547e-09,2.7668931343889136e-05,-5.134581587836216e-10,3.496645974776464e-10,-2.416983289516275e-05,50.78102862214217,60.58983187587418,3.901599594028918e-05,60.589912641246165,1.4214761647834882e-05,-4.894138313792066e-10,1.7616638847161395e-05,9.386593708773638e-10,0.0008705152818808653,0.9992804113833682,0.0
300,28.514777982099645,2.4751688821609227e-06,28.514772233487687,6.693866891714913e-07,1.6455138613564315e-09,-1.5322372227060245e-06,50.7809323264216,-1.6579680208815195e-10,-5.724855304111142e-06,-5.29065927012037e-10,-6.531982120006236e-10,-2.9788226879570788e-05,50.781050086513574,60.58989916951254,-9.528474686316575e-06,60.58993898182805,3.3569283102443056e-05,-3.591103295332342e-10,1.9956173553183042e-05,-1.5462476392637984e-09,0.0015230859716594634,0.998426255702865,0.0
400,28.514777138082298,-1.908003824624402e-06,28.5147836690026,1.6729246435104045e-06,-7.621309917199692e-11,-1.190732590835915e-05,50.7809429243025,-8.983524364740117e-10,3.1154166843230556e-05,4.998650294627382e-10,2.089716085623848e-09,2.7062373515794675e-05,50.78096916667773,60.58990071148262,1.1929028018649101e-05,60.58983726871966,1.0168312622676364e-07,-2.166490397558508e-09,-7.5809337262485985e-06,-7.10760937253973e-10,0.0022070911476173493,0.9977720734040131,0.0
500,28.514781350210317,-1.2248482379016474e-07,28.514778334663816,1.0251856784990658e-06,6.883705648620946e-10,3.12483472504717e-05,50.78093287285235,-2.3689245562194704e-10,2.903704866941817e-05,7.932735523645276e-10,-1.7062022482038336e-09,6.270705077590522e-06,50.781058658265636,60.589794826708165,2.3111079197912432e-05,60.58988586196696,2.3093668223269114e-05,2.296048591802122e-09,2.0152370840062908e-05,1.0110100468483424e-09,0.002450210203586542,0.9977745183349244,0.0
600,28.514774463332042,5.045540090092711e-06,28.514777019416798,-1.0587451839005589e-06,1.0312785836218615e-09,-2.377858753757487e-05,50.780943299699786,1.7086948499957732e-09,1.5160818834593392e-05,-1.762959123994822e-09,-1.758333219010903e-09,4.4280174098181777e-05,50.78104676692766,60.58982095265849,8.087880284388032e-05,60.58982298911861,9.98353370266176e-05,-1.7021856563625086e-09,3.2461529715590896e-05,-2.0438044291529637e-09,0.002734682134455299,0.9972940174158975,0.0
700,28.51477482003282,-3.080372900408774e-07,28.51478495030959,2.3939163141747846e-06,9.109609450449401e-10,4.2158219887367595e-06,50.7809392836657,3.41483320950327e-10,3.147684957849436e-05,1.4450776150347e-09,-3.879893914824881e-10,3.938131328354322e-05,50.7810298429939,60.589706840388025,0.00010901147901090309,60.58972407063435,9.075169234463044e-05,-7.096490373582832e-10,4.391745220838664e-05,1.7203972020428992e-09,0.003255490015430146,0.9968480624928435,0.0
800,28.514773134590996,4.6790681985584055e-06,28.514777323523475,1.7317516681120848e-06,4.5370633515158083e-10,5.707683146376337e-06,50.780936757228986,1.2172312072088682e-09,1.0021574675435707e-05,1.6342497789286692e-09,1.7544708665794938e-09,6.176219484158529e-05,50.780981155811645,60.58964224739798,0.0001863599673481648,60.58965674711651,0.00018108918305760084,2.371548402798602e-09,4.886918312493327e-05,-3.199928474647586e-10,0.004219076764961248,0.9962045109983517,0.0
900,28.514787036478026,4.1399873227479256e-06,28.51477730637713,1.779401676041203e-06,1.2027796198858582e-09,1.7669168742845556e-06,50.78093292436479,2.0575318398045462e-10,-1.3493490871231677e-08,1.3891717672296953e-09,1.7940665732829248e-09,6.107255125518455e-05,50.780856433379604,60.58971875061648,0.0002022379952392534,60.589611585036636,0.00019407854352917364,-2.2842269984170947e-09,6.0096982964391796e-05,-5.608199722073933e-10,0.004527112760350274,0.9958149612113767,0.0
