miliseconds,S2_n,pS2_n,G_n,pG_n,S22_n,S24_n,S4_n,G2_n,G4_n,GG_n,S22_c,S24_c,S4_c,S2_c,pS2_c,G_c,pG_c,G2_c,G4_c,GG_c,R_act,R,R_inact
1000,28.514785154977645,6.404700123688323e-06,28.51477709501222,1.7122589171133644e-06,-1.2190434664382636e-09,1.637172289316831e-06,50.78093384633208,1.7312776566738939e-09,1.0715089851552681e-05,-9.573666548217941e-10,2.123965718914202e-09,3.899280871826657e-05,50.78089284352772,60.589568320969015,0.0001943800986748987,60.589624936429715,0.0002006550799288206,9.193005692421268e-10,5.494820273732063e-05,-1.229456615491457e-09,0.004861249146832713,0.9948792746578473,0.0
1100,28.514776780451943,2.2315144427135255e-06,28.514782937695898,3.1845588966374253e-06,-6.301942380712219e-10,1.7201167180914525e-05,50.780938023715514,-2.8983534704237816e-10,-2.6342440957311856e-06,1.3987330451145027e-09,-1.2972454114935415e-09,5.303803135951495e-05,50.780928197213804,60.58955406994469,0.0002643770491448038,60.58965105647904,0.00028739012379257065,-1.6072700582549937e-09,0.00010380731194466462,7.988445529400751e-10,0.0054945555589413385,0.9945535471934398,0.0
1200,28.514776275202394,7.356248699042871e-06,28.51478634559083,1.688472761619421e-06,-1.2152800295530436e-09,4.030185257178257e-05,50.78093796010253,-4.194631963935853e-10,-1.4850584691418025e-05,1.7743328866622312e-09,1.4108910818945395e-09,7.553692401834913e-05,50.780829097819804,60.58956342210046,0.00032858000916096325,60.58955408459679,0.00028505179714256504,-8.463407469610649e-10,9.900513453904128e-05,2.4187812410822235e-09,0.00581996066632467,0.9943603513275235,0.0
1300,28.514778708103467,9.502167560967835e-06,28.514775875634413,7.19499930836568e-06,-7.61490984886215e-10,-1.8423449953931325e-05,50.780931958856286,5.704951418812929e-11,-2.286174760511177e-06,-6.690191727941333e-10,-2.1291310581267046e-09,9.597642097315773e-05,50.780903364915055,60.58945530807571,0.00034132563908186535,60.58942185024849,0.0003498800167473127,-1.1187767335036644e-09,6.15898062152945e-05,1.7052708074025013e-10,0.006588761425343709,0.9938496791488562,0.0
1400,28.514772672781177,3.2390644017388075e-06,28.51478506368498,6.447701727974473e-06,1.3608907346321618e-09,1.2121074303856631e-05,50.78093821563787,-1.0993754063906108e-09,1.1538708495683934e-05,-1.5421232142142942e-09,-2.0471942140888404e-09,7.455089969123015e-05,50.780731671300295,60.58945545304294,0.00035582213869535224,60.5893656009723,0.0003980463481016562,-5.581983891996975e-10,7.018338049247938e-05,8.211840229347029e-10,0.006498187459611199,0.9932946926315207,0.0
1500,28.514773832672073,6.121934100746229e-06,28.514783496550944,2.209907157287097e-06,-5.510798246796393e-10,3.8745185524422704e-05,50.780933527548065,-2.1608178853705225e-10,1.9440223713618868e-05,7.944199798300487e-10,1.558710628880649e-09,0.0001202115607817049,50.78074147788265,60.58942296261954,0.0004077404963929601,60.58939900909011,0.0003954159041831936,1.3830937939177635e-09,0.00013544719041257987,-6.846955825612631e-10,0.007142503741057478,0.9930264812018804,0.0
1600,28.514774982382196,4.51454005917022e-06,28.514774995398685,4.791817451132862e-06,-7.343811990179845e-10,-1.3936709805488891e-05,50.78092626953221,-8.727962189967052e-10,2.7236250725164807e-05,-1.0609539000165529e-09,-1.7486508376364093e-09,0.00013954467735907225,50.78074612512099,60.58935288676216,0.00045286136725283566,60.58937833839063,0.00039921052769517173,-2.280487893896102e-09,0.00013078085569526044,-8.09666292475006e-10,0.0075235770815750185,0.9920196214232401,0.0
1700,28.51478914045136,8.70880634561862e-06,28.5147799671211,7.870890397812004e-06,1.7866740147785352e-09,4.041136296238132e-05,50.78092813339842,7.314465687482839e-10,4.4734870449665176e-05,7.277901510633862e-10,2.2840492038091948e-09,0.0001275529498670823,50.78074408977877,60.58936258080662,0.00046097375286857016,60.58932304567029,0.00046392189553714895,1.4060103127696326e-09,0.0001027791331076818,2.9521854632379563e-10,0.008526190883700872,0.9920989398732983,0.0
1800,28.514776597447508,5.367594836377543e-06,28.514778287833273,4.790585019451244e-06,4.5701473375761267e-10,2.8697189390374755e-05,50.78092741497451,-9.241621407378876e-10,2.2948002425707257e-05,-1.539047173911689e-09,-1.878953328411514e-09,0.00011154501492100747,50.78066491267895,60.589267652101164,0.0005026185236659066,60.58923345485045,0.0004664014569428281,-1.57660759443058e-09,0.00012437483757024616,1.6488643970564637e-09,0.008414765537209283,0.9910028391487464,0.0
1900,28.514788802582732,1.018355078397607e-05,28.514775522809284,5.893697087249856e-06,4.406361791880361e-10,1.7268273458923865e-05,50.78092607706038,-1.11719973631792e-09,1.7463824471725346e-05,7.737618947434986e-10,2.7759265799370985e-10,0.00015256491097517482,50.780775592531604,60.58928443208288,0.000527829795544357,60.5891659836955,0.0005427691484824603,-8.462043462000513e-10,0.00012284751991699846,2.2050906941068374e-10,0.008857408557645104,0.9909141393231128,0.0
2000,28.51478289772695,1.1446000013612926e-05,28.51477750111391,6.79276048591779e-06,-9.76969072683588e-10,3.7682990066972385e-05,50.78093708950346,1.2025791470686764e-09,6.7342699673871195e-06,-1.4908684135745675e-09,1.5685871513547128e-09,0.00019050678883259986,50.78061941417103,60.58909798656642,0.0006025568789616863,60.58919421508385,0.0005382157700473343,1.4103116901053342e-09,0.00017958932812108907,7.791773531973879e-10,0.00952923506798229,0.990101726731526,0.0
2100,28.514790142701056,1.3990931263191693e-05,28.5147890494599,1.2926451545991649e-05,-1.1741742056218141e-09,2.2123863572658907e-05,50.78092238155791,1.0826008329310764e-09,3.2099384131581895e-05,-1.651232556607529e-09,2.1019654555484824e-09,0.000203940548664433,50.78075182070671,60.589110327937725,0.0006212867683857386,60.58911865034764,0.0005702958201542502,-1.2321037134994723e-09,0.00016771214709089853,5.056753386434318e-10,0.010026633075722668,0.9901314197519719,0.0
2200,28.514781274647593,1.4245885604272613e-05,28.514785650189044,1.0292656063054586e-05,-1.7181265340464399e-10,1.0929542311894524e-05,50.78092669978578,9.078181180774111e-10,3.662014058001965e-05,6.074213500223382e-10,1.4008915732626523e-09,0.0001963104400471445,50.78060333290454,60.58915105082042,0.0006198634927915117,60.589036925984196,0.0006565978445666518,8.225359398716068e-10,0.00020700660606456553,-1.348962700457768e-09,0.010347473422220322,0.9895321482952623,0.0
2300,28.514782862813906,1.0377302099651844e-05,28.514776490595263,9.004592436439052e-06,-1.493158266339642e-09,1.0751442218438669e-05,50.780929686546585,4.271573252504279e-10,4.9592039221102964e-05,4.6162444784335886e-10,-1.981113665378567e-09,0.00021059450485664497,50.780644760132915,60.588972997673295,0.0006889201897417216,60.58907125818108,0.0006530535041732087,-5.450715789584835e-10,0.0001955620388986699,-1.7084538754300442e-09,0.010975759210353415,0.9886256748750728,0.0
2400,28.514780652938153,1.403497966853583e-05,28.514775781523912,7.861202419023734e-06,7.330745430477185e-10,4.2229492169641906e-05,50.780922962583816,-1.545709260286128e-09,2.8057219108229362e-05,1.558522905331099e-10,1.4603821984708453e-09,0.00017430955078128876,50.780612930225985,60.589018093044245,0.0007322658642369953,60.58891727417702,0.0006860063878494813,1.4245651675084908e-09,0.00020688059448321127,6.871849982552967e-10,0.011638172602386136,0.9882327456301114,0.0
2500,28.514775855908884,1.4653007294623981e-05,28.514788819939334,1.4029330467487558e-05,2.6392070343299068e-11,4.0676670780214524e-05,50.7809199992062,9.451227071003815e-10,1.8234371427131993e-05,1.3439951445355694e-09,2.1360407218713083e-09,0.0002444837261010378,50.7805926566898,60.58898522304985,0.0007505416057299238,60.58890110590445,0.0007564601539305865,1.5407646176430852e-09,0.00024132562173247537,1.004996573298864e-09,0.012172863459310955,0.9882065039591751,0.0
2600,28.514788712632182,1.3594712281729762e-05,28.51477835493625,1.6070916401199323e-05,-1.45494958755746e-09,1.5033372212647995e-05,50.78093342527847,-7.043514725076284e-10,5.745675339880695e-05,8.765330086282886e-10,5.418036573784323e-10,0.00019306072493237246,50.780484653343684,60.58884724022156,0.0007710259988166775,60.5888953989308,0.0007854462735799598,1.2285372210635694e-09,0.00020816081587644316,1.948448886505245e-09,0.01222242894908528,0.9876708920785401,0.0
2700,28.514781701718565,8.597301800935184e-06,28.51478060888511,1.3768622726244002e-05,4.853480839397002e-10,2.954520667984543e-07,50.78092152713464,-1.650433827682948e-09,-2.0707254112621587e-07,-1.3905077711975946e-09,-1.0055574467375604e-09,0.0002446044680790731,50.78048144789397,60.58889121986733,0.0007764447656810905,60.58890826356366,0.0008411559684092921,2.963250907707209e-10,0.00024975290687780734,1.5434779627381737e-09,0.012683351489695566,0.9870202719072958,0.0
2800,28.514787430731,1.1856562918658543e-05,28.514782521404396,1.286674553992103e-05,-3.540257356865283e-10,5.9363274306434684e-05,50.78093111129425,1.2477702634322166e-09,3.111236707190529e-05,6.575068509748456e-10,1.5163170036780182e-11,0.000234549689002366,50.78060453757932,60.58879153838645,0.0008264209204771719,60.58875305779744,0.0008301626539048002,2.2233624923622254e-09,0.00025615255487405767,2.4603016614308775e-09,0.013386733484668989,0.9867108314429418,0.0
2900,28.514777049058303,1.123818716526337e-05,28.514789079636117,1.4343947731323388e-05,6.33355247107591e-10,1.1759065446985112e-05,50.78092285733012,1.5305182329571105e-09,2.3676810540533964e-05,4.595518832892561e-10,-1.4349151468357895e-09,0.00025141595567795377,50.78056179157238,60.588727519884806,0.0008679964747686277,60.588826079098695,0.0008847539949749979,1.6584000726673502e-10,0.00027104962970849063,-1.6602939703946383e-09,0.013878453385467436,0.986231786564112,0.0
3000,28.514792503643708,1.2471249112566858e-05,28.514780979608627,1.7561538557350432e-05,6.863178643985752e-10,1.9829049966064804e-05,50.78092627086503,-1.523384998376217e-10,2.2326485019029824e-05,1.3303591420587045e-09,-7.048206063703632e-10,0.00029199928007867714,50.780541760624885,60.58864206491785,0.0009154547412395261,60.5887752034287,0.0009120347554936203,-6.280611060690314e-10,0.000258149514667202,6.339986000177455e-10,0.01431672896985791,0.9857235568427468,0.0
3100,28.514781934785482,1.8811348474404714e-05,28.51478786845117,1.1656859682796687e-05,4.988612360120493e-10,2.6551158780052796e-05,50.78091725318955,1.2885441747159845e-09,3.518299104041821e-05,6.1608008122291e-11,1.7602852988489818e-09,0.00030258196777314364,50.780465665716605,60.58867300444926,0.000939263099279913,60.588599640624814,0.0009551600361322808,2.29754297623646e-09,0.00030135695962734164,1.6916640601732863e-09,0.014967481302741946,0.9851152959622926,0.0
3200,28.51478141195756,1.3939348877060303e-05,28.51478291995305,1.71787275194461e-05,7.829546042224981e-10,2.6230144118081426e-05,50.78092806271814,5.121545469135398e-10,5.8107458982324035e-05,1.2415264114666225e-09,2.514187557048225e-09,0.000277144251617187,50.780411344899676,60.58867086093923,0.0010103679842235129,60.58861055750802,0.0009779373756779834,-2.017505560415701e-09,0.0002607554217382966,2.571723089370904e-10,0.01528115792703091,0.9845821487393174,0.0
3300,28.514782192360965,1.332448610948011e-05,28.51477909734102,1.3807043265828442e-05,-4.734297287683171e-10,1.023779006343421e-05,50.78092273886027,1.5333181212069683e-09,2.402157763212221e-05,-6.84842069275848e-10,-1.089264641371808e-09,0.000302477110929721,50.780340674273496,60.58851192100876,0.0009918667589605317,60.58858769374596,0.0010310631650599028,1.197325766927608e-09,0.0002704969963303107,2.035984048414531e-09,0.01605784122194445,0.9840329036418602,0.0
3400,28.51478360020031,1.8223012534733327e-05,28.514791233754494,1.805084204336689e-05,8.319774835709368e-10,1.993560097771149e-05,50.78091598936077,-5.951660356703503e-11,2.7149434325939228e-05,9.846381123141398e-10,-1.9688645599996387e-09,0.00033241219559995906,50.78033344112447,60.58850643509786,0.0010148000279305563,60.58854240409486,0.0010800210219626962,8.073551480672382e-10,0.0003070108332847436,-4.9886113671674916e-11,0.016114576193393085,0.9832685405971429,0.0
3500,28.514779855447532,1.4404481548971764e-05,28.51479309525188,2.021947706976658e-05,-6.003300018665791e-10,1.4367189107770387e-05,50.78092675400176,-3.2476261089197457e-10,1.3568785277158752e-05,1.4237131065343269e-09,-4.1312205712329857e-10,0.0003122629807594383,50.780304156733436,60.58853721008648,0.0011043785844474902,60.58848568030331,0.0010679626145058295,-5.72504022122223e-10,0.00028170979659216473,-3.937691130454224e-10,0.016884210648774184,0.9832139732255036,0.0
3600,28.51478525831112,1.629598605615862e-05,28.514787949778643,2.0353539664094635e-05,6.101954538767942e-10,6.451243301902395e-05,50.780923619117445,1.4919823694882052e-09,3.594403999568279e-05,1.2655299998734059e-09,-2.814523056463591e-10,0.0003156609815450853,50.780410528920996,60.58844545398078,0.001084549087822094,60.58844659617974,0.0010825745033844248,-2.481471106281134e-11,0.0003463385285296313,1.8807126853790746e-09,0.017169951500089896,0.9828204254600973,0.0
3700,28.514787269819823,1.6542317137723843e-05,28.51478137335456,2.2597085201897055e-05,1.6512370456397356e-09,6.727314833316832e-05,50.780922262181086,-4.42824179903183e-10,3.211550227445301e-05,1.1671163921590774e-10,7.621793632053652e-10,0.00033201994586381356,50.78038061036348,60.588357693571986,0.0011396602320452346,60.588479846876254,0.0011656657516396119,1.2747989442293116e-09,0.0003156370602640782,-1.2766175103421855e-09,0.017838888335720254,0.9819611916319421,0.0
3800,28.514783665017326,1.8420088323544533e-05,28.514780627785157,1.956439951960494e-05,-5.158668984059604e-10,6.96950588140029e-05,50.780912500390194,-4.87934836615977e-10,3.6420891234582425e-05,-1.5335606139374203e-09,9.162062466673623e-11,0.00033669218996688075,50.78023821431837,60.58833377306625,0.0011578926638958927,60.588390742621506,0.0012147692449502524,2.0000216343385494e-09,0.0003150589087329784,7.855015137570369e-10,0.018282348290621718,0.9819595983798034,0.0
3900,28.51473347835739,3.869684896740243e-05,28.514745944797532,4.6541062302109564e-05,8.645611515630412e-09,0.00018659340862970343,50.78087758450015,9.81775828859607e-09,0.00019839317916317791,8.848247335388797e-09,1.5784795803112796e-08,0.000523850817017521,50.77982676896164,60.58804156081309,0.0013212695638611985,60.58794898000513,0.0012827156546162378,1.2234177300803367e-08,0.000501979570212073,1.2451194255246888e-08,0.01899239951750962,0.9810699499278107,0.0
4000,28.514684546316015,7.341004199045517e-05,28.514687213834172,6.72538309860418e-05,2.169425697924409e-08,0.00039346902874407057,50.78084248375681,2.083559312502003e-08,0.0003958857693083962,1.9721970498333312e-08,3.0756830956929484e-08,0.0006582100737658859,50.77939916433422,60.587624380077806,0.0014177528864898529,60.587678552218975,0.0014334030386693682,3.021965450894758e-08,0.0007111922194779292,2.884755929852835e-08,0.01928359224316333,0.9811050886184258,0.0
4100,28.514639075867436,9.845116847855779e-05,28.514638405887858,9.757773127096071e-05,3.163615167700695e-08,0.0005704939851680932,50.780788316199825,3.306063307951858e-08,0.0005962315100083921,3.0758442352416474e-08,4.416915481660228e-08,0.0008897818301404829,50.77884886253521,60.58734887216604,0.0014929571132258912,60.58735803507976,0.001532486030298641,4.525921729226058e-08,0.0008605469507467209,4.091038864355491e-08,0.019619395049163164,0.9802524903780636,0.0
4200,28.514590355803787,0.00012537972451388238,28.514586469100717,0.00011827590291502106,4.321083240028577e-08,0.0007804564205057063,50.78075263540761,4.210743544826568e-08,0.00077880618513413,4.163164725691947e-08,5.6450596682112096e-08,0.0010791760953726547,50.77845519891668,60.58698707530264,0.0016376716210297609,60.58697675499086,0.0016324911558070056,5.680650321615425e-08,0.0010536716899897341,5.739647999089687e-08,0.020042417996311776,0.9801700161102593,0.0
4300,28.514529334546463,0.00014681548068400877,28.514533964193678,0.00014524239282197408,5.521275151056069e-08,0.0009434291272046715,50.78070143807207,5.3231176923897e-08,0.0009559214439366786,5.2501396109481505e-08,7.447053582168907e-08,0.001251153202569352,50.77793050937282,60.586545629358554,0.0017490750694478415,60.58652801233834,0.00173973791306082,7.125108523418813e-08,0.0012353717591088015,7.519248055463055e-08,0.020610504020373677,0.9793441034673671,0.0
4400,28.51447670481819,0.0001755534963528345,28.514477040673018,0.00017354360912791758,6.392137982047275e-08,0.0011608214396893468,50.78066562973035,6.492811121324296e-08,0.0011343711658584207,6.411203527622506e-08,8.971945999406968e-08,0.001410765529449097,50.77737256516526,60.586221367165116,0.0018746599751890555,60.586238615232084,0.0018820433176770324,8.73694978294788e-08,0.0013815722659801565,8.859125898891794e-08,0.02045403653820365,0.9790024790907441,0.0
4500,28.514425747956196,0.00019979433488875894,28.514433983202807,0.00019957047363598632,7.568960218950985e-08,0.0013370474067217193,50.780619067468486,7.747435632538907e-08,0.0013598470654911476,7.775942946789406e-08,1.0272828052449301e-07,0.0015693727775706256,50.77684647835529,60.58584069549542,0.001992320435309922,60.58583808273479,0.0019527489070169358,1.0323843466421163e-07,0.0016091208146951585,1.0105888797137525e-07,0.021144964092187687,0.978485187359219,0.0
4600,28.514371977050622,0.00022666948157986047,28.514379447857277,0.00022879907172250637,8.638637435668554e-08,0.0015442038759188835,50.78056875436797,8.660880195800347e-08,0.0015702795284327044,8.655949842592775e-08,1.1834602600972555e-07,0.0017777296852164372,50.77638988759804,60.585469440519745,0.002107856898482957,60.5854877522002,0.002047131368051574,1.1817514212721928e-07,0.001750961008886304,1.194559151947881e-07,0.021507928874677378,0.9781406240050435,0.0
4700,28.51432813595291,0.0002540535077337485,28.514330377675098,0.0002485749752163287,9.91335147665513e-08,0.0017160156347089828,50.780534041927645,9.733522068829878e-08,0.0017599598798613554,9.996823079251198e-08,1.3132165991768439e-07,0.001976165107309958,50.77584088951919,60.58511619241218,0.002165995768668362,60.58507091249495,0.0021779896556102375,1.3153400291118248e-07,0.0019309206771511585,1.31565500363468e-07,0.02195504433605032,0.9779354024208399,0.0
4800,28.514275159282043,0.00027952126111081534,28.514275404800166,0.00027914464905351156,1.092681196843955e-07,0.0018960997335534088,50.78048005966074,1.101058109929883e-07,0.0019027746544733818,1.0864541601895384e-07,1.4651874528138402e-07,0.0021085639805018775,50.77536379119715,60.58469256903898,0.002325965266952754,60.584732918075076,0.002269955580591108,1.4741191552352804e-07,0.0021029540881060964,1.4714107066082757e-07,0.022486567516885596,0.9772893692143538,0.0
4900,28.51422529097126,0.0003049442146180082,28.514220494094975,0.0003038242921896792,1.207453618967643e-07,0.002102092792231675,50.78044410933887,1.1924865262593114e-07,0.002079009951694677,1.1935027593150703e-07,1.625017160481357e-07,0.0023382940251738807,50.77497882148929,60.58430528522484,0.0024306986162239193,60.58440381825796,0.0024439911398582677,1.6365299107451334e-07,0.002299344727621131,1.623017162503504e-07,0.022985748401865253,0.9770345278755408,0.0
5000,28.51417497891505,0.00033539897145952474,28.514170087544418,0.0003306952567300985,1.3252761966015178e-07,0.0023104956226881316,50.78039362211547,1.3118843142185054e-07,0.0023280525040424993,1.3034067888937113e-07,1.7565971489983565e-07,0.0024889217454725893,50.77431517310614,60.58398490709458,0.0025129749637257935,60.583984996824,0.002518806391537006,1.7723730507933785e-07,0.0025207336956382916,1.78757532292413e-07,0.02309160594294259,0.9767454033096533,0.0
