milliseconds,G,M,C_T,T_beta,I_gamma
0,99994.31433769697,99343.09332844219,0.9990252186321428,4989.899134249594,9026.27056015474
100,100070.14039995667,66.64685674266978,0.9923382333917911,7057.733259745736,8905.302637000592
200,100144.93755236253,-143.68373763531494,0.9885188802750988,8102.482673157785,8770.618225164302
300,100232.40887266051,-556.2721119901137,0.9885281581155521,8629.423675033815,8692.692374502614
400,100301.00988058951,-249.52837165874996,0.9795274328305363,8892.784668803513,8679.521448131763
500,100429.50351643263,-371.21285036075795,0.9754799049275217,8993.814163944677,8521.157966853389
600,100480.16476545548,107.23387784530988,0.9745882079644733,9037.707336696147,8454.616452539432
700,100587.77832051543,-426.6476525361968,0.9694977380547555,9091.014861578666,8330.206396991194
800,100736.77639904349,700.6537909900861,0.9666565484504845,9119.2917304291,8331.639036504044
900,100859.44141397554,507.2689251957383,0.9562592573970642,9143.61165466536,8212.566061305666
1000,100840.82707429379,-666.3143493540721,0.9534192886388559,9140.225793083271,8079.4694220916135
1100,100945.54502008071,-157.21315633732124,0.94883429916828,9120.926936383566,8057.922603624763
1200,101010.13348332488,-256.0166421952707,0.9469056315811454,9109.300354368266,7981.024697850704
1300,101193.35634494135,-177.25385210727003,0.9408494803104044,9146.119456936995,7840.7168034765755
1400,101202.05938170615,-229.09033081604926,0.9361475132481364,9160.6511066852,7769.624408609441
1500,101344.56377432068,320.9211561287749,0.9309376750217584,9127.54143659754,7760.233999409706
1600,101429.75020887819,-265.2420183206278,0.9289179291558468,9157.028593962332,7665.794393207825
1700,101555.09561886408,630.4801037059467,0.9231146934013038,9116.998225369229,7542.911432051307
1800,101578.79030285668,95.23554466518311,0.9189316317465518,9158.949324320552,7459.288459744613
1900,101725.70146159492,679.4532922597541,0.9162859522039578,9148.288586140729,7367.219079804698
2000,101786.38053466243,-485.1634651497332,0.908782804628635,9142.850444879228,7296.392371778471
2100,101943.1490142518,-318.2537709607076,0.9056200198106316,9158.869896626797,7228.167109299588
2200,101990.14877785498,-526.4924206900857,0.9021279772551734,9116.162159130256,7195.735027554401
2300,102087.6104123637,524.7812607842127,0.9015543899085817,9144.37784694186,7086.011278345626
2400,102204.85527443147,483.4655523460542,0.8945902432565705,9151.300367549935,7009.90215699282
2500,102246.45705945198,-672.239316740966,0.8935635034968827,9162.149650779924,6963.436207678382
2600,102326.98657600312,379.067024316858,0.8881311974923738,9142.329488273048,6893.067327589526
2700,102460.89582293642,-249.79933905064698,0.8837868174209066,9163.101586063205,6818.811326939623
2800,102467.59894739234,-57.826399592030675,0.8792540818900255,9164.868674135161,6725.475566042232
2900,102641.59747589393,73.15021306569979,0.872039020914401,9155.248833005218,6642.78473512634
3000,102754.51760039094,229.77538940536965,0.8692522968552471,9134.684623774245,6627.465907891871
3100,102824.38477416887,-457.5823318761862,0.8658404605475504,9144.019948240852,6568.285106157666
3200,102839.97973361668,328.175078441466,0.8641558106158652,9136.982010154505,6528.558637886575
3300,103019.3591622608,-355.3844544995469,0.8601816788297291,9147.653240260084,6403.437631886501
3400,103000.10784315047,-230.49102313169922,0.8511612553829759,9162.147928935594,6328.098892112853
3500,103175.74016883761,-48.490518081957724,0.8501405543591113,9146.157591992041,6273.126407812956
3600,103270.62268652528,452.0043967496958,0.8432521602108365,9141.721122319195,6185.184983654875
3700,103364.25776189227,-87.64670019350808,0.8437978772557535,9119.994372017318,6217.1656307823305
3800,103438.210163166,-428.6956590109657,0.8372886778252162,9129.211222999807,6063.393471168898
3900,103481.8834302526,266.17272159160655,0.8327160377347399,9123.213446032047,6043.256033256118
4000,103563.19376864562,653.3821013313202,0.8279705214407727,9155.191510729514,5971.571541343806
4100,103685.44946349134,151.86897275502207,0.8262444366328331,9147.757658406834,5888.832290127753
4200,103828.31995499885,368.2867248801844,0.8242445076959444,9138.783033774173,5896.82173589776
4300,103914.65889381182,409.90413579535846,0.8187180051365395,9138.584053389097,5792.781069623366
4400,103975.6149732749,-167.59815863019728,0.8151769276107248,9144.911001325629,5701.645857732924
4500,104106.48194464353,449.7695694472847,0.8113501604967807,9145.33718767369,5663.702969571107
4600,104164.38620895882,92.90305259866284,0.8090825883110606,9132.366859684675,5655.474115760877
4700,104219.92507369202,121.58789200893074,0.8050756897469026,9121.908486256438,5539.246426628403
4800,104322.80318388548,259.59119411293847,0.7969281125740229,9148.033094022452,5489.34637422081
4900,104412.54539747063,212.4582943736835,0.795954402966766,9113.827190678014,5492.708491139895
5000,104506.64978992763,326.11978726874287,0.793933553224167,9156.659784983009,5398.526686780426
