miliseconds,X,E,P,Q
0,8.018479441016005,1.006999465604942,0.006182980949314672,-0.0005036641867705591
100,7.439883817363885,0.4689435939138408,0.5239032292277498,0.03758317592391737
200,7.189081539087293,0.2578918139945965,0.748582930660036,0.07987598353918163
300,7.065022981414252,0.15840190279260696,0.8482544652208127,0.05648565291763588
400,6.969641050951393,0.1090974962902682,0.8990718842132135,0.14695858274829832
500,6.879061323945106,0.07989045005409037,0.9163924929047839,0.1738117539922928
600,6.8233311950609785,0.08178625447762178,0.9263818799125821,0.2230890009552039
700,6.768373361180812,0.06991871257303935,0.9276426953463068,0.2947111378314347
800,6.773341759524696,0.07353311121760345,0.9288606826294628,0.28827851934312365
900,6.714862179121424,0.06718236857822639,0.927640616665508,0.3607148323523087
1000,6.6599653960180865,0.07325027802765502,0.9360804484199258,0.37966533949408504
1100,6.594914453398099,0.06884179531577961,0.9279955816455145,0.4586239374262569
1200,6.546994411392895,0.06857217689250059,0.9299617290122538,0.4701131736344834
1300,6.559234860753694,0.07652961600098122,0.9364121663478507,0.5701367083093702
1400,6.508297322781862,0.07283599099350128,0.9325274034187935,0.5920098812399639
1500,6.459007399177649,0.07815197105469424,0.9273195634809827,0.6144299385486885
1600,6.4208684034960735,0.06896586572196099,0.9213657137564868,0.6532554388902806
1700,6.357922570632157,0.06605089893123439,0.9290034825322673,0.7250159414725653
1800,6.297332229084964,0.07506802121842789,0.9220231689539717,0.7774613711545677
1900,6.237803204960144,0.07458519018465758,0.9260274864441118,0.8249946876270325
2000,6.164474176601748,0.06842195011166365,0.9220959249573543,0.8792791971052087
2100,6.187558037719577,0.07726180437005775,0.9249135615162897,0.9523496980267698
2200,6.0900278303368545,0.07491160545369284,0.9254017059581994,0.931549400549741
2300,6.044719215546175,0.06955971956507169,0.9249106829935749,1.036835729662946
2400,6.045984735789755,0.07919756990287603,0.9204903172490531,1.048909002109438
2500,5.9563746333958285,0.082040551611865,0.9302608320989232,1.1351941354699793
2600,5.898815917456357,0.07872656037551906,0.9266267686053516,1.1671825880353641
2700,5.916321673592922,0.07232096050275443,0.9207352392738254,1.2266206465618685
2800,5.87180651708152,0.07854039841218971,0.9261106978080429,1.2577629819548326
2900,5.785457645044345,0.0738856594342302,0.9199023777326945,1.2694806422826574
3000,5.71453531044405,0.07468089581197862,0.9157340193639792,1.3470262621482703
3100,5.662861923094848,0.08640501316720405,0.9245303406863697,1.401956378004364
3200,5.628994796736667,0.07864789939671389,0.9153777361854829,1.4342197544946824
3300,5.624887766990092,0.08231630234771647,0.9129979384324678,1.4776965454665383
3400,5.576042625273356,0.07974225557742663,0.9238190786998461,1.5490412322712255
3500,5.54490101626034,0.07653932305512738,0.9110693145155417,1.5858589058426615
3600,5.436731595432566,0.08906428331477155,0.9153024805372827,1.591968793161523
3700,5.436072925548838,0.08394029484674574,0.9139851968456705,1.6462527308203467
3800,5.417791314873349,0.0879595692261074,0.9216788838601498,1.7116052782137237
3900,5.363895532701071,0.08427444278663272,0.9140836611633603,1.7142352491575228
4000,5.318638252002729,0.0787221381840153,0.9190174848706888,1.814403251975826
4100,5.272562814945668,0.08404397690414331,0.9146819718360542,1.8632112275454265
4200,5.226809369994215,0.08990666900361106,0.9089771414583467,1.8715714357330215
4300,5.160343070298248,0.08634852040849099,0.9159788362984549,1.9288144114942272
4400,5.113413004541926,0.08191633424961772,0.9142475637936723,1.9499333559194898
4500,5.035670770040881,0.08412342249847542,0.9062573558555251,2.044075282080659
4600,5.0027122741080285,0.08466583616846213,0.914785845906253,2.049053043799615
4700,4.958369827186578,0.09566954653899862,0.9108855157331737,2.0989084129541995
4800,4.966676277244741,0.09155191285144831,0.9049360395332966,2.141211488143005
4900,4.911361266631658,0.09153021773253102,0.903715265052327,2.1835249707220825
5000,4.837567544650858,0.08827775119053145,0.9022357850313185,2.255366584335009
