miliseconds,X,E,P,Q
0,7.968240196862456,0.9973359146863354,0.002401460579459545,-0.02938011874788642
100,7.4464849199357035,0.47273317921106217,0.5320467410236155,0.049107311920932845
200,7.188487211906842,0.25446806780216547,0.7479309875879006,0.017274191055883868
300,7.087057884699235,0.1486050073365885,0.8527414768096881,0.11582674548710784
400,7.00966360110812,0.10483121009974429,0.8864618708344459,0.12390268595818743
500,6.905876186655493,0.08179756275336021,0.9197787490341968,0.14787670291240632
600,6.878141248153601,0.06978173867060945,0.9258605498384861,0.21654793205036152
700,6.829711190823973,0.07062254143484765,0.9336344370948488,0.242008411642112
800,6.78714106275527,0.06519931885813236,0.9329988721388817,0.30104606518421073
900,6.743552046409378,0.0724064806682881,0.9289959684437074,0.36876212260378183
1000,6.626835878468646,0.06608620008264182,0.9365961437294361,0.4267341834239921
1100,6.633475195115828,0.06548208524776042,0.9306244866555261,0.42187787102775576
1200,6.559726607223735,0.06654151916648508,0.9312734274733606,0.509852785962566
1300,6.493697597119362,0.06591751139410822,0.9272120735889299,0.5498479885016311
1400,6.4791319416475215,0.07126788855605838,0.9219265163585127,0.5689251851306231
1500,6.422544369785397,0.07530961603515433,0.9316622214636795,0.6735827653615906
1600,6.355512487144385,0.07890101713126232,0.9278078707853403,0.6903432964815045
1700,6.356330752983686,0.06779730366550739,0.9277042173474646,0.7033899612409229
1800,6.318969578451415,0.07934251117403632,0.9334025841047972,0.7831490631405239
1900,6.241656004773724,0.07009749997144017,0.9216570958200384,0.8120099360610468
2000,6.1978804599710395,0.07007422188798837,0.9213543023145797,0.8942781106317331
2100,6.163361658461544,0.06749523613217465,0.9221381929131395,0.9281722370782075
2200,6.0851639663947275,0.06911032872480924,0.9260651190228286,0.9397255613427772
2300,6.067419247880365,0.07249041653679991,0.9238139104037486,1.0309036897754829
2400,5.99783436315435,0.08222777308540043,0.925233855161837,1.078376815566174
2500,5.98761212564695,0.08084298769296488,0.9294402823129199,1.105494869565322
2600,5.894923736250342,0.07138158921186895,0.9171930857974062,1.116277302055684
2700,5.850911253961991,0.07371360770976478,0.9186683477705868,1.1948323859501873
2800,5.847747472512588,0.07614309184336357,0.9221281187706245,1.2303246285107845
2900,5.805295733817655,0.0821734104761873,0.9281652092610738,1.276132115523664
3000,5.756750653919189,0.0845100887101721,0.914710337214088,1.3573968143747774
3100,5.674470360328292,0.08433168768915465,0.9253548031746565,1.368856194839457
3200,5.634707283787841,0.08681220024031638,0.9126962306458032,1.4223498765972848
3300,5.586274397437533,0.08315743201739305,0.9219110701206418,1.486715590616078
3400,5.5370185782851005,0.07490289779658685,0.9119803462565941,1.517065741241031
3500,5.522590165589031,0.08380801493225942,0.9139427425716156,1.5934159230030358
3600,5.456639298671946,0.08419583455539918,0.919898237033206,1.6054029428852679
3700,5.419357432436937,0.08487714290705241,0.9104367067416864,1.6454036223593334
3800,5.385738363954068,0.08489596253875588,0.9120775995311684,1.6862440855007828
3900,5.312418954270349,0.09133164890878215,0.9107954362641982,1.7497829300664565
4000,5.286153242035989,0.08640400454592344,0.9192027276967986,1.7976639284769573
4100,5.2373109883916,0.08472717752581187,0.915520290146247,1.8139604743518691
4200,5.205195989283113,0.09220119366916586,0.917105508791657,1.8835990937787035
4300,5.155549799050425,0.09368044281123046,0.9129395171993991,1.9223962112617645
4400,5.129032742417111,0.0912847176012314,0.9144919856978061,1.949532661717605
4500,5.036151199640545,0.0935344239354204,0.9075671224083247,1.9970929991249902
4600,5.016988954177787,0.09383330421912017,0.9044993005087774,2.058793034559608
4700,4.976731645711131,0.09147773053854014,0.9082070563731426,2.0907760131065554
4800,4.9282968097082165,0.0942323636283384,0.9162986145656834,2.1708406110910397
4900,4.906304908442604,0.08828235348926178,0.9100223587660748,2.1948135774348687
5000,4.826378117731251,0.09060562394546233,0.9080841752908294,2.2168532452773624
