milliseconds,species_0,species_1,species_2,species_3,species_4,species_5,species_6
0,-0.00491177827501903,1.014245409734843,1.00284025162282,2.5044367694478806,1.3652412675840933,1.4108334496741222,1.5586766399759036
100,0.06520038074899023,0.8290308710720162,1.0691892487944548,2.2410024268502124,1.5415678910006372,1.042181908455197,1.5592337199099986
200,0.12035178666514754,0.6862229196533635,1.0824376611243123,1.9943225008653398,1.5367554565726924,0.8778716456422352,1.474935581496119
300,0.19043236779546888,0.6047193255232112,1.088885625884793,1.8413517425260937,1.6543439337587427,0.9724460125369805,1.4470246725858322
400,0.20929440466804913,0.5405265027295718,1.1246743353238637,1.7198114344346194,1.720296630072554,1.0379246288627162,1.300408775663082
500,0.24803999231147683,0.5084153159208122,1.039470862203501,1.618238702517899,1.7025732475607829,1.2450127890587996,1.33799553753089
600,0.26333452512296085,0.49340431461500234,1.041515193621594,1.5940095055466912,1.6710219666763024,1.515141643452318,1.2482660300101147
700,0.27320883273266944,0.4928801107040974,0.9918601934766713,1.5556449076570065,1.7936928652427633,1.7701118392691653,1.296429779533267
800,0.2920107206555212,0.4407594842290328,0.9945280937405615,1.45332837497295,1.6945825336343832,1.8518372361236255,1.286057515272796
900,0.31305046951921234,0.44280507264719854,0.9548095196872525,1.4581941776987122,1.7693682931422754,2.1056159263737286,1.2948739425185685
1000,0.3387016847892219,0.40332337455339046,0.9053140993004795,1.3900429852374867,1.7364833564779683,2.185361375166445,1.354894313378814
1100,0.34132347941781527,0.42311835384246554,0.8894605780829677,1.3698009606514197,1.8606180277457451,2.386786183055667,1.3822800652648943
1200,0.3519187625694589,0.44446895729032493,0.8239595276959016,1.3311216654814135,1.8769300229098458,2.546661697237916,1.4493974058139707
1300,0.3314874930712185,0.39366576010413745,0.8034187662095419,1.2554104241004977,1.8467702024181636,2.7308161787757426,1.46942748792979
1400,0.3343962741091012,0.43336701381680537,0.8313169027314626,1.2285599510653358,2.0042876972178676,2.7073878429677367,1.540554486678404
1500,0.35987056570245995,0.4134866726291159,0.7896510329874973,1.185575384102685,1.9437349376737383,2.947376069997162,1.571158901873023
1600,0.3679601305567947,0.43719859566728503,0.770842889422238,1.1576056952197367,2.0021953981948197,3.055102631340162,1.6646415763248634
1700,0.38147740638669403,0.44972085730933353,0.7999422805546458,1.0720927959944997,2.044546606115018,3.109063533706173,1.7878182540741236
1800,0.3688467678029893,0.46461011927079254,0.7905126449406665,1.0797191229984247,2.2072525810751493,3.346853323185133,1.825222893191776
1900,0.4005431466556169,0.46620302147187737,0.7810786313454949,0.9523076870942017,2.1592270985199487,3.4459947660158177,1.8870942601265381
2000,0.40501899811615283,0.5229163416504533,0.7816846891930156,0.9289769713549846,2.3333215957937656,3.4821207966985877,2.0364825142476857
2100,0.41235298792075936,0.5390981901972259,0.7553597513992686,0.8646521544608613,2.3244171796266913,3.5324550357433853,2.116613568255902
2200,0.421026290605632,0.5434758965626888,0.8141515259463262,0.8371050095585882,2.447843107874758,3.743547937867815,2.185493480427967
2300,0.42650661904093834,0.5673108089880529,0.8539455782553735,0.8158917236902138,2.586408959524163,3.7371942356973284,2.232631907286127
2400,0.44709583721546703,0.6140177113403872,0.8812381147513974,0.7961915977637541,2.5851734105122652,3.795374877434129,2.304995665554636
2500,0.4878044742532275,0.6255572154531989,0.8792920208283712,0.7571548208274678,2.7022320873753083,3.8723920004109385,2.4195485174677622
2600,0.48042829312989205,0.6793676550536266,0.8737203735375756,0.7502506774233323,2.845647990925178,3.927669227689385,2.4776377355341848
2700,0.5022636138751269,0.6675207897576219,0.8941702591936984,0.7145389251699898,2.9080262489511792,3.888934125271335,2.492546235672879
2800,0.5090117661472412,0.7460815619766844,0.9994923795478247,0.672011529333557,2.9857630233250294,3.883904720149936,2.523049106513834
2900,0.5509807747185395,0.7491135094041461,1.026434661874804,0.6721107000661926,3.145790925612491,4.018459196855616,2.5560285791292268
3000,0.5631248779311654,0.8143577097408956,1.036031054277394,0.6056030657597468,3.176444394849185,3.9149933652755196,2.638194695937819
3100,0.5771641477764766,0.860489843957458,1.088500323973493,0.5803978664787498,3.248950139290552,3.976875508532684,2.677429238760842
3200,0.595919369863886,0.9119713074561895,1.13368182294618,0.632290631654445,3.289924918843578,3.9135683951689986,2.6041860427495616
3300,0.6181478604972628,0.9418678242093693,1.2076323072281223,0.6022215051597556,3.4008290981547744,3.8571580713224245,2.6427944037731246
3400,0.6198558583380362,0.9737978729453066,1.2315277337687118,0.5842956807288692,3.4747270524643494,3.8422365880527205,2.540592212462161
3500,0.6172117489739058,1.0324066311827258,1.3031733738155031,0.6120160682005347,3.493330936380701,3.648680018632494,2.5401238641535278
3600,0.6334337447134353,1.0736425911122942,1.3820919586180738,0.5722366087817202,3.488096993553057,3.6654008207125752,2.5266257898463382
3700,0.6575126331243915,1.1162109585006106,1.4636860372974936,0.6153925469218384,3.5293385944266116,3.5415472064531737,2.397084498813452
3800,0.6558947857172144,1.1296965295645283,1.5277062284409522,0.6424600479190254,3.514011930205168,3.400314994624854,2.337345107607048
3900,0.6697947182114505,1.1746959902378709,1.566593792876332,0.5865896106994131,3.581355543986578,3.2430483710147704,2.3172111318449384
4000,0.6759169647096939,1.2138563152753066,1.5987307337970662,0.6650343353176569,3.6191633526975275,3.170013046883098,2.233655008255203
4100,0.6690938516065396,1.2440018600474252,1.653397085913511,0.6675237186621298,3.4907964863720036,3.178478909841372,2.0743345085298732
4200,0.6718857770361536,1.2467533265156145,1.7246049714602867,0.7257543109001091,3.4883199698993086,3.0337950325031984,1.9681181489747512
4300,0.6688794126770425,1.2594360556211315,1.7407129383801898,0.7167335909011767,3.4974733169471692,2.8834356540067887,1.8975488255961364
