milliseconds,IFNb_mRNA,IFNb_env,STATP2n,SOCS1m,IRF7m,IRF7Pn,IFNa_mRNA,IFNa_env,TNFam,TNFenv,STATm,STAT
1900,0.0014705381594441412,3.0508704600875966e-05,1.1627004925795783e-09,6.209147491119156e-08,1.8437824872012038e-13,3.0120824088903937e-11,3.5659491543118765e-12,3.252625731661662e-14,0.00014293248827587234,4.660599353906365e-06,1.0503506695845506e-05,0.09583377343539247
2000,0.0015265397706064681,3.306899868467281e-05,1.2964645041828043e-09,6.246176066886234e-08,2.1480713326463438e-13,3.71218818587651e-11,4.631761598749047e-12,4.472195930275993e-14,0.00014844586006907472,5.112246652574614e-06,1.0742634174576839e-05,0.09577356820558175
2100,0.0015803591402117007,3.5682109307320704e-05,1.436154169351017e-09,6.27188540315476e-08,2.4795594147917613e-13,4.51841040686822e-11,5.927611189085488e-12,6.043860708771671e-14,0.00015378061389941146,5.580096207159483e-06,1.0959372360453956e-05,0.09572182606754834
2200,0.0016319341013467856,3.8344386791762814e-05,1.5815281051139253e-09,6.286719638791426e-08,2.8384430788014347e-13,5.4375277784141544e-11,7.484485495253207e-12,8.041003249636802e-14,0.0001589331363554268,6.063569099800284e-06,1.1154027221610949e-05,0.09567770968365738
2300,0.0016811950612508773,4.1052394139703736e-05,1.7323536520367309e-09,6.290954268222663e-08,3.224824181448428e-13,6.47555445945343e-11,9.334475596488195e-12,1.0546322303203627e-13,0.0001638989220446399,6.562079050594582e-06,1.1326794741079298e-05,0.09564039410057333
2400,0.0017280644460686164,4.380282864381918e-05,1.888411974196764e-09,6.28475710801824e-08,3.638717864723114e-13,7.637630006414748e-11,1.1510719526991101e-11,1.365245786468927e-13,0.00016867253132775932,7.075028405308868e-06,1.1477762894178801e-05,0.09560906216560096
2500,0.0017724619656643652,4.659253762564976e-05,2.049495210281994e-09,6.268219752105731e-08,4.080065494579013e-13,8.927853861542325e-11,1.4046724530101004e-11,1.7461872958646243e-13,0.00017324811327077593,7.601807176233426e-06,1.1606962589029604e-05,0.09558290545060738
2600,0.0018143066114656853,4.9418489471291224e-05,2.215408619030951e-09,6.241387698362419e-08,4.548741678761133e-13,1.0349234607713539e-10,1.6976155380302554e-11,2.2087077646573006e-13,0.00017761961836479284,8.141792049743123e-06,1.1714395666966242e-05,0.09556111879300186
2700,0.0018535197678705006,5.227775525396747e-05,2.38597072224803e-09,6.20430573136787e-08,5.044565273200534e-13,1.190355452707646e-10,2.0332388608958584e-11,2.765076374904269e-13,0.00018178111145890347,8.694344511298233e-06,1.1800066936718333e-05,0.09554289973168205
2800,0.0018900307956930178,5.516751501952091e-05,2.5610126128587687e-09,6.157064352694173e-08,5.567305037303914e-13,1.359146139204712e-10,2.414805199388992e-11,3.4285252874820955e-13,0.0001857273231095643,9.258815288310733e-06,1.186403496921343e-05,0.0955274529111155
2900,0.0019237789424995362,5.8085033733518336e-05,2.7403776127181344e-09,6.099819977867679e-08,6.116689708936913e-13,1.5412367850469037e-10,2.8454702380200414e-11,4.2132704341554897e-13,0.00018945384684347462,9.834542535304537e-06,1.1906435607160348e-05,0.09551398743328418
3000,0.0019547187170112874,6.102767075542896e-05,2.9239190743190547e-09,6.032827282468708e-08,6.692412809254253e-13,1.736462384158633e-10,3.328239996808047e-11,5.134437639763545e-13,0.00019295766490557762,1.0420858034084662e-05,1.1927527988736597e-05,0.09550172384541894
3100,0.0019828217458439613,6.399287624232358e-05,3.1114992834308746e-09,5.9564608657065134e-08,7.294138275174437e-13,1.944565864588904e-10,3.865947714020711e-11,6.208016810906713e-13,0.00019623732753610125,1.10170912609597e-05,1.1927708209226458e-05,0.09548989922049764
3200,0.002008080774626365,6.697818455549022e-05,3.302988208676518e-09,5.8712412555385146e-08,7.921507910853913e-13,2.165198260213098e-10,4.4612136754941024e-11,7.450839723891363e-13,0.00019929335198819493,1.1622571041562269e-05,1.190754865693224e-05,0.095477768298457
3300,0.00203050966845997,6.99812313009181e-05,3.4982584324502596e-09,5.777801845117064e-08,8.574140817779196e-13,2.397961244670309e-10,5.116445472769348e-11,8.880463035537125e-13,0.00020212820488234447,1.223663600925116e-05,1.1867785253630456e-05,0.09546461575696143
3400,0.002050145652967623,7.299975210825184e-05,3.697185903499694e-09,5.6769235720066556e-08,9.251639482293738e-13,2.6424088459227277e-10,5.833811518283158e-11,1.0515144195457887e-12,0.0002047465287223051,1.2858636399371531e-05,1.180934042267175e-05,0.0954497564210232
3500,0.0020670485899866135,7.60315950840691e-05,3.899646046006154e-09,5.569503969400552e-08,9.953589604809833e-13,2.8980804853910314e-10,6.615244294902327e-11,1.2373746400909377e-12,0.0002071550581196505,1.348794233060888e-05,1.173330686543722e-05,0.09543254423246496
3600,0.0020812975703721768,7.907468448097614e-05,4.105508284258116e-09,5.456489529315965e-08,1.0679558777528527e-12,3.1645170661412284e-10,7.462458215286745e-11,1.4475676352011228e-12,0.0002093622648223296,1.4123947717064285e-05,1.164090259473922e-05,0.09541238263810789
3700,0.002092993104422281,8.212706296521568e-05,4.314637898300985e-09,5.33891869831852e-08,1.1429100352903753e-12,3.441279995842403e-10,8.376931557368175e-11,1.6840820676942486e-12,0.00021137858336597407,1.476607624066963e-05,1.1533495673058979e-05,0.09538872359910797
3800,0.0021022501912457813,8.518690858417847e-05,4.5268968451924635e-09,5.217877213239349e-08,1.2201747718699883e-12,3.727967508285132e-10,9.359959619441304e-11,1.948947716718508e-12,0.0002132157291515197,1.5413785631374043e-05,1.1412538472083917e-05,0.0953610670006718
3900,0.002109197884880294,8.825250022824207e-05,4.7421351854251765e-09,5.094431519614779e-08,1.2997015972343337e-12,4.024224832204847e-10,1.0412652674231233e-10,2.244230528939537e-12,0.0002148866390471865,1.6066570511729105e-05,1.127954937310079e-05,0.09532897199445217
4000,0.0021139753028675263,9.132224083278455e-05,4.960193294849027e-09,4.969620097681408e-08,1.381439935943419e-12,4.3297581193112773e-10,1.1535966888320236e-10,2.5720265419371595e-12,0.00021640508383034308,1.6723966464151336e-05,1.113607765133468e-05,0.0952920551754707
4100,0.002116727792195259,9.439464014377332e-05,5.180907213909609e-09,4.844464365440514e-08,1.4653369169602802e-12,4.644328570493054e-10,1.273073803985844e-10,2.934459728729565e-12,0.00021778529599625256,1.7385548998040358e-05,1.098367094505815e-05,0.0952499880108673
4200,0.002117604911639447,9.746832362468797e-05,5.404100889143875e-09,4.719898290997975e-08,1.551337305881911e-12,4.967768770775994e-10,1.3997695089601287e-10,3.333675916600134e-12,0.00021904176754314504,1.8050937949855203e-05,1.0823849557627653e-05,0.0952025016136889
4300,0.0021167566794486306,0.00010054201881382406,5.629588361541689e-09,4.596753740091253e-08,1.6393832545237147e-12,5.299968858319644e-10,1.533749805538741e-10,3.771842563471896e-12,0.0002201888932481779,1.8719794293081443e-05,1.0658077146879661e-05,0.09514938132908941
4400,0.002114332178490914,0.00010361455953922112,5.8571807171269355e-09,4.475802180707869e-08,1.7294143316357546e-12,5.64087871704858e-10,1.6750753616915045e-10,4.251146392967861e-12,0.00022124084158132252,1.9391820584023296e-05,1.0487751138349394e-05,0.09509046427030234
4500,0.0021104762386094577,0.0001066848794321378,6.086681627138071e-09,4.357697066857659e-08,1.8213673278171433e-12,5.990508220880676e-10,1.8238043717014966e-10,4.77379026901567e-12,0.0002222112319127775,2.0066761379427673e-05,1.0314171164348814e-05,0.09502563904567639
4600,0.002105329488696355,0.00010975200905653868,6.317888731158076e-09,4.2429825713162425e-08,1.9151764237523837e-12,6.348911729517433e-10,1.9799938651684637e-10,5.341996068991624e-12,0.00022311316112493882,2.0744398446131164e-05,1.0138549582459708e-05,0.09495483766090614
4700,0.0020990255910449643,0.00011281507087316053,6.550599111833297e-09,4.1321092571885504e-08,2.010773116441574e-12,6.716191071106761e-10,2.143702020396803e-10,5.9580014981001426e-12,0.00022395893414126094,2.142455165117617e-05,9.961985633630893e-06,0.09487803533316538
4800,0.002091691323935741,0.00011587327386240687,6.784611498954942e-09,4.025446672443228e-08,2.108086442941159e-12,7.09248338037717e-10,2.314989199371971e-10,6.6240625155198145e-12,0.00022476008999623492,2.210707489640861e-05,9.785474366312034e-06,0.09479524402123984
4900,0.002083446089913047,0.00011892590669672489,7.019722054329935e-09,3.923253002551439e-08,2.2070431958203655e-12,7.477957166737169e-10,2.493918805037159e-10,7.342453963713382e-12,0.0002255273629769786,2.279185418762822e-05,9.609905626187673e-06,0.0947065095646317
5000,0.0020744004807759894,0.00012197233423580595,7.255731339172652e-09,3.8257074776190096e-08,2.3075679658283483e-12,7.872806081404004e-10,2.6805591524019175e-10,8.115469322821673e-12,0.00022627055350111204,2.3478805736984065e-05,9.436055631273091e-06,0.09461190753127122
