miliseconds,C,X,M,Y,Z
0,0.0008912511542532822,-0.0019415413708948471,-0.0052449317441477855,0.9894309198600314,1.001573473924753
100,0.00995459208511623,0.0007532752289296307,0.010687870514490444,1.0200375445928354,0.9925005689449747
200,0.03535298957705038,-0.0016515461536916675,0.013352878887075991,1.0435359693342845,0.9905696264764332
300,0.041448420221525506,0.0010051734228689998,0.010511204159537319,1.0500251519007755,0.9828547192061996
400,0.060003779000617034,0.0021672917470723853,0.012446613719987988,1.074238237695158,0.9788248153252721
500,0.06995323628105121,-0.002048827984819505,0.024712249679542143,1.0938292403390992,0.9725690831271571
600,0.09496022912857842,0.004429402057394417,0.0342353898296169,1.1155429573673317,0.9662410872769216
700,0.10472865680166121,-0.00038711420603018513,0.04942686274790847,1.1286573784711518,0.9648916745026878
800,0.11465202762555558,0.0028649614428274076,0.05224668577261688,1.1546717345746804,0.9583115451118194
900,0.13555824869864122,0.005739308819329845,0.06160272988789188,1.1724231609122844,0.952739123548968
1000,0.15054508506265177,0.005551590658139943,0.08326219495112706,1.195891797371376,0.9472138905265637
1100,0.15902334454628403,0.007999674379065357,0.0948655231538166,1.204258720866769,0.9427049881132086
1200,0.18054257183013178,0.008343356016790267,0.0932711318075455,1.2226349692461833,0.9415877759539499
1300,0.18625324230871687,0.007644192901500434,0.11587903691388578,1.2468471677745732,0.9376354456593361
1400,0.19564150065153996,0.010214270530587238,0.1206571296469656,1.2633629538783655,0.9303001303575181
1500,0.20636116969793236,0.01291099293648719,0.13779822547042586,1.2905358656833155,0.9278513499555644
1600,0.2321625818492951,0.015034872944708151,0.14736713014437253,1.2852206524877938,0.923068377286434
1700,0.23954421105184243,0.016922505512735653,0.16842906008360936,1.3170444989643302,0.9217591273414235
1800,0.25424762148256486,0.024234479986964354,0.1843748409680739,1.3214564373161883,0.9154638548516965
1900,0.2630956918733246,0.02496681003198782,0.19879321032169397,1.3553521435268208,0.915008729648676
2000,0.27176809719418193,0.029371569413646766,0.2112127945716575,1.3622175255165594,0.9115411234384824
2100,0.28783778389990217,0.03203135365060288,0.23436222851257374,1.3817721480904452,0.9046374457451428
2200,0.29571578282601413,0.035343547955156075,0.24803493115808792,1.3848228794244306,0.9027468824178728
2300,0.3041369440383065,0.038491379952512346,0.2552316545721434,1.3987668109023592,0.8998696641246186
2400,0.31815206514703526,0.03921074100394019,0.2707243069028944,1.4275618366168774,0.8965963989152684
2500,0.3245259639481192,0.04798048408834625,0.2837508293032064,1.436156863271362,0.8946033737494925
2600,0.3325283073283486,0.04970957606225447,0.3037846405633641,1.4604463020376275,0.8918759548327138
2700,0.3511768629987322,0.05457631882298052,0.3247556872575841,1.4605646500493765,0.887056433145436
2800,0.36049328582737733,0.05815390936304881,0.3328220254070717,1.4830134627915414,0.8876886142600243
2900,0.36079459094536653,0.06370743224523763,0.3501231617234127,1.4876956085972821,0.8825241591071241
3000,0.37498320146711417,0.07013315013101536,0.3683845997292831,1.5130999653835444,0.8832784482359954
3100,0.3801806226584597,0.07571985683394333,0.37492935373293096,1.519971206916313,0.8807040199582004
3200,0.39286030624489476,0.07644339367003862,0.40515215806071114,1.5321703637740431,0.8766366803004325
3300,0.38980517544808935,0.08371708382853539,0.4217947637189303,1.5487366874077557,0.8768470237502627
3400,0.3993222466454163,0.08853661544387338,0.42397821955826026,1.5774885383882487,0.8751747462548156
3500,0.4104699624581734,0.09346227633271836,0.452771800523635,1.5770783409491034,0.872069941649953
3600,0.41137932846928527,0.10156751362298573,0.45340758704079887,1.6036620358228089,0.8688303093374782
3700,0.42303305772872546,0.110312394384087,0.4778112339945417,1.5989214600886072,0.8673802562287342
3800,0.42419787360068933,0.11187562263748993,0.4933490946825333,1.6144199364241423,0.8678765886638055
3900,0.4352833329342643,0.11843059097208887,0.5049167516416291,1.6400133552389928,0.8677308586835601
4000,0.4367532021678696,0.13008885608614865,0.5356013194866786,1.6494791097809178,0.8627565420786865
4100,0.4357951335148168,0.13723489466852543,0.5464393365113801,1.667423875470014,0.8634163532404109
4200,0.4394382162838314,0.14424990958235906,0.5474279764670263,1.6690718137469527,0.8604645104951947
4300,0.44235769575943085,0.1503178410252908,0.569044024660397,1.6787827761873266,0.8599874320471435
4400,0.4524912824410366,0.15678915027308957,0.5828512553850249,1.7034414133849005,0.8611746223307457
4500,0.443687954081848,0.16544362902971407,0.6022566025064358,1.7175384566743808,0.8599096398859756
4600,0.44727566776778876,0.1740240000752103,0.6187632164489931,1.7190742324400552,0.8570357580234397
4700,0.4504262636504584,0.1858579604128626,0.6260184958490003,1.7309056514675734,0.8554799015112005
4800,0.44479076880461416,0.19571233414743142,0.6369154035111342,1.738846438863334,0.8556427426023868
4900,0.4548442347911317,0.205399706297807,0.6552092358619068,1.7621849389482453,0.8562672003316036
5000,0.4589602943674694,0.21359489419023261,0.6794679959000225,1.7715903581405668,0.8536455328245475
