milliseconds,T,T_i,V_I,V_NI
0,180191.64806795822,1681.4055954885896,133109.38036385403,-138.11980359877055
100,179743.11132084663,1687.282674373047,130099.2731782476,3564.86305712865
200,178471.65166661088,1685.2314868764909,127445.939183718,6020.229878041135
300,178259.08967813238,1660.2009239637835,125301.21700586805,7943.717625876408
400,176956.10752947952,1643.7849597939844,124094.21255992888,9207.309564819887
500,176697.5261012488,1637.9890832116578,123185.01664665075,10348.040734734512
600,175510.72230089092,1644.3282008323774,121906.42389786102,10892.134671583639
700,176125.7713065152,1641.236607630728,119591.54461767546,11566.801357503457
800,174859.47308754837,1626.192591880252,119434.01780856671,11939.162210627648
900,174496.61840056622,1610.583552750282,120086.25728311251,12213.656567621965
1000,174020.73904861457,1589.0944906249204,119213.77377727319,12409.555527012673
1100,173055.43223729098,1581.4580848311768,117636.19337998515,12537.678913333406
1200,172723.13517716035,1590.8082224605234,117842.45643765431,12496.037540139956
1300,172229.56061889112,1576.5254341785935,115673.10498431185,12699.230937007584
1400,170904.35338726855,1570.5504756342896,115703.61400657508,12610.505392520881
1500,171085.98138756372,1556.9205047606192,114619.32476142059,12741.865075488835
1600,170874.80722396335,1532.8276971043458,113700.15130238631,12560.722222435996
1700,170647.23145064877,1532.562121222964,113467.84697131987,12300.560095037043
1800,168527.77961625965,1524.709921370714,111352.8351791909,12207.155031789576
1900,169274.54490241111,1515.306644816,111168.90319973588,12281.27299434919
2000,167950.58138631555,1513.4631991690705,109249.60814953872,12012.829627175486
2100,167322.05621220873,1470.3584253729482,109783.67263769018,12212.957327645854
2200,166238.85116091813,1477.600787533217,109983.8808355789,12041.054904742183
2300,165830.341157233,1472.676542388084,109106.66950904815,11782.360049902325
2400,166604.94003005227,1453.0902833554119,108020.8703827402,11803.294409366961
2500,165413.15191186932,1451.492400463309,107748.74920626213,12007.809270930034
2600,164799.93092298837,1431.519085455423,104735.55134510106,11519.84785531228
2700,164768.28498039691,1415.1601210890783,103553.0880485501,11460.14330624679
2800,164501.05237294416,1389.9645133690199,103463.66809070807,11670.990783793513
2900,163910.58064786106,1378.2040282555276,103447.19800885711,11307.85450120377
3000,162670.94649672048,1385.24679950254,103556.0136701846,11299.60520422347
3100,162823.18775800982,1370.6020302722868,102227.84006951662,11177.61748770177
3200,161697.9170246497,1372.8897201728932,99526.48980806123,11060.76244628497
3300,161426.37640682425,1330.8398237618,100035.34787649197,11136.881564617213
3400,159997.42303809145,1317.210938528338,99759.28223358915,10945.400604011807
3500,160447.85284010982,1336.654753194058,98009.7609096924,10785.69944858495
3600,159601.749058292,1321.486775530039,95898.41566298448,10659.091232009656
3700,158073.46003331666,1302.3564108584615,97495.23270097791,10751.879260338375
3800,158802.21259305088,1288.8494850012605,95690.68789234353,10703.14051024945
3900,158229.8503515941,1261.0008085352447,94768.4756654155,10414.766214301137
4000,157429.3574107047,1274.9953538361306,94412.3781408783,10228.326438937092
4100,156520.3584279081,1259.0974277191092,91462.35134418088,10102.33855451074
4200,156782.93986278924,1242.1581367432345,92288.21862193187,10219.171062565028
4300,156025.1310715403,1229.6795393123748,89838.72386344701,10265.381462961073
4400,155534.69955524235,1200.4830198048592,90158.60001982111,10076.750706938798
4500,155137.05729038472,1187.1965050690224,90370.7703517196,9811.09640084582
4600,154670.4661156574,1176.0756258226436,87150.48179655963,9809.873462965903
4700,153561.08368253947,1177.7544964322653,86142.95992230167,9766.126817759263
4800,152570.04016592435,1157.4036355780809,85300.65123354646,9813.66448370158
4900,152034.0871457681,1139.8123913255563,84459.57455934277,9483.5710783199
5000,152782.46084109636,1133.3338181993247,85254.68671444668,9311.016553247548
