milliseconds,T,T_i,V_I,V_NI
0,180386.51689233034,1673.6927621144512,135148.1153432899,-38.52333224309313
100,179710.34903604878,1680.291457489968,131017.40397659774,3491.4879181562696
200,179578.6042004805,1679.7881039072465,128967.90762009726,5907.58252977125
300,177596.47838832779,1671.5536374708065,125018.77753445001,8107.928058959655
400,176744.3365466442,1667.0644130138792,122964.48723071779,9384.178712953506
500,177391.03687465045,1649.044280565238,122612.33662979645,10398.82858373321
600,175549.3616987374,1648.6382650698813,120947.36266073272,11108.80396845163
700,176329.85323693254,1645.0265972987763,121766.18907903042,11479.59714497883
800,175034.7366139523,1617.6185016522008,118623.16695114374,11836.964891932903
900,175258.14061157932,1600.1739642290202,119743.73663289146,12342.492887920836
1000,173884.84378273657,1617.7624961482645,117260.8150160688,12395.479424107998
1100,174052.37567357585,1583.4691319920598,116267.38372716912,12711.480818309965
1200,171997.51089688358,1574.4828095985104,115600.45687313584,12721.620390660057
1300,172650.1830184862,1572.5046484029988,115645.70181094663,12525.072985164372
1400,170847.69842998713,1571.9067526760173,115955.83932419411,12705.891784597396
1500,170554.8038352403,1550.2399646398237,114189.69919183812,12579.045175600015
1600,171033.428806556,1525.6201622396352,114113.38941860103,12692.451787575568
1700,169411.00195542735,1545.4519078341261,112699.82001229866,12225.457856552945
1800,169170.0146248208,1508.5803154462824,111894.40175058237,12307.178912345156
1900,168054.15623777124,1501.8725843888485,112502.65162951515,12313.530795281946
2000,167961.68016132942,1515.0134070284444,110684.3160672092,12047.538860774646
2100,167381.94445593565,1472.1466149285181,110797.9737009459,12326.344893314632
2200,166287.0302152551,1485.9191490026556,108496.86211920687,12187.669866278455
2300,166700.6199775004,1470.6607800484874,107170.84104252256,11878.974414989048
2400,165596.2883784282,1453.0349511084198,107300.46947195,12119.000003266623
2500,164658.116436973,1425.899493500216,106389.1210900184,11927.530641187659
2600,165062.13076711388,1416.277897535597,105470.10157706577,11711.050612073846
2700,164724.44484932342,1409.1550543560422,105516.05446221317,11854.485289882958
2800,164413.43976209732,1397.1205438454062,103540.28000844286,11461.018486447496
2900,163175.04565431166,1409.8044940697823,103849.88074970135,11470.47550937356
3000,161888.22893170948,1368.036250455989,102820.78901099395,11220.023223252374
3100,161947.79535066496,1370.1953571105737,100281.23997685703,11399.746490586
3200,160907.5253695278,1361.0508713205604,101331.76137641209,11066.62587592191
3300,160676.0124751402,1361.7279727484408,99340.62961741067,11199.887031095528
3400,159696.14485006357,1344.9814212358463,97868.66709173117,11059.758110237306
3500,159956.15255733998,1311.4422782545587,97046.94703997894,10737.847826333262
3600,160000.89078227378,1309.5557516486194,97168.90489253141,10907.594520485603
3700,159454.69782966803,1293.729354263339,95155.93445543779,10865.380045732514
3800,157719.46101058222,1278.0283862428462,96582.237472599,10428.629938677184
3900,157076.30031000276,1273.287658444749,94234.9946129116,10464.582166428581
4000,157006.02769508018,1270.5540820187289,93569.94502593989,10245.452867567035
4100,156981.02157366427,1251.1516854637714,92029.81553646104,10095.714854847933
4200,155560.44387478367,1243.9321516570978,91753.95684983293,10268.166829390311
4300,155610.0736280319,1219.9457344821599,91229.31596357161,10198.60705979439
4400,154418.8576038113,1194.8380389917888,90374.88537441939,9925.364420885664
4500,154082.87479173418,1184.089753748082,89206.0414824917,9704.698816738235
4600,153791.2249028005,1173.6407685879055,89246.32652419567,9730.353095446173
4700,154412.2803327832,1163.5533330225367,86788.78363444791,9499.282187405712
4800,152378.394756149,1143.1466972946155,86565.24664134975,9574.312571572027
4900,151878.8383222493,1135.3399884815965,86832.36580899755,9556.486522393918
5000,152854.79898948304,1138.5049546283685,84013.38301700832,9282.35080858296
