milliseconds,V_membrane,n,s
0,-67.39504751633302,0.008361708172055763,0.024951972507715286
100,-67.39484503070962,0.008348858989385137,0.024951864108305185
200,-67.39295541791377,0.008283926048805413,0.02495171476374772
300,-67.38977123092631,0.00828957916997742,0.02495152774258528
400,-67.38969017975826,0.008231009323665562,0.024951518933256478
500,-67.38696696141136,0.008189009320684285,0.02495132716490561
600,-67.3854628876526,0.008198518846019045,0.024951324379810652
700,-67.38342562737964,0.008132180122663932,0.024951196311432843
800,-67.38212966329992,0.008112666194787909,0.024951054755441918
900,-67.38143891434872,0.008070274231766933,0.024950996615485502
1000,-67.37959942949433,0.008041381785699736,0.02495087963069344
1100,-67.37675014886386,0.008029624013805992,0.02495069142251101
1200,-67.37532732478459,0.00797003171924579,0.024950594440026314
1300,-67.37370618148309,0.007967172106146853,0.024950505540122684
1400,-67.37120904922047,0.007903182856552832,0.024950490311461307
1500,-67.36976239081947,0.007888889484961486,0.024950265747580545
1600,-67.36821443613607,0.007869247885302456,0.024950177514722244
1700,-67.36554259966876,0.007841143641116122,0.024950116536125742
1800,-67.36509836932636,0.007824673023145394,0.024950032536671787
1900,-67.36234447182477,0.007746960934320052,0.024949901426849767
2000,-67.36053313441062,0.0077362821548479,0.024949728732666727
2100,-67.35984084276215,0.007713830130509003,0.024949733151863815
2200,-67.35674954281829,0.007667874637568289,0.024949508780780325
2300,-67.35649620133549,0.007669334384349768,0.02494944934236835
2400,-67.35295020390501,0.00763664727665749,0.02494936886739659
2500,-67.35220186293918,0.007560274936859337,0.02494917470881715
2600,-67.3502096799724,0.00756598419533174,0.024949188754304005
2700,-67.3475420964426,0.00753321736677078,0.024949098012654894
2800,-67.34662198225345,0.007486395941156945,0.024948883441309085
2900,-67.34421585869504,0.007444298519161502,0.024948856941614056
3000,-67.34195140107538,0.007435948413596135,0.024948630934801746
3100,-67.33967515780769,0.00743560313449009,0.024948513081986205
3200,-67.33775387678058,0.007374486799240292,0.02494842808131098
3300,-67.33702783803919,0.0073457921064241745,0.02494840090655232
3400,-67.33524240878803,0.0073234470491692185,0.024948341609937936
3500,-67.33251076696607,0.007278422457435376,0.024948184804006027
3600,-67.32975530564916,0.007238962370851497,0.02494807491253766
3700,-67.32788301311197,0.007231470051609535,0.02494801407183914
3800,-67.32655254520124,0.007226425271591397,0.02494777783826244
3900,-67.32429093508966,0.007164155723736345,0.02494769689416722
4000,-67.32317847954687,0.007130382691336933,0.024947597627147593
4100,-67.32015584052056,0.007137838684404987,0.024947526343486553
4200,-67.3198192270471,0.007103587455351451,0.024947404397310784
4300,-67.31632727262316,0.007045534280421698,0.024947373014598623
4400,-67.31431726664584,0.00705891917310244,0.02494722868244894
4500,-67.31228738690203,0.0070387931789104834,0.02494712302478203
4600,-67.31096860075655,0.006962076178220371,0.02494694734675648
4700,-67.30889790369477,0.006936869732816339,0.024946934646207973
4800,-67.30642242521348,0.006951679784222888,0.024946812434062073
4900,-67.30477463415387,0.006914372236176592,0.024946650556146456
5000,-67.30186842403623,0.006875204080562908,0.024946562622859006
