miliseconds,V_membrane,n,s
0,-67.41581452662027,0.018513500002409825,0.024973498557167167
100,-67.42117123721114,0.018414176475454576,0.024973432113900674
200,-67.419623686829,0.018292247879545552,0.024973239226309903
300,-67.42537120690761,0.01831914974212823,0.0249732126866954
400,-67.42561741630216,0.0181720596224692,0.024973067467252107
500,-67.42697117871148,0.018085644888159596,0.024972965946920424
600,-67.42911531994365,0.018098679483014555,0.024972846291868314
700,-67.43218171666221,0.01802603045693644,0.024972776580878733
800,-67.43353501443268,0.017885821817900858,0.024972696760468278
900,-67.4351854535314,0.017864335507434242,0.02497251443720782
1000,-67.43752354114471,0.017801589001845437,0.024972470599107705
1100,-67.44086831924312,0.017645866626906932,0.024972289356833113
1200,-67.44024077946686,0.01757003941081566,0.024972131185726845
1300,-67.4425581367177,0.01755901513837689,0.024972104705445364
1400,-67.44592595945062,0.017502802404653572,0.0249720215513975
1500,-67.44665688828022,0.017354326408438557,0.02497190839555431
1600,-67.44925810233282,0.017338579817663496,0.0249717115303868
1700,-67.44789013515229,0.017232471710554934,0.024971646662212025
1800,-67.44949710634971,0.017188761535481933,0.024971634109890124
1900,-67.45457042513068,0.017148050262013503,0.0249713902787914
2000,-67.45604668939927,0.017051818789344298,0.02497132914246271
2100,-67.45588702700987,0.01701980005140363,0.024971227776195204
2200,-67.45596543673821,0.01695418052836038,0.02497113106615874
2300,-67.45793619578454,0.016912118013511182,0.02497094136634037
2400,-67.46211508003856,0.01679081988878872,0.02497082954108487
2500,-67.45992599434945,0.016788203795715845,0.024970742293502005
2600,-67.46427888974875,0.01672186925022016,0.0249707271181719
2700,-67.46651496846091,0.016643642220601804,0.024970603340366222
2800,-67.46436840371717,0.016506439196400092,0.024970410459712728
2900,-67.46887518109934,0.016503829645457227,0.024970402366997168
3000,-67.46996860673248,0.016419192143502966,0.024970199154914923
3100,-67.46993899874406,0.01633472758216316,0.02497012805398254
3200,-67.47230765974089,0.016289213767255575,0.024970112331028325
3300,-67.47287897635005,0.016251956977173,0.024969929408908822
3400,-67.47363999864999,0.016098910937521457,0.024969786757564907
3500,-67.4727371757989,0.016043343261931263,0.024969669983943284
3600,-67.47639234532566,0.015993198541784277,0.02496966708189778
3700,-67.47656590994558,0.01592620579188371,0.02496947031699329
3800,-67.47733496653413,0.01594011145297215,0.02496939587241597
3900,-67.47710430746893,0.01584990346727376,0.024969242032034086
4000,-67.47953460654377,0.015706349538368653,0.024969130130265874
4100,-67.48185263021045,0.015740256181195757,0.024969145559615366
4200,-67.480391406477,0.01564974607319206,0.024968926100606508
4300,-67.48473816131128,0.015579032627945544,0.024968839927620178
4400,-67.48406271872332,0.015494934405219301,0.024968720858788814
4500,-67.48494417065466,0.015438897063622689,0.02496858683115224
4600,-67.48673061759246,0.015393146270065952,0.02496849839538672
4700,-67.48457176665657,0.015333474194391348,0.024968406683732753
4800,-67.48569897732676,0.01529285548159212,0.024968293787863836
4900,-67.48961083581835,0.015273235247983925,0.024968269911434637
5000,-67.48796891643642,0.01515421461429134,0.02496810564876334
