miliseconds,V_membrane,n,s
0,-67.00069026684432,0.027487127696122028,0.024984317308773055
100,-67.01064940725367,0.027456957151308126,0.02498414248362238
200,-67.0137718588157,0.027323875740581552,0.0249840582485325
300,-67.01262105311622,0.027160485255371868,0.024983940683568743
400,-67.02349161085266,0.027050449960351816,0.02498373591599942
500,-67.03223185063703,0.02702888335923677,0.02498369408202965
600,-67.04367016782027,0.0269464352934018,0.024983659620553395
700,-67.0446561170172,0.02669987710140573,0.024983560875329953
800,-67.04978478885374,0.02661294253282805,0.02498330966427504
900,-67.05778761603804,0.026500832912665962,0.024983206257425224
1000,-67.06147217917295,0.026507061586035316,0.024983143765458415
1100,-67.07210388880627,0.02624127433693819,0.024983060226585273
1200,-67.0748654742938,0.02614365523530236,0.02498292694954708
1300,-67.07568524584833,0.026130262980716423,0.024982839366461018
1400,-67.08830064388083,0.026027558702807232,0.024982731802358125
1500,-67.0869332067535,0.025953552808605507,0.02498263483696633
1600,-67.09626464073887,0.025752199146649803,0.02498248936191438
1700,-67.10086282319392,0.02576202403885197,0.024982423841147395
1800,-67.11506046689789,0.025658439614563284,0.024982365551185312
1900,-67.11495224013338,0.025431520626526746,0.02498225143301016
2000,-67.11754822492625,0.025409095309650475,0.02498205095342328
2100,-67.12826620492757,0.025326500742448455,0.024982044833364105
2200,-67.1373015884344,0.02513536541767014,0.024981885145434476
2300,-67.13885095538576,0.025157326778218497,0.02498173716088322
2400,-67.147770386761,0.024980541421791368,0.0249817090784643
2500,-67.14143396295528,0.024881288275349564,0.02498152055156606
2600,-67.15300614351342,0.024823447579629683,0.024981381602535335
2700,-67.15211698908041,0.02474916691688265,0.024981297735078487
2800,-67.16076851195679,0.024686193939472773,0.024981198083788778
2900,-67.16733526424775,0.024425292287364272,0.024981084752511176
3000,-67.17874809901406,0.024434557613739572,0.02498104047990735
3100,-67.18415290929373,0.024305177562115206,0.024980998285691534
3200,-67.1880129847057,0.024132320544923383,0.024980755352004638
3300,-67.18623580333225,0.02420778219034387,0.024980692290613435
3400,-67.18780734618645,0.024007738801110283,0.024980641299797875
3500,-67.20167766456053,0.02400561924689081,0.02498042342173011
3600,-67.19830958454622,0.023872154654477177,0.024980398736979877
3700,-67.20609759633857,0.023728066814918302,0.02498027833233367
3800,-67.21019005785017,0.023664619682905185,0.024980125280564605
3900,-67.21694478848421,0.023546751694524665,0.024980039625739935
4000,-67.21629723955586,0.023446062275598666,0.024979938126094156
4100,-67.22678414566876,0.023378843474602118,0.024979891021071378
4200,-67.22809095628854,0.023293947122756113,0.024979805793716132
4300,-67.23600838802551,0.02311114952352561,0.024979631043293364
4400,-67.23550629245808,0.02314558254143663,0.024979456838334156
4500,-67.24302194960924,0.022969264358346116,0.024979476115757678
4600,-67.24430073922984,0.022949819627980414,0.02497925792876689
4700,-67.25156836517066,0.02286394384533914,0.024979229682441855
4800,-67.25526944915939,0.02280065324150274,0.024979116462065437
4900,-67.25684587147227,0.022570850203648404,0.024979042691297335
5000,-67.26959857098552,0.022481589701471915,0.02497885649148644
