milliseconds,CDc20,CDh1,CYCA,CYCB,CYCD,CYCE,DRG,var2,var5,ERG,GM,var1,CDc20T,MASS,P27,CA,CD,CE,var3,var6,IEP,PPX,var4
0,-0.012953313905467452,0.039886866478008445,1.40348142266827,2.7377812633755703,0.4343214479262488,0.02675817628278236,0.9005329991344962,0.9580626565042728,-0.1395883982058654,0.012180899860293479,1.3642143812798846,9.911244730811656,2.275219258874911,1.6717850849338158,-0.028339457738870952,0.03656862857826055,0.016885032223347366,0.0015657788662477566,4.099749126773709,0.04813436185913406,0.14495507506593883,1.0,0.009868836554213735
100,0.016772226462292074,0.03522748725353182,1.4183504978331125,2.8097025448380926,0.4587443921907111,0.022699724126100017,0.9005328966170035,0.9429872476773473,0.015155094681586705,0.012180898903826282,1.3887608871857697,9.94801890802505,2.5419514611232437,1.7267198643186425,0.044184776201038875,0.03599659366449556,-0.0051107431476582164,0.020610756740898153,3.9637673944935297,-0.026325149461205403,0.16716201582323648,1.0,-0.0031701239611054057
200,0.02003952280038601,-0.023091517995702013,1.3771417254186906,2.685467095416,0.4470052577300505,0.02232754856224281,0.9005328514386746,0.9889260441995958,-0.10899706904082478,0.012180898563747686,1.356901828287563,9.782715684784549,2.421938024851655,1.6710899457049417,0.012202209451194195,0.0335213255290333,0.012667915595092396,9.634894704121542e-05,3.8232790686784206,-0.048908624335835746,0.20204192959664005,1.0,0.007596660834992058
300,-0.0034382401765869026,-0.0014619616126834122,1.37560790428106,2.76444618230464,0.43465697478436643,0.02077680289033297,0.9005328316681679,0.9838637168390529,0.08636732000753974,0.012180897985781468,1.401362206111293,9.961756358485122,2.571158706736836,1.7132539906952187,-0.0007620162315192681,0.034043446034857296,0.02973223260280476,-0.0012640990693612896,3.9018249244104406,0.02066968323882215,0.21886880733078382,1.0,-0.0027523437116329106
400,0.021262316490455218,-0.03238731780453044,1.4172298222307225,2.9978124991927766,0.4197969404449826,0.01818752613894331,0.9005328191022173,0.9370900816710596,-0.10533368454948605,0.012180897678049267,1.3812038261662087,9.849967155918007,2.6805999047644495,1.7439474401552575,-0.01958728989039216,0.034306046255834326,-0.0014143538051931883,-0.0009270430628759564,4.197665761178277,0.083963810816062,0.2513511940997257,1.0,0.006682594232167423
500,0.003359866930375705,0.047294133787636604,1.3416301018134447,2.924420116768584,0.43375838323258326,0.023835492935860583,0.9005328159645661,0.9405343957466352,-0.022408222460066535,0.012180896395495496,1.3813216280611103,9.887308046781335,2.5890446655538537,1.7611801574065833,0.0291664089760292,0.032219304759838245,0.02773196742952863,-0.0012238186645480973,4.185959138473761,-0.012657047996326026,0.2863449697841742,1.0,0.008799025618102644
600,-0.006971264824827324,0.020929561787339155,1.356307445011272,2.897875500297513,0.4321484928813554,0.02006593902478116,0.9005328151658032,0.8973494379567523,0.1344128617040258,0.012180896078656253,1.4207682385283669,10.114029160097038,2.62917556106179,1.769534119154762,-0.037265223969436594,0.03204420623036097,-0.005787426983996025,0.004444471623477202,4.2232783191244785,-8.389919575842869e-05,0.33465409068019153,1.0,0.003935682332806826
700,0.013467544352478909,-0.047781515697122134,1.4057782130117253,2.997583764612802,0.45274649122458943,0.022525644547454874,0.9005328140636621,0.9500870720151067,-0.09444230154126348,0.012180894645521608,1.4070133663450681,9.97700944988749,2.854776000005112,1.7259278509705838,-0.009445551358916403,0.032041067272527944,-0.001671832020546363,0.00030869895916594886,3.88146522341971,0.08771707427149167,0.37489225561554346,1.0,-0.006177490147202966
800,0.027190858261792464,0.013998283084207275,1.398966784789151,3.114507128101547,0.4225175832070754,0.02031931586444955,0.9005328124318012,0.954208444858462,-0.016039142033051824,0.012180894464300556,1.4381375485590808,9.751393835451575,2.7884553699298458,1.733070380854248,-0.034975907812129316,0.030654518773741094,0.003773560559873131,0.0033931524029659245,4.030564811314986,0.051338323454280486,0.4022085155703033,1.0,0.017158516733395628
900,0.03325211333433076,0.03030441254263369,1.2652896014556374,3.2111046677044093,0.429797122830171,0.02414185291549079,0.9005328105387687,0.8834894871666643,-0.011249583543139203,0.012180893759704079,1.4372661120027388,10.078498943439348,2.817057338219405,1.7755816588437323,-0.026341663631349113,0.030252119638534608,0.0029566751281715226,0.00973712254712326,4.105966828293783,0.07784244278751261,0.43394040657980343,1.0,0.010105483772375239
