milliseconds,OCT4,SOX2,NANOG,OCT4_SOX2,Protein
0,0.01,0.01,0.01,0.1,0.0
100,0.9488554979594448,0.9488554979594448,0.009139998923514388,0.062022403973714085,0.0007267818145035264
200,1.790464709634697,1.7904647096346973,0.008333621842339172,0.04569344072611274,0.0012093556449862463
300,2.5385821610471924,2.5385821610471924,0.0075963738707352044,0.04698930007636892,0.0016263856552063973
400,3.19863796871388,3.19863796871388,0.006937652040902249,0.06179690982667075,0.0021191680440842482
500,3.777165040230837,3.7771650402308365,0.006361623336657717,0.08629122243423161,0.0027925992627276562
600,4.281305765633342,4.281305765633343,0.005868282267244575,0.11714274779598494,0.0037188463646416446
700,4.718412087311946,4.718412087311947,0.005454512360313351,0.15160444432735884,0.004942358879392214
800,5.095741167604603,5.095741167604604,0.005115048081069567,0.1875164099763034,0.006485280545811741
900,5.420238486332347,5.420238486332348,0.0048432866124077665,0.22326049745419235,0.008352638357857487
1000,5.698395358942219,5.69839535894222,0.004631936225931961,0.25768856269854923,0.010536966514285113
1100,5.936165484681146,5.936165484681144,0.00447351203541368,0.29004050285661825,0.013022232141412435
1200,6.138928336354093,6.138928336354083,0.004360691330709559,0.31986321337507834,0.015786995558863152
1300,6.311487230608601,6.311487230608586,0.004286550026799484,0.34693694679223236,0.0188068382021437
1400,6.458087867932772,6.458087867932752,0.004244714824020414,0.3712122143680934,0.022056201007784944
1500,6.582452453184288,6.582452453184263,0.004229442737940656,0.39275804948005466,0.02550968555650922
1600,6.687822591117698,6.687822591117669,0.004235648428991411,0.4117210358071129,0.029142930784177252
1700,6.777005441582373,6.777005441582343,0.004258896987365513,0.42829411236303966,0.03293316930676609
1800,6.852420632931139,6.852420632931107,0.00429537212387424,0.4426936611721662,0.03685953416629998
1900,6.916145719419332,6.9161457194193,0.0043418298176913115,0.455143141103935,0.040903189954770956
2000,6.969958722699368,6.969958722699337,0.0043955443318369125,0.4658619883943218,0.04504734041415127
2100,7.015377030798553,7.01537703079852,0.004454251250738143,0.4750585833221349,0.04927715175639133
2200,7.053693008725071,7.053693008725038,0.004516090999348929,0.48292568129123425,0.053579633808363454
2300,7.086005363667517,7.08600536366747,0.004579554584771828,0.4896384197512691,0.057943484965194275
2400,7.113246392697123,7.113246392697064,0.004643433511412955,0.4953539818570053,0.062358919815608795
2500,7.136205968283665,7.1362059682836065,0.004706774823704861,0.5002118878673378,0.06681750456152881
2600,7.155552702813085,7.1555527028130355,0.004768840918483585,0.5043346471000149,0.07131200256382834
2700,7.171852143277992,7.171852143277947,0.004829073815797864,0.5078289970807911,0.07583622522377215
2800,7.185582228559299,7.185582228559257,0.004887064045659927,0.5107874794331804,0.08038489255687609
2900,7.1971465908885,7.197146590888463,0.004942523889254337,0.5132899855612402,0.08495350879759743
3000,7.206885854697566,7.206885854697536,0.004995264841616451,0.5154051842146331,0.08953825424466595
3100,7.215087282856736,7.215087282856711,0.005045178493727796,0.5171918530962442,0.0941358904809023
3200,7.221993053374449,7.221993053374433,0.005092220116745482,0.5187001780985726,0.09874367547984983
3300,7.2278069803278235,7.227806980327815,0.005136395671103437,0.5199728584205404,0.10335929271772172
3400,7.23270221719658,7.232702217196577,0.0051777466818512885,0.5210463159794398,0.10798077306271284
3500,7.236823966201747,7.236823966201766,0.005216345469697603,0.5219515508631735,0.11260645818549461
3600,7.240294478226768,7.240294478226813,0.005252286586046315,0.5227146829949387,0.1172349508526305
3700,7.243216815616209,7.243216815616279,0.00528567969085075,0.5233578813748373,0.12186507170592231
3800,7.245677519371158,7.245677519371242,0.005316645403166426,0.523899877090985,0.1264958289556471
3900,7.247749363284247,7.247749363284333,0.005345310680766507,0.5243565272799663,0.13112638850830433
4000,7.249493676221854,7.249493676221936,0.005371805382849563,0.5247412244400721,0.13575604818048495
4100,7.250962332790579,7.25096233279066,0.005396259362950221,0.5250653132392015,0.14038421513038948
4200,7.25219901809743,7.252199018097515,0.005418801176322065,0.5253383315565606,0.14501039128931908
4300,7.2532404016479495,7.253240401648038,0.005439556770640801,0.5255682985083727,0.1496341591677402
4400,7.254117342149837,7.254117342149926,0.005458648081670172,0.525761979878739,0.1542551681756217
4500,7.254855860783355,7.254855860783441,0.005476192167365765,0.5259250980808796,0.15887312326832162
4600,7.2554778020664354,7.255477802066517,0.0054923008216111345,0.5260624820108105,0.16348777758233837
4700,7.25600157730031,7.2560015773003865,0.005507080121011478,0.5261781955644838,0.16809892417439368
4800,7.256442686155794,7.256442686155866,0.005520630280594907,0.5262756593714735,0.17270638981591735
4900,7.256814251820689,7.256814251820758,0.0055330454956948145,0.5263577585513716,0.17731002894005474
5000,7.257127227641447,7.257127227641514,0.005544414257167792,0.526426905669361,0.18190972085592455
