miliseconds,C16AcylCarCYT,C14AcylCarCYT,C12AcylCarCYT,C10AcylCarCYT,C8AcylCarCYT,C6AcylCarCYT,C4AcylCarCYT,C16AcylCarMAT,C16AcylCoAMAT,C16EnoylCoAMAT,C14AcylCarMAT,C14AcylCoAMAT,C14EnoylCoAMAT,C12AcylCarMAT,C12AcylCoAMAT,C12EnoylCoAMAT,C10AcylCarMAT,C10AcylCoAMAT,C10EnoylCoAMAT,C8AcylCarMAT,C8AcylCoAMAT,C8EnoylCoAMAT,C6AcylCarMAT,C6AcylCoAMAT,C6EnoylCoAMAT,C6KetoacylCoAMAT,C4AcylCarMAT,C4AcylCoAMAT,C4EnoylCoAMAT,C4AcetoacylCoAMAT,AcetylCoAMAT
0,0.17689314538019055,0.02276606443000333,0.11026825944378008,0.01960064323120041,0.052144431331025816,0.016891229552887285,0.007881915574126349,0.005315616475415535,0.019647087275988143,-0.0009382560936903804,-0.003882747499215036,0.027077069407096702,-0.00030930755411082015,-0.004114371883204845,-0.06312254114554013,-8.913636104890202e-05,0.0010561760986966561,0.05407471312006152,-0.0004180978689798745,0.0015599421029455834,0.02707160763067943,-0.0002822364651878218,-0.0041879903406773595,0.00021282700492101915,-0.03163838726171726,4.045101904083266e-05,-0.0008674181414294908,0.14829538706047024,-0.26903384189837304,0.0020463517235348536,30.00000000000559
100,0.19742162703003366,0.025011929452864907,0.10564904539981317,0.021332559715229075,0.050698349000240825,0.01815736431972111,0.008178014068149107,0.19827739563409014,0.4424797574204094,0.01806918054833162,0.07599663260124379,0.9357690384146446,0.020785450529372123,0.17035283975485888,1.4071249773830659,0.028050719122272933,0.10501874569184037,1.529988427745209,0.02684937032913701,0.11673246051234476,1.33292828436236,0.05909409166240953,0.08990768196198812,3.100208955971017,4.172334267827571,0.040552630208413806,0.02714359946865021,5.312755547649616,12.386168158864239,0.12604403512423115,30.00000000111637
200,0.22410457127858846,0.025070345316620158,0.10413881149508777,0.022897395785671935,0.05112878491854137,0.021593696077798815,0.008355082621385497,0.22108490195242608,0.49989633395725336,0.020870881949000386,0.08298958733113149,1.1363083247236017,0.022663118970511435,0.17806991519741555,1.5754068763604119,0.031207828695190974,0.11424636011438247,1.6969217663798468,0.027794340017806562,0.12358056918594783,1.4652735702640503,0.059786864725170585,0.10339464105437923,3.3520638284475446,4.186490949085112,0.04188783923123929,0.028406956121920995,6.226529469743344,14.442976084062241,0.14245988721182906,30.000000001165933
300,0.23895873453405464,0.024621192209392347,0.10076084400358376,0.025139445636929054,0.05131870054516784,0.020928039904648303,0.008882640845159521,0.2482413729270446,0.5711196697822237,0.024032940460198413,0.08877575297179988,1.2405111185012079,0.024799083859218984,0.18685038221415784,1.728447977107116,0.0331443725314773,0.11767441849730631,1.797821947381403,0.03018405013179669,0.12879806716498077,1.5145414155679116,0.06375118274261685,0.11257196959950765,3.5932674605482395,4.426348790708721,0.04323174399103774,0.030584572926861245,6.513731477014337,15.176964354435292,0.15175696495802626,30.00000000120611
400,0.26191542037949694,0.02587549586708293,0.09982527176345447,0.024606114097730145,0.051470659534867035,0.022797204770563222,0.009137251298497951,0.2877310235541666,0.6952229868474509,0.02835810564265774,0.0944944053274444,1.387216495967491,0.027511398399750257,0.1895991925224459,1.8671261530465613,0.034656404566685325,0.12820356120654927,1.8887547182124904,0.031531996024802486,0.12843205680674288,1.6429007549025092,0.06517428302965148,0.11646621495228819,3.7161346491452476,4.483620848313861,0.0446853873699977,0.030471769994887123,6.6116212570771,15.915828924651832,0.16068515419096333,30.000000001245365
500,0.2814655221239773,0.025853473492016155,0.09938138210761553,0.030084609462980468,0.05289284109647701,0.02553325200365107,0.00955588623771307,0.306682375943234,0.7211296896587621,0.030696723500884666,0.10512567960110226,1.5184281266219557,0.030839639477449114,0.1889100434984388,1.974740038605244,0.03593484309974179,0.13209163608464974,2.0202183860127825,0.03379544691048655,0.1363849358048256,1.7544152745879062,0.06767760680860395,0.12334172502349591,3.9929889951950144,4.758079667473042,0.04573401067335089,0.03188783059310395,6.808595213960483,16.710564928184404,0.1630865565921956,30.000000001272745
600,0.30336742943460443,0.029950793356028467,0.09707179967916856,0.0310069311996252,0.05242323991580411,0.026862141321017514,0.009699124267817336,0.3333489778700712,0.7920380462071241,0.03207931116537023,0.11434070160981732,1.6196924688910692,0.03175278827018523,0.19926444976383842,2.10312874588734,0.0385935125890698,0.13822099648187694,2.1169556309245676,0.03395934478586822,0.13673227522700626,1.8475419597125904,0.0699962918400752,0.1295870250799588,4.089543949270245,4.901889788080268,0.04812643510750406,0.033911249472233174,7.155750621054153,16.954234245281594,0.17129514723160616,30.000000001331443
700,0.31784406776589447,0.028576917564534066,0.09538891432218473,0.03204064451138307,0.05370336459479607,0.02985537323719094,0.010287182786591091,0.3479111675692168,0.9136962646089632,0.03433040371762498,0.11897194046210546,1.7573194307276179,0.03409383005255224,0.2043041907008315,2.2093169730612865,0.0403208108398466,0.14723073207878304,2.265333580945123,0.03712801675859408,0.13761618945193876,1.8602654136352983,0.07462799110274153,0.12973925505086709,4.120346558232679,4.9596946645612,0.04982009049966128,0.034324243486226445,7.2919521915753736,17.51730184799994,0.1703074892479969,30.000000001348727
800,0.3306999093133328,0.03062125628754671,0.09591646764026444,0.03606305677547666,0.05366813378602635,0.03163218029945998,0.01078328024100832,0.36635647708616487,0.9637035073864166,0.037610975076164156,0.136018956170551,1.9369544431518908,0.03721508892133038,0.21411670925408502,2.343314490889846,0.04117264118334987,0.16151764686513398,2.355714554537979,0.038341781676428856,0.14372483216820614,1.9657163081363032,0.07719313782312169,0.13938595024472303,4.426512823335222,5.140903926364314,0.050808789381902864,0.036089284517943326,7.756514850808463,18.129065817725138,0.17699332290528771,30.000000001394145
900,0.3466913671097267,0.03526990859073315,0.09453911614966257,0.03809009235117247,0.05375377992541181,0.03361983781853584,0.010697806314399528,0.38813156089615164,1.0626102628385679,0.039887497884009485,0.14512837180071833,1.9748800126670703,0.0378307320386167,0.2145945817997163,2.3718294804677615,0.044860682526956214,0.16617214741331973,2.3788553841126965,0.03992298911087608,0.1484843586001687,2.0050263762390523,0.07898810402694985,0.14811499999905076,4.471194624365508,5.263126811709953,0.05123693154313952,0.03583324830138252,7.8412241471963195,18.502863348429916,0.18477376528819348,30.000000001426926
1000,0.3692610108820529,0.035582021507013284,0.0942331233772086,0.04156504419148499,0.05520946044287599,0.03599348445725,0.011119893110261512,0.41768362422260796,1.114212416382432,0.043290296096677214,0.14758697611044863,2.0686776947972234,0.04065129869987287,0.22543000703677332,2.53640101909905,0.045067856109064136,0.1729604335955161,2.5487227776434493,0.04007740551701128,0.1464947426637438,2.0653586220796423,0.08316660598669803,0.15401882407592926,4.626958419248541,5.419350882158627,0.053504654623044975,0.03750460068872514,7.968346158624803,18.925297976168203,0.18586535513033492,30.00000000143485
