milliseconds,Target
0,10.358740795912695
100,10.480286586187292
200,10.419229811319942
300,11.353565916888634
400,11.895985976973634
500,12.08147299616141
600,12.62921345302117
700,13.554524049049098
800,13.361379865290527
900,13.962897536987446
1000,14.158714768269457
1100,14.174103092973722
1200,15.487201717692493
1300,15.155086455914363
1400,15.747387167048274
1500,16.208587550164758
1600,17.1095326809683
1700,17.13621029007833
1800,17.724613260909305
1900,17.795929675804828
2000,18.468308330780626
2100,19.016607007391702
2200,18.57106986929475
2300,18.86478502363357
2400,19.148284270988448
2500,20.416074035406766
2600,20.78115666129831
2700,20.454776835557208
2800,21.470218665695505
2900,21.743450065099086
3000,21.284688535574016
3100,21.69761969197181
3200,21.81749761918767
3300,22.86822511855713
3400,23.113544206996494
3500,23.498918308431104
3600,23.393255074170266
3700,23.922521168897816
3800,24.737074883099837
3900,24.749147381677012
4000,24.958583339571625
4100,24.848130270859407
4200,25.818831087497244
4300,25.56905984050746
4400,26.49288797537038
4500,26.451951298784863
4600,26.94540309477561
4700,27.155500910025353
4800,27.41391700393372
4900,27.199765798285664
5000,27.417356741438827
