milliseconds,Target
0,10.069580412497636
100,9.962638664298796
200,10.387522259694157
300,11.744036982059272
400,12.129221458351955
500,11.93346366086726
600,12.727781099397163
700,13.358447239304859
800,13.118462804501167
900,13.37267646014442
1000,14.331370553908398
1100,14.368845732285182
1200,14.924866768632755
1300,15.809351425788392
1400,16.267951540970657
1500,15.83906592568122
1600,16.277520886333683
1700,17.520112123793893
1800,17.71098949212637
1900,17.617927879684544
2000,18.450690139703326
2100,19.02703650894354
2200,19.06140369713897
2300,19.116662304125295
2400,19.78898986410139
2500,20.209810290411063
2600,20.5473624180378
2700,20.43860755619519
2800,20.950189059819376
2900,21.630986055286016
3000,21.709092056943597
3100,21.754098807629532
3200,22.435586814853846
3300,23.155625825349368
3400,23.300787906494325
3500,23.447705035587255
3600,23.92675112686079
3700,23.687092586488994
3800,24.733571459985868
3900,24.46643455273531
4000,24.635462258736442
4100,25.619340399690493
4200,25.272439134923975
4300,25.49093445980376
4400,25.92706725336745
4500,26.44044031904311
4600,26.321389993277624
4700,26.960165651763987
4800,26.645150753822936
4900,27.938475330529926
5000,27.20950444908513
