milliseconds,Target
0,10.520043088650963
100,9.995690756770296
200,10.809249986492812
300,11.298122163152
400,11.455141677916776
500,12.134548881972137
600,12.20326363171043
700,12.705962069141465
800,13.234307904990565
900,14.106050904270244
1000,14.048531901795718
1100,14.685336683962419
1200,14.800456521335835
1300,15.71310683200397
1400,16.062108282650367
1500,16.74197418284579
1600,16.820337786451393
1700,17.291286078848092
1800,17.4303661097656
1900,17.95430564913525
2000,18.003586317009443
2100,18.053441995227978
2200,19.32345561121929
2300,19.22896446044428
2400,19.903920818876088
2500,20.335022867398635
2600,19.847722331509527
2700,20.134961086055913
2800,20.83002026589544
2900,21.74035800219601
3000,21.311181027523432
3100,22.045555264687557
3200,22.407965815632
3300,22.58074900047456
3400,23.038319337908597
3500,23.18490994560016
3600,23.298175000821082
3700,23.579043092583362
3800,24.582363964329286
3900,24.67257448493917
4000,24.30470978662451
4100,25.042415605615073
4200,25.431406093442074
4300,25.55862461981914
4400,25.967168475835543
4500,26.77339969890373
4600,26.944311890930596
4700,27.141295844467013
4800,26.92076889224908
4900,27.924087709291072
5000,27.31325980049427
