milliseconds,Target
0,9.59047520549488
100,10.12473540367417
200,11.401714300385963
300,11.73701413681274
400,11.75843837580859
500,12.616133917625044
600,12.46612506793196
700,13.003989675557964
800,13.817779865693721
900,13.914473773555757
1000,14.736978561611224
1100,14.973789135750666
1200,14.988213212421032
1300,15.374424204943354
1400,16.05835750870989
1500,15.905041061695712
1600,16.69480683026507
1700,16.88742866984027
1800,17.023005019645897
1900,17.681142717795403
2000,17.6720727465707
2100,18.942507048962007
2200,19.16501593301543
2300,19.451100418816537
2400,20.069936510968176
2500,19.913790786743885
2600,20.464805716730822
2700,20.39261371662595
2800,21.022749771359422
2900,21.445865330788386
3000,21.74395473252779
3100,22.192494354910465
3200,22.526940994319418
3300,22.943596358276867
3400,22.531516016523735
3500,23.065524312054666
3600,23.264979685078544
3700,24.42051901895927
3800,24.381287039443087
3900,24.497045641141515
4000,24.774124638576286
4100,24.624068168600267
4200,25.00844177895842
4300,26.159393640942476
4400,25.817153434724066
4500,26.531823978391145
4600,26.765806533513494
4700,26.909378153828168
4800,27.161062434205526
4900,27.456827745264174
5000,27.61930311247482
