milliseconds,P,I,M
0,1.0313337055907925,1.0086333852444829,0.8943603624595371
100,1.1013551640127792,0.9640093866131949,1.3609250199559217
200,1.1473080702023055,0.9114860506677245,1.0789914329537593
300,1.2316189783934142,0.8866383707604406,1.7718371051442565
400,1.2616388621547565,0.850900842962191,2.4137552121513424
500,1.3175155089228159,0.8048888319192982,2.123837796795787
600,1.4380139305217585,0.7842346958069718,2.366266282665249
700,1.5097786519655612,0.7729884939857223,3.3272349041289018
800,1.645709784906666,0.742303343099529,3.7485700236346333
900,1.6571695912187998,0.7254627340196331,3.469854664810594
1000,1.76571528221603,0.7046655957182568,3.692023375124198
1100,1.8591683098481266,0.7046989757168115,4.587376823596339
1200,1.9881887438604033,0.6732523583430734,4.6808491419874
1300,2.085941798215895,0.6670399353227114,5.593204761985642
1400,2.1829488109297506,0.6727828584688886,5.3426020764713025
1500,2.215854831313991,0.6711628388535124,5.833392032346832
1600,2.394940733886501,0.643135878871624,6.436823104658735
1700,2.425941122829041,0.6541721754408711,7.207897761074083
1800,2.4893102595316057,0.6581149507532099,7.339305480427966
1900,2.6722091091153484,0.648494763529792,8.542787931576527
2000,2.695767101431175,0.6483539507907519,8.86349729642218
2100,2.8125849240157943,0.6706574099056833,9.512508038607091
2200,2.8498243889600494,0.6592412309181089,9.959612969395733
2300,3.007023579331025,0.6743487546184187,10.188095775032604
2400,3.063973654438847,0.694941624593397,11.40535342053939
2500,3.1615383328986906,0.6948682927807077,11.817238918845183
2600,3.157391986588776,0.7217968816493453,12.892089715048048
2700,3.306976455758623,0.7279117573746609,13.140010385113134
2800,3.38486149240546,0.7530823652033696,13.456237846558883
2900,3.3958465978331307,0.7521517219712549,14.652260260102919
3000,3.426504367417803,0.7718522698883946,15.106260575951207
3100,3.494936043504668,0.7971463834032851,16.121587435607417
3200,3.5988586767934487,0.8344311673047754,16.116590171919807
3300,3.573774448780144,0.8639336117930616,17.251195494705822
3400,3.63677831323257,0.8747959139686381,17.640768279425764
3500,3.732580512644332,0.9247256978793856,18.718725929729185
3600,3.7801833187602503,0.9476129737045659,19.398795573082673
3700,3.7818168211553083,0.9794054226511836,20.188893549657504
3800,3.852632897014968,1.0018852816580388,20.446006714215237
3900,3.81621918127387,1.053604201171449,21.059431851531805
4000,3.8503708087587825,1.0883906924258826,22.40750950964827
4100,3.9532255663073714,1.1244539936204658,23.05917209949152
4200,3.946929127782712,1.1766192485676077,23.48069546776313
4300,3.9753865254425413,1.2325111137262066,24.590260676956287
4400,3.9391838841066327,1.277557476915822,25.218789214882886
4500,3.9589825016130504,1.3437836383539252,26.0345049347017
4600,4.034158237894868,1.388282205042726,26.17295015326012
4700,4.045302211266459,1.4500245589953225,27.486442791353966
4800,3.9698278681792947,1.4955972843343683,28.08196902120344
4900,4.0067963193438105,1.5654193294637557,28.670583419456417
5000,4.047748237204859,1.6343847378827332,29.002530119796894
