miliseconds,P,I,M
0,1.0193737357348889,1.004837483771896,0.757502846001173
100,1.0702115873881644,0.9599151884558832,1.5118494676218446
200,1.1548147933044075,0.9186712595650903,1.698936794792848
300,1.1621944888394076,0.8776142002885193,1.321918149184883
400,1.2862609514440986,0.8400904390592616,1.7851900732602188
500,1.394794954791362,0.8252921731989955,2.4766517385243754
600,1.4628733403129226,0.7763570320011464,2.5791553426044125
700,1.5650710242306862,0.762295772567656,3.2243800187857867
800,1.6059511266984667,0.7484978885841175,3.4991969828251697
900,1.7448803070272074,0.722658699222541,3.8980555368379823
1000,1.7871119003368814,0.721091924878751,4.350117217796464
1100,1.8930741572399399,0.7056329578905088,4.559750235819201
1200,1.955137769538904,0.6929715250030232,4.452131674863379
1300,2.1120278095533322,0.6772891044279499,5.172977864136506
1400,2.160823359325706,0.6562638066832137,5.39101301119901
1500,2.2499288912676034,0.6608880249588988,6.289210132239966
1600,2.327289444107321,0.6645159425220253,6.868867636080443
1700,2.4847070208426514,0.6600579370861458,6.83263427122917
1800,2.5186902172250925,0.6394146009153536,7.979928196181626
1900,2.593722211649145,0.6596815872035284,8.416695441159103
2000,2.751369835119867,0.6580198231499241,8.590404547556856
2100,2.839099640839702,0.6624190232855628,9.15749905708508
2200,2.8739980140617183,0.6717316944447257,9.579658936821817
2300,2.953142685498483,0.6822146368574321,10.906305985531302
2400,2.999564122912235,0.6958448089862824,11.106425135572632
2500,3.117774356130373,0.7022117771487678,11.863481499238041
2600,3.1500294354522493,0.7096433252200571,12.279195416058393
2700,3.247133052891743,0.7234179419371934,13.436943215962689
2800,3.290948312911026,0.733579079438292,14.116975240678054
2900,3.396591574364077,0.7585788792357273,14.33763853445954
3000,3.4599910252335757,0.7806640607325696,14.956557771341078
3100,3.5627350433039138,0.8036560654601237,15.833478333566541
3200,3.571441674123053,0.8373789228899996,16.86392226415338
3300,3.6419996969599424,0.8479864738264087,17.433780706820855
3400,3.7066183564348023,0.8899148248855914,17.87092964296937
3500,3.7309324231521663,0.9031745380224484,18.85390948872789
3600,3.7323080331907517,0.940083912849235,19.642683151093213
3700,3.79902566660129,0.9669395410588485,20.23219251285639
3800,3.8598806405172708,1.025765871722089,20.330262464205653
3900,3.810609485447025,1.0434118494974134,21.279344151495653
4000,3.8630993533288174,1.0981579141260693,21.889071982193048
4100,3.9522242872981477,1.1339052718695046,22.45947548597961
4200,3.9220654006790117,1.1946138760202971,23.855098287954576
4300,3.968386433699951,1.2306631959127488,23.947950263622197
4400,3.969152318514233,1.290855854101231,25.073780533420145
4500,4.00936896142421,1.3265539851195787,25.68787837215215
4600,3.997364278786039,1.400348774118203,26.382225203689885
4700,4.037188805597508,1.4503806085737208,26.85443808297759
4800,3.993609364108245,1.5083864006799526,27.50973483136918
4900,4.006318785397092,1.5604837350588512,28.060835688216308
5000,4.022296132767137,1.6348548514168946,29.34404075242682
