milliseconds,M_T,M_P,T0,T1,T2,P0,P1,P2,C,CN
0,1.41,0.09,0.54,0.79,4.65,0.02,0.02,0.01,0.18,1.2
100,1.38005286907933,0.09111248140910437,0.5249358686840807,0.7738253454759422,4.422570038592369,0.02098835920044556,0.019803745886575817,0.01162200925034124,0.17759796523940344,1.196285445988383
200,1.3505825997246486,0.09223726298440335,0.5104814959170618,0.7567531808858792,4.193576604913629,0.021740084604878123,0.019981770614843786,0.012106634695020267,0.17566744214947355,1.1923980485203503
300,1.3216058245071478,0.09338357009228508,0.49655347751580764,0.739025291332158,3.9633363526572714,0.022343495044655087,0.020321125121286143,0.012399363912670245,0.17384377679663596,1.1883698935617828
400,1.2931379904933,0.09455831926138022,0.4830891188533961,0.7208161928222676,3.731959739913865,0.022852910769254723,0.020724184378970598,0.012678264848635167,0.17205484843729718,1.184211272094188
500,1.2651941486849188,0.09576712038809577,0.47004113677754233,0.7022474322236462,3.4995717850597066,0.02330272116899322,0.021144884774249126,0.01297113618849627,0.17027874156965916,1.1799275621313368
600,1.2377891626912378,0.09701469314152424,0.4573736210436135,0.6833986903789294,3.266350475543088,0.02371524949374443,0.021562720799574418,0.013278512410166487,0.16850077813772987,1.1755219901688667
700,1.2109378292682051,0.0983051474268153,0.44505895286403085,0.6643161246756576,3.0325343466643524,0.024105370343795885,0.021970146648216813,0.013598223544813173,0.16670719715847448,1.1709960445950114
800,1.1846549841003828,0.0996422051299418,0.43307545719121904,0.6450185237902826,2.7984276511363784,0.02448326821142419,0.022366097772667935,0.013928761586584945,0.16488536173117577,1.1663496018353872
900,1.158955598251878,0.10102937846207088,0.4214056173479325,0.6255017703535067,2.5644099481607903,0.02485613205011812,0.022752497637276076,0.014269880346847182,0.16302402393515697,1.1615811230752255
1000,1.133854859271028,0.10247010791747282,0.4100347340985167,0.605741992241707,2.3309516831679002,0.025229176555586777,0.023132527492128827,0.014622021147341678,0.16111353416378585,1.1566878650508101
1100,1.1093682366309925,0.10396787021147619,0.39894988087134026,0.5856979377944342,2.0986374815708713,0.025606324870911204,0.023509662516390813,0.014985677444798246,0.15914606455559815,1.151666099390606
1200,1.0855115298759228,0.10552625873019322,0.388139116208768,0.5653129156981824,1.868201174357571,0.025990634879226912,0.023887234797072346,0.015361444996812423,0.15711541207882743,1.1465113451305482
