miliseconds,U,I,V
0,74.96758311278941,99.95170023468596,10.00307706648134
100,74.69200664037196,100.12796037405855,9.999325633218424
200,74.60214044483857,100.73578330002353,10.004431239172828
300,74.40945487772814,100.99204857570805,10.001363239224734
400,74.2626294762822,101.1240943878778,9.998304499808526
500,73.93570572155714,101.68021543397235,10.008966657918652
600,73.79052533150889,101.94806876749601,10.001743291777048
700,73.65600607203743,102.46779633585113,10.00359674064512
800,73.4265797275824,102.49313709549605,10.0085399656326
900,73.09844345150123,102.76098080814181,10.008940949407934
1000,73.0161057550065,103.12696158355536,10.017533503948579
1100,72.83603263798199,103.5165292307845,10.015634240230227
1200,72.73224651470665,103.60979617760121,10.02457781334587
1300,72.49417362112224,104.22590473655374,10.02581575412195
1400,72.28718159798272,104.54319273333734,10.029835888997601
1500,72.19803394742866,104.72797714078301,10.038557227369612
1600,71.9728266119377,105.06650312399749,10.042159880197541
1700,71.79511525973034,105.22100346970153,10.041669474914503
1800,71.54472324105409,105.84651327664022,10.050187240606826
1900,71.52443541590681,105.78120934104778,10.05379624274101
2000,71.17179501000588,106.24048813306744,10.060251339163436
2100,71.04285306057895,106.3319466366204,10.06644990784367
2200,71.01754028573524,106.90755157039764,10.06618297725166
2300,70.77198127866224,107.02532212002804,10.073394444479188
2400,70.66522559296659,107.56989838118278,10.080695997777969
2500,70.45678653226321,107.71055811807796,10.092939674133026
2600,70.39406208478734,108.18914149766721,10.102511834823222
2700,70.23173214594823,108.22145406028247,10.101337911717124
2800,70.13397553164197,108.62929941778107,10.113410247835194
2900,69.8684209526653,108.93159293663037,10.122618547879448
3000,69.6584523557694,108.9851052264482,10.13088569902298
3100,69.508440926408,109.23851092130259,10.133992415746691
3200,69.47895545750798,109.56503501104409,10.141738611023623
3300,69.30349097159488,109.87665030953424,10.152681829067715
3400,69.07927433857074,110.3960495889124,10.163118830639112
3500,69.01997122829815,110.49026046880189,10.167614880930829
3600,69.01387589411776,110.9478423326776,10.18320218266606
3700,68.73173940336254,111.2371820025632,10.191249671755294
3800,68.63419145555368,111.27487875386092,10.194691298944667
3900,68.49558744915812,111.88375023738642,10.204472218284346
4000,68.42603036010867,111.76755698216715,10.211165983321752
4100,68.32460501189675,112.03112585099674,10.226235808551667
4200,68.16581485122332,112.3726727297362,10.240736111895968
4300,68.12050158910466,112.81924130015253,10.25064922511698
4400,67.79380629978438,113.25288139689908,10.261209024613981
4500,67.70777015307641,113.54686224725558,10.269723591336716
4600,67.59793872266097,113.5262034456352,10.281989858792636
4700,67.57738809021198,113.99998427159034,10.287494064452217
4800,67.37898362586098,114.25524077405159,10.300424902321426
4900,67.41461260066953,114.54490546300799,10.312553464827062
5000,67.26181012467573,114.8372478438723,10.327051007833827
