miliseconds,U,I,V
0,74.99405108564865,99.91531601182871,9.999997317605802
100,74.73820444740433,100.25790644357988,10.003582077116507
200,74.58098475798296,100.52953236246462,9.997166832471189
300,74.27735594130826,100.83952658555806,9.999833662568703
400,74.19857686366475,101.11495116203552,10.005030920786549
500,73.99245321095924,101.5399763814664,10.005857719268509
600,73.72071629880774,101.79047083679521,10.004138320957173
700,73.67444560771534,102.45469196703912,10.003219261969587
800,73.43656575126201,102.73204828667623,10.012415121540933
900,73.20905907740276,102.99385750690924,10.009835663708392
1000,73.09238912426338,103.14092698713644,10.018396067565254
1100,72.78371076982924,103.58739171450858,10.02305647291499
1200,72.71969356634534,103.8413014810997,10.02309087505727
1300,72.41435722924285,104.29203187628414,10.024534830388511
1400,72.23161243389498,104.35121122108585,10.031040229757451
1500,72.05480995329323,104.66511571670871,10.03430461702169
1600,71.93042804138989,104.82590787673217,10.03585271300813
1700,71.81149499101326,105.23816157713138,10.043427141608714
1800,71.52917804255742,105.82201931439968,10.04779695647071
1900,71.35175576819115,105.99066398138025,10.051317616470667
2000,71.37999440387077,106.1389795943082,10.061951277575176
2100,71.22432823709937,106.51778614406392,10.064759089930467
2200,71.0589977441211,106.89309604154242,10.074120412593102
2300,70.86964726171189,107.17300956585515,10.07891363890237
2400,70.69305923145957,107.3095225333073,10.086424293436748
2500,70.4174986685753,107.64834930587453,10.08638453841156
2600,70.34967328862932,108.02425688363476,10.096144571870902
2700,70.16930065419491,108.24193337489793,10.099838140088995
2800,70.02612050793819,108.77509898618139,10.113872557845475
2900,69.84844968997257,108.67268743614184,10.12056683322101
3000,69.63882263337298,109.33251683715748,10.130594458457656
3100,69.60776589344394,109.59712319298751,10.139416622953718
3200,69.53620961411333,109.75447670504383,10.145412253302341
3300,69.44086578276584,109.93031563859536,10.156517844223506
3400,69.22542449956538,110.39151660387829,10.155927542121066
3500,69.01668178305171,110.61319861088681,10.170645393863053
3600,69.02152080376936,110.79298717572995,10.182402762835071
3700,68.73332543733633,111.14922425174198,10.190028540361299
3800,68.73112038622875,111.49150975930942,10.19520779236936
3900,68.42473237832121,111.56215958902318,10.211070086215349
4000,68.43723162263431,112.04385882092166,10.21314490299166
4100,68.21947496087998,112.38037113417185,10.224248425408225
4200,68.23348941548264,112.33981603686097,10.23470226867053
4300,67.95845498938465,112.89923856186351,10.24634360305691
4400,67.78944757535437,112.94166100394732,10.261639966097675
4500,67.76799651190646,113.30657388261417,10.271609371902866
4600,67.63430237275051,113.541406436172,10.275620316658612
4700,67.43316436749775,114.07194601707904,10.29137252573857
4800,67.45431967782254,114.23179180621511,10.295733084719817
4900,67.19182514850692,114.43103667923654,10.306995610848212
5000,67.25522579190795,114.65733119286963,10.322907858162145
