milliseconds,C16AcylCarCYT,C14AcylCarCYT,C12AcylCarCYT,C10AcylCarCYT,C8AcylCarCYT,C6AcylCarCYT,C4AcylCarCYT,C16AcylCarMAT,C16AcylCoAMAT,C16EnoylCoAMAT,C14AcylCarMAT,C14AcylCoAMAT,C14EnoylCoAMAT,C12AcylCarMAT,C12AcylCoAMAT,C12EnoylCoAMAT,C10AcylCarMAT,C10AcylCoAMAT,C10EnoylCoAMAT,C8AcylCarMAT,C8AcylCoAMAT,C8EnoylCoAMAT,C6AcylCarMAT,C6AcylCoAMAT,C6EnoylCoAMAT,C6KetoacylCoAMAT,C4AcylCarMAT,C4AcylCoAMAT,C4EnoylCoAMAT,C4AcetoacylCoAMAT,AcetylCoAMAT
0,0.171,0.023,0.11,0.019,0.052,0.017,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
100,0.19535307561838153,0.023383640403337583,0.1065740636952365,0.02013148822067211,0.05144225532124147,0.018310461483756472,0.008163646812362445,0.20281160064749887,0.4510037840654066,0.018876955854395173,0.07221587478881582,0.9368749213503837,0.019840226386150978,0.17142131433407898,1.448322361000044,0.02900052468856978,0.1006537320619354,1.5062877167292528,0.026700642406574968,0.11912563559174977,1.3218918965589712,0.05784499885845977,0.0939675279072059,3.1683515303961074,4.116050729594831,0.040653576840817954,0.027368960755190165,5.267042497550766,12.604431426618206,0.12469657623082744,30.000000001105846
200,0.21858369360576,0.024071620446733652,0.10399876748971967,0.022088900614184007,0.051445136447888076,0.020113210069366855,0.008463344808642166,0.22984545778494836,0.5250512907520367,0.021883905369263382,0.08036223400025197,1.0727072390544312,0.022580749966048135,0.17784788582345565,1.594921350012931,0.03127914871709003,0.11201018898014972,1.6858712691963242,0.0283630664359917,0.12445050864197449,1.4761887758181034,0.06043093505282092,0.10146847452078245,3.4213472866651733,4.217755423069519,0.04166337193432855,0.02921537224774543,6.075181957742911,14.697888267910857,0.14542602521515793,30.000000001162544
300,0.24065135772022211,0.024974803530155427,0.10180584373471037,0.02419395288447386,0.05157435336241436,0.021991448329560955,0.008784048998163872,0.25565843442565767,0.5985657360574768,0.024623529270842357,0.08855660161276568,1.2071182351963117,0.025034385749908294,0.18296270960775496,1.7163045457502883,0.03322311971426375,0.12012833449552757,1.8047313494242876,0.02998912266872754,0.1276235566951192,1.564744433779444,0.06326943259470673,0.10763931022613649,3.5926459579037737,4.367228435138192,0.04314362843561872,0.03033758698128534,6.389338178749165,15.401956805007869,0.15240375457378305,30.000000001207926
400,0.26161615371750974,0.026080053495658607,0.09995254823723754,0.026394095082286684,0.051793908064745736,0.023923230782675886,0.009115174385028102,0.2806498545372491,0.6724171711843249,0.02729818808829012,0.09688826574164998,1.341744489278472,0.027417816526571742,0.18808673533124154,1.8343204506462611,0.0350952329334943,0.12789366804218963,1.9159640561095481,0.03158272536505362,0.13061208073038294,1.6451602223050337,0.0660833418993554,0.1136869247983139,3.7526591087075634,4.517918611693469,0.044635836260099385,0.031394792008395934,6.648614264279903,15.955154714704385,0.15788823494907014,30.000000001249166
500,0.2815386365732635,0.02737582073247128,0.09841506169766924,0.028676258792788702,0.052094734126844885,0.02590266613074967,0.009455170864499781,0.30487466930979307,0.7464736820462677,0.029925470044802602,0.10534302244638619,1.4764172530322621,0.029751839805412683,0.19332497171698315,1.9508636244542301,0.036921926125315266,0.13557549361781013,2.0246221703657628,0.0331449242584743,0.13359888483411717,1.72298229774603,0.06884449561114604,0.11971769438441203,3.9079048231776494,4.6650461634018265,0.04609287749538888,0.03244984500694263,6.895956270664009,16.479167272979943,0.1630839599400629,30.00000000128721
600,0.3004754798527193,0.028850807751837713,0.09717246068103488,0.031031878486914376,0.052470840975451065,0.02792574649832895,0.009803420639611668,0.32835235827175685,0.8205195765060138,0.03250487862418425,0.11389886056869931,1.6108263046623446,0.03203834892919893,0.1986753435219668,2.0660459697541107,0.038707698037917744,0.14320328727226037,2.1313212449028853,0.03467764443807503,0.13660427992073607,1.798944084560217,0.07155391796251737,0.12574599659505928,4.059415393154715,4.808507601444398,0.047513729346051164,0.03350958141491556,7.136394486173796,16.98780429268691,0.16812760150177805,30.00000000132242
700,0.3184793293360445,0.030493885139545797,0.09620516550041397,0.033453499463390685,0.052917014411722585,0.02998905052753606,0.010159454502758718,0.3510979849942152,0.8943449278576399,0.03503443651212193,0.12253451115941184,1.7446743397520181,0.034277538242846246,0.20412631718238256,2.1798159306096037,0.04045485889205842,0.1507825936248611,2.2362281572829894,0.03618291437505768,0.13963226919509517,1.8732832223329952,0.07421548013104046,0.13177698542320693,4.207651813839472,4.948649690092133,0.048901809557201005,0.03457519916558723,7.371062209644991,17.4837956914295,0.1730461544641954,30.00000000135508
800,0.33559907745193673,0.03229412213374939,0.09549474194127826,0.03593438470506182,0.05342854017496643,0.03208956718248459,0.010522865542892543,0.3731258172015274,0.9677557569066799,0.03751247780128946,0.131230253883583,1.8776922444368218,0.03646970994477366,0.20966665693866837,2.2921230372341737,0.04216546569072179,0.1583167984647017,2.3394658991119397,0.03766260606556437,0.14268507246833867,1.946175998544871,0.0768328784263683,0.13781445287129362,4.352981125546155,5.085813420463985,0.0502604796364567,0.03564728688164588,7.600648671612813,17.968645835561386,0.1778544874028239,30.000000001385427
900,0.3518801595584598,0.03424082372213078,0.09502383885069347,0.03846842990978307,0.05400113749640646,0.034224636709617576,0.010893295216337924,0.39444961203959716,1.0405744590709796,0.039937650099967595,0.13996791500226394,2.0096387495091785,0.03861530463551586,0.21528603370834842,2.4029271060943045,0.0438414799895085,0.16580886913329765,2.441145214553903,0.03911849877332794,0.14576447954767632,2.0177772291360583,0.07940962254818838,0.14386164442492638,4.495725397475516,5.220305271566474,0.051592761644721145,0.03672628961029458,7.8257084778378605,18.443519057285336,0.18256410573659776,30.000000001413667
