miliseconds,BM,ACT,GLC,ACoA,AKG,cAMP,FBP,G6P,GLX,ICT,MAL,OAA,PEP,PG3,PYR,AceA,AceB,AceK,Acoa2act,Acs,Akg2mal,CAMPdegr,Cya,Emp,Eno,Fdp,GltA,Icd,Icd_P,Mdh,Me,PckA,Pdh,PfkA,Ppc,PpsA,PykF,Cra,CraFBP,Crp,CrpcAMP,IclR,PdhR,PdhRPYR,EIIA,EIIA_P,EIICB
0,0.030000194634215153,1.2495732870094642e-07,4.799999985244836,0.35197964874703247,0.1911913257686602,0.20280414645769534,6.575041495333317,1.9081406262221565,5.705934227964643e-09,0.0014081153330165088,3.278778912236331,0.050535346606300525,0.21045589613605256,5.7209779221122385,0.8632773400849854,0.004723230000104397,0.0014169689999888192,0.00014169700000360468,0.001,0.00109622199990636,0.0010268479997531848,0.001,0.001,0.011515593000096143,0.01155281299944576,0.00015749199999794646,0.0010296119997545675,0.004290788731401894,0.00022047732014178196,0.003457269999887595,0.0009997139969041174,0.002290891999857311,0.004647401000073099,0.00014381599999466058,0.0009997140006070724,0.00098749300004186,0.005977167999852321,0.0002990979314025591,0.0069909020070414,0.005943271549507015,0.0013467258584106696,0.00729,0.0011638134948144506,0.006126186924559196,0.096477070423032,0.003522919370351033,0.003
100,0.030000539998672377,3.6126780249582124e-07,4.799999538599223,0.351967338601075,0.1911885371157177,0.20280195700081252,6.575043953353479,1.9081382053071698,5.705927202309331e-09,0.0014080987185229904,3.278781576950219,0.05053389067560615,0.21045470785550852,5.720974493565999,0.8632753738457348,0.0047232299992978465,0.0014169689997425095,0.00014169699996604694,0.001,0.0010962220031125653,0.0010268480005375174,0.001,0.001,0.011515593001097738,0.011552813000455296,0.00015749199997047104,0.0010296120011692523,0.004290788409615266,0.00022047758653145002,0.0034572700043724687,0.0009997139932439972,0.0022908919995180753,0.00464740100106319,0.0001438160000123076,0.0009997139936078177,0.0009874929997971374,0.005977168000879441,0.00029909823033974763,0.006990901911813468,0.005943285900581518,0.0013467137895141522,0.00729,0.0011638154899508753,0.00612618447666921,0.09647745187109458,0.0035225380352305745,0.003
200,0.030001052291582283,2.8024957375377147e-07,4.799997377094736,0.35198451495828803,0.19118675818161995,0.20279985208855283,6.575046175289687,1.9081349544466293,5.705927503598939e-09,0.0014080957026823425,3.278775950532195,0.050532537620780534,0.21045439761794427,5.720972127830891,0.8632721499618085,0.004723229998364339,0.0014169689994354626,0.00014169699994784932,0.001,0.001096222003800023,0.0010268480014575768,0.001,0.001,0.011515593001995887,0.011552813001926378,0.0001574919999376073,0.0010296120019419133,0.004290787675964099,0.00022047853770500124,0.0034572700045249058,0.0009997139919106794,0.002290891998781882,0.00464740100172793,0.00014381600002586444,0.000999713988874676,0.0009874929995860116,0.0059771680016851075,0.00029909799734866986,0.006990902016306134,0.005943295462233069,0.0013467054553513126,0.00729,0.0011638194862238797,0.006126180599498075,0.09647746018757725,0.0035225333386761193,0.003
300,0.030001272371278486,6.659234502483577e-07,4.7999963689427005,0.3519916591171527,0.19118469204389646,0.20279795483710705,6.5750470319861805,1.908132655059871,5.705925868196794e-09,0.0014081012706728872,3.278780200684854,0.050532211305316904,0.2104542871876444,5.720970633345446,0.8632693327439791,0.004723229997509792,0.0014169689993273032,0.00014169699992165117,0.001,0.0010962220060980715,0.0010268480019100992,0.001,0.001,0.011515593002767492,0.011552813003780072,0.00015749199987933604,0.0010296120025103446,0.0042907866873763655,0.0002204795245616941,0.003457270006134996,0.0009997139849861345,0.002290891998345665,0.004647401002585521,0.00014381600004723956,0.000999713981233307,0.000987492999244504,0.005977168002398252,0.00029909796612452046,0.006990902175830839,0.005943304614791656,0.001346693900559775,0.00729,0.001163822062760895,0.006126178373153631,0.09647746095581253,0.0035225309429631918,0.003
400,0.030001899752946603,8.02070116331111e-07,4.79999523398849,0.3519957306296236,0.19118591133083673,0.2027966042514297,6.5750473367448725,1.9081305728041373,5.705925959308513e-09,0.0014081094912532692,3.2787762994621645,0.050530859791330054,0.21045424185263065,5.72096850728839,0.863267484079417,0.004723229996584283,0.0014169689989924955,0.00014169699989193639,0.001,0.0010962220049334666,0.0010268480017271943,0.001,0.001,0.011515593003455437,0.011552813005357272,0.0001574919998508094,0.001029612002755866,0.00429078519700423,0.0002204805267614434,0.0034572700103925086,0.0009997139826960978,0.0022908919974992106,0.004647401003465715,0.00014381600006568762,0.0009997139811692651,0.0009874929989368104,0.005977168002805189,0.00029909794501442903,0.006990902203491864,0.005943314405566795,0.0013466863035819525,0.00729,0.0011638246108199308,0.006126174161745097,0.09647745773203126,0.0035225279814002164,0.003
500,0.030003049533682255,1.0371443543415145e-06,4.799993739991584,0.3520035040551805,0.19118604021070815,0.20279515215388233,6.575046715807451,1.9081291475286468,5.705928074443155e-09,0.001408119703241635,3.278778795717694,0.05053082874738346,0.21045418536238442,5.720966576465226,0.863265161047604,0.004723229995927885,0.001416968998822312,0.0001416969998666809,0.001,0.001096222006274045,0.0010268480022168423,0.001,0.001,0.01151559300395349,0.011552813006450943,0.0001574919998296327,0.0010296120029180144,0.004290784229287186,0.00022048298757682916,0.0034572700094911107,0.000999713971866004,0.002290891996758367,0.004647401004103698,0.00014381600007279705,0.0009997139777457946,0.0009874929986714292,0.005977168004233604,0.0002990978439474821,0.006990902059132004,0.005943321895907109,0.0013466769173353572,0.00729,0.0011638273979105807,0.006126172889929958,0.09647745941389466,0.0035225287159033384,0.003
600,0.03000307177012465,1.2073655811079423e-06,4.7999937973399005,0.3520279449459086,0.191184596779513,0.2027933495646866,6.575045748420707,1.9081282357129308,5.705927684856576e-09,0.0014081253477186877,3.2787780434286975,0.05052950500403003,0.2104541446898304,5.7209650137689305,0.8632636260106878,0.0047232299953574464,0.0014169689985784484,0.00014169699984995228,0.001,0.0010962220059928898,0.0010268480023879838,0.001,0.001,0.011515593004458893,0.011552813006869198,0.00015749199979099189,0.001029612002941754,0.00429078130168809,0.0002204840902949335,0.0034572700115709015,0.000999713966020983,0.002290891996365555,0.00464740100492269,0.00014381600008916078,0.0009997139661027858,0.0009874929985295255,0.005977168004638809,0.00029909802887101775,0.0069909020791503835,0.005943331505727279,0.0013466684357424233,0.00729,0.001163829477766774,0.006126169672236727,0.09647746214369605,0.0035225292041758693,0.003
700,0.03000347888495223,1.5082013631521783e-06,4.799991373901293,0.3520333727690518,0.1911865727948693,0.20279212305821012,6.575045144362887,1.9081277276273194,5.70592209772685e-09,0.0014081341914329545,3.2787727665605346,0.05052883557390283,0.21045410128489314,5.720962965157797,0.8632606722132029,0.0047232299949883216,0.0014169689984640228,0.00014169699983083642,0.001,0.0010962220064611207,0.0010268480027231922,0.001,0.001,0.011515593005000874,0.01155281300744625,0.00015749199973496978,0.0010296120030333328,0.004290780036948664,0.00022048599657193706,0.003457270012137701,0.0009997139673324545,0.0022908919957978805,0.004647401005445742,0.00014381600011117627,0.0009997139652176577,0.0009874929980946032,0.005977168005666523,0.0002990980821911834,0.0069909019332394075,0.005943336389325428,0.0013466642468191736,0.00729,0.0011638328089491204,0.006126167472454771,0.09647745893777777,0.0035225299832988815,0.003
800,0.030004462756219548,1.72634190221759e-06,4.799990634880137,0.3520535188947172,0.19118614444179163,0.20279133538204344,6.575043595866003,1.9081270688498073,5.705922465711796e-09,0.0014081417983505117,3.2787740187102767,0.05052889436540882,0.21045410112701993,5.7209618363431645,0.8632599451225078,0.004723229994482683,0.0014169689982303623,0.00014169699981634928,0.001,0.0010962220066567576,0.0010268480023049966,0.001,0.001,0.011515593005290238,0.011552813010084961,0.0001574919997182644,0.0010296120030528389,0.004290779031226986,0.00022048755681566566,0.0034572700120262447,0.0009997139575772123,0.002290891994927791,0.0046474010061109275,0.00014381600012071096,0.0009997139563120408,0.0009874929979756329,0.005977168006883661,0.00029909818047441273,0.006990901816054511,0.0059433434893478776,0.00134665749618876,0.00729,0.0011638338184751,0.006126165986434139,0.0964774595044406,0.003522527675688187,0.003
900,0.030005009732861854,1.863281772988838e-06,4.799989723374916,0.3520577524373594,0.19118860871244325,0.20279024804568405,6.575041885849237,1.9081265131364327,5.705927069083497e-09,0.0014081453392870242,3.278776441823204,0.050528122131324425,0.21045406469597258,5.72095856007261,0.8632570773929351,0.004723229994085163,0.0014169689981886082,0.000141696999797764,0.001,0.0010962220062398858,0.001026848002315434,0.001,0.001,0.011515593005712584,0.011552813010766888,0.0001574919996704519,0.001029612002901427,0.004290776259336605,0.00022048956476062394,0.0034572700099619277,0.0009997139508210397,0.0022908919943141898,0.004647401006401094,0.00014381600012972949,0.0009997139570251921,0.0009874929976347873,0.005977168007660272,0.0002990981797853238,0.006990901734202067,0.005943346802744442,0.0013466512752332762,0.00729,0.001163836060462556,0.006126163114215369,0.09647745887384226,0.003522528144184562,0.003
1000,0.03000562088232724,1.9807262066790984e-06,4.799988283059643,0.35206576184224303,0.1911883989956266,0.20278944947589722,6.575040249001483,1.908126174135355,5.705924890642236e-09,0.0014081486989627498,3.278775288995399,0.0505267129381722,0.21045402566995433,5.720957310490729,0.8632566131197624,0.004723229993424518,0.0014169689980263799,0.00014169699977954896,0.001,0.0010962220054725345,0.0010268480023552923,0.001,0.001,0.011515593005864301,0.011552813011911712,0.0001574919996447393,0.0010296120027602305,0.004290774707325103,0.00022049084546286527,0.003457270011537264,0.0009997139480749197,0.002290891993977689,0.004647401007118637,0.00014381600015092648,0.0009997139494262763,0.0009874929974742442,0.005977168008112104,0.00029909828438280303,0.0069909016439304965,0.0059433533213608175,0.0013466465659605748,0.00729,0.0011638379316438552,0.006126162406604203,0.09647745878190676,0.003522529645661516,0.003
1100,0.03000628660311114,2.357095347762095e-06,4.799987759810889,0.35208876265717176,0.19119047884968582,0.20278872400255965,6.575040373833279,1.9081259660482808,5.705921770485603e-09,0.0014081560455466672,3.2787736729509347,0.05052636167357542,0.21045399324127123,5.720956675779169,0.8632539328815836,0.00472322999287747,0.0014169689979829122,0.00014169699976686182,0.001,0.0010962220060236774,0.00102684800216167,0.001,0.001,0.011515593006043353,0.011552813013443339,0.00015749199959411473,0.0010296120031994334,0.0042907739801554805,0.0002204921760336131,0.0034572700098126695,0.000999713943213914,0.0022908919934756045,0.004647401007559467,0.0001438160001574283,0.0009997139428086705,0.000987492997137697,0.005977168008488572,0.00029909846728522915,0.006990901484107298,0.005943357131380925,0.0013466439873406906,0.00729,0.001163840180943365,0.006126160381261146,0.09647746288082376,0.003522529212111695,0.003
1200,0.03000633982760364,2.4647973301173614e-06,4.799986904545052,0.3521017630922518,0.19119180075356312,0.20278785939415112,6.575038434155864,1.908125908332145,5.705917872797464e-09,0.0014081674396419933,3.278777371767593,0.050526044681135446,0.2104539840721213,5.720955757405557,0.8632527486436742,0.004723229992607091,0.0014169689977903536,0.00014169699975529514,0.001,0.0010962220053113857,0.001026848001931745,0.001,0.001,0.011515593006279889,0.011552813013665893,0.00015749199957398993,0.0010296120024401213,0.004290772633609521,0.00022049349455475348,0.003457270009264388,0.0009997139355599417,0.0022908919926536726,0.0046474010077764746,0.00014381600017670615,0.0009997139396976632,0.0009874929969721593,0.0059771680097106495,0.00029909853450216624,0.006990901390755845,0.005943361787793349,0.0013466394584853597,0.00729,0.0011638418092024048,0.006126158541526004,0.09647745926974209,0.0035225302869670034,0.003
1300,0.030007043796741958,2.7845746290221425e-06,4.799986008533938,0.3521103894372379,0.19119273002684348,0.2027874156505971,6.575037582913512,1.9081257932710933,5.705912330316311e-09,0.0014081715747578482,3.2787751584987084,0.05052520157185605,0.21045398408380958,5.720952675466787,0.8632525545825097,0.004723229992664693,0.001416968997702576,0.00014169699975032112,0.001,0.0010962220041932532,0.0010268480015535929,0.001,0.001,0.011515593006322732,0.011552813015956708,0.0001574919995484959,0.0010296120024089657,0.004290771466160966,0.00022049487119564192,0.0034572700085453083,0.0009997139298648845,0.002290891992099623,0.004647401008339625,0.00014381600019089136,0.000999713934888892,0.0009874929967130435,0.005977168010528132,0.000299098746896879,0.006990901289652687,0.005943363289645288,0.0013466368430005767,0.00729,0.0011638430856741962,0.006126156578286086,0.09647745850909152,0.0035225291236359825,0.003
1400,0.030007212137009468,3.079222198572289e-06,4.799984878922503,0.35211668782109284,0.19119399419208058,0.20278650467692494,6.575035575809598,1.9081255951616591,5.705910491621462e-09,0.0014081765075588193,3.278778149640875,0.05052462845423584,0.21045396533494695,5.72095217493267,0.8632507964179884,0.004723229992180007,0.0014169689977297307,0.00014169699973508738,0.001,0.0010962220029056833,0.0010268480012098865,0.001,0.001,0.011515593006424945,0.011552813016122737,0.00015749199950710295,0.0010296120017547327,0.004290770006802328,0.00022049675492394417,0.0034572700071640134,0.000999713929874514,0.0022908919918797014,0.004647401008643179,0.00014381600020028562,0.000999713923974522,0.0009874929965039752,0.005977168011820571,0.00029909893705126533,0.006990901086680285,0.0059433662541801624,0.0013466335439945671,0.00729,0.0011638443341174746,0.0061261561127946415,0.09647745964822571,0.00352253092271981,0.003
1500,0.030008112492715754,3.0071103653382357e-06,4.799982336630205,0.35213099516495094,0.19119603027393645,0.20278645245553273,6.5750340001057035,1.9081252631751748,5.705909466859977e-09,0.0014081874334082802,3.278777563823841,0.05052409099447583,0.2104539371043521,5.720951133968576,0.8632497600020835,0.004723229992220803,0.0014169689976772433,0.00014169699972782566,0.001,0.0010962220005164625,0.0010268480009485077,0.001,0.001,0.011515593006443644,0.011552813018204107,0.00015749199947273426,0.0010296120008353566,0.004290769018570343,0.00022049716855452773,0.003457270004885076,0.0009997139202679727,0.00229089199142135,0.004647401009005927,0.00014381600022304528,0.0009997139224810253,0.0009874929963994547,0.005977168012596147,0.0002990990303792469,0.00699090102383606,0.005943370115493589,0.0013466310024121543,0.00729,0.0011638460970290522,0.006126154504658977,0.09647746261611903,0.003522529470414467,0.003
1600,0.030009035941885025,3.208174124687064e-06,4.7999813627550045,0.35214172618073086,0.19119668930214667,0.20278557161437907,6.575032921825656,1.9081254233744822,5.705904990341242e-09,0.001408190157010479,3.278775847960429,0.05052263165701085,0.21045393565604278,5.72094884774012,0.8632489510741248,0.004723229991743953,0.0014169689975910024,0.00014169699972471853,0.001,0.0010962219994733722,0.0010268480009289064,0.001,0.001,0.011515593006286602,0.011552813019136719,0.00015749199946622208,0.0010296120007008255,0.0042907677989797105,0.000220498299056815,0.0034572700032450394,0.0009997139147910508,0.0022908919906491055,0.00464740100910777,0.00014381600023653403,0.0009997139152859824,0.0009874929962420717,0.005977168013489278,0.00029909913171527323,0.006990900788147318,0.005943372061704654,0.0013466291292628376,0.00729,0.0011638464866936319,0.006126153026198689,0.09647746015792089,0.0035225307162841794,0.003
1700,0.030008870268512726,3.5184389881728845e-06,4.799980957742627,0.35215946766681544,0.19119994608108945,0.20278523228314096,6.5750298454565455,1.9081251775084311,5.705897462922747e-09,0.0014082017640969474,3.278781265528418,0.05052256832473599,0.21045390129893224,5.720948510153721,0.8632479704277698,0.004723229991950176,0.0014169689975885402,0.00014169699972052353,0.001,0.0010962219984189758,0.0010268480001898168,0.001,0.001,0.01151559300628908,0.011552813019558458,0.00015749199942376572,0.0010296119997275797,0.004290766257000815,0.00022049915261203104,0.003457270001775213,0.0009997139103910722,0.002290891990600934,0.004647401009609675,0.00014381600024959072,0.0009997139137513844,0.0009874929961057291,0.005977168013547068,0.00029909920385465174,0.006990900754887692,0.005943373241080231,0.0013466252384759204,0.00729,0.0011638486734848912,0.006126151891833736,0.09647746206117103,0.003522530402274337,0.003
1800,0.03001007696822274,3.816503627364894e-06,4.799979602132571,0.35217721996055296,0.19120155334113542,0.20278483097826452,6.575029147776733,1.9081250858811516,5.70589763411349e-09,0.0014082104018444013,3.2787834330836723,0.050521385848493354,0.21045389853867663,5.720945827604496,0.8632470321423013,0.004723229991734907,0.0014169689974800259,0.00014169699971844203,0.001,0.0010962219960064462,0.00102684800002705,0.001,0.001,0.011515593006211045,0.01155281302055334,0.00015749199940440908,0.0010296119997889744,0.00429076529556938,0.00022050003838151058,0.0034572699982234672,0.0009997139095138758,0.0022908919900005405,0.004647401009742828,0.00014381600025214271,0.000999713905605569,0.0009874929959035933,0.005977168014661606,0.00029909945282371683,0.006990900645795408,0.005943374927066497,0.001346624399156847,0.00729,0.0011638483930123203,0.006126150460262732,0.0964774634914503,0.003522529590236565,0.003
