miliseconds,BM,ACT,GLC,ACoA,AKG,cAMP,FBP,G6P,GLX,ICT,MAL,OAA,PEP,PG3,PYR,AceA,AceB,AceK,Acoa2act,Acs,Akg2mal,CAMPdegr,Cya,Emp,Eno,Fdp,GltA,Icd,Icd_P,Mdh,Me,PckA,Pdh,PfkA,Ppc,PpsA,PykF,Cra,CraFBP,Crp,CrpcAMP,IclR,PdhR,PdhRPYR,EIIA,EIIA_P,EIICB
0,0.029999783639667436,5.977974231226355e-08,4.80000010092109,0.35197274420690494,0.19119009365896483,0.202804264968786,6.575041639267988,1.9081407676619233,5.705933996404806e-09,0.0014081150559007195,3.278781426538883,0.050534918514797425,0.21045589735858458,5.72097798151609,0.8632780706732549,0.004723230000041923,0.001416969000052633,0.00014169700000536765,0.001,0.0010962220003770944,0.0010268480000033115,0.001,0.001,0.011515592999988264,0.011552813000729594,0.00015749200000729336,0.0010296119997205435,0.0042907884118529626,0.00022047712022132902,0.0034572699994756726,0.0009997139989424753,0.0022908919998932144,0.004647401000045884,0.00014381599999507613,0.0009997140019260451,0.0009874930000618087,0.005977168000088921,0.00029909795002105316,0.006990901922622263,0.005943273927513121,0.0013467269201238462,0.00729,0.0011638123296729423,0.006126187099352623,0.0964770716059827,0.0035229176445248024,0.003
100,0.030000774417115583,2.520858668794478e-07,4.799998302779929,0.3519659832632751,0.1911895445218343,0.20280198377886202,6.5750440522246265,1.908138118996912,5.70592701096238e-09,0.0014080995169143363,3.2787770722909566,0.050533502237670364,0.210454680064465,5.72097429493544,0.8632759446204147,0.004723229999179218,0.001416968999723596,0.00014169699996792985,0.001,0.0010962220010792324,0.0010268480008550854,0.001,0.001,0.011515593000980161,0.01155281300128164,0.0001574919999591801,0.001029612000851337,0.004290788653387776,0.0002204770762207788,0.0034572700041567415,0.0009997139948531401,0.0022908919996014144,0.0046474010010902865,0.00014381600001936814,0.0009997139963214853,0.0009874929998392305,0.005977168001280308,0.0002990981587294615,0.00699090183134793,0.005943283552687825,0.001346714344647638,0.00729,0.0011638161277305371,0.006126183563754661,0.09647745192394656,0.003522537919162583,0.003
200,0.030001236465194207,4.250364000568451e-07,4.7999982089841815,0.35197703546995746,0.19118684709027756,0.20279975136392536,6.575045439360761,1.908135014830599,5.705933025710018e-09,0.0014081014107331933,3.2787800628523174,0.05053295491901974,0.21045439421165923,5.720971536055827,0.8632723778194168,0.0047232299983662575,0.001416968999543078,0.00014169699994875552,0.001,0.0010962220031693415,0.0010268480013009935,0.001,0.001,0.011515593001920342,0.011552813002347612,0.000157491999930829,0.0010296120018308908,0.004290787343577188,0.0002204781497481611,0.003457270004832763,0.0009997139867863668,0.0022908919989669506,0.004647401001980824,0.00014381600002602473,0.0009997139908842648,0.0009874929995216546,0.005977168001576643,0.00029909797641713954,0.0069909019574734416,0.005943295477790616,0.0013467029440026423,0.00729,0.0011638185707877199,0.006126180453668901,0.09647745902640907,0.003522533664374168,0.003
300,0.03000197748291435,7.45354295035428e-07,4.799996446189201,0.35198561887310886,0.19118525010248588,0.202797937686514,6.575047431275466,1.9081324248284377,5.705931481157202e-09,0.0014080971000957738,3.278779400797923,0.05053203739311355,0.21045431375846538,5.720970568223993,0.8632695471271689,0.004723229997382775,0.0014169689992633268,0.0001416969999241082,0.001,0.001096222005297574,0.0010268480015998421,0.001,0.001,0.011515593002704895,0.01155281300306331,0.00015749199988854127,0.0010296120026358172,0.004290786468887237,0.0002204799394021542,0.0034572700089180106,0.0009997139857044796,0.0022908919983843303,0.004647401002759028,0.00014381600004796484,0.0009997139854329969,0.0009874929992819402,0.005977168002107241,0.0002990978471496683,0.006990902108144657,0.0059433074308539975,0.001346692711307426,0.00729,0.0011638215996470265,0.006126178413467947,0.096477461468719,0.003522529820169786,0.003
400,0.030001848890363045,8.330500565619673e-07,4.799995850544556,0.3519949337919815,0.1911849858062644,0.20279665903785987,6.575046946717965,1.9081307244298575,5.70592887522602e-09,0.001408102825141049,3.278776351982024,0.050531443864861934,0.2104542354465307,5.72096735075096,0.8632676910679391,0.004723229996973668,0.0014169689990099407,0.00014169699989952767,0.001,0.00109622200493757,0.001026848001968575,0.001,0.001,0.011515593003443701,0.011552813004497283,0.0001574919998606453,0.0010296120023902402,0.004290784925651968,0.00022048031304925335,0.0034572700079324465,0.0009997139763945181,0.0022908919977523033,0.0046474010035134445,0.00014381600006493615,0.0009997139780030184,0.000987492999052998,0.0059771680030942355,0.0002990979269544322,0.006990902082730745,0.005943314638807321,0.001346683824121763,0.00729,0.0011638253368473866,0.0061261754384488295,0.09647745848517768,0.0035225325692050747,0.003
500,0.030002818762389586,9.394534176364775e-07,4.799995146223656,0.3520141468725516,0.1911845926344185,0.202794997893159,6.575046851790321,1.9081292871603146,5.705924153934537e-09,0.001408115353088589,3.278774004459504,0.050530703682638976,0.21045421220839047,5.720966439268522,0.8632645302659034,0.004723229996021515,0.0014169689987582768,0.00014169699987090552,0.001,0.0010962220063643186,0.0010268480022492359,0.001,0.001,0.01151559300404539,0.01155281300576987,0.00015749199980385537,0.001029612002789691,0.004290783536409565,0.00022048185643712032,0.003457270011009217,0.0009997139738711811,0.0022908919969869576,0.004647401004067435,0.00014381600007277954,0.0009997139765483213,0.0009874929986230683,0.005977168004131339,0.0002990978407984641,0.006990902119415411,0.005943323386757373,0.0013466755420708232,0.00729,0.0011638279841626631,0.006126172584757731,0.09647745824934026,0.0035225284091863355,0.003
600,0.030002971808796894,1.401690269143848e-06,4.79999383532268,0.3520250023207745,0.19118490871563903,0.20279361476999302,6.5750452752077075,1.908128280107647,5.705931227570623e-09,0.0014081230588001037,3.2787752015217033,0.05053003304882232,0.21045414799682047,5.720965126097821,0.8632632307314361,0.004723229995325598,0.001416968998607443,0.000141696999856789,0.001,0.0010962220070522145,0.0010268480024364576,0.001,0.001,0.0115155930045857,0.01155281300774873,0.00015749199977099158,0.001029612003166281,0.0042907814179732945,0.00022048383601888882,0.0034572700117264385,0.0009997139705588125,0.0022908919961806083,0.004647401004833937,0.00014381600009141584,0.000999713965882441,0.0009874929984960495,0.00597716800520951,0.00029909796589350083,0.0069909020875147596,0.005943329862343364,0.001346669183041904,0.00729,0.0011638303380935014,0.006126170216817542,0.09647746270893111,0.0035225283113949806,0.003
700,0.03000394299558077,1.6134953009672748e-06,4.799991949681378,0.35203539102495934,0.19118505446152023,0.20279217139911737,6.5750450906637665,1.908127503782009,5.70592598826028e-09,0.0014081259393463844,3.278773703546619,0.05052945100661733,0.21045412737404737,5.720961889907743,0.8632607195411982,0.004723229994993603,0.0014169689984224068,0.00014169699983535014,0.001,0.0010962220069889157,0.0010268480026259048,0.001,0.001,0.011515593005042726,0.011552813008070201,0.00015749199973779326,0.0010296120032768365,0.004290780826411836,0.00022048559454153753,0.0034572700095198447,0.0009997139612219108,0.002290891995537252,0.004647401005348387,0.0001438160000986654,0.0009997139646305575,0.0009874929981174975,0.005977168006089984,0.0002990980873046111,0.006990901967742749,0.005943336866431789,0.0013466619784643589,0.00729,0.0011638316400690838,0.0061261670073267565,0.09647746302628954,0.0035225293804242914,0.003
800,0.030004407932516543,1.5279385708397656e-06,4.799991027791081,0.35204991444616063,0.19118700135785163,0.20279124833975526,6.575043196134961,1.9081270880456809,5.705922777214607e-09,0.001408131643433532,3.2787738641067623,0.05052842324159671,0.21045409989524608,5.7209612384931905,0.8632597016562124,0.004723229994462289,0.0014169689983249097,0.00014169699981933149,0.001,0.0010962220057015558,0.0010268480028463773,0.001,0.001,0.011515593005388408,0.011552813008829778,0.00015749199971705773,0.0010296120034656586,0.0042907779550055295,0.00022048756968906318,0.0034572700107613806,0.0009997139585514573,0.002290891995058806,0.004647401006130374,0.00014381600012517519,0.0009997139592566773,0.0009874929979266655,0.00597716800622379,0.00029909819884192657,0.0069909018850015,0.005943341843120621,0.001346657302368503,0.00729,0.0011638337084470972,0.00612616530814697,0.09647745928411121,0.0035225267547155923,0.003
900,0.030005059315454566,1.972851195154734e-06,4.799988923407459,0.352062045810827,0.19118738061864493,0.20279030036221835,6.575043448283252,1.9081264290980275,5.705923836439367e-09,0.0014081449571683648,3.2787756205806113,0.05052748750610114,0.210454075648341,5.720960116365824,0.8632576743198226,0.004723229993753087,0.001416968998214839,0.00014169699979427156,0.001,0.001096222007481008,0.0010268480028175957,0.001,0.001,0.011515593005695851,0.011552813010587552,0.00015749199968231273,0.0010296120037866494,0.004290777280963743,0.0002204894972991614,0.0034572700116509984,0.0009997139523185167,0.0022908919946694303,0.004647401006507627,0.00014381600014053635,0.0009997139497943735,0.00098749299769507,0.00597716800764125,0.0002990981707528341,0.006990901833944677,0.005943349431930379,0.0013466531495518936,0.00729,0.0011638371570681318,0.0061261634242891095,0.0964774624938166,0.0035225307950160953,0.003
