milliseconds,x,y,v
0,0.10514567560099723,-0.0018259840824962378,0.9965900595928898
100,0.10595457123964898,0.00419027419237585,0.93775071856587
200,0.11271966911132131,0.004375259769715004,0.8886490211889485
300,0.12475743421818487,0.006501367991212389,0.8663052714838644
400,0.13033191373397668,0.010068304196131275,0.8185757504087009
500,0.13950617160905132,0.013368179474410807,0.7828373354841396
600,0.14621288321912407,0.01503579846357848,0.7243067676654235
700,0.15219200844678302,0.021161137330349068,0.7164897542047924
800,0.1522208898955673,0.018735510350160356,0.6954011117414928
900,0.161189217292065,0.026810185704359772,0.6250916289604478
1000,0.17188688726772594,0.030869789442861926,0.5986265586643714
1100,0.17882783378134767,0.03314189609261634,0.5814340732797016
1200,0.17488085290663413,0.03759248022858219,0.5749330432711773
1300,0.1905775707868169,0.036117603933785804,0.5372377376654344
1400,0.19937415495280267,0.03681494992840324,0.5246759873211824
1500,0.20331300000535626,0.045893748346005535,0.48445692653131095
1600,0.2008392676268695,0.04433249094769673,0.492786242543544
1700,0.2159948932400303,0.04653657709472791,0.4494012852999417
1800,0.21556814706391775,0.0535899450152032,0.45385331258905703
1900,0.2160478728980694,0.05233843069444188,0.4216264797587871
2000,0.23068799315567137,0.05723450365136062,0.413253911385356
2100,0.22322940583690204,0.06274228411916928,0.385484301264438
2200,0.23641116241512133,0.06840407014938939,0.36301067916648583
2300,0.24344077706090228,0.06697625993301258,0.36496632328248574
2400,0.2414517255933328,0.06923967402887851,0.3730506347436761
2500,0.24155368920172327,0.07546729905007978,0.33720860994313834
2600,0.2530485139586431,0.07910856056583379,0.33632388050606093
2700,0.25585098978038295,0.08092036575075176,0.30860552005849345
2800,0.2592867482684863,0.07761656422227885,0.3058149319470234
2900,0.26315007510597793,0.0861810393471525,0.32560138545044953
3000,0.26292785939015145,0.08973622278105302,0.32760618571729605
3100,0.26439412870260537,0.08667577609983607,0.30687751684688747
3200,0.2740719558370623,0.09350709878532724,0.3003660152948662
3300,0.2706405487797025,0.09084941579189662,0.2790959427817945
3400,0.27543053527868905,0.09421981173795937,0.2672227739316289
3500,0.2796979853664431,0.096238214651062,0.2711104101822608
3600,0.2816276209954498,0.10005735443023918,0.27041387451860943
3700,0.2960059857701063,0.10394665548470293,0.25728528927392386
3800,0.28800791232879935,0.10179291264771617,0.26556352809980743
3900,0.2976913494270903,0.10888914875829331,0.24815290269106546
4000,0.29365555375843644,0.11139402584442193,0.26725616512822237
4100,0.29980816779629593,0.10860830809392905,0.26828024708804166
4200,0.3040409725563474,0.11622469653305117,0.24073808742107877
4300,0.3137908658829237,0.11410902535369943,0.25089190253743016
4400,0.3130806923927096,0.11803555759159721,0.23661404756830817
4500,0.3100209955015486,0.11984248272531599,0.27484780250218127
4600,0.31463844989462775,0.12591547108127718,0.26920840474325297
4700,0.3226690028705668,0.12664117826297513,0.2713598360696107
4800,0.32603947844296094,0.12444308706865398,0.2613623271724409
4900,0.3197797298059666,0.13167161145895,0.2470156072248823
5000,0.3267708691004111,0.12969510481685886,0.2557414053915343
