milliseconds,D,CDK5,D_CDK5,D75,CK1,D_CK1,D137,PKA,D_PKA,D34,D34_CDK5,D34_CK1,PP2B,D34_PP2B,D34_75,D34_137,D75CK1,D75_PKA,PP2A,D75_PP2A,PP2AP,D75_PP2AP,D75_137,D137_CDK5,D137_PKA,D137_PP2C,PP2C,D34_75_CK1,D34_137_CDK5,D34_75_137,D75_137_PKA,D34_75_PP2B,D34_137_PP2B,D34_75_137_PP2B,D34_75_PP2A,D75_137_PP2A,D34_75_137_PP2A,D34_75_PP2AP,D75_137_PP2AP,D34_75_137_PP2AP,D34_137_PP2C,D75_137_PP2C,PDE,PP2Binactive,D34_75_137_PP2C,CK1P,CK1P_PP2B,PDE_PKA,PDEP,PP2A_PKA,Ca,PP2BinactiveCa2,R2C2,cAMP,cAMP_R2C2,cAMP2_R2C2,cAMP3_R2C2,cAMP4_R2C2,cAMP4_R2C,cAMP4_R2,cAMP_PDE,AMP,cAMP_PDEP,PP2ACa,D34_75_PP2ACa,D34_75_137_PP2ACa,D75_PP2ACa,D75_137_PP2ACa,D34_75_PP2APCa,PP2APCa,D34_75_137_PP2APCa,D75_PP2APCa,D75_137_PP2APCa,PP2ACa_PKA
0,-2.9393976406698263e-05,-5.334256562433066e-05,-9.270583039670804e-06,7.396976427319246e-05,2.8982338363754846e-05,-1.125331670429038e-06,-0.00010749850858347257,0.0,0.0,-2.1142619414126016e-20,3.915310865061037e-21,-3.814556357811809e-21,2.253038355409568e-06,0.0,6.1013541494311e-21,-9.004621465713937e-21,-2.5514001959398152e-05,0.0,-1.4644973605392393e-05,-3.852543191984695e-06,0.0,0.0,-0.00018083213951079728,2.095014843073309e-07,0.0,5.081297404749113e-06,3.0346484899297426e-05,-1.1362217787268671e-21,1.047339913484787e-21,-8.181941039181407e-21,0.0,0.0,0.0,0.0,5.16223947292137e-22,-8.552901409841947e-06,-1.0594041646303986e-23,0.0,0.0,0.0,9.2351365322467e-22,1.1165898933934344e-05,2e-06,-1.1835402455336417e-06,1.2872038537822405e-22,0.0007412394917755676,-1.1227141738695619e-07,0.0,0.0,0.0,1.4422892500600343e-07,-1.7020232610319435e-06,6.639999999999999e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2450011957614803e-08,0.0,0.0,3.0959590018286985e-09,2.246525751789624e-09,0.0,0.0,0.0,0.0,0.0,0.0
100,-2.9204457603682994e-05,4.488735841547216e-05,1.823174214377812e-05,-6.289404898381001e-05,-1.7587180015889994e-05,-9.141958522181768e-07,-3.250321212553191e-05,0.0,0.0,1.0088614135611886e-19,-1.1122766859067952e-20,-3.520608477608605e-21,1.0194280026054774e-05,0.0,-1.4877834085689012e-20,1.4794715825535228e-20,2.335903106493354e-05,0.0,5.854487724654225e-06,6.462242807505721e-06,0.0,0.0,0.0003098488475528629,2.6535408076292984e-07,0.0,-3.4561343344719626e-06,-1.3049759307876454e-05,1.4143064434234782e-22,1.989885142961022e-21,5.227160268124451e-21,0.0,0.0,0.0,0.0,6.701483897017264e-22,-7.480536560161838e-06,-4.5650157088946897e-23,0.0,0.0,0.0,1.8015125301538324e-21,5.084138270864094e-06,2e-06,2.3512004302723974e-06,-1.036139510984287e-21,0.0005038138479462403,5.531638544895126e-07,0.0,0.0,0.0,-1.094299687355867e-07,8.309662367171762e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3152091285939058e-08,0.0,0.0,-3.5745930155598466e-09,-2.683410699472242e-10,0.0,0.0,0.0,0.0,0.0,0.0
200,2.3519728036886216e-05,2.1931428622519917e-05,3.719498649676198e-05,0.0003190121955473268,-7.619943681023387e-06,1.1002073571137887e-06,-8.447390429747371e-05,0.0,0.0,-5.497505875198304e-20,8.195322761126385e-21,1.2750441595598843e-21,2.8894367837874556e-06,0.0,-1.8540676561818843e-21,1.5337018959580524e-20,3.06594638562828e-06,0.0,-8.938703107679666e-06,5.053833823497634e-06,0.0,0.0,0.0003107631348105021,7.072872710083905e-06,0.0,5.402221201369992e-06,-2.3636157955394286e-06,-1.1737951085344109e-23,-1.103384763921841e-21,-7.685369430037741e-21,0.0,0.0,0.0,0.0,-2.6224688858327758e-22,9.467483192043959e-06,8.88597635963081e-23,0.0,0.0,0.0,1.7898079275266004e-21,9.38716099424464e-06,2e-06,-9.147756248989164e-07,-1.12239874275726e-21,0.000772431988574681,-5.794315233695807e-07,0.0,0.0,0.0,3.978782737871769e-08,4.048014094510035e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0187270589884264e-08,0.0,0.0,3.932932127259592e-09,1.8876758185152847e-09,0.0,0.0,0.0,0.0,0.0,0.0
300,3.199604214216381e-05,-1.8728409735293187e-05,-3.0062628041598346e-05,-0.00023532219372534305,-7.531316420939978e-06,3.526039528662195e-07,-4.144673320320881e-05,0.0,0.0,1.0526804002189486e-19,6.539031176962628e-21,1.6098561351066787e-21,4.965386132923208e-06,0.0,-3.283940868095399e-20,-2.845607210194845e-20,9.162283835536561e-06,0.0,1.454215907455873e-05,-4.5773001476928804e-07,0.0,0.0,-0.00036768194796327853,1.427117010572418e-05,0.0,-2.200412600739183e-06,-1.6924410199851492e-05,6.851124195469476e-22,-1.3110211888292758e-21,6.57528870177857e-21,0.0,0.0,0.0,0.0,3.2236990928011375e-22,-8.160592702487306e-06,1.1371634666476486e-22,0.0,0.0,0.0,-1.0599525551210078e-21,-3.051594750866787e-06,2e-06,2.875458416921745e-06,8.441668105692551e-22,0.00013152833305314212,3.463988653651587e-07,0.0,0.0,0.0,2.654932142514516e-07,1.92643226632572e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.640637872555864e-09,0.0,0.0,-1.5056137976749141e-09,5.502202539360303e-10,0.0,0.0,0.0,0.0,0.0,0.0
400,-1.9406830676856805e-05,-5.214466776655876e-06,7.428383948465913e-07,-0.00025928821955916457,1.228901059248747e-05,-1.1283714340757523e-06,-6.147021958375842e-05,0.0,0.0,2.3349795502721026e-20,-3.583111030885657e-21,-3.881290322810928e-21,-5.7331464076057655e-06,0.0,-2.298477457153186e-20,-7.419830172325729e-21,-1.3518310614746987e-05,0.0,1.4441796271000904e-05,1.957969166071232e-06,0.0,0.0,-0.00018097319092485602,-1.877037985066819e-05,0.0,-1.342825039795173e-07,1.3215529439086676e-05,1.1143779830856333e-21,1.6686123039219917e-21,-1.1280038245373554e-23,0.0,0.0,0.0,0.0,2.511633161996698e-22,2.7978328065161873e-06,5.068091262137416e-24,0.0,0.0,0.0,-1.9888548487396748e-22,-1.3287091478887912e-05,2e-06,-1.113565328601343e-06,7.58969046531246e-22,-0.0006167112647366618,2.0205364945340103e-07,0.0,0.0,0.0,-1.5953210623573286e-07,-2.226308722867603e-06,6.639999999999999e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.778797043822014e-09,0.0,0.0,5.613482945840969e-10,-1.8106299310190316e-09,0.0,0.0,0.0,0.0,0.0,0.0
500,-3.0660090090021395e-06,-5.011151142019627e-05,-6.255951992129894e-06,0.00023372588310712348,-1.9017643450371772e-05,-1.0907693455063754e-06,-6.1030839045297335e-05,0.0,0.0,-3.9232846133006126e-20,-3.1350374019817687e-21,-5.191238693699357e-22,-6.37977945805777e-06,0.0,-2.146616806298126e-20,-2.736814274193064e-20,3.513969033315331e-05,0.0,1.6047026932693615e-05,9.776477394549793e-07,0.0,0.0,0.0002619738693268574,1.0295801667505844e-05,0.0,-8.002947949332045e-07,1.190783167503901e-05,9.185467455001763e-22,-1.1590920939045656e-21,-2.4244089529000632e-21,0.0,0.0,0.0,0.0,-2.656335808186864e-22,-4.952001771032507e-06,4.201768026929179e-23,0.0,0.0,0.0,-2.4693887039214514e-22,3.0277299569536287e-06,2e-06,3.757298431417422e-06,8.298369261175011e-22,0.0007752407604580437,2.4622239380308686e-07,0.0,0.0,0.0,-1.7738739884898074e-07,-6.946537489815232e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2211899637994035e-08,0.0,0.0,4.634180737870447e-09,2.99285054964271e-09,0.0,0.0,0.0,0.0,0.0,0.0
600,3.0999949474985775e-06,2.9632563564090916e-05,3.421136486682426e-05,-0.00031673625984435423,2.6232489586748555e-05,9.871088738757306e-07,1.5270584787504124e-05,0.0,0.0,7.35402040071931e-20,-3.9952314714296394e-21,-2.097515206444354e-21,9.036036544516783e-06,0.0,-2.754498983371948e-20,2.9693797751889445e-20,2.2210167382514122e-05,0.0,-1.4499935881052037e-05,2.8021579133057896e-06,0.0,0.0,-0.0001980865593698694,-3.5317720013586488e-06,0.0,4.4348337297211225e-06,1.0673134822343716e-06,1.1824327251638373e-21,1.344755398837579e-21,-1.8107157799651673e-21,0.0,0.0,0.0,0.0,4.856710505955951e-22,5.010809634194173e-06,2.3659329175879478e-23,0.0,0.0,0.0,-1.6680447815777006e-21,6.285148579444347e-06,2e-06,-1.0244095287868086e-06,6.484150084218996e-22,-2.6270938244293047e-05,3.851019054476331e-07,0.0,0.0,0.0,3.9908491254530454e-07,-6.478911093661787e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5417163335016417e-08,0.0,0.0,-3.541536083835936e-10,-2.66455155658347e-09,0.0,0.0,0.0,0.0,0.0,0.0
700,3.1934116287351137e-06,1.6065313937551973e-05,7.485102953900219e-06,-7.665856912425782e-05,-1.50366883224691e-05,-1.093453745423504e-06,-0.0001316722418834432,0.0,0.0,3.62829887729209e-20,2.7424998987566552e-21,-2.9424005517433415e-21,5.2976184365198684e-06,0.0,1.6028261139080836e-20,-1.5434968312592517e-20,4.355927466721524e-06,0.0,1.6741818222257016e-05,1.780367839669417e-06,0.0,0.0,-0.00021720958170745792,1.4293756531932442e-05,0.0,4.9415584434296765e-06,-2.7509849338826443e-05,-6.116675744946817e-22,-2.0422002361700768e-21,4.676968803776717e-21,0.0,0.0,0.0,0.0,1.6992506612297391e-23,-6.417721799632295e-06,-1.2528733264420618e-22,0.0,0.0,0.0,1.4532944633276915e-21,-1.6646352762015355e-05,2e-06,-2.1980036706793258e-07,9.448769002601052e-22,0.0008110782280882238,5.372897964257054e-07,0.0,0.0,0.0,-8.838822905481044e-08,5.4494127478795425e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.996773996158929e-08,0.0,0.0,-3.5217988709526963e-09,2.5603755182901826e-09,0.0,0.0,0.0,0.0,0.0,0.0
800,2.1302651872617748e-05,5.846860353336651e-05,-1.6832834451980845e-05,0.00017063082183103558,-2.7943487590855922e-05,-1.9323839348698193e-06,8.544787610877977e-05,0.0,0.0,9.124584317863372e-20,-8.830431864248827e-21,-2.745762031831772e-22,1.1126653123047338e-06,0.0,-1.0012586079481806e-20,-2.2270165720239705e-20,-3.2251827718193984e-06,0.0,-3.308313899220124e-06,-4.985223092920199e-06,0.0,0.0,0.00028494930544052286,2.2944838915639263e-05,0.0,3.2692952096550064e-06,-1.307590860667716e-05,3.585660363712935e-22,9.549431850474411e-23,5.585233472200454e-21,0.0,0.0,0.0,0.0,5.744723418001009e-22,-1.6736634326335828e-07,-9.467718421591726e-24,0.0,0.0,0.0,-1.5938388173653861e-21,2.29977395207711e-05,2e-06,2.860651433761685e-06,3.58253631699907e-22,-0.0001628421064588184,-2.0905437885821644e-07,0.0,0.0,0.0,-1.9699438191210988e-08,-2.800061586883399e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2938290683480346e-09,0.0,0.0,3.279314790849005e-10,-8.298722852377935e-10,0.0,0.0,0.0,0.0,0.0,0.0
900,4.920060529952298e-05,3.158719487616454e-05,-2.8533572219846948e-05,0.0003420964143595291,-1.0019209085356139e-05,-1.927432057930482e-06,0.00014940144427004156,0.0,0.0,-9.050006485228828e-20,-5.310231212659881e-21,1.0642333480686362e-21,-1.8845855114794649e-06,0.0,7.112916319445518e-21,5.860221684216897e-21,2.7104517210713473e-05,0.0,-1.6386608486524563e-05,-3.5429816275809504e-06,0.0,0.0,-2.720289149812193e-05,-2.055219388890678e-05,0.0,5.139852629206071e-06,2.252484119629634e-05,1.137576309136402e-21,-1.3907542101283662e-21,-1.9469481182143734e-21,0.0,0.0,0.0,0.0,-6.813171597275727e-22,6.430734617513434e-06,9.62774613089513e-23,0.0,0.0,0.0,-1.2614070484766869e-21,-6.298985791711215e-06,2e-06,2.2118309526744515e-06,-1.3342629316309232e-21,0.0008930186460875411,6.68339109573028e-07,0.0,0.0,0.0,1.5709415606548684e-07,9.230712356202195e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.300647282512638e-09,0.0,0.0,-4.364544458260583e-09,-4.685395527881719e-10,0.0,0.0,0.0,0.0,0.0,0.0
