milliseconds,D,CDK5,D_CDK5,D75,CK1,D_CK1,D137,PKA,D_PKA,D34,D34_CDK5,D34_CK1,PP2B,D34_PP2B,D34_75,D34_137,D75CK1,D75_PKA,PP2A,D75_PP2A,PP2AP,D75_PP2AP,D75_137,D137_CDK5,D137_PKA,D137_PP2C,PP2C,D34_75_CK1,D34_137_CDK5,D34_75_137,D75_137_PKA,D34_75_PP2B,D34_137_PP2B,D34_75_137_PP2B,D34_75_PP2A,D75_137_PP2A,D34_75_137_PP2A,D34_75_PP2AP,D75_137_PP2AP,D34_75_137_PP2AP,D34_137_PP2C,D75_137_PP2C,PDE,PP2Binactive,D34_75_137_PP2C,CK1P,CK1P_PP2B,PDE_PKA,PDEP,PP2A_PKA,Ca,PP2BinactiveCa2,R2C2,cAMP,cAMP_R2C2,cAMP2_R2C2,cAMP3_R2C2,cAMP4_R2C2,cAMP4_R2C,cAMP4_R2,cAMP_PDE,AMP,cAMP_PDEP,PP2ACa,D34_75_PP2ACa,D34_75_137_PP2ACa,D75_PP2ACa,D75_137_PP2ACa,D34_75_PP2APCa,PP2APCa,D34_75_137_PP2APCa,D75_PP2APCa,D75_137_PP2APCa,PP2ACa_PKA
0,4.4077312393985346e-05,-6.0493482768681346e-05,1.973808163266595e-05,0.00019022465304511436,2.2825168326206234e-05,-1.011312084669998e-06,-2.6163519519370106e-05,0.0,0.0,-4.6858623733149245e-20,-2.9781832232008063e-21,3.159759730550746e-21,8.534192636163638e-06,0.0,-3.227770576539106e-20,5.183388803380848e-21,8.828013549415737e-06,0.0,-1.1026117910210557e-05,-3.582262370801963e-06,0.0,0.0,-0.00032470890627745276,-2.2567314826004485e-05,0.0,-4.465191831320054e-06,1.5048162836704206e-05,1.2011150053377606e-21,-2.0096219542710397e-21,5.753422410016582e-21,0.0,0.0,0.0,0.0,6.193736800079732e-22,-7.224886190195389e-06,6.207546085992709e-23,0.0,0.0,0.0,-4.0528633257825335e-22,-2.2093236203115857e-05,2e-06,-1.261655929504548e-06,8.172188955674917e-22,-0.00013814084432088635,3.402920391161204e-07,0.0,0.0,0.0,-3.197506067448539e-07,-3.7488914689446537e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.319689086583469e-09,0.0,0.0,-4.08491375094476e-09,1.9171411024956934e-09,0.0,0.0,0.0,0.0,0.0,0.0
100,2.030002388603206e-05,-6.038058762267096e-05,-2.1571811653602924e-05,0.00023010783102422758,-1.782572942524682e-05,1.3121917956065416e-06,-0.00014452640324962747,0.0,0.0,1.0859190591243694e-19,-4.0062260706024684e-21,4.049756661765678e-21,9.618378974121577e-06,0.0,-2.864607631184728e-20,-2.5474141239166696e-20,3.4929267988770854e-05,0.0,-1.2124784196235576e-05,4.1451227301802795e-06,0.0,0.0,-0.00015898461907369049,2.1704233557966198e-05,0.0,1.4617769728518765e-06,-2.700907867222094e-06,1.3683284264979668e-21,2.1131201446697524e-21,2.3466082466834638e-21,0.0,0.0,0.0,0.0,-2.35042268192369e-22,3.3460065902326107e-06,-2.6327596158620715e-23,0.0,0.0,0.0,-3.5531455876493767e-22,2.5781541269566805e-05,2e-06,-1.4595861339895924e-06,1.2450929492235646e-21,-0.0010463867659430124,-3.598466928616374e-07,0.0,0.0,0.0,-3.986584150620567e-07,3.714086763712729e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7150567045941906e-08,0.0,0.0,4.184445267972554e-09,5.662508434237263e-10,0.0,0.0,0.0,0.0,0.0,0.0
200,3.9758472384175675e-05,1.668321838910291e-05,-3.163324266914947e-05,-8.951865155594564e-05,-2.4430111255342448e-05,5.082855175534936e-07,-0.0001055555205935499,0.0,0.0,9.120022071996852e-20,6.780282574713668e-21,-4.3338574797499615e-21,-1.1036826701861141e-05,0.0,-4.99743513833558e-21,2.2197712953090955e-20,1.3330730550699014e-05,0.0,7.797065902453816e-06,6.306737274036686e-06,0.0,0.0,0.00019508665233155137,1.8875122209212383e-05,0.0,1.7893491150032758e-06,-2.414087546630045e-05,2.0883156352659686e-22,1.4096546576974155e-21,3.517659821492371e-21,0.0,0.0,0.0,0.0,3.5508706218858416e-22,-1.4240906080146972e-06,-1.292568773518164e-22,0.0,0.0,0.0,-1.4087956064715086e-21,-2.459748894046069e-05,2e-06,3.726247157773751e-06,-5.766401292792403e-22,0.000946284893810346,4.3516627679822007e-07,0.0,0.0,0.0,4.311601857480619e-07,5.582384703822385e-06,6.640000000000001e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.729459046469948e-09,0.0,0.0,-4.820643817705696e-09,1.9141654121978733e-09,0.0,0.0,0.0,0.0,0.0,0.0
300,-3.915212730040355e-06,9.1082681893878e-06,-3.694428023318978e-05,-0.0002424535423401958,-2.1127129276538858e-05,2.5171593767237455e-07,-7.644993232020883e-05,0.0,0.0,-4.4835036193064974e-20,9.493562041770536e-21,-1.0854406150171133e-21,2.5343833280651655e-06,0.0,9.262412271747386e-21,2.7242676997479517e-20,2.3788193593862637e-05,0.0,6.380971217225191e-07,-4.631094109351519e-06,0.0,0.0,-0.00030557576413401815,2.6413541712222693e-05,0.0,3.1628350026789254e-06,3.502776729937156e-06,-1.3374910213164028e-21,-4.441023493999709e-22,-4.8849535236872034e-21,0.0,0.0,0.0,0.0,5.39509292767525e-23,1.4860419165664078e-06,-1.0779108966918966e-22,0.0,0.0,0.0,-9.34818602945166e-22,-8.295119675505208e-06,2e-06,3.2378921973749196e-06,-8.680342114409706e-22,0.0008706201539982081,-5.336209815414917e-07,0.0,0.0,0.0,3.1834111343144215e-07,2.404753636277501e-06,6.640000000000001e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.248216465399026e-09,0.0,0.0,-1.7634081675528115e-09,1.0617123930003978e-11,0.0,0.0,0.0,0.0,0.0,0.0
400,-1.4772319175720035e-05,-3.441845771566823e-05,3.6985616496629895e-05,-0.0002125050328861069,6.277523384951952e-06,-9.748351439675548e-07,4.564882236596003e-05,0.0,0.0,6.034225440578938e-20,-4.967949583599508e-22,-3.960442700280185e-21,-3.047782395634579e-06,0.0,-3.1836279623788645e-20,-1.0887411303338126e-20,9.612361601420001e-06,0.0,-3.614074117508946e-06,6.345631644775361e-06,0.0,0.0,0.00032449644661685897,-4.160605710831e-06,0.0,4.1456597657935035e-06,-2.2940105748908437e-05,1.5688427017981755e-23,6.427676921894873e-23,-2.485419797723388e-21,0.0,0.0,0.0,0.0,3.0577099344260063e-22,-8.143370495385964e-06,-3.5647678785549985e-23,0.0,0.0,0.0,-1.2260128397722857e-21,-8.403386768857688e-06,2e-06,-2.51865942931604e-06,2.220540305921981e-22,0.000786849649104379,-2.1736976616284245e-07,0.0,0.0,0.0,4.30125805331312e-07,5.277098667818652e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.477764264848629e-09,0.0,0.0,4.008197372105514e-09,-5.227412482193458e-10,0.0,0.0,0.0,0.0,0.0,0.0
500,-9.708147303191267e-06,-2.7259658327036684e-05,-2.533408971187177e-05,-8.55330287014872e-05,2.3621345689419128e-06,-1.1643147540544364e-06,-0.0001277328518207225,0.0,0.0,-5.3756665745642605e-20,-1.0964351698797662e-20,3.3107032425755406e-21,3.370262058278912e-06,0.0,2.939138943143464e-20,-1.8680478019821014e-20,8.983080878788274e-06,0.0,-9.874895487690048e-06,2.682993257865335e-06,0.0,0.0,-0.0001652041567814973,1.2835894120834517e-05,0.0,-1.255637351836693e-06,2.5667364515207596e-05,-4.176468203675484e-22,-1.2918613054483342e-21,1.153730968855008e-21,0.0,0.0,0.0,0.0,-5.998662767032654e-22,4.285144786499519e-06,-6.645743234992805e-23,0.0,0.0,0.0,-6.229606433819841e-22,2.516689139260629e-05,2e-06,1.8300404812017199e-06,-6.3013240037469725e-22,-0.0010933137183824497,-3.598821577954246e-07,0.0,0.0,0.0,1.3905918822692608e-07,-3.10750239323127e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.085510585610163e-09,0.0,0.0,-2.0012959145232596e-09,1.4104814793395588e-09,0.0,0.0,0.0,0.0,0.0,0.0
600,6.343431108310806e-05,-3.215221104398124e-05,7.870207664533667e-06,-0.00016888534192614727,-8.437968590562845e-06,3.5103390745249927e-08,0.00011996929113873289,0.0,0.0,3.916082166166521e-20,9.254964177317188e-21,1.3963794671165125e-21,-7.23352935384646e-06,0.0,2.5120953067070984e-21,-1.0882415867061897e-21,2.461905373717363e-05,0.0,-6.214763959383842e-06,7.264488231778576e-07,0.0,0.0,-0.00037718994870525904,2.066996787640825e-05,0.0,1.6800130301914994e-06,1.3711397703000362e-05,8.249784717222953e-22,-3.988173340713487e-22,2.1475671652934664e-21,0.0,0.0,0.0,0.0,-4.1235635627943253e-22,-6.905763528995515e-06,3.1264736104822537e-24,0.0,0.0,0.0,-6.0001370050554305e-22,8.987458479090854e-06,2e-06,-1.2059938756997012e-06,-6.293858874697966e-22,-0.00014779393754832181,-3.3841789443494546e-07,0.0,0.0,0.0,6.023746217219106e-08,-7.439531409519307e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.365365778218185e-09,0.0,0.0,-3.5385627211282458e-09,2.8970334166894013e-09,0.0,0.0,0.0,0.0,0.0,0.0
700,4.613611153850973e-05,3.2943085886789555e-05,5.684380789795488e-06,-5.444157266485165e-05,-1.4738381539620424e-05,4.5233131019711215e-08,0.0001226029562896194,0.0,0.0,-1.0564984585611127e-19,6.2477780399258615e-21,8.798545473007142e-22,-7.31798705694302e-06,0.0,3.286146690555584e-20,2.79169862476748e-20,3.503476686252758e-05,0.0,1.3884343094741209e-05,-6.16349393947111e-06,0.0,0.0,-0.00019539211280937023,2.7220091081147927e-05,0.0,-3.987861275260713e-06,1.1058590931433659e-05,-1.1514555319560011e-21,5.329722929993759e-22,4.067550290642005e-21,0.0,0.0,0.0,0.0,-2.4245420264018247e-24,3.967630775437057e-06,-7.720254628189362e-23,0.0,0.0,0.0,-3.0567526229021056e-22,1.1465407003370176e-05,2e-06,-1.952775062029714e-06,-8.171178410907822e-22,0.00032686285593608663,4.173749491975133e-07,0.0,0.0,0.0,8.93167998564243e-08,-5.194355229200706e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2463716734932214e-09,0.0,0.0,1.2591313792226501e-09,1.602261873263637e-09,0.0,0.0,0.0,0.0,0.0,0.0
800,-1.6408117038799845e-05,1.9921397497728514e-05,-1.8128956054816978e-06,-0.0002801966170928385,2.7570532092398485e-05,4.3796781933763096e-07,1.8132065261023573e-05,0.0,0.0,-4.8158220552315497e-20,5.938343210567496e-21,3.0853188991460887e-21,7.605815720718098e-06,0.0,1.0716158247486624e-20,-1.6002581300312285e-20,1.9885815956547893e-05,0.0,-8.03023005115468e-06,-3.6544511854553185e-06,0.0,0.0,-0.0004094153985128734,7.970040124283097e-06,0.0,-9.247251415169735e-07,7.750135360751911e-06,2.477480672444325e-22,1.8947100239205287e-22,-4.91922281006106e-22,0.0,0.0,0.0,0.0,-5.408344468114019e-23,-4.206521726772167e-06,4.549788300317513e-23,0.0,0.0,0.0,-2.0000325647381017e-22,-2.2479503475808922e-05,2e-06,-2.49571572022187e-06,9.236257498956757e-22,0.00021690497040155273,2.4987104409308016e-07,0.0,0.0,0.0,2.9122461352311234e-07,3.4991898456925275e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.549309390356159e-09,0.0,0.0,3.747657381887319e-09,-2.6094068766313303e-09,0.0,0.0,0.0,0.0,0.0,0.0
900,6.422054565260161e-05,2.5782078033686603e-05,-1.6281831795896093e-05,-0.00035507163099956764,3.949904690030868e-06,-1.921556039186106e-06,-7.674480065424265e-05,0.0,0.0,-1.5265091925797966e-21,-8.245977023432828e-21,2.8016077170528474e-21,3.1949269546712887e-06,0.0,-1.0142142520193574e-20,-1.8652686797411725e-20,1.1203498832536189e-07,0.0,1.7463815730332764e-05,-9.09667407220524e-07,0.0,0.0,-0.0003643679097682209,7.118830877111819e-06,0.0,-4.287364534025815e-06,-5.266025147934744e-06,3.2360215115434973e-22,8.316223967228607e-22,4.319649603312519e-21,0.0,0.0,0.0,0.0,-4.774841064459409e-22,-2.283770315480203e-06,-1.5787169429286644e-24,0.0,0.0,0.0,-4.9259022047859065e-22,-2.2390068925697324e-05,2e-06,-5.124875481505587e-07,-6.154392154696862e-22,0.0004419135403468792,3.4879782067104e-07,0.0,0.0,0.0,-5.07384068150568e-07,4.291483042908222e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5327053173758687e-08,0.0,0.0,-3.445939565959465e-09,-8.709952770889735e-10,0.0,0.0,0.0,0.0,0.0,0.0
