milliseconds,D,CDK5,D_CDK5,D75,CK1,D_CK1,D137,PKA,D_PKA,D34,D34_CDK5,D34_CK1,PP2B,D34_PP2B,D34_75,D34_137,D75CK1,D75_PKA,PP2A,D75_PP2A,PP2AP,D75_PP2AP,D75_137,D137_CDK5,D137_PKA,D137_PP2C,PP2C,D34_75_CK1,D34_137_CDK5,D34_75_137,D75_137_PKA,D34_75_PP2B,D34_137_PP2B,D34_75_137_PP2B,D34_75_PP2A,D75_137_PP2A,D34_75_137_PP2A,D34_75_PP2AP,D75_137_PP2AP,D34_75_137_PP2AP,D34_137_PP2C,D75_137_PP2C,PDE,PP2Binactive,D34_75_137_PP2C,CK1P,CK1P_PP2B,PDE_PKA,PDEP,PP2A_PKA,Ca,PP2BinactiveCa2,R2C2,cAMP,cAMP_R2C2,cAMP2_R2C2,cAMP3_R2C2,cAMP4_R2C2,cAMP4_R2C,cAMP4_R2,cAMP_PDE,AMP,cAMP_PDEP,PP2ACa,D34_75_PP2ACa,D34_75_137_PP2ACa,D75_PP2ACa,D75_137_PP2ACa,D34_75_PP2APCa,PP2APCa,D34_75_137_PP2APCa,D75_PP2APCa,D75_137_PP2APCa,PP2ACa_PKA
0,4.766467193809671e-05,-2.0314619598187775e-05,-1.588157436397263e-05,-0.0001945586769608741,-2.7901438837292076e-05,-3.6116110075337165e-07,1.055225103494714e-05,0.0,0.0,-2.955945888421343e-20,-1.0259289031408222e-20,2.4638908209086715e-21,-2.0808381805940908e-06,0.0,1.1148800491534852e-20,-2.6268221745085178e-20,-6.974534430431865e-06,0.0,1.1085780459933417e-05,-1.724328464573725e-06,0.0,0.0,1.0302199581786005e-05,3.5894242274091815e-06,0.0,-4.09480090441517e-06,-2.587552166025201e-05,8.887803037889432e-23,-1.6578015629945892e-21,-6.4584235192536694e-21,0.0,0.0,0.0,0.0,-5.286349110590536e-22,-1.835971834716651e-06,3.171791326135173e-23,0.0,0.0,0.0,9.00905339390292e-22,2.0379555162523787e-05,2e-06,-2.408224594249175e-06,4.452953272040751e-22,0.00047861816488786973,7.197423659834763e-07,0.0,0.0,0.0,-6.075217759645174e-08,-2.3710878151737447e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.011844868097454e-09,0.0,0.0,3.7005076237031034e-09,-2.6372148978245904e-09,0.0,0.0,0.0,0.0,0.0,0.0
100,3.854551724516864e-05,3.971198246319975e-05,3.234622761669001e-05,-0.000334325849194102,-4.984268166503644e-06,-4.837633059444413e-07,-0.00010823938762784333,0.0,0.0,-1.0020324781563795e-19,-2.8963280677377254e-23,-2.1174776759044385e-21,7.492919185695447e-06,0.0,-2.7259319738399527e-21,6.764474643604608e-21,-4.310937950362007e-06,0.0,1.3958638479450282e-05,6.7752429836584255e-06,0.0,0.0,0.00026299666467623917,-1.9273162197897976e-05,0.0,-3.1126096568777374e-06,2.533316607796043e-05,8.131435006299465e-22,-6.666245756006766e-22,-7.353264208667745e-21,0.0,0.0,0.0,0.0,2.1580210756527175e-22,-3.869703454282084e-07,7.995762126823189e-23,0.0,0.0,0.0,-1.2274181813720051e-21,-1.751234697105764e-05,2e-06,3.1157810268056853e-06,4.707059143111702e-22,-0.0010561405875477365,-6.348497597902475e-07,0.0,0.0,0.0,4.937033308722105e-07,3.0945432231550155e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.45994892796763e-09,0.0,0.0,-1.0937546766692518e-09,-6.823570051721015e-10,0.0,0.0,0.0,0.0,0.0,0.0
200,-4.2229382632913864e-05,-5.59469569599307e-05,1.6148223238383798e-05,0.0002227431185157207,-1.7670475697923952e-05,7.766410734412569e-07,0.0001486701692209372,0.0,0.0,4.845681968946441e-20,-1.0805631023453141e-20,-8.684484878751562e-22,-8.433750896938892e-06,0.0,-2.6018245833351518e-20,4.550725828195843e-21,-1.7989638506531952e-05,0.0,-4.754470104200027e-06,2.3849340088756033e-06,0.0,0.0,0.0003228013717861391,-2.2338210555419385e-05,0.0,2.761040288506764e-06,1.450556901011501e-05,1.5463447376726562e-22,-2.1646364329319994e-21,7.693717944004422e-21,0.0,0.0,0.0,0.0,5.76766330759766e-23,-9.645607328786615e-07,-1.7792636026203127e-23,0.0,0.0,0.0,-1.0883960582026407e-21,-1.3355485662153927e-05,2e-06,-1.9954388636265982e-07,-1.368600477366926e-21,0.0011869213265301663,-3.814106265331564e-08,0.0,0.0,0.0,-8.219710329870147e-08,7.672464231089468e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.544960955092977e-09,0.0,0.0,2.5425566435839646e-09,-8.548390706814327e-10,0.0,0.0,0.0,0.0,0.0,0.0
300,4.4035062673827155e-05,2.979921927872595e-05,-2.714453141815707e-05,0.00011969765537361185,2.6220633278220817e-05,2.762081828975976e-07,0.00010219235306059665,0.0,0.0,-7.931780585798817e-20,3.924020453709434e-21,-1.2363759886634565e-23,5.456508250071649e-06,0.0,2.4862295237488417e-20,2.791080510891035e-20,5.584769994687615e-06,0.0,1.7755388452258467e-06,1.6841887807954233e-06,0.0,0.0,-0.00019759554173479337,-2.586943551620745e-05,0.0,2.7598969698321137e-06,3.658896960508336e-06,-1.404990342556439e-21,1.7895342680462065e-21,3.58835177572446e-21,0.0,0.0,0.0,0.0,1.0810424972937156e-22,-4.0274862292083505e-06,1.5542776850383264e-23,0.0,0.0,0.0,-5.656497298758105e-23,2.050307988331266e-05,2e-06,-1.5652404613763558e-06,-2.507259267033892e-22,0.0011394330336225904,-8.19781826284189e-08,0.0,0.0,0.0,1.391843099805875e-07,-3.6885625701527015e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5636387323507542e-09,0.0,0.0,9.608921547728952e-10,1.6637523252461961e-09,0.0,0.0,0.0,0.0,0.0,0.0
400,3.6969260990006345e-05,-5.895998387904326e-05,-1.5761359104531485e-06,0.0001449447158496327,7.529503342814942e-06,7.72066585272935e-08,3.4848821542258746e-06,0.0,0.0,1.931520373837374e-20,-6.41664490984062e-21,3.239590945823401e-21,-2.5593478211070213e-06,0.0,3.2938744277324747e-20,7.084927331585375e-21,1.2091440314881759e-05,0.0,-1.4227258987445398e-05,4.594444213522193e-06,0.0,0.0,-0.0003071001975380496,-1.1005131137884249e-05,0.0,2.2955066958696073e-06,7.903040124740253e-06,2.1924599699781566e-22,1.9310326662927129e-22,1.9591827993467376e-21,0.0,0.0,0.0,0.0,6.819620476808424e-22,-6.8493488430106e-06,-8.607981527808447e-23,0.0,0.0,0.0,-9.907510063555668e-22,-1.3750787056759429e-05,2e-06,2.098342701875359e-07,-5.756298116644849e-22,5.73332962040996e-05,-6.425378753352518e-07,0.0,0.0,0.0,-1.7115430209588326e-07,6.660172292871024e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0041289801735045e-08,0.0,0.0,-5.291924863928836e-09,9.554493977480536e-10,0.0,0.0,0.0,0.0,0.0,0.0
500,3.7030705993728406e-05,-4.824197605638283e-05,-2.418110491565705e-05,-9.651980248918799e-05,-2.719922059921903e-05,-7.12822123055512e-08,-2.397973845566577e-06,0.0,0.0,-6.149359366919946e-20,6.308246387042298e-21,-8.348719224321983e-22,-3.646230121493404e-06,0.0,-1.0204263162314784e-20,-1.617210635523357e-21,4.915734426262981e-07,0.0,5.11075547510939e-08,-5.283415762342897e-06,0.0,0.0,0.0004265325447921291,9.590403944183227e-06,0.0,-1.7322883252507108e-06,2.433928497862614e-05,1.3161883092298588e-21,1.6249560256690687e-21,2.140035712277277e-21,0.0,0.0,0.0,0.0,-3.468322928118684e-22,1.2434134842258093e-07,2.949723179822941e-23,0.0,0.0,0.0,4.983449541606471e-22,1.3142240430613348e-05,2e-06,-5.526721637285808e-07,-3.8555723384627904e-22,0.00010185688105114572,6.763169338309227e-07,0.0,0.0,0.0,-4.710808705212814e-07,4.555197561880016e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5468537718624095e-08,0.0,0.0,-5.394592497153659e-09,1.425311072298756e-09,0.0,0.0,0.0,0.0,0.0,0.0
600,2.885514815356982e-05,-6.048013847830514e-05,-8.244357883435314e-06,0.00025780672529610607,-2.01797313835863e-05,-7.546221304809392e-07,4.339314908185742e-06,0.0,0.0,-1.0820149403970191e-19,-7.717854715705899e-21,-1.5597012691585658e-21,-5.269171658130612e-06,0.0,-1.65617473995948e-20,-3.863804310965096e-21,-1.9418754394950157e-05,0.0,1.6346370524805667e-05,1.3793407812930777e-06,0.0,0.0,0.00044913489996875107,3.179868150908318e-06,0.0,4.3461839836325905e-06,-2.0494644534033005e-05,-5.779912892435815e-22,-4.1565448939347004e-22,-6.3909332435237674e-21,0.0,0.0,0.0,0.0,4.682782795532231e-22,-1.4113074375319322e-06,8.271152554209115e-23,0.0,0.0,0.0,3.4293970686990806e-22,-2.1817426232546885e-05,2e-06,-1.5100439991750012e-06,1.3147677041608934e-21,-0.0007145928590783153,-4.017340309453411e-07,0.0,0.0,0.0,1.406380695066492e-07,-5.1543779925877646e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0175969875356076e-08,0.0,0.0,4.5515345874288884e-09,4.351487317472773e-10,0.0,0.0,0.0,0.0,0.0,0.0
700,1.1227406346095308e-05,-5.3554107569720834e-05,1.030080027887834e-05,0.00014195170117954116,-2.1794221298271444e-05,1.0787458168254947e-06,6.36388643051668e-05,0.0,0.0,8.918577201064115e-20,1.1108130328570221e-20,-3.747967392378113e-21,-3.2675196535090173e-06,0.0,2.4032459101446762e-20,2.13349895032851e-20,2.10252475279932e-05,0.0,-5.203230298588402e-06,1.0325328893787644e-06,0.0,0.0,-0.00036556073940423957,-2.0037995523236097e-05,0.0,-6.281051505331851e-07,-2.306959427568445e-05,-1.1529928294960156e-21,1.1414670948971463e-24,4.323587279795205e-22,0.0,0.0,0.0,0.0,5.30854197154728e-22,-6.5731986876842705e-06,1.8835000130610503e-23,0.0,0.0,0.0,-6.546029445956259e-22,-1.1351891149066365e-05,2e-06,2.8414170783553082e-06,8.137834081105698e-22,-0.0010090224214685318,-2.0270017707919794e-07,0.0,0.0,0.0,-3.1859558618641367e-07,-7.075381760508192e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1392945251140197e-08,0.0,0.0,4.563804479671039e-09,2.600397366708854e-09,0.0,0.0,0.0,0.0,0.0,0.0
800,3.922275440197437e-05,-2.452533392338741e-05,-1.1034506065748522e-05,0.00015507455421129562,-1.477540130690446e-05,-3.3966577517967024e-07,1.0515145273392993e-05,0.0,0.0,7.543239054440685e-21,-1.1482974729159011e-20,4.292840241919597e-21,-1.0173071565627289e-05,0.0,2.4506397763955346e-20,-2.132550801658657e-20,-1.9519902697698065e-05,0.0,5.912227039155078e-06,-4.866967327102239e-06,0.0,0.0,7.7445266996304e-05,2.5900305205572162e-05,0.0,3.085989673116306e-06,-3.0496618937821965e-05,1.3614178361095244e-21,-9.260697380162988e-22,-7.579366231510502e-23,0.0,0.0,0.0,0.0,-5.591291692506036e-22,6.973559715435032e-06,-6.882541703058293e-23,0.0,0.0,0.0,1.0980627845049852e-21,-2.4006336273982384e-05,2e-06,-2.6140474789630125e-06,2.9667398971839e-22,-0.0006466991575216592,1.9934656344328243e-07,0.0,0.0,0.0,-4.1416398932572235e-07,4.955630570953534e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.448586719993246e-09,0.0,0.0,6.0374533433634e-10,2.9048226207210624e-09,0.0,0.0,0.0,0.0,0.0,0.0
900,4.236187473371393e-05,1.3771968743583921e-05,1.4686707624306402e-05,-0.00031677623713836196,1.308015834342413e-05,-1.9742204572952986e-06,-9.061278939501403e-05,0.0,0.0,2.8907156512770824e-20,1.1130469126233828e-21,3.2902613640633792e-21,5.379612686189361e-06,0.0,2.1914885845929402e-20,1.6656562513182867e-20,1.5083389644054627e-05,0.0,1.1851484078984153e-05,5.0552118449321255e-06,0.0,0.0,-0.00013268678924383885,2.043728789068816e-05,0.0,-3.824671287369046e-06,-2.812052736573905e-05,-9.677894204933477e-24,1.2400589631919162e-21,2.594326917180957e-21,0.0,0.0,0.0,0.0,7.066470511616377e-22,6.621078660801126e-06,4.6216484493869864e-23,0.0,0.0,0.0,1.1786213813552243e-21,7.322591345308891e-07,2e-06,-2.9463953129390493e-06,-2.839474665465947e-23,0.00046455023033470773,-1.0291093260124282e-07,0.0,0.0,0.0,3.0462172668131016e-07,1.0350215682745648e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8919477107246324e-08,0.0,0.0,1.0411497467394474e-09,1.429612557838071e-09,0.0,0.0,0.0,0.0,0.0,0.0
