milliseconds,D,CDK5,D_CDK5,D75,CK1,D_CK1,D137,PKA,D_PKA,D34,D34_CDK5,D34_CK1,PP2B,D34_PP2B,D34_75,D34_137,D75CK1,D75_PKA,PP2A,D75_PP2A,PP2AP,D75_PP2AP,D75_137,D137_CDK5,D137_PKA,D137_PP2C,PP2C,D34_75_CK1,D34_137_CDK5,D34_75_137,D75_137_PKA,D34_75_PP2B,D34_137_PP2B,D34_75_137_PP2B,D34_75_PP2A,D75_137_PP2A,D34_75_137_PP2A,D34_75_PP2AP,D75_137_PP2AP,D34_75_137_PP2AP,D34_137_PP2C,D75_137_PP2C,PDE,PP2Binactive,D34_75_137_PP2C,CK1P,CK1P_PP2B,PDE_PKA,PDEP,PP2A_PKA,Ca,PP2BinactiveCa2,R2C2,cAMP,cAMP_R2C2,cAMP2_R2C2,cAMP3_R2C2,cAMP4_R2C2,cAMP4_R2C,cAMP4_R2,cAMP_PDE,AMP,cAMP_PDEP,PP2ACa,D34_75_PP2ACa,D34_75_137_PP2ACa,D75_PP2ACa,D75_137_PP2ACa,D34_75_PP2APCa,PP2APCa,D34_75_137_PP2APCa,D75_PP2APCa,D75_137_PP2APCa,PP2ACa_PKA
0,-2.6832411505938286e-05,4.88372984461627e-05,-3.695077459683658e-05,0.00016460573755812963,-2.4291887551157406e-06,9.425632219644047e-07,1.7423994209440895e-05,0.0,0.0,5.277518068639757e-21,6.101378697977876e-21,-4.625787655568576e-22,-5.27156107936667e-06,0.0,3.32057563212813e-20,1.726243808496788e-20,4.07260645743678e-06,0.0,-4.384598768826861e-06,-6.413688114994505e-06,0.0,0.0,-5.444617045041462e-07,1.3390979025775126e-05,0.0,1.1135503562864584e-06,-6.081671220887173e-06,-4.584254505672732e-22,-1.5458907470643662e-21,-1.0092926363924149e-21,0.0,0.0,0.0,0.0,4.784033185984603e-22,1.903017989734692e-06,-6.343316272976964e-23,0.0,0.0,0.0,1.7541551360925112e-21,1.8912827476862193e-06,2e-06,-1.3181044708104306e-06,-2.674817065450038e-22,-0.001105691757850343,5.643027090850077e-07,0.0,0.0,0.0,-1.5692385278925336e-07,-2.06383121102181e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.788393371059267e-09,0.0,0.0,-6.98260279635544e-10,9.109343675639984e-10,0.0,0.0,0.0,0.0,0.0,0.0
100,2.2652650185131923e-05,5.8425357847419344e-05,1.9057365181736237e-06,-0.00035501360671722637,2.73269463641823e-05,-1.3565495423948317e-06,-5.656952498511306e-05,0.0,0.0,5.8200251569388906e-21,6.785356147075374e-21,2.6553124250826166e-21,-6.1520977457920195e-06,0.0,-2.1610507487801583e-20,-1.6821430819550923e-20,7.659665233344048e-06,0.0,-1.549055590352407e-05,-6.046164442901327e-06,0.0,0.0,-0.00021552658772370915,-3.7341936499895296e-06,0.0,-1.6681922046113188e-06,1.9668496376570834e-05,6.902264715069404e-22,-8.82843672157065e-22,5.15324215324446e-22,0.0,0.0,0.0,0.0,-3.50316815907691e-22,7.875978351424123e-06,4.1942065862106144e-23,0.0,0.0,0.0,-2.7607369581857536e-22,-8.537027896169519e-06,2e-06,-1.0414472223065991e-06,-9.652032299180322e-22,-0.0009737451211314551,-6.830092751746895e-07,0.0,0.0,0.0,-1.6032141686386074e-07,6.942789576162667e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41245334986224e-08,0.0,0.0,3.8839358021072455e-09,-1.978527988002965e-09,0.0,0.0,0.0,0.0,0.0,0.0
200,-1.4061346305947961e-05,-3.523773553157081e-05,-4.22014669820903e-06,0.0001680878944201078,2.0903671412080596e-05,-1.3134123909177033e-06,-0.0001495347742639172,0.0,0.0,-7.038687197653763e-20,9.633310425793964e-23,2.1344845798726878e-21,-1.0263686819713553e-05,0.0,7.233127041766143e-21,-2.899321497517996e-20,-2.639492539028104e-06,0.0,8.155606175837323e-06,-5.1380456724630046e-06,0.0,0.0,0.0002583758312045296,7.007814062031711e-06,0.0,-4.616479816804076e-06,2.88674634604348e-05,-5.642456223206139e-22,-2.0943720924114046e-21,-6.7428015499129824e-21,0.0,0.0,0.0,0.0,-3.5135630438130973e-22,-6.67941880688456e-06,-3.345537837945361e-23,0.0,0.0,0.0,1.5090823925970582e-21,1.5331901702882987e-05,2e-06,3.0409333662045742e-06,4.719024936756331e-23,0.0006513501739503025,-6.698410007679877e-07,0.0,0.0,0.0,-2.828529989838777e-07,3.8814306856354636e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0814281521542398e-08,0.0,0.0,3.3668775909502077e-09,-1.558168984564114e-09,0.0,0.0,0.0,0.0,0.0,0.0
300,5.4876110489079015e-05,-3.896520962996476e-05,-2.40692120976597e-05,-0.00027069294169569137,2.5838242645758455e-05,1.59971642034475e-06,-0.00011576187914523838,0.0,0.0,2.3649484906579786e-20,-5.0906208399174e-21,3.999412983915462e-21,-1.123575979716779e-05,0.0,2.234846037897272e-20,4.700952151081406e-21,2.4776081331762012e-05,0.0,-1.9710419913113255e-06,-1.303308757259471e-06,0.0,0.0,0.0002976035766009379,1.284906562304344e-05,0.0,4.187158275728313e-06,-1.3828467646000419e-05,5.967911592783804e-22,2.872437149980901e-22,-3.8566638841581946e-21,0.0,0.0,0.0,0.0,5.518198845272697e-22,-2.3173991435927065e-07,-6.516001665000676e-24,0.0,0.0,0.0,3.0455983593336434e-22,1.696858957873348e-05,2e-06,8.742725483852679e-07,1.1940033175984878e-21,-0.0011552826151458922,6.681752181922879e-07,0.0,0.0,0.0,1.2614195908252057e-07,-5.615504357331249e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.854944262861153e-09,0.0,0.0,2.528693881717179e-09,2.218570029659668e-09,0.0,0.0,0.0,0.0,0.0,0.0
400,-1.8377556084926577e-05,-2.447037342178119e-05,7.387624052455681e-06,-0.0003244875742810143,1.7243642543203093e-05,1.0301688063690226e-06,-7.763514410259589e-05,0.0,0.0,-2.747121442459073e-20,-8.630965720434435e-21,3.604777353524693e-21,9.195308578181363e-06,0.0,1.5730709209676485e-20,4.6611100261623656e-21,1.8931517635751444e-05,0.0,-1.0715176236789686e-05,5.125402507034911e-06,0.0,0.0,-0.0003319173907820116,2.7210388635392306e-05,0.0,-8.378212950980485e-07,8.424718102083831e-06,1.096087391413352e-21,3.60096636465246e-23,4.494580976385655e-21,0.0,0.0,0.0,0.0,-8.176563205478548e-23,-2.872839356933642e-07,-2.051632127718421e-23,0.0,0.0,0.0,-1.0984070015940308e-21,2.1667500725436623e-05,2e-06,2.0681994967661445e-06,5.069725482789962e-22,0.00037127381686179265,-1.5872679819312822e-07,0.0,0.0,0.0,-1.4555694979633489e-07,-6.460811948272702e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.443802947878875e-09,0.0,0.0,4.834762319710313e-09,2.879036982774683e-09,0.0,0.0,0.0,0.0,0.0,0.0
500,-4.127479978649161e-05,1.4637667640212593e-05,-2.5736054451103805e-05,0.00027176667312379097,-1.0022945432561032e-05,-1.4813745124426564e-06,-3.45690009506981e-05,0.0,0.0,5.185136673308514e-20,1.2837132697231001e-21,-1.668081689811694e-21,8.47503584311623e-06,0.0,-1.246128662984141e-20,-1.1351245280058747e-20,2.429187948473469e-06,0.0,1.435986511690531e-06,6.055876401173626e-07,0.0,0.0,-0.0003321946871176525,2.157881643731174e-05,0.0,-2.349579525138019e-06,2.70243999288655e-05,-1.3014181937748258e-21,-1.295373746179697e-21,-1.1491353645388408e-21,0.0,0.0,0.0,0.0,-5.715225524484248e-22,-2.2999425679190665e-06,-1.196440820823843e-22,0.0,0.0,0.0,3.3967442589077525e-22,-7.737702903822004e-06,2e-06,-2.1994143828416237e-06,-9.76188679078339e-22,-0.0008646404551998675,2.4764683286683633e-07,0.0,0.0,0.0,-2.933532537489916e-07,7.643721009384033e-06,6.639999999999999e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6213967149957916e-09,0.0,0.0,-9.65288172482754e-10,-2.3798272952900737e-09,0.0,0.0,0.0,0.0,0.0,0.0
600,-4.281178668214986e-05,-5.7442125139423255e-05,3.286637783545796e-05,0.0002794768491911473,2.488137932147567e-05,-3.7266397250900657e-07,0.00010196989703710573,0.0,0.0,2.0180790983892235e-20,-1.563986677944026e-21,-8.200196133460884e-22,3.864590813346272e-06,0.0,2.346883889330799e-20,1.0822548690010944e-20,-2.461064275734748e-05,0.0,4.352914297001726e-06,5.126402952857567e-06,0.0,0.0,-0.00047675466195886356,9.233510928851308e-06,0.0,-2.99531988905527e-06,-2.3984211408003536e-05,1.1979089908748143e-21,-3.0845482518854824e-22,-1.2523137358742953e-21,0.0,0.0,0.0,0.0,-5.460904380162368e-22,2.277863455263113e-06,5.897706269829217e-23,0.0,0.0,0.0,1.8119739580893396e-21,-1.3802144299606627e-05,2e-06,2.2472118351659288e-06,-1.904813189397414e-22,0.0010695095376189786,2.1515546983289158e-07,0.0,0.0,0.0,-2.880790186919713e-07,-2.3081024317386835e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0535905483046826e-08,0.0,0.0,2.4971881419514292e-09,5.514862200540572e-10,0.0,0.0,0.0,0.0,0.0,0.0
700,-2.047015399437859e-05,-5.204366996756931e-05,-5.443711955109479e-06,-0.000290658839018583,1.1875705528556132e-06,5.49577076041421e-07,-0.00015895430347377456,0.0,0.0,1.890221071788502e-20,-5.705630420500408e-21,1.7544753040142342e-21,6.761191016327234e-06,0.0,-8.100928427741439e-22,1.2654568657156715e-22,-2.368283419985599e-05,0.0,-8.443963121199332e-06,3.449478628789015e-06,0.0,0.0,-6.212349707281156e-05,2.2728113829657424e-05,0.0,-9.419611927061775e-07,5.26364738549333e-06,1.1454346357248928e-21,2.0548927349636618e-21,-7.213247218130414e-21,0.0,0.0,0.0,0.0,-1.3061654644487022e-22,-6.840422091747076e-06,-3.153620088302376e-23,0.0,0.0,0.0,-8.399104813222706e-22,1.8326561370183047e-06,2e-06,-9.172887498714794e-07,-4.390525101030129e-24,0.0006536168492998344,1.27862218008863e-07,0.0,0.0,0.0,4.6163235582985507e-07,-6.153237959328457e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.454980169143602e-08,0.0,0.0,-6.057156098558005e-10,1.13926633880749e-09,0.0,0.0,0.0,0.0,0.0,0.0
800,3.351850537920013e-05,1.4955235132578886e-05,-1.0783618127070088e-06,0.00032682685583183753,-1.9940415529954685e-05,4.977324190230107e-07,9.952851370168036e-05,0.0,0.0,2.8503428267401346e-20,-1.1574590909433258e-20,8.630838924820207e-22,1.2701781123359444e-06,0.0,1.6625046550153992e-20,1.0077969404566172e-21,3.2285287328122524e-05,0.0,-6.539274669910495e-07,2.2189051916118406e-06,0.0,0.0,-0.00014202119615999004,6.010647014817123e-06,0.0,-1.9771896950172383e-06,2.2049106277356163e-05,1.2641944011575629e-21,1.047468506723278e-21,1.8754694721879423e-21,0.0,0.0,0.0,0.0,7.140257648484398e-22,-5.18915240386774e-06,-3.2558170533103524e-23,0.0,0.0,0.0,5.604272936047763e-23,2.2401873226740297e-05,2e-06,1.6596144760421786e-06,1.3837097071595126e-21,-0.0010700388026046136,2.492412610273262e-07,0.0,0.0,0.0,-3.1713363699387933e-07,-2.076346212081197e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.353263749470738e-09,0.0,0.0,-3.1566281046879182e-09,1.4390023308196044e-09,0.0,0.0,0.0,0.0,0.0,0.0
900,-4.298235960425625e-06,1.3277003240640515e-05,-2.1645242638800118e-05,0.00011639563310239007,-3.705103439544936e-06,-1.967197288031629e-06,-1.2209118289631922e-05,0.0,0.0,8.484768741783082e-21,2.4184806268814877e-22,-3.4279065390540836e-21,1.1985903608528195e-05,0.0,-2.529617942856017e-20,-1.6273952186378007e-20,3.1362090517094175e-05,0.0,-1.4977264315175657e-05,-9.129776219158206e-08,0.0,0.0,-0.000220152561265006,7.744927796344634e-06,0.0,6.634620839179468e-07,-1.7070366085429865e-05,-9.84405494488404e-22,1.7868210457388466e-21,6.569078234953141e-21,0.0,0.0,0.0,0.0,3.850152529582377e-22,-1.7176763576192355e-06,-3.251749469220402e-23,0.0,0.0,0.0,1.2306336721281178e-21,-1.4874066601029315e-07,2e-06,3.102913727820159e-06,-7.281329360176134e-22,-0.00034906265659327554,2.597928661592711e-07,0.0,0.0,0.0,-4.903108813490704e-07,-3.5109500915129524e-06,6.640000000000001e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4763367502254556e-08,0.0,0.0,-2.761168325711954e-09,-1.0974126132627584e-09,0.0,0.0,0.0,0.0,0.0,0.0
