milliseconds,D,CDK5,D_CDK5,D75,CK1,D_CK1,D137,PKA,D_PKA,D34,D34_CDK5,D34_CK1,PP2B,D34_PP2B,D34_75,D34_137,D75CK1,D75_PKA,PP2A,D75_PP2A,PP2AP,D75_PP2AP,D75_137,D137_CDK5,D137_PKA,D137_PP2C,PP2C,D34_75_CK1,D34_137_CDK5,D34_75_137,D75_137_PKA,D34_75_PP2B,D34_137_PP2B,D34_75_137_PP2B,D34_75_PP2A,D75_137_PP2A,D34_75_137_PP2A,D34_75_PP2AP,D75_137_PP2AP,D34_75_137_PP2AP,D34_137_PP2C,D75_137_PP2C,PDE,PP2Binactive,D34_75_137_PP2C,CK1P,CK1P_PP2B,PDE_PKA,PDEP,PP2A_PKA,Ca,PP2BinactiveCa2,R2C2,cAMP,cAMP_R2C2,cAMP2_R2C2,cAMP3_R2C2,cAMP4_R2C2,cAMP4_R2C,cAMP4_R2,cAMP_PDE,AMP,cAMP_PDEP,PP2ACa,D34_75_PP2ACa,D34_75_137_PP2ACa,D75_PP2ACa,D75_137_PP2ACa,D34_75_PP2APCa,PP2APCa,D34_75_137_PP2APCa,D75_PP2APCa,D75_137_PP2APCa,PP2ACa_PKA
0,-6.774675961812667e-06,-2.015805968235453e-05,2.980038259175014e-06,-0.000261099301336815,-1.8574062233923498e-05,-1.2021884564441622e-06,0.0001457190050498496,0.0,0.0,-5.355365628620847e-21,-4.7291603400213385e-21,-3.816090468073207e-21,-1.10788071598471e-05,0.0,1.971881867368111e-20,-2.2514307353809293e-20,-2.9217120259514456e-05,0.0,-4.412655735491335e-06,-5.95070581367243e-06,0.0,0.0,-0.0003809446665637901,1.7988305440760244e-05,0.0,-2.5003658887416122e-06,-1.6482195968976438e-05,1.5584169701356776e-22,4.520779907170943e-22,4.906516521678273e-22,0.0,0.0,0.0,0.0,-4.960071057863847e-22,2.8910197134166227e-06,-1.2594079186919146e-22,0.0,0.0,0.0,-1.54255989337848e-21,1.3843211542884934e-05,2e-06,2.622078751959964e-06,3.323633935506915e-22,-0.00072884387638609,1.2021086273439468e-07,0.0,0.0,0.0,-1.724641280725907e-07,5.718299021521716e-06,6.639999999999999e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0736588875391786e-08,0.0,0.0,-1.7815206621204075e-09,-1.838049539818016e-09,0.0,0.0,0.0,0.0,0.0,0.0
100,-3.5931091936193385e-05,-9.442848446883907e-06,1.4092349638467345e-05,-0.00016937421772288702,1.6879384856335855e-05,5.392614130604498e-07,0.00012142668031254118,0.0,0.0,-7.100882378723719e-20,1.1904803516726618e-20,1.549869568088711e-21,3.876408440880649e-06,0.0,2.39460759045319e-20,2.4271704453168118e-21,2.1511250743343424e-05,0.0,-9.862320817524671e-06,-3.558611395310617e-06,0.0,0.0,0.00023536881217365988,-1.2517834055755578e-05,0.0,3.521063208458217e-06,1.0307816640370139e-05,4.646324825670517e-22,8.652363862977903e-22,-7.846444858452257e-22,0.0,0.0,0.0,0.0,-6.035990853980213e-22,-7.171822569281394e-06,-6.04513016199207e-23,0.0,0.0,0.0,-1.3712563082597519e-21,-5.166143503222492e-06,2e-06,-2.9533672839127826e-06,-6.633767755745204e-22,-0.000706507429433067,-3.053122173933534e-07,0.0,0.0,0.0,-7.477687318991838e-08,1.0536280991313614e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.376378614887504e-09,0.0,0.0,1.9790048269996464e-09,1.644880179848856e-09,0.0,0.0,0.0,0.0,0.0,0.0
200,-6.6410081654590354e-06,3.367626407990805e-05,-2.6457339518534727e-05,8.776789333669648e-05,-2.8225929893696317e-05,9.770344070060386e-07,8.624697302495194e-05,0.0,0.0,-4.7182462201588856e-20,-1.6787474562013246e-23,3.2509239202780402e-21,-6.5718475192698745e-06,0.0,4.306715336057491e-21,2.452324894741265e-20,2.2311327765345113e-06,0.0,8.446954979312952e-06,-5.011264001996277e-06,0.0,0.0,0.0002712269406570652,2.33548673534001e-05,0.0,2.873095035989508e-06,2.4503983924152256e-05,-7.785607743629754e-22,1.231184590942489e-21,-4.055222960606517e-21,0.0,0.0,0.0,0.0,3.458411037758135e-22,-5.899472042907018e-06,6.534397052126893e-23,0.0,0.0,0.0,8.522954714721065e-22,-2.054435931523214e-05,2e-06,2.4892695536096744e-06,-4.484731221591989e-22,-0.000231771372545226,-6.746604932442625e-07,0.0,0.0,0.0,1.3019732360471804e-07,4.5724544708615325e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.793112125408579e-10,0.0,0.0,-1.0081281323230353e-09,-1.940405082621133e-09,0.0,0.0,0.0,0.0,0.0,0.0
300,-4.885260220683424e-05,-7.173408007527125e-06,2.4818102657612586e-05,-0.00030342898333462836,9.238938809833374e-06,1.2475884153819972e-06,7.3237654955230665e-06,0.0,0.0,8.579291588415706e-20,-6.364849528974457e-21,3.240694814741322e-22,-9.556398235009588e-06,0.0,-2.6975205641022465e-20,2.724524616125792e-20,-3.01749270655257e-05,0.0,6.409968870575512e-06,-5.4567047793366755e-06,0.0,0.0,0.0002720209930104717,1.3842678227234483e-05,0.0,-1.8173034155746955e-06,1.5683959133989184e-06,1.0300233629956611e-21,-1.3410869466372893e-21,2.237318019576654e-22,0.0,0.0,0.0,0.0,-4.1662350302921404e-22,8.06306805335234e-06,-3.586277760181162e-23,0.0,0.0,0.0,-3.0747383361410285e-22,-5.8179042768065885e-06,2e-06,8.327699710680251e-07,6.444298146630073e-22,0.00025811468557047717,-1.4391330441762053e-07,0.0,0.0,0.0,2.887470709684115e-07,6.545005648861347e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.269478481309948e-08,0.0,0.0,-1.3226160473180028e-09,-2.280426311170546e-09,0.0,0.0,0.0,0.0,0.0,0.0
400,-2.3110697164695068e-05,-4.9245027767393345e-05,-2.342198654010946e-05,3.3016770409585794e-05,-2.1350395076810402e-05,-1.0726908728606836e-06,-8.60045277207712e-05,0.0,0.0,2.710880444127469e-20,-1.8824603056176164e-21,-3.765443133371937e-22,-5.080059700560864e-06,0.0,2.1883539878049103e-20,1.594429703729833e-20,1.1867945646973845e-05,0.0,-4.757027841858384e-06,-3.8123224012906566e-06,0.0,0.0,0.0003201851298140896,-1.6211864864278214e-05,0.0,4.996653966739614e-06,1.043389067198004e-05,-8.327525409525672e-22,-8.444035031514482e-22,2.976594784594703e-21,0.0,0.0,0.0,0.0,5.069383400086274e-22,-4.502458528743996e-06,-4.117721991543081e-23,0.0,0.0,0.0,6.927135279278272e-22,8.604319553586606e-06,2e-06,-3.1133872060551657e-06,-5.567445746104689e-22,0.00012034637697992388,-2.18542940049836e-07,0.0,0.0,0.0,-5.417318549158542e-08,7.599723717773552e-07,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.083209621686448e-08,0.0,0.0,-2.3220460287040216e-09,-2.3221915259413856e-09,0.0,0.0,0.0,0.0,0.0,0.0
500,1.9388732023859882e-05,3.629876396638047e-05,-4.864178651631345e-06,-0.00034747643017494546,1.9755366179846414e-05,9.502824818077927e-07,-6.12463254698733e-05,0.0,0.0,-1.407355103349776e-20,-9.451567107892571e-21,-1.733120672516564e-21,9.623275560850543e-06,0.0,1.8318519778877506e-20,1.6823894489532597e-20,3.4462836214488823e-06,0.0,1.2385455150665107e-05,6.3631937720326686e-06,0.0,0.0,-0.0003590620210833361,2.3401741903084003e-05,0.0,1.2654706715002143e-06,3.1191962878462516e-05,-7.024372584992884e-22,-8.466823082342757e-22,-3.554546472336683e-21,0.0,0.0,0.0,0.0,1.4483000830268426e-22,2.4343199754645386e-06,2.9473201137333803e-23,0.0,0.0,0.0,1.6760038246069859e-21,-1.9000058488440166e-05,2e-06,-1.9270593748236696e-06,-1.0117242170185073e-22,-0.000638814449052826,3.083997292877599e-07,0.0,0.0,0.0,-4.816967248289658e-07,1.231867299060541e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.46712409693353e-09,0.0,0.0,-2.8767251350402032e-09,1.7278433092279195e-09,0.0,0.0,0.0,0.0,0.0,0.0
600,1.6119792561500647e-05,-4.644515166765328e-05,-2.081679441929407e-05,7.706245717934634e-05,-6.441220207435958e-06,5.346962982157582e-07,1.7490565229740884e-05,0.0,0.0,8.78462577886456e-20,-3.322335734175554e-21,1.2928774782259028e-21,-7.318272726507785e-06,0.0,2.0948109750420245e-20,2.2952569049084176e-20,-2.7187294211188112e-05,0.0,1.108299717972516e-05,4.613125672141584e-06,0.0,0.0,0.0003079643513653017,-1.0718574612206564e-05,0.0,2.7754800297767896e-06,-1.1442895899225418e-05,-3.2506242272582287e-22,-9.274279775081974e-22,-4.309518174676644e-21,0.0,0.0,0.0,0.0,-5.547407623567246e-22,-2.7964899879697786e-06,-9.701170825687311e-23,0.0,0.0,0.0,-1.5962599330790176e-22,-1.583605528342283e-05,2e-06,-1.1179333531806223e-06,-9.472184374278985e-22,0.0005387675506133531,8.572592448186387e-08,0.0,0.0,0.0,-4.999579014905382e-07,-3.25064777672814e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0455298979074967e-08,0.0,0.0,-3.4150490767778016e-09,8.719231006505134e-10,0.0,0.0,0.0,0.0,0.0,0.0
700,-3.257430823563384e-05,3.949217446726691e-05,2.0589094126595765e-05,0.00032660878628886555,-2.936689601785666e-05,-1.2043603629237774e-06,-9.812800325492193e-05,0.0,0.0,1.3916488013711553e-20,-5.775485447207198e-21,-2.1247781275314424e-21,1.284824348104331e-06,0.0,-3.1058852182934764e-20,2.1933212884036832e-20,-2.427858401496014e-05,0.0,1.3774076052720876e-06,4.324344697578016e-07,0.0,0.0,0.00039579941724368715,1.647497766257344e-05,0.0,-4.529505770053867e-06,-2.5906407875601426e-05,1.2579926129683703e-21,-3.4142087910978565e-22,6.7224926810649085e-21,0.0,0.0,0.0,0.0,-4.776503719709572e-22,-4.57508912620896e-06,-1.243011001876727e-22,0.0,0.0,0.0,-1.506345863873891e-22,-9.692548724449726e-06,2e-06,-1.2675073712064582e-06,-3.9901156601300097e-22,0.0010736288403943707,5.971950121935318e-07,0.0,0.0,0.0,2.175955272790309e-07,-3.6345831973884513e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0367994653712876e-08,0.0,0.0,2.6508371881250545e-09,-2.2510051727753314e-09,0.0,0.0,0.0,0.0,0.0,0.0
800,-8.363669441716645e-06,-2.9522594179523284e-05,2.192231824498254e-05,-0.00011874423521441786,-2.0591817034086708e-05,-9.573090676266366e-07,6.736110390642225e-05,0.0,0.0,-3.6516570895799783e-20,-8.964171568615969e-21,-3.514557586351271e-21,-5.342192553591064e-06,0.0,1.9612254311525973e-20,-2.2619055192144737e-20,-3.236483346683627e-06,0.0,-1.5263040514706803e-05,2.4628284505245226e-06,0.0,0.0,-0.0002218912083210724,-8.82069075304384e-06,0.0,1.384698821452136e-06,2.8021273845986718e-05,3.4949849826842616e-22,-7.63872754017734e-23,-4.3359238703198126e-21,0.0,0.0,0.0,0.0,2.7758092432811922e-22,-1.6972326550992008e-07,1.9110078772704228e-24,0.0,0.0,0.0,1.7382953551125914e-21,-2.0878664790898887e-05,2e-06,-1.5836006914218936e-06,-1.3892361618923018e-21,0.0005012547418601286,-3.9237766137143216e-07,0.0,0.0,0.0,7.546778460091197e-08,-6.940724296789343e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.062846937753091e-09,0.0,0.0,1.2170734203222902e-09,8.009117632716886e-10,0.0,0.0,0.0,0.0,0.0,0.0
900,-2.2437854702038215e-05,4.629605517763431e-06,-3.464334168986697e-05,-0.00017151020049249564,-2.565489001770629e-05,-2.1511470052541605e-06,3.904239636510182e-05,0.0,0.0,4.8334481919130674e-20,3.894618723190068e-21,-2.7824419451850163e-21,1.1975437250885603e-05,0.0,-1.0424981157373886e-21,8.451001525085166e-21,-9.738084868779304e-06,0.0,7.0954466268767666e-06,-3.6688321014739444e-06,0.0,0.0,-0.00018291026996183294,-2.0200392386353556e-05,0.0,2.5470254765135307e-06,-5.978922310226567e-07,-3.826459781765881e-22,9.702557962362992e-23,4.462714556780779e-21,0.0,0.0,0.0,0.0,8.090499871557176e-23,3.0003964930624174e-06,-7.835434605722897e-23,0.0,0.0,0.0,-4.9277065445913945e-22,5.7791599628706515e-06,2e-06,3.0247899570774774e-06,-1.1371586690656699e-21,-0.0002748540179821226,7.334559133254741e-07,0.0,0.0,0.0,2.5160001246381565e-07,5.832339446221422e-06,6.64e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7223014343175906e-09,0.0,0.0,-5.88682254782216e-10,7.865282112518746e-10,0.0,0.0,0.0,0.0,0.0,0.0
