miliseconds,P,D,I
0,0.02812210893917149,-0.028899927041193717,-0.00014297489044322922
100,-0.018296307330471613,0.031800761744727665,-0.0006842832342151253
200,0.05637855130305786,-0.03739419544780144,-0.0006471309542697033
300,0.003803189953317316,0.03749560055488433,0.00044884932152036873
400,0.008343717006289206,-0.0392369528063729,0.000347137454655551
500,0.056735599559876365,0.060804957556329774,0.0004005430875951276
600,0.07612906606582485,-0.0008682439375978582,0.00018713378383591997
700,0.11494723445694845,0.03934190440791359,0.0006178579341102752
800,0.17451361319460265,-0.026893622431069457,0.0001697992999603016
900,0.2333761923710537,-0.03339894450980716,0.00014443572821029507
1000,0.2870131171600423,0.04557175499592743,-0.0006339239911929443
1100,0.4317949144667185,0.08028345228329205,0.0003561690445170699
1200,0.5663698734012389,0.021019856530842387,-4.804311750532254e-05
1300,0.7067322845353594,0.056427536173289744,0.0006156475549254504
1400,0.9361590917434056,0.18455453560385238,-0.0005610819339873584
1500,1.199957796916418,0.237586428313042,-0.00016707568841315
1600,1.4576513821681263,0.2609088202980455,-0.0002875912908143718
1700,1.7611547748158531,0.4337100726559209,0.00013779996184998036
1800,1.9293846728249326,0.45356037589054743,-0.00026343338186436086
1900,2.170084533975633,0.594090577978035,-0.00011882735454159394
2000,2.408536475045744,0.641782014666946,0.000697806518958532
2100,2.54077458847096,0.7331592240065827,-0.0007254089448056028
2200,2.6115348580057307,0.9021289551896357,-0.0003406493295713117
2300,2.719594339029596,1.0564592559145305,-0.0007122622827511516
2400,2.689433914238816,1.1960710410887707,-0.0002654187572349192
2500,2.7894833680124367,1.3676722648674695,0.0004453389085713336
2600,2.802307987876746,1.4201179631893643,0.0006762201833873726
2700,2.741836918035078,1.6472990948770077,-0.00015354389881250589
2800,2.6927928802199776,1.796455997661123,1.1081858437434353e-05
2900,2.749414808438018,1.8251127278175292,0.0005060777976186527
3000,2.7026879619149398,2.0927923949442886,-0.0006920716557408268
3100,2.6168003941174467,2.185917244221792,-0.00029927741947321986
3200,2.638770818471505,2.300482446799047,0.000602577388479338
3300,2.576790705941249,2.4733260678421347,0.00018075499221498564
3400,2.4634767973881715,2.6263066072403145,-0.0007387149085280426
3500,2.467062270526645,2.6130293953409685,0.0005800824507622163
3600,2.4217801317008743,2.751123704476653,-0.0006077874560088293
3700,2.352408101345621,2.986939776730612,0.0005945867653466316
3800,2.2554554460647362,3.015123432567275,-0.00048036492428203914
3900,2.2669879381484597,3.0943605878446907,-0.00016206354287512885
4000,2.138563124021169,3.1942075943749555,0.0006011687928650976
4100,2.115174786508723,3.3552644679201724,-3.908740812521578e-05
4200,2.0073187308641254,3.4847765207999655,-0.00030158503999710545
4300,1.9947644818756092,3.5175510970928197,-0.0005166379109832708
4400,1.8947651009631266,3.7199627861860014,0.0006566664799301778
4500,1.812619674919371,3.697131129935344,0.0003302830110246338
4600,1.7297191018915226,3.8608880840185473,0.001693288942595498
4700,1.657081603512126,3.9073032742929104,0.003907764275813411
4800,1.499875251590662,3.9723881837006627,0.012440502074960693
4900,1.4049542320171435,4.013916453081733,0.03845994461686121
5000,1.3188124631744156,4.137943538996159,0.10652179269829334
