miliseconds,P,D,I
0,0.003335827429325212,-0.04891225694633519,-7.2048174012586415e-06
100,0.04940601259990229,0.009268678098432395,-0.0004400148535194669
200,0.04284931530471546,-0.06258690881348736,-4.413729493812481e-05
300,-0.014251116521035122,0.03002462306274298,-0.00010551493690316611
400,0.027124610279302616,-0.06435888923941102,0.0004834104004540884
500,0.07759856306311728,0.031796668845505735,0.00017794858197808696
600,0.10048070419607924,0.004363419592586573,0.00047440970843443895
700,0.158108697369636,-0.04435642660357008,3.9195890735416984e-05
800,0.16447378524749898,0.09499574333106178,-0.00012467440208253553
900,0.2425603435118512,-0.012616756470341065,0.00033306227039671025
1000,0.32102462014872296,0.010243052000791251,-0.0007624710918447641
1100,0.4296782860038596,0.1098084379794672,-0.0001328137258807806
1200,0.5713262756494766,0.15478767791065917,0.0002808878644979774
1300,0.7152462224536409,0.05222891517987642,-0.00023819507333895185
1400,0.9599112975182532,0.1630762300542253,-0.00018130636847317106
1500,1.2295292546869592,0.22509267701305774,0.0003675747464288049
1600,1.4803057030109867,0.2727561402073116,-0.00019174220105360482
1700,1.674239968337501,0.38304854074613004,-0.00015437703231436186
1800,1.9724479239832644,0.5124004123169995,-0.0005725308071067422
1900,2.1861576813495005,0.6351051302167119,0.00012622656483969567
2000,2.36989064140466,0.7444193668799555,0.000570830189856218
2100,2.5059255173013963,0.8172365476934632,0.0004897702993256553
2200,2.6326490837077943,0.8885242150241287,0.0004718967791875469
2300,2.687366600795705,1.0925918787257995,-0.0006740156731401337
2400,2.686158177768782,1.1635739903043947,-0.0005334927811053504
2500,2.7835923875840347,1.4014067005136646,-0.00036045429354768585
2600,2.719949870774406,1.4696710469625471,-0.00031468815861132273
2700,2.7725104355906156,1.592409878138498,0.0003536821295164358
2800,2.7351970503370358,1.800545942471335,-0.00025645984131496464
2900,2.659084428914664,1.9142910812708176,0.0006925412605801069
3000,2.6700352062296133,2.097849213549962,-0.0004308881404077342
3100,2.629496466709046,2.160064292744794,3.446852921104327e-05
3200,2.5471796631752484,2.3105627939896967,-0.0006053694947341824
3300,2.5837283906741746,2.4572041361840733,0.000660153758184729
3400,2.5077207639573285,2.483427564079138,-0.00023719732423462282
3500,2.433053237498354,2.7231932021574,0.00023922545606379372
3600,2.432075736492307,2.7573758287099963,0.00024354149134112545
3700,2.349431014132495,2.959791384034586,0.00017320910595308193
3800,2.3138918054592956,3.0972386865359307,-0.0004552443104827111
3900,2.185244069706013,3.2110376069855766,-0.0004174132981057412
4000,2.1425239562789193,3.2244302339745334,-0.00011928234976763142
4100,2.104584061753065,3.306360999677778,0.00023666939488751107
4200,1.9975992990988398,3.445064784323034,-0.000396524501296363
4300,1.9569789812616454,3.5557143314372897,-0.0005442323487882914
4400,1.9199070234731972,3.5885925981453903,-0.0007132929383843918
4500,1.7741318770458208,3.7222037796757683,-0.0003770026707101263
4600,1.6723186565530932,3.763138355568986,0.0003127384316482907
4700,1.6464637631034986,3.9078937584127473,0.0035951168939257865
4800,1.5151340423902233,3.9300354159610373,0.011864175673258655
4900,1.4604638987922116,3.9993886766427256,0.037125637602261535
5000,1.3396361082746866,4.173288314786896,0.10585515792445725
