milliseconds,pRB,pRBp,pRBpp,E2F,E2Fp,pRBc1,pRBc2,Cd,Mdi,Md,Mdp27,Ce,Mei,Me,Skp2,Mep27,Pei,Pe,Ca,Mai,Ma,Map27,p27,p27p,Cdh1i,Cdh1a,Pai,Pa,Cb,Mbi,Mb,Mbp27,Cdc20i,Cdc20a,Pbi,Pb,Wee1,Wee1p,Pol,Cdc45,Primer,Chk1,ATR,AP1,Mw
0,1.1373500977442295,0.18896897270799914,0.09953931269191486,0.12555131920271012,0.00103146694080049,0.08218684780696896,0.044379657007855844,0.010383788932231759,0.009945842866947746,0.00949198063052496,0.033487608761141,0.010022618215531423,0.00974677707118362,0.010030711031795687,0.011965021798860446,0.009661175415015209,0.011196246927399836,0.01853538679086902,0.009873361412889923,0.00992626455625334,0.009995079375666596,0.009564143708159818,0.5051943204765501,0.009670060420509488,0.009907928278307408,-0.01062534364647461,0.013984694873387986,0.00860428017669701,0.01063931129011292,0.010435802436019537,0.009964663388295034,0.009734992511477749,0.016327346590156736,0.00993083052648813,0.013934685797347053,0.09997082362550168,0.10060683988983556,0.012186709012626392,0.010066692038699497,0.009953834745209007,0.010149055195008232,0.010474280484512183,0.010159802094517096,-0.028975044056887007,0.0
100,2.8705261539803857,0.06744231221570676,0.0009218675590867377,0.44189661034569205,0.00042743803298315737,0.33339199760653465,0.020081988696600696,0.012126572985601282,0.0031043496702309833,0.016353538200019016,0.033756333957570085,0.0022993933445588227,0.016826171662592062,0.004531005256322389,0.18845830787966314,0.009949162300810067,0.08076443058104954,0.12069912688474452,0.008222803533501981,0.02217305946161707,0.0020444491809768796,0.008691900351789704,1.2856506821528126,0.011160551847438563,0.0003956166201874769,0.16553312062450204,0.11059497527034656,0.05969404116076883,0.04727186578847959,0.02223287110243587,0.003169167443292656,0.007911891633341004,0.15151566856951415,0.0020765958013876295,0.19603159405268736,0.05530364003927625,0.1025726859819285,0.07547671419513081,0.008038244665388364,0.0008139299318305536,0.010112162992969567,0.03161074144395731,0.008122757663490618,1.4682696863688072,0.0
200,5.520160096753464,-0.04471083547909198,-2.385209262317891e-05,0.6102309493562682,0.0008830266988174121,-0.17861668505094866,0.0029481854498498343,0.0231403508771227,0.0036708820115501817,0.01850172846402303,-0.010615801964615625,0.001376247456605168,0.01238119553141139,0.006678480400324455,0.22308621007020554,0.010929819466431382,0.12294577450326213,0.2741336073898689,0.007790941047977257,0.02311805436182361,0.0032292296552877244,0.007619977633987604,1.9020714418152511,0.017504295573212272,0.0005715084287832078,0.3262319090017167,0.20288175833208702,0.10284063159689712,0.05716653474653119,0.028757789725247885,0.004445787746988343,0.006768250762132386,0.2844821315984119,0.0038264476692552022,0.29687649237467745,0.0661434462077363,0.13478347101520338,0.09594526365061315,0.006279539975030342,0.0010232682485652234,0.0097111063148745,0.04246130053627125,0.006301897722867682,2.3599507902868995,0.0
300,5.979021419239134,-0.005876931671811471,0.0010249752782892476,0.7180504522961151,0.0014162903745340988,0.5686839600520658,0.010892487615986952,0.0333051364627992,0.004494359437844875,0.022239306020442884,-0.0005922317064954614,0.0013317488545434948,0.00888033125592276,0.007195221951739344,0.19861398979831776,0.013651914191580648,0.14512094748258814,0.3801812252504372,0.007502078724169434,0.023330024724533455,0.004019718450854753,0.008191022082422712,1.8801949483202796,0.019832430435582655,0.0007371576464646078,0.47059509726166215,0.2714437379912499,0.12282251880975091,0.0587872258161555,0.034414738232377486,0.005515879609460616,0.005451621439804759,0.36311457745070747,0.005056492903232075,0.36088615360606435,0.07298356464038647,0.15764256432038942,0.11274757937982399,0.005099352393486551,0.0011190979272192884,0.009422017507124987,0.0476447368829364,0.004874732617880918,3.2670052523710402,0.0
400,5.111783908253178,-0.03837689877755991,-0.0004901970500246776,0.822398386562081,0.0018198914812797306,0.6234086688231835,0.0075138301248219045,0.04543090739242699,0.005448485750965709,0.02720911333632934,0.023262731693416572,0.0014748277055214615,0.006187776808259866,0.0067687850494674755,0.17206841906320985,0.01588606691854911,0.16113721294342104,0.4719660037107044,0.007076995538960351,0.023234164210389097,0.004296909998307904,0.008142819381910391,2.292047644383184,0.02022656058245298,0.0007268454066201328,0.5404056925375584,0.3484025329386392,0.1412850981414468,0.05719313428267448,0.03790302202147644,0.006119957629366937,0.007295376624568899,0.4475062614851374,0.005997666869571809,0.4154260245041752,0.07795414782639701,0.17878149128674314,0.12535701168169736,0.0040001809979012355,0.00098393551123824,0.008167667823789748,0.04647749348384457,0.004126359778737451,3.86026689631118,0.0
500,7.953846283411609,0.053834601052278185,-0.0011786217717346021,0.9457806279092446,0.0022226331459741797,0.41539872190706806,0.004100772141236806,0.0540588053818819,0.006430348953059875,0.032323409579512914,0.08080805807172839,0.0014202293307801726,0.0049966372171850815,0.005919723458829723,0.1541587458494779,0.017746401645933333,0.1766561875839626,0.5957589808997983,0.007133151149995488,0.02312076565108206,0.004730953711055459,0.00843136448502623,2.3973316083403287,0.019585742479389167,0.000882072921694059,0.618714480886118,0.3869968434061296,0.15492098085405365,0.055224178684265414,0.04133032293795068,0.0067383705915970964,0.007392520930935228,0.48596335682351843,0.006756050713092945,0.4648449444200738,0.08095589502398647,0.19554672132473885,0.13291086491823392,0.003380354936230842,0.0007506549968165676,0.00726606138583648,0.045485158037863356,0.003347125657987577,4.329984210004439,0.0
600,10.017333822902092,-0.05760238607169407,-0.001341860990625191,1.0413904940051333,0.0025567276959361698,0.9965325074432548,-0.0010996850982341291,0.061316604473403015,0.0071426636735206495,0.03699463880284004,0.06495586681711,0.001470343420514323,0.004017462249458961,0.0055066859225979155,0.14325146889076254,0.01954541002059987,0.1839948913007692,0.6970834182131582,0.006796565310940655,0.022627244252968755,0.004716532493040063,0.009310146399378766,2.8151567108370004,0.017901537629258318,0.0007320653531058927,0.7195168463376106,0.43528075514553766,0.16653180082498323,0.051852536160322156,0.04215999386609719,0.006955589605197814,0.00825351479354519,0.5458991028158491,0.007082877135165593,0.4927141673686626,0.08351480834382313,0.20847746306822618,0.13955498211358208,0.0029892039801198067,0.0008277977287831546,0.006771479110520554,0.04135241178836608,0.0027533560214996634,4.759612519638657,0.0
700,9.174080529071055,-0.008867689081416191,0.0008100021071975593,1.064595613790338,0.002676962915242814,1.0135439907530746,-9.11860820556284e-05,0.06574240054639702,0.007802029231672524,0.039552814890982405,0.07167815163064051,0.001336288455874953,0.0035632325543628017,0.004734692617014902,0.1351325118135711,0.020716971529978083,0.1901914098349997,0.7661776817899816,0.006667470486472847,0.021746951470720387,0.0047450029142582515,0.011779550577345567,2.9287540243605577,0.016852756193301944,0.00089229290910559,0.7682648260708764,0.4595532911215608,0.17249809055040424,0.04888955749755283,0.04369368216290312,0.007091677512723737,0.008498160588096193,0.5725475252189658,0.007412502430931739,0.5076401132563152,0.08622083810278576,0.2178750053656715,0.14887337733853268,0.002519566718502237,0.000636423125836839,0.00593653546771005,0.03624020556916237,0.0023048658677945833,4.941423230036787,0.0
800,10.865809820396544,-0.005816790456462457,0.0011793405741217379,1.1654215594704234,0.0028931106634162034,1.3210768464391525,-0.0010308627469473503,0.07164982870068919,0.00816515089794627,0.04189201057616252,0.09572801573775189,0.0013889706951946833,0.0025892225604422737,0.004417268896135893,0.1292628082135202,0.02219816745720956,0.1946294915462601,0.8367651744253783,0.006642159676625958,0.021321229506978505,0.004938505918007925,0.012919967922039172,3.2370041103178275,0.015762856049026584,0.0008506381559864675,0.8432980601056206,0.5078962263862158,0.18357417395531164,0.04683788946204229,0.04373827932378327,0.007127536862025528,0.010973090848493674,0.6094921883602082,0.007496942143396585,0.5212159947662593,0.08696785937438398,0.23286078514450392,0.15163411799619939,0.00220458836654062,0.0005061257425920636,0.005088891409697364,0.03154692148511695,0.0018518228207749685,5.2544419393858,0.0
900,12.562822857438663,0.06931392141237419,-0.0010233314127339951,1.2154211716548553,0.0029485174835740006,1.0786605995349925,-0.004259179580211774,0.0757543809905106,0.008208292243581243,0.042271572474970626,0.14724910604174637,0.0013647122150671667,0.0020762415825356455,0.004022508245192759,0.12350542631713853,0.02373186393128155,0.1938124662726919,0.8638282296292288,0.006398431596917812,0.020201139632229248,0.0047933174241113615,0.013771936302376492,3.9554744628721816,0.014506811054962324,0.0009518657141317087,0.8825592880708066,0.5097819671725283,0.18972353679128476,0.04526149780903895,0.04321538183742743,0.007161362427360101,0.01258233662242049,0.6255542936284966,0.007582605828581002,0.5323652881862717,0.08862940053600322,0.23391960090662012,0.15195334951028222,0.0019767681605618926,0.00043043593906341704,0.0040453673940891825,0.02835955472415931,0.001605483447297931,5.3507054572888375,0.0
