milliseconds,x1,x2,x3,G,Ii,Ip
0,60.102329666191366,67.96301573625104,78.96377361330948,11374.215347516032,174.93153642560156,58.912867472557586
100,60.09932639305577,67.85848947826811,78.98678670311708,11382.318303080961,174.96230902148466,58.98155239448472
200,60.090621877162164,67.77859701853329,78.79608110151561,11385.537084350637,174.773412219162,59.07267350472343
300,60.079424929299165,67.69754864168871,78.72644254475833,11399.717261433969,174.67282346862834,59.11326564547368
400,60.09981071586855,67.61987078487306,78.6577143177704,11399.162756386115,174.6579681801416,59.15875094257817
500,60.063728517214116,67.55752056230246,78.59855115401555,11409.367214546039,174.42799750110402,59.2840621975345
600,60.07656841301708,67.56883350966258,78.46206090484841,11419.932709346705,174.37268841844602,59.34306059320537
700,60.04818107661795,67.44915831942504,78.3512901898213,11423.170571169805,174.3628502611379,59.36893954854982
800,60.04040910442515,67.39906134106694,78.22875326702314,11436.220183096142,174.26439655725693,59.47455732465503
900,60.069647522749726,67.38798925484926,78.19064066300868,11438.865584679386,174.12452437397212,59.54899682613719
1000,60.04125555011364,67.33222046154187,78.18366270689602,11445.778172951119,173.96785160703055,59.5985245248844
1100,60.0525152390265,67.22402946846307,78.000362233247,11452.714362346615,173.86725398671962,59.66956870804492
1200,60.04586075853817,67.20118292689003,77.87380258325345,11466.982880395371,173.88145610381775,59.763232702469764
1300,60.02550302244265,67.12342574405399,77.8160663282631,11465.95180564385,173.77429784501658,59.82008653475275
1400,60.02801695436128,67.09379190268648,77.7305948237483,11481.784211129281,173.6492446994287,59.881840646282974
1500,60.020276886466675,67.03767881041342,77.59750030944447,11486.101305459406,173.5752389793395,59.999615431365946
1600,60.041836433568506,66.899114230208,77.64047975000284,11495.697556938818,173.40767958179893,60.04134207307504
1700,60.029662724917976,66.9255805988832,77.48003303582911,11496.459278353688,173.32316573460636,60.14924468582312
1800,60.04443740841212,66.84282507613784,77.4267653606128,11509.25152629273,173.34502046096256,60.204531455449704
1900,60.0360404107636,66.82338282945905,77.36336058788116,11517.241500011189,173.22678683114742,60.29232513693685
2000,60.033171796541325,66.71026159563554,77.17017801334443,11523.75109721963,173.14862319492264,60.4017553967746
2100,60.051314320939,66.71349327925829,77.13426994393785,11535.140549704003,173.08943225108385,60.45785717500035
2200,60.05608142244066,66.60376395073558,77.02447291642346,11535.442804085355,172.93499394120698,60.53841086138793
2300,60.055465733954975,66.51818392561675,76.91646530545572,11549.175126527001,172.86907264333476,60.640351788006576
2400,60.06522385325581,66.5140262929215,76.88253671932264,11556.688302241073,172.7133715318988,60.726431069991385
2500,60.06321013579017,66.42589815020477,76.7850384396618,11568.122910270085,172.69437330438578,60.766118429132774
2600,60.056043890183574,66.39420411770307,76.76784977930082,11572.603376460018,172.6849952351827,60.871069580836554
2700,60.08226161919255,66.2829097657454,76.6159128457212,11577.998703871388,172.59916109059856,60.96487028485024
2800,60.072794278262776,66.28220732430987,76.55174060671514,11583.414121773905,172.44061514119633,61.03330701902127
2900,60.10865288748819,66.26441233027752,76.4728373073661,11594.31058946843,172.45344097673043,61.16648470801949
3000,60.120209072410745,66.15813510802053,76.31763510076851,11601.427249046124,172.2654231385474,61.207065914710576
3100,60.127441085575306,66.13164442815453,76.24680697706276,11608.674342551218,172.23869276752774,61.338902090793134
3200,60.14364951596994,66.0424099794444,76.26532007066204,11618.597783959001,172.15762689574436,61.44205873360494
3300,60.13255252275418,65.99926904742016,76.06285000392295,11627.17463819013,172.12944919002751,61.52435073700704
3400,60.151647767680046,66.03769082402388,75.96831550775836,11635.400324865106,171.95428058054864,61.634910620796866
3500,60.17432455554912,65.8880781103481,75.89663276412398,11642.048812055657,171.95435481735072,61.67035826964799
3600,60.179090049810895,65.87947717176537,75.92495634822203,11657.342289533768,171.79409004141465,61.776512845887126
3700,60.1979288453222,65.82382089163778,75.7841465362988,11663.368880965754,171.72894305734337,61.858126621872685
3800,60.216968110183714,65.8233976570137,75.7276014516685,11667.407432420914,171.74996361889288,61.970536859804646
3900,60.223581164665205,65.76354642462641,75.63586573667048,11683.206772647058,171.64563228089813,62.105313372201515
4000,60.23628962793003,65.67460877490828,75.55889993726247,11687.946714333799,171.50574496020266,62.182982703679606
4100,60.26628665412577,65.68054824005884,75.49974292265026,11697.442758649313,171.5046197434675,62.27063105728621
4200,60.26797482083803,65.65806152353235,75.391498103312,11700.87884518068,171.4804161262036,62.348647415175705
4300,60.29676684345284,65.5429801039458,75.22285328345106,11712.265910519132,171.4303926087876,62.49886035847268
4400,60.29174962192303,65.572826891028,75.25504398929372,11720.778078830293,171.22563063222768,62.608123045320596
4500,60.32998327731148,65.51530734916312,75.06820848514668,11734.631593214486,171.32498061564695,62.6532141688947
4600,60.32781902416517,65.42669860032444,75.06292362371107,11739.687581940374,171.10868285533732,62.764958569159084
4700,60.34645215617763,65.37448208968208,74.93646044464947,11745.552195747025,171.19606047095195,62.90448554109096
4800,60.3761312165062,65.33428410102806,74.85041182534039,11755.253877178635,171.10883040414595,63.01233361712844
4900,60.39335418926271,65.3433443582738,74.85187786973634,11769.71845127269,170.90954584404702,63.113988580046296
5000,60.423739940055306,65.30180297732596,74.78253667709026,11771.867298782825,170.89876497476942,63.238720711241534
