miliseconds,x1,x2,x3,G,Ii,Ip
0,102.710897360087,110.61905497661223,107.04834250572537,11899.81292014021,238.66782503897167,83.18754579082197
100,102.52215601802394,110.53836169624046,107.07561670110564,11892.642000733533,238.50814011917328,83.08542475678829
200,102.34522628936058,110.44250063474375,107.13081532921228,11880.96104730496,238.50244415716728,82.84638390229296
300,102.15118274661182,110.35866910552946,107.09612072827647,11870.184603935331,238.3107814133742,82.76597070890564
400,101.94411144060759,110.31020541321081,107.14849512791909,11864.867737655677,238.2481376819602,82.36622764597037
500,101.99476770933002,110.23894177212676,107.21334875281327,11859.860530197631,238.12805712279442,82.25741715500921
600,101.67732671705147,110.18568901539426,107.20317000507873,11841.918921917793,237.9891682357353,82.08746705598777
700,101.48255316979362,110.07600756325533,107.22137552902485,11835.010319343253,237.77475227224605,81.89645272032297
800,101.39441610874854,110.00624768410259,107.25753578131372,11827.52583981924,237.70003919474473,81.73744821763124
900,101.29961219319677,109.9837366445064,107.28324707509282,11821.552841561786,237.56040730588495,81.49438159814373
1000,101.0377066612345,109.92308826481214,107.26124570117945,11811.131528789847,237.47978883408135,81.39854376769908
1100,100.83674002444681,109.84886263729251,107.32136386907356,11809.63344260068,237.36129598140977,81.12911489952714
1200,100.85852426869022,109.74220194881086,107.32703707797086,11800.947887166816,237.19504218092598,80.98054279504993
1300,100.58000876046113,109.68016372598746,107.34483196281441,11786.596816518953,237.06555942836744,80.78123507807244
1400,100.47095703308379,109.61830761113646,107.35108658232284,11779.26301992587,236.9319508745523,80.60799254936474
1500,100.15992468507216,109.52476211480064,107.39075649671744,11769.470653367312,236.84241812872827,80.5083009511122
1600,100.0669615811559,109.40906619837375,107.38120284608891,11768.842783537024,236.71459694348587,80.1973167403185
1700,100.00739966468348,109.36563898610679,107.43950533375309,11758.426379786239,236.51669513646982,80.21146422225551
1800,99.80702556644994,109.26275422432508,107.45838768709763,11747.324067217944,236.35811439049183,79.93319672050947
1900,99.47551434873041,109.18086974234414,107.47036100460956,11742.38083001402,236.33749624729555,79.74795114257145
2000,99.40815749277454,109.09140701067457,107.50748113853874,11727.507624695489,236.1172364025822,79.70033312105623
2100,99.32574249205398,109.0367235682938,107.46532535001093,11721.78452290261,235.9527244522802,79.34491358640365
2200,99.09411714414463,108.94627555041093,107.51545254040396,11711.964888070099,235.86017859462703,79.15307454390641
2300,98.90889876751854,108.86687646618205,107.48725828179269,11710.184266617218,235.7072668707875,79.10547872337082
2400,98.8316528625325,108.78569798328908,107.54080853937165,11701.897031814604,235.56476289648998,78.77663459225437
2500,98.59318398626621,108.68406232357123,107.56812338120513,11697.144842854725,235.51751879552128,78.83025077518244
2600,98.45289885634999,108.61300894583235,107.54205658687253,11688.639666023031,235.3622333487322,78.54696706257802
2700,98.22784170659402,108.53087805219342,107.54864868161042,11682.88265745378,235.13699008731257,78.25485093305012
2800,98.19163342111646,108.42043098184466,107.55803390223456,11666.669922671626,234.98284978852905,78.15548879836923
2900,98.04451990012097,108.39009643147457,107.54035385760659,11670.878355944516,234.87743785090487,78.12576669449551
3000,97.7907178551997,108.2792149278878,107.54220484254535,11658.470211419672,234.69826749543682,77.94593147212692
3100,97.59714093508757,108.19434007781663,107.57066429639012,11644.653650505863,234.58061040173538,77.72246029734384
3200,97.36629036548979,108.11852972945252,107.5908210753138,11639.235003889542,234.46617372277805,77.49575808620118
3300,97.1908306337956,108.03542828874946,107.57159919872082,11630.41170051471,234.28240970937463,77.33425857405581
3400,97.00694088815446,107.945195520046,107.60504691516803,11631.337573587962,234.24492933782452,77.26050029536295
3500,97.02525608966992,107.80108528628945,107.6239800394435,11626.894767265396,234.08774064323563,77.06765449961667
3600,96.75533780961861,107.73693208859987,107.59802555572563,11619.077719836852,233.85971408177386,76.97191041428604
3700,96.70862325790632,107.66316379833772,107.59384677506738,11600.56795557706,233.74678514518018,76.83055829554247
3800,96.53116585867991,107.5270161409843,107.62734391411394,11593.309092562402,233.54442201022863,76.47989436683986
3900,96.39591797518182,107.47455744009854,107.5858763671187,11598.155701546333,233.4822406077222,76.45850304386353
4000,96.08990813079707,107.35816448990116,107.62376794723069,11583.753133258928,233.28093654486452,76.193138610692
4100,96.0503311242106,107.29441245415728,107.5895809582459,11579.53925150847,233.17694037618853,76.1047260904911
4200,95.72856050403806,107.15075199460928,107.57126028121249,11575.419877916353,232.93592258766705,76.05390508251074
4300,95.73494585147186,107.10290228291105,107.61774195155273,11568.645588156127,232.82632420643162,75.84777656059559
4400,95.53427183685076,106.96980649731107,107.58792708153348,11560.203007180227,232.73638210129624,75.77496507303124
4500,95.37569809051065,106.88562573464222,107.57708852057188,11545.37136992561,232.60609557958014,75.45636377648383
4600,95.19020857678983,106.79773491970919,107.56684502387138,11539.79041088823,232.41829903358158,75.2884852355011
4700,95.03083087903413,106.70740209143531,107.54568333238491,11529.727273386557,232.27265220055025,75.20553793461998
4800,94.74929447197998,106.59711317439054,107.56783312611954,11534.588189783419,232.0393657687926,74.99524952651977
4900,94.53904730618599,106.48870687820019,107.55954176147561,11519.881225691257,231.97471506886814,75.04974804655937
5000,94.54887424437717,106.4284222703635,107.56177213610094,11512.017302250815,231.82779954080848,74.85097021993369
