miliseconds,solution0,solution1,solution2,solution3
0,0.18390851830026483,4.958324939121299,0.5430209957901554,0.7558053618537502
100,0.18098141185492186,4.878147513290528,0.5358069966870548,0.7309522673502798
200,0.17631393178841523,4.8170501444240275,0.5076876022530911,0.70968449016206
300,0.17684130515491103,4.642972598279469,0.48443439089165297,0.6836284243921488
400,0.16870462947449663,4.52820549232688,0.47655597919654247,0.6660244377295671
500,0.1738574198368055,4.392629416862018,0.46491773410111376,0.6542041495908012
600,0.17185034895472578,4.27659055188598,0.4481491625562919,0.6289231474671876
700,0.16848032531893806,4.158205226427061,0.4195605011549162,0.6158071558204566
800,0.17021966551142775,4.042427275525589,0.41390567548171486,0.5871733346865583
900,0.16652640793174767,3.9784170367056135,0.3922166240089847,0.5693690787658278
1000,0.1675429232439719,3.8259344107388844,0.3883087872901913,0.5577651966628717
1100,0.16820291615555105,3.7458265547055642,0.3674169959110678,0.5403696239645067
1200,0.16572353860058528,3.561568165474308,0.373756129651741,0.5296148863543754
1300,0.1702614387771486,3.5201526459809154,0.36425877807313334,0.5126078079492407
1400,0.16773219530184982,3.39667682283103,0.3653288183184212,0.4885881841155476
1500,0.16765420778978954,3.225530266201835,0.3370126250236514,0.47783390544565446
1600,0.17792800626754338,3.106435339113956,0.3480480979956683,0.47019110919441615
1700,0.17220028180590025,3.05298099456454,0.3353725909186519,0.457635417201091
1800,0.17984718316903509,2.918878025915156,0.34653809460563895,0.44970856011135724
1900,0.18014963149577906,2.891467112085324,0.3456547622544678,0.4312181274964901
2000,0.18241140067070208,2.7667952976183443,0.3259869885585863,0.4247396585650245
2100,0.18776957439369124,2.633025232536667,0.3325700226701569,0.42210193696732506
2200,0.1897153960016423,2.5882972894515617,0.3458462812998577,0.408674872832819
2300,0.19275465006885953,2.517372531653935,0.34297796406718783,0.40700307883944503
2400,0.19863024465833715,2.3994091544989997,0.3351564155439537,0.3940536354635585
2500,0.21012498575696614,2.364547778680989,0.350764260312389,0.39216820027231303
2600,0.21208928298510582,2.2975378014596677,0.3616135785720228,0.38245612008481467
2700,0.2228984848962886,2.2686074502616793,0.35842200164643645,0.3845484894739499
2800,0.22337996905642943,2.2135305386103785,0.3827267549959146,0.3818261449323377
2900,0.23494506236643514,2.163345715970327,0.38659246332813924,0.38377823400622446
3000,0.23924237937118614,2.160804840934429,0.4097549731642186,0.38013891948997464
3100,0.24920127749160864,2.1210229024347695,0.43155979369681274,0.38483550210346884
3200,0.2663320094930662,2.101437634449049,0.44028674420265734,0.38757994060047574
3300,0.2708854299963772,2.1006554496173826,0.4638936939530337,0.40474131112093126
3400,0.28352291782901196,2.122695180531766,0.5018064317827701,0.4104998905665052
3500,0.29680067138913774,2.0699546414122976,0.5137255575084718,0.4213031801419157
3600,0.3090024538291723,2.164490662255512,0.5578239680946844,0.4280045955664699
3700,0.32165486578221086,2.125276267280118,0.5803789090034711,0.4387373321097176
3800,0.33951754365305814,2.234738292174731,0.6324559866384836,0.45478216783345343
3900,0.3528411961806529,2.301277439025133,0.6590688506010741,0.47901678892885896
4000,0.3637235318457407,2.3557189155903444,0.711999966772915,0.49419178265111907
4100,0.3753974956911854,2.409866779817758,0.7706699974095667,0.5212053402092012
4200,0.385933642143559,2.4887338637113197,0.8126627537302776,0.5415945414246072
4300,0.3940830306895217,2.6287624878104463,0.8527097313358831,0.5776484303557791
4400,0.4057042976096058,2.723443014779999,0.9021266329592095,0.5962551842864229
4500,0.41009559225904313,2.854987800600729,0.9578599326805824,0.6369196586842626
4600,0.4089002209077142,3.0251975702182707,0.9942319534949708,0.6635933087521275
4700,0.41037798940827747,3.2282141941595253,1.0561430759151416,0.7059271165117602
4800,0.41172572302176175,3.366079834319187,1.0783112562751425,0.7290997927089242
4900,0.41020525526953777,3.505247728487077,1.1272529260523658,0.7737498322216286
5000,0.411754472444252,3.6965157214099764,1.1443170891867365,0.8030897928313211
