miliseconds,solution0,solution1,solution2,solution3
0,0.18332188352730958,5.029403989508999,0.5495493397352103,0.7438759520055227
100,0.18023657443259386,4.896871512548735,0.5282304815583937,0.7253947000145713
200,0.17331187632385012,4.786438204942618,0.5005559398972761,0.7127932918282194
300,0.17067653311143985,4.6605961497580495,0.48805665961316863,0.6874082772884549
400,0.17138113510931274,4.581534285120224,0.47035164145297326,0.6738444516374406
500,0.17333605624817883,4.424234007042311,0.4518754944779407,0.6433832687896073
600,0.16965985161093253,4.348971257058874,0.4421975819447216,0.6276097415444037
700,0.171568573878258,4.191533658932184,0.4278703199399828,0.6092592170902008
800,0.17034806757582213,4.072297582174928,0.40021333830691125,0.5947819168436661
900,0.1669865490116381,3.9927401155771576,0.38762315856764407,0.5691711092773981
1000,0.16523417365616616,3.8098499061580218,0.3778902296102858,0.5518654725449651
1100,0.16442254167685674,3.6734984732273785,0.3817032329040653,0.5371279024568865
1200,0.1653700267109176,3.578301526331951,0.37684783765502866,0.5227493079443738
1300,0.173179552616081,3.5238679704054396,0.3644145754147723,0.5043966315288579
1400,0.16822174285093106,3.3423031438185857,0.35637937145410536,0.49542944538365424
1500,0.1737173906056851,3.2750763305664714,0.3461647960657324,0.4771038627270039
1600,0.17061978293990776,3.1360946205769564,0.35115528929804046,0.4707597442737052
1700,0.17130911574433672,3.0161480585885703,0.3450616758066418,0.45456419047023733
1800,0.1745332449516341,2.936875547802663,0.3457072077046164,0.4479855211301321
1900,0.17822700763039445,2.8895738391000854,0.33612105824336524,0.4315910556317412
2000,0.1803440700346523,2.7509908796483065,0.3422498015911697,0.42866763012290415
2100,0.18867274810609147,2.6440844128467433,0.32524726217916256,0.42200999182266435
2200,0.19420804185324964,2.5722111252842415,0.3286566637532194,0.40980228970224947
2300,0.19766828989959548,2.496238046408845,0.3473284449901601,0.3999348267177707
2400,0.19660845355372614,2.4454310888473696,0.3551702076105657,0.3988072703449369
2500,0.20799684705109014,2.4003909128237613,0.34410966792651787,0.39372778654095986
2600,0.20993703550917636,2.34394593482765,0.3557419721531118,0.3858994552116807
2700,0.21915749559976744,2.269400152788807,0.356959358978515,0.3910918014250538
2800,0.2241419792432753,2.178117697753319,0.3880287040955572,0.38515680022355614
2900,0.23909324630854126,2.161852257852145,0.4021618243009816,0.3872877005352014
3000,0.23960922104095048,2.170600686626067,0.40916092655379627,0.3907436594056245
3100,0.24915888994821944,2.0881345032355476,0.4244948935481833,0.3893814006185557
3200,0.26687230153099045,2.129927587954428,0.4409033609313906,0.3994800698176469
3300,0.2762360227110663,2.057546744480874,0.4565391216393109,0.3986012185378676
3400,0.2839201928102143,2.067338074683271,0.49037641016966244,0.4070458071056051
3500,0.2993211610205439,2.079419501047157,0.5224802770983413,0.41698317776365407
3600,0.31392645348699594,2.1613860190324456,0.5554568084608729,0.42868573667233895
3700,0.32083068320477337,2.196741334086516,0.5877949851602631,0.44078959426814635
3800,0.3323180728974374,2.2106391803214605,0.6264680472538872,0.45233807040983
3900,0.35346586185645334,2.241022288126012,0.6750499859881555,0.4814871736788224
4000,0.3663435173793902,2.3463158865175497,0.7023726573627845,0.5020626228783759
4100,0.3693247857467632,2.468025961550593,0.7677742796555506,0.5180918107543397
4200,0.38023321682659317,2.565605491538114,0.8131485028400837,0.5462489243716756
4300,0.3943900790510654,2.658844105959726,0.869269461647007,0.5754651150795497
4400,0.39933873371504214,2.762279778848693,0.9035014441978749,0.6000074290468672
4500,0.4081457717871831,2.8916848828994106,0.9558320301171762,0.6342683023143095
4600,0.4086117258188946,3.046270793436119,1.0025697767233699,0.6689446983430081
4700,0.4147833796829409,3.2124056598975557,1.0477770861163889,0.6940831090627108
4800,0.4107268851056654,3.3682916594467085,1.0772615727489496,0.7363159263028619
4900,0.40779493441354203,3.525066760636787,1.1261084289522205,0.7675032888226683
5000,0.40844049977089125,3.6988215345682702,1.1496974271986231,0.8045061157637753
