milliseconds,x_0,y_0,y_1,L_0,v_0,z_a,m_0_0,m_1_0,m_2_0,m_3_0,m_4_0,m_5_0,m_6_0,m_7_0,m_8_0
0,0.8233578568839929,0.023129497793095272,0.00017545101014264806,0.021103383713013454,0.9883582438787145,-420506.86904917983,1.011892281587184,0.02291121890661849,-0.025579366387781913,-0.049829244434027274,0.03444162771020981,0.1351883778499781,0.027262947456764497,0.0802761368677117,-0.2843219456633021
100,2.430537934983337,0.024760431978875362,0.00011504124958175343,0.13820155547988205,0.9060838723388016,-156031.68692053453,0.9213438148493366,0.19325949601574421,0.04016470161998391,0.028139915395712384,-0.08274732502272195,0.14572069763214818,0.07332464596086322,0.1525107562668573,-0.4916826739359072
200,2.357779458941988,0.025341698633125413,9.634716771732452e-05,0.14286005259055434,0.8426770784631545,-539142.1387515296,0.8103760453891712,0.3091671522225506,0.06942053595992326,-0.017809734114746022,0.10040877919923893,-0.07810836877318801,0.10113611594564655,-0.2603487182179961,0.47346135031827036
300,3.8168031743542237,0.08770091112893166,-3.695283867286649e-05,0.30916493391499,0.7190633356206713,559808.1229174878,0.7425566902747337,0.4285480154141862,0.11585162614698952,-0.03406595281696778,-0.09282403241037394,-0.20681964406165967,0.060387815533296245,0.260636194951119,0.22664310719361364
400,4.496397251065523,0.108384302093182,6.294224958935208e-05,0.41671146337058185,0.6747117224749828,769768.6065464922,0.6448467356730994,0.5215668027562225,0.21706329860729195,0.06331491572339826,0.007827536223248985,-0.0735524135588593,-0.21538379902003,0.3689599657021032,0.06352723831155022
500,4.539813997955981,0.11644873587371925,0.00039579179499986503,0.5572351285954731,0.5927726145162996,-102596.7665495626,0.6194180175092928,0.6270410216906452,0.3298406919933886,0.1362140214170891,0.031128199986350462,-0.08007518754663791,0.1177323570817257,0.14737906776717016,-0.034888367761078606
600,4.866931376231539,0.14758604205368753,0.0004697563113996919,0.7068503509609638,0.558168453523134,766803.0556303965,0.5657673999278889,0.6581511570492475,0.40966590271314607,0.13574525796254955,0.10226652213994564,-0.1088597201765697,-0.07987712972198725,-0.010724860227048558,-0.34083265631272425
700,7.086477660467822,0.21548171471782218,0.0004471498439400506,0.8120118449062872,0.5127193474733502,249206.15129166614,0.5097354441971192,0.7138325348890682,0.4906721468455251,0.22984511693807638,0.10597184495978161,0.08422480652778574,-0.19827240529961743,0.06137293137708862,0.276332790510432
800,6.976054650301414,0.24988579226122265,0.0007512337926434804,0.936487262723332,0.4525042534647594,674861.1957240532,0.43709892839855163,0.72810615842866,0.5830288604781922,0.3406788334643139,0.002662380708059367,0.13102072195065695,-0.03271868746188247,-0.3824338906047109,0.08850009878043853
900,8.249502429852159,0.30302896444431493,0.0010266204542749412,1.18041931081775,0.4267472336115045,-27648.589780757567,0.42989189030636993,0.7238612386699392,0.6457129451134269,0.3516207708525973,0.19002582862515707,0.06976599344759994,-0.05178783405114195,0.06608085665005158,-0.41968548681518714
1000,9.353413068997508,0.3461459870589112,0.001208877874828992,1.3272062327589138,0.36751019489241515,155463.785628355,0.3681246637988556,0.7391783985393078,0.7099275719850741,0.4494543276997188,0.3168001687839262,0.2745745626280873,-0.06917122691863099,-0.26281083245892556,-0.1335529538690519
1100,8.598507692679277,0.39046101791173077,0.0015652159844895136,1.4463727196043308,0.3545536511805387,777501.5217472641,0.32057322405035904,0.7105184063928544,0.830171464878067,0.5834063114113156,0.365572099402553,-0.009779357025890528,-0.263164047854365,-0.1892597359741799,0.01097425291509362
1200,9.607601836553892,0.42514803312857274,0.0018331680869087832,1.5758271903790035,0.28796490393961177,-861136.1240587891,0.28958058542498777,0.7090799284690132,0.8817015329033483,0.6347903890104097,0.34452754204504893,0.2850185161651151,0.04338058408238821,0.33052742557857,0.4447998609911713
1300,9.984981324925613,0.4499192787948089,0.002381976035412737,1.602883473885326,0.2876611399854328,-360130.6413711444,0.24818922766163057,0.715781049181487,0.9352229725618916,0.8552546854155237,0.5168270556070259,0.46778697078390674,0.37835708880697055,-0.1151193583473167,-0.44432069146417813
1400,11.81191883284329,0.4793461697875739,0.00295253548968656,1.784193332371007,0.22532381235374538,-327413.2138074072,0.2304611587486991,0.687033683058899,0.9926084257921379,0.901177423265616,0.6470925196244358,0.23522075272226356,0.3292390528470971,0.12128986218262139,0.16926171507747856
1500,12.043468820144234,0.5133827814971212,0.0033733943394862603,1.9452119369925724,0.21788114750276952,-232161.84419908855,0.2053087045231183,0.6832312063311655,0.9787422804822484,1.0593558828423169,0.7847239490161205,0.4854161246652057,0.29995414680115945,-0.26450007630798156,0.516283953578573
1600,13.431155279959249,0.5681375257262176,0.0036162654323759836,2.047125513176323,0.1976825364080803,-560536.9587925599,0.20455174822915648,0.6669679640923685,1.0143971174716324,1.0444925951750945,0.7712627132856315,0.5103337590765221,0.14723698993717524,-0.025917141259580417,0.42776121964706093
1700,12.943068479943923,0.6091422869925837,0.0041858733159899,2.019986189925692,0.16572374936381531,733334.2697998506,0.1620415875652249,0.6094956426599374,1.0479408229922256,1.2092679985766264,1.1032400300834948,0.5198695782028627,0.4682313415368189,0.39912240154409906,0.4825699586624689
1800,14.79408392594385,0.64805048556515,0.004561750193281525,2.1689420921398823,0.190820428730066,-258335.22538668851,0.16611211247836136,0.6136697743106828,1.0681532707875947,1.3060504737037928,1.1779256930417559,0.9972900668737021,0.5226344850818557,0.18199795243161881,-0.30694844795610265
