milliseconds,x_0,y_0,y_1,L_0,v_0,z_a,m_0_0,m_1_0,m_2_0,m_3_0,m_4_0,m_5_0,m_6_0,m_7_0,m_8_0
0,0.09142036962139366,0.004143296772071942,-0.00021456612746240862,-0.01836606241309339,0.9850213801443142,-116182.49439168924,1.0004835402045213,-0.020907147017324098,0.028665484449414563,0.05906982372111931,0.07517783710562316,-0.18600798267880989,0.08103032963434315,0.11736898060516833,-0.19360773684077692
100,2.536954038754387,0.02805774402650142,6.247780438065332e-05,0.14474440891251722,0.9211398377514857,-347035.6958206085,0.889652263794656,0.16696677630081622,0.017100871658569588,-0.01366647345340555,-0.06159056899169308,-0.012869424296534763,0.27096783168267324,0.030631195241289974,0.43146737859050727
200,2.5749097703801516,0.028505219367016832,-6.638759074190579e-05,0.14828910531471243,0.8137503388621307,411462.63849330187,0.8260382889020644,0.32762055216411906,0.03802547893598954,0.04453176559640957,0.11008642308500528,-0.07226483780844113,-0.06838300763928938,0.023579232161495885,0.4649819606670622
300,2.7638099109474146,0.07336808261474126,0.0001051010095335642,0.3252318319046897,0.7595892165619704,495225.7075302173,0.733984661848335,0.4662057165970204,0.1170797464552022,0.07171121860122887,0.006526890228501173,-0.17077796974408282,-0.1505308147085473,0.1673449080300377,0.4020760439928104
400,5.044392148705149,0.08578209361803406,2.9907998292160414e-05,0.4109291765244911,0.65554496685698,95262.66807964712,0.668417996771769,0.5512686992927993,0.1871702374391419,0.029378032302989254,0.07951319955639795,0.03620359111128952,0.04351440379134472,-0.28554895958727144,-0.4610179798546794
500,4.616265244319372,0.11208800287560684,0.0003654332922958137,0.6288860839399221,0.6254055067233439,-565822.5470868611,0.6156497647489202,0.6055183356466086,0.27487143508573986,0.09466637546019982,-0.013527078586698459,-0.025416716959738482,0.29107288160337946,-0.28298022199825723,0.4609840298968101
600,5.696453663977258,0.17427580188586309,0.0005727547008295354,0.7697267829197763,0.5650250942672254,230035.95742811388,0.5722748495089587,0.6807106012267695,0.37216999395253436,0.15092092900983164,-0.04209951972342376,-0.005283976244157346,0.19341394575141022,-0.4211286423795587,-0.28372750125370355
700,7.625116698981627,0.21681529998666627,0.0007744456875097305,0.7982059043374974,0.4712203196934812,428752.89971807407,0.4989537322130071,0.6907117487349504,0.5003800674010567,0.17548517235960728,0.12218954455598707,0.17726614944298177,-0.20780687044480017,-0.33079376060217347,-0.4884494875688285
800,7.1391970227459,0.2186405135168909,0.000613604232638422,0.9440181718511613,0.42485229719762213,508317.27551033295,0.4728674746475066,0.6974533795998957,0.5730157700863701,0.2869671244291001,0.17423491367048083,0.09966950240188975,-0.05816962468343171,-0.32288009231844644,-0.27283267418918256
900,8.724635172771638,0.2785810629139439,0.0009574551715726312,1.07014673162029,0.39433939349812924,356664.9187920067,0.42643647435265486,0.7407254992517724,0.6407086265065189,0.385404944597789,0.05956412375887783,0.21419695405343125,-0.12449945781138072,0.21292497241817282,0.4003959468906215
1000,8.78486979298019,0.34663350905997914,0.001114199052274111,1.3437676534775382,0.34386940367823265,748140.0913908402,0.3606564363749921,0.7480691198543146,0.7377308037605137,0.5243198138777085,0.2221273291521402,-0.10146226489164759,-0.2590762858078367,0.20787320961946193,-0.3055241627744835
1100,10.070644142622374,0.39163595495229553,0.0014275755012628523,1.4443640677470497,0.3549157581696934,832729.3929501085,0.33874291919778643,0.723194865682808,0.8231287077833492,0.6418330526518748,0.2978458906826431,0.1443341203210642,0.23042181454093172,-0.2530906016061302,0.1048589128787131
1200,10.857667068469562,0.4215032476600049,0.00209331732547055,1.5760100321485633,0.3031876101286626,-225108.81315561582,0.3079216781630336,0.7210290276914884,0.8487732635567898,0.7196549547927097,0.3268958821579669,0.2760428842446824,-0.05326396361715298,-0.32006602956635816,-0.03010740460798155
1300,11.376052869838764,0.44074015975794,0.002533096022729725,1.7213326421714352,0.2581350148246518,39397.75797105831,0.29333541637532584,0.6853797923400844,0.9490765854343538,0.8326060332436597,0.6150263353975939,0.05922999327776138,0.038215081627090156,0.34105395859825616,0.11487401774892653
1400,10.700561145763556,0.5029033736487818,0.00269781509538395,1.8400744127593625,0.267082450496107,263807.70453648386,0.26565899568228574,0.6799368249145845,0.9765484782751298,0.8918247477385843,0.6738037006612067,0.5619848029171719,0.15551272718060294,0.18272844258672188,0.05739151224196983
1500,13.054816490127154,0.5469492155980624,0.003381334109365684,1.953063485943769,0.21371025800336257,375001.8304704108,0.2004557201695218,0.6906699505310684,1.035032323208553,0.9567567061717952,0.6918493782565811,0.32433262593344303,0.4764380278375371,0.48230286849725407,0.2924510422173095
1600,12.75593295137513,0.5765820141059267,0.0036655495641103467,2.027144942729876,0.2275467206972503,-658484.5727280529,0.2053946211136223,0.6266692049458453,1.0037157124483178,1.1357828599553823,0.9003181944414674,0.43122038606643637,0.10941104574181859,-0.22382590810555852,-0.40813295508256675
1700,14.297021462415449,0.5942096054899104,0.004150350015763956,2.1440762790591195,0.18815428825224353,-687695.1660682586,0.1602214447857377,0.6264732790612025,1.0367182992498352,1.1987951583070044,0.9199027735520364,0.6012828754027368,0.08458184556343679,-0.06017670344871687,0.04284275161685834
1800,14.44832288517554,0.6257370742743111,0.004702802561707483,2.1387177318757997,0.15778889568505342,390475.34534470615,0.1465092347058534,0.6074284066802191,1.076272559414183,1.3415658102146135,1.2308105958365545,0.9846303810235195,0.6755126594278126,0.5872945053244484,-0.24134085134870775
1900,14.473631715681748,0.6917414752407048,0.005191843822244965,2.169214239580063,0.14233495252024708,35766.8639138886,0.14132851510274821,0.5519335094966367,1.0973780571677023,1.3107250790138452,1.21061988168848,0.9536820948586016,0.3122629318662551,0.2667300364635564,0.20584905264477035
2000,16.92797906769975,0.7313049843745121,0.005688985975915846,2.2558508278183322,0.14589377454047237,902793.3056446355,0.1441394434500966,0.5266898436814826,1.0943446143423614,1.4653615071448094,1.3242598843354163,0.9999111029916046,0.9702937594353768,0.28354361256237154,0.23855664775068125
2100,15.846805201634211,0.7390052959225087,0.006677347066113099,2.3158141541023305,0.14595356198596704,-829296.6703025278,0.140795943445643,0.5314647439072105,1.0599041285529769,1.4720599385522266,1.660561734475644,1.284278555342025,0.9782172413484522,0.5589459386281468,0.5412532857635631
2200,16.95759896879424,0.7715069639907236,0.007209818616039786,2.4039390785887265,0.09767186597141425,589469.6606679829,0.1361260214123065,0.46491525536097245,1.0963467921698098,1.5660061443760707,1.8484108427827644,1.4135617983807882,0.9120832172874489,1.0828244492915622,0.8252926584631195
2300,19.0575530694682,0.7534900007694677,0.007077346124104142,2.5185103772206885,0.0855753371087637,1820476.6055104707,0.08523895851272832,0.4623251673239658,1.0488432132421317,1.5745706177100511,1.9800991001122843,1.8617704675948517,1.3285794098498869,0.6370951167057517,0.4649982931087162
2400,19.118075599611085,0.6612272822915012,0.0068045106620923,2.4795296134610836,0.10643662235240839,2380247.9084487827,0.09942571925053983,0.42302818302755535,1.014048955083875,1.7027291029986253,2.0751200622558015,1.8162111022585454,1.496630988033581,1.2328277261503438,0.518204620468568
2500,18.505733859126526,0.42779734075019327,0.004348341960658564,2.539188790862675,0.0978651139710151,7389543.681613117,0.10510982525165487,0.3911442772651568,1.0101121939195583,1.7560592515950306,2.067128742978646,2.311307210038157,1.681840724130425,1.5487564115150674,1.1942525282558771
2600,21.07414983726015,0.20006611359055892,0.0017554430086267688,2.5181499363941238,0.06438545905662406,12095295.159801384,0.058143529321942486,0.39354889750627425,0.9838296789730157,1.7274921273252666,2.1701071101068554,2.1933576493361095,1.8961849108029165,1.1416208946261137,1.0238345742111683
2700,20.39732293883884,0.08615112544096888,0.0007700864013374903,2.5832239270804886,0.07366228278320998,12981104.465379236,0.08979119445396087,0.35650131210482794,0.9985023668554567,1.810680372488244,2.3044440142622595,2.688777319137415,2.2854866635876934,1.7631165856899913,1.3507466247241715
2800,21.683871150000662,0.060318270837216324,5.624047642429699e-05,2.5364181724347694,0.06961977601324634,14029730.677589944,0.057854145205920735,0.3447761984148315,0.9463076778450078,1.8224883079634033,2.4863591696013243,2.6050062728310506,2.904034768517937,2.3515830059429996,1.6857902908156002
2900,21.63733502465588,0.014519315280196685,-3.6413589803420586e-05,2.586188481702322,0.08056087908794848,14860918.37227346,0.04606256032344925,0.3021487667102374,0.9463355561171405,1.781823399026676,2.7006382573424137,3.010634279477327,3.097958679499685,1.9872126144987792,1.6922445602699512
