miliseconds,T,E,I
0,50.56039049640495,9.8852597235872,0.013108473993500111
100,51.94724944988962,10.079083456547112,0.15928728732470107
200,51.84670896267145,10.470087454471168,0.2153699178542957
300,53.10804003242377,10.766805737020468,0.23251497263472298
400,53.03285391279166,10.863586216014431,0.24875920509903918
500,55.216216536805746,11.37395704326592,0.2935817083247627
600,56.16813182068714,11.373712715913525,0.28474951205751037
700,56.11398774938848,11.458259596044144,0.28430673970845755
800,58.32477840463073,11.927399971120735,0.3211545099714719
900,58.61451308107274,11.974364719481649,0.31109563756421416
1000,59.48093694204217,12.475273962385547,0.33456543712461284
1100,61.12485308224714,12.469159904771697,0.3348600781442366
1200,61.67111461604639,13.028667546379252,0.37969297953679726
1300,63.57060332621055,12.994789707088488,0.387573782451236
1400,63.79243795817735,13.431576707470846,0.39236469350641917
1500,66.22166967707653,13.7140137752636,0.4164087191274242
1600,65.89398092361995,14.301632556860902,0.40565648081442435
1700,68.55439132889762,14.404644109647986,0.44179929689437863
1800,70.0612947271265,14.876842322616902,0.44978376480379245
1900,70.34239682987258,15.05192177081159,0.4556036282577323
2000,70.90206706950518,15.227687503665567,0.48703325285802795
2100,72.5402229811925,15.444745753859024,0.49865109859747414
2200,74.5572308670212,15.91065269866373,0.5370899851598193
2300,75.41436274955684,16.004376717106034,0.532997647600294
2400,76.61728045472643,16.659996982754656,0.567597821515954
2500,79.26906227720211,16.743321076132084,0.5790465490157402
2600,80.55210667732753,17.168057693225887,0.6001307200356275
2700,81.14554384260778,17.796515834311993,0.6492459097360408
2800,83.61116448436275,17.97880344066403,0.6792541945846982
2900,84.59254534406598,18.27932337951732,0.6886751696559239
3000,85.08884157960149,18.795092345498617,0.6940702207993419
3100,86.70633403523809,19.011077494427678,0.7511717037389615
3200,89.2087831201653,19.40505899420856,0.7700361910018001
3300,91.21429903481413,19.90908090319463,0.8091744740690413
3400,92.00305544249574,20.26820755942483,0.8385860110160499
3500,93.83115591723136,20.82234725599575,0.8436614512466961
3600,96.00971766326896,20.976053657726283,0.8732340477929321
3700,96.5386979144008,21.66065110772588,0.9027711965094437
3800,98.06252793610173,21.94063313930814,0.9532500157631664
3900,100.18059087990059,22.548624604262145,1.0018995027699105
4000,102.27575004298805,22.942482214032122,1.0222839228166507
4100,103.79676060409831,23.131813948020383,1.074134591458098
4200,106.62066082515938,23.759360968247446,1.0955814163406608
4300,109.23457919252736,24.154781213509494,1.1265892019339492
4400,109.99551839905807,24.848948735226127,1.1847792256799208
4500,111.23892908969549,25.00139073445367,1.2414840155907094
4600,114.83334456146405,25.51038821092228,1.2664733712279856
4700,116.51254049383084,26.15423226423541,1.3131993232240626
4800,117.77855387717906,26.541918712872747,1.3552173103930032
4900,120.62902994037664,27.361172496412024,1.4157051650151722
5000,123.34244587318976,27.48977000684417,1.475183772085816
