miliseconds,T,E,I
0,49.35503932266022,10.092114257575693,-0.003013764922379647
100,50.681188511140476,10.46090075399632,0.15018682962717447
200,52.24067528530634,10.408562910528868,0.22980143409877227
300,52.93541608896291,10.869581550074422,0.25890720727077876
400,54.54988903383255,10.6973082660302,0.27523883502621943
500,53.979094063525714,11.0628413171987,0.27968903353908914
600,55.34400695089324,11.611224317067467,0.30168557041885213
700,57.41466373683753,11.406247504861025,0.2893767924923418
800,58.3181255883778,12.039341035825197,0.29550389133130867
900,57.91745921926118,12.022877560778626,0.3091056438030892
1000,60.146799599234235,12.45210661249547,0.3192842090619055
1100,61.18028422620579,12.46574007677224,0.3468896292532944
1200,62.945250535667284,12.9075783396334,0.3659467577136082
1300,63.24306819729238,13.272128406731888,0.37680116110372663
1400,65.1076372306664,13.407693427310566,0.3985495252711112
1500,65.97805390530826,13.976613224329508,0.41121581900285487
1600,66.24302562155894,14.104985986307549,0.41903329269835404
1700,68.39373176777202,14.524644333859355,0.44562967037366474
1800,68.05955387170872,14.717483113524402,0.4433289073233676
1900,71.0148096038673,14.82194785205946,0.4777115553942148
2000,70.95208154321563,15.296819948161732,0.47420113227030297
2100,72.74503081195138,15.389055182043748,0.5215140938544114
2200,73.57475683967574,15.857457589227941,0.5182209234606164
2300,74.89661511832395,16.389715305791203,0.549251527796934
2400,76.57738862221018,16.541656373564425,0.5552389942686476
2500,77.56116063526356,16.875380645203887,0.5879342705396537
2600,80.59010083750374,17.265997537223072,0.5981119922596485
2700,81.20080872428889,17.496542785575915,0.6373477984374787
2800,83.20633690834102,17.937447722318794,0.6628527644449512
2900,83.51671666041014,18.063038171108786,0.6885991649506814
3000,84.70888276250368,18.75542232840808,0.7303153312680781
3100,87.87716931323935,19.218105324610036,0.7203418080269887
3200,88.31692988902128,19.555546240593777,0.7559790896209477
3300,91.5523152271716,20.041830328569098,0.808111500102757
3400,92.36292018122221,19.973010230679336,0.8323246432824531
3500,92.91729978221201,20.468340154166594,0.8590358571961961
3600,96.08862553491001,21.227481188266317,0.8781763782829111
3700,97.55940127150632,21.598362768352263,0.9339089300258386
3800,99.45630022281124,22.06090939141086,0.9555026867413025
3900,100.93972417834425,22.080431477122275,0.9824349427373211
4000,102.76487206178544,22.822116953208006,1.024932398374782
4100,103.61557719347778,23.130871187963407,1.0787682259013838
4200,106.40407254647737,23.454816217476672,1.0837147947370889
4300,107.61021596808484,24.33640380445214,1.1551660004389743
4400,110.70508659348224,24.547250726837806,1.16468270458421
4500,111.58916949580035,25.186309619416217,1.230867810013107
4600,113.56924511229144,25.73836500767383,1.2781847175135987
4700,115.81531983226131,25.859168513799244,1.3041826335240283
4800,119.60336267669807,26.44712256568607,1.3600103337607596
4900,120.19549633353294,27.092544500275086,1.3947199272523663
5000,122.73971629308139,27.57807412544699,1.4710522842833726
