milliseconds,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s26,s27
0,0.49580512854241554,0.5003814973710294,0.801285916724599,0.7986829612042843,0.7961540262980512,0.8019157139029031,1.002771153379279,0.9992562677127813,1.0004404875653916,1.000815925690005,0.9987457313454062,1.000896476921495,0.9985521792842235,0.9993309294662481,1.0023513077816313,0.9973556140328099,1.0022746593998417,1.000028439505162,0.9991870521512041,0.9997731283299255,0.9974991023152981,0.9961522653479419,0.9975006139355058,1.0042283095804383,0.9978012034472266,1.1986278336150662,1.2002115586154252,1.4962850128480982,1.4935561692452144,1.1982600309287958,1.201721549082341,1.1993011170930112,1.1987074755832283,1.5048481423873525,1.5079293300140033,1.1996489054741388,1.200085001978761,1.1985502471903506,1.1993964536984565,1.2017432374463037,1.2012674115304969,1.1982986910674902,1.2008355795218608,1.201125722332837,1.2006151367102267,1.4973982437359439,1.8070817283236091,1.9986151262467982,2.198862131375771,2.5167417415272606,1.0013026819551252,0.9968484223118469
100,0.5817002277689923,0.5697459227253933,0.7937325973802576,0.7660523892868999,0.8023874227017908,0.8141498445508337,0.9345186282016879,0.9931123766027878,0.984044366932672,0.9989541454512019,0.9807666451350806,0.9998503272468625,0.9839448205690294,1.0004340975185335,1.0004632911400826,1.005463493893507,1.0042027994115847,1.0034795701815094,0.9986125973282118,1.017311854650619,1.2323569018962497,1.0317755574589118,1.0764061530585098,1.0691769405989675,1.0934798060380462,1.1750082854198167,1.2730253509127791,1.4740844478048785,1.54387496216656,1.1676968040913076,1.2693315736730935,1.1895460415254386,1.273799320139909,1.4655969389238341,1.5493427139472644,1.1907300464714545,1.2741689242705894,1.1915478552697265,1.2706200373757426,1.1764202602428218,1.2735292579136583,1.1763142038402232,1.2725737478569028,1.179264535467416,1.272272590731782,1.5132422282664137,1.7464335873438128,1.935814371935087,2.079092410097479,1.7148573811401826,1.0164476915327088,1.019033242673094
200,0.6268561165530067,0.6327523484535177,0.79045068507165,0.7569518329254351,0.8024297551474848,0.8142565379353928,0.8973503741473345,0.987539396233342,0.9820386904925631,1.000019580638249,0.9719507831934581,0.9983106713153828,0.9671695990650143,1.000968982607253,1.0051618426076576,1.0138120139708726,1.0292847940548522,1.024517095545085,0.9967558401184561,1.0382430904453734,1.3093306157004088,1.0594259683495861,1.1133678634980302,1.1157798695873027,1.1442877069686066,1.1665634277582968,1.2911860511919573,1.4551296475348061,1.5408576818366124,1.1605945878832085,1.290062192195478,1.1905465971058038,1.2920883438872917,1.4405751701215943,1.539910195694781,1.1879992159895072,1.2935105616242277,1.1905994360133427,1.2941849124014422,1.1744618641467923,1.2922339107285299,1.1763936538497326,1.2948853151446844,1.1751402935536754,1.2925266093084726,1.5010395501236713,1.6934688371898787,1.84701327239417,1.960624076778466,1.5133678644735504,1.0364559198345928,1.0324895745953955
300,0.669155791927681,0.6684045401684398,0.7846016531217358,0.7524451534018975,0.8173648399798874,0.8231520388556123,0.8686878859699669,0.9773015861774951,0.9772657136790525,0.9969340727548547,0.9598029945446276,0.9976535663322552,0.9539050258993511,0.9994133182246943,1.0129556186868809,1.0203088074410542,1.0437823349959194,1.0342253900589444,0.9935871925918237,1.0636410280846338,1.318146498681371,1.0819353278206632,1.1371025937929553,1.1391511908184906,1.169125639078032,1.1637396931669064,1.2968354114661822,1.449991942420641,1.5278825302438033,1.1649657981980435,1.298417548084598,1.192397175647061,1.3033361380563382,1.417454149893537,1.518505526385298,1.1938691587573196,1.3034090087730585,1.1960461795280655,1.3028518596441037,1.181725984411779,1.2996289051366443,1.1802758566278901,1.3003136386937006,1.1786876786980103,1.300330509229573,1.48993515554183,1.6392922548444746,1.7479636892380668,1.8556790897154534,1.4711842442262482,1.0641232689363223,1.069369353887584
400,0.7010419732519322,0.7044044324403645,0.7843347329594802,0.7483805973924584,0.8150883787425234,0.8280321016296587,0.853299660509378,0.9679749826311008,0.9804903032114965,0.9958413808083734,0.953428386204707,0.9940567232879538,0.9409114680809899,0.9988944836776037,1.0211437662215146,1.0371413541256094,1.0568443124576918,1.0472389641506894,0.9952501285358976,1.0823578350063559,1.3250543115818476,1.1026082012955647,1.1549606393847702,1.1555298771825593,1.1846406426737817,1.170126593206109,1.3010613678197391,1.446456073816782,1.5094380758840498,1.1741563750930466,1.2991622117307693,1.2014509547763044,1.3052525419278476,1.4037731418934614,1.5115820098048058,1.1989205477372786,1.3065497321485953,1.1986965047201994,1.3049536361294194,1.188936487579665,1.3020208850856212,1.1870736964077382,1.30220626851948,1.1884815174045755,1.3017346898639919,1.4634250152739299,1.5939435826646449,1.695635550416099,1.7863031573855777,1.4300568622538803,1.0837308581102547,1.0905994657000628
500,0.7287521048057953,0.7309087777816495,0.7769714069894081,0.7483359664756536,0.828204840370776,0.83441693217121,0.8414244096459778,0.9635517426689612,0.9822586994115801,0.9914796239738848,0.9463018260936775,0.9914639356201176,0.9339032688232549,0.9993302250015222,1.0327280300044672,1.043324294539297,1.0678761920573243,1.066463795982872,0.9949876412044399,1.0938654660943596,1.3168932611114994,1.120005894014395,1.167226053047162,1.1670819776867765,1.1938456246350007,1.1756816937063763,1.3003423367947697,1.4356105908627232,1.5048710973846846,1.1840641200263124,1.3012542738398036,1.2070243956233742,1.306996389742069,1.392716853108374,1.4952910056657815,1.2053523092231822,1.3071028887945793,1.2071704324130028,1.3105117830162392,1.1948241789309375,1.3030248809612155,1.1958129069705103,1.3040673928698225,1.1945555868711641,1.3056164494351505,1.447646224748355,1.5579234276819969,1.6451687034010467,1.7075641854027537,1.4224603213526357,1.1120375563931333,1.1090331636473294
600,0.7408686091401904,0.756818125652276,0.7840853715949117,0.754979457889805,0.8337316680811939,0.8440005015989691,0.8407552083520922,0.9567226535386989,0.9939573248716075,0.9902730260143365,0.9382690541762949,0.9890586045362466,0.9271943975164785,0.9999100926026351,1.0404200581481016,1.0597555838987913,1.08447452595184,1.0723424227667526,0.9941096661274385,1.1066059710658176,1.3135201766744835,1.1282004053183947,1.1764704955427838,1.1814681298688365,1.2004929722461297,1.1837118974555216,1.2989811540327314,1.4412566918501593,1.4834589413228,1.194589966317263,1.3035877384958203,1.2127535572888357,1.3074943013028013,1.382676884987787,1.4808332813098466,1.214908291301287,1.3091885129743015,1.211854936642405,1.3080481440266538,1.2042218215178324,1.3079598424086158,1.2047563163146067,1.307386329540059,1.2015753869122239,1.3043365968746008,1.4360784227552266,1.5223208304571272,1.587223201747705,1.6447918296829538,1.4228270383588744,1.1268129690300983,1.129424228322748
700,0.7468952692483363,0.7675663586114768,0.7783481674580228,0.7633124933334917,0.836377453876931,0.8479874695935504,0.8413376268298051,0.9571798018668664,0.9959584768316149,0.9852655983926889,0.9349788961535439,0.9848358588726014,0.9233755856584636,0.9958600981814345,1.0509496399156648,1.0660354699255319,1.097662114506886,1.0886986917513541,0.9899573610466782,1.126855284554302,1.3047992650646798,1.1415653691016658,1.1794577722418078,1.1913926495733693,1.205869325532013,1.1882690466419776,1.2986575629017967,1.4288219624190026,1.4821881334674447,1.2013162130108794,1.299101034340714,1.2211624249777593,1.3100490561830282,1.3740166037399264,1.4567719797590768,1.2204384935219317,1.3117201339367435,1.2194317721096515,1.3096466566831695,1.2098565892628736,1.3074449934121521,1.2110647432630064,1.3033722621765267,1.2101505723865082,1.307746254973028,1.4271368048162971,1.4872793380440683,1.5400737970154965,1.5948291941862072,1.380912059159202,1.1415758181579416,1.150942553784572
800,0.7701162039523368,0.7803177385077845,0.7906301522711132,0.7734376520469999,0.8352076714569053,0.8486638337955426,0.8358477483537062,0.9538272919009337,1.001334931205825,0.9835707869952034,0.9365185684323964,0.9830861043080791,0.9149943026231061,0.9967667086391491,1.0517971292494939,1.0760853996327548,1.1043898417059315,1.0954793742260514,0.9922525161095475,1.1310593712811265,1.296887906459718,1.1500487073963386,1.1932463756220617,1.1984499828603714,1.211113346116765,1.1961015613769148,1.2982731118616113,1.4176471323335014,1.4717116693130947,1.206553808815957,1.298760382905161,1.2243928342276698,1.3080841147313662,1.3734946204578782,1.4387942193831575,1.2251730928305864,1.3113196099347937,1.2231528446792514,1.3079525002240655,1.217373845898248,1.303872785175851,1.2165382805176777,1.3058249488048386,1.2146161195693252,1.3040414835663063,1.4052876157589875,1.478426466667122,1.505853489195897,1.5490097512607732,1.3983860408364785,1.1572405307283409,1.1684317857294972
900,0.7645904937858452,0.7961122005579919,0.7908719535164296,0.7699123180624604,0.8413040611124352,0.8579296730945223,0.8350579305217112,0.9534808709759793,1.006290705234206,0.9807206240603561,0.9322585082095686,0.9811218121303946,0.9115645854849239,1.002388356519306,1.0578646695238114,1.0861210685924987,1.1134094536027397,1.097986057074116,0.9903017080795747,1.1434663903858642,1.2998847947777954,1.1611040636837588,1.1931373142629513,1.2038775494576532,1.2172717978619447,1.2021275940050848,1.2962786981173648,1.4085337714572446,1.4589897384392285,1.2130383786889916,1.299890178667967,1.2310201058817691,1.3091751513107308,1.362510470728939,1.4330402349476465,1.2306448509495844,1.309802447367123,1.230104903160705,1.3073995854255824,1.2228291216563352,1.3045506825089936,1.2222551744012782,1.3018760125144473,1.2195107061890915,1.30275114578714,1.3922734531346928,1.4533998620052566,1.4912880553356893,1.5220767383007923,1.356073494609679,1.1697081289474818,1.1794693428895529
