milliseconds,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s26,s27
0,0.49154060333721517,0.49132858346295283,0.7964675322687388,0.8031366008707042,0.8030063236255404,0.8059675222293547,1.0019831962281156,1.0001036843060802,0.9968375532948068,1.0007290668908098,0.9993245084413275,1.0003602138577878,1.0012486237928255,0.9996502325728771,1.0028486243123451,1.000839944362148,0.9957781037362673,1.0045288901517673,1.0026105667291518,1.000230532209485,0.9991110617683333,0.9980786972465342,1.0011646725481829,0.9985212542280737,0.9976770113513166,1.199508379842541,1.1982334928000113,1.495770660478157,1.4985263537074751,1.199539756217323,1.1993471650667529,1.1989236959625584,1.2022818452913808,1.5001917668467515,1.4969346086958548,1.1990614709195362,1.199882910942613,1.2002931776928802,1.2007339513801454,1.2007829831807784,1.1986682894435998,1.2015561837211708,1.2019788252901664,1.2004310050799154,1.1997318076553318,1.5010447666950801,1.8057214157502464,2.014748986555949,2.2217675311907956,2.497308645018446,1.0017698948479914,0.9982525984100536
100,0.5787969305085575,0.5751239717288653,0.78720060074917,0.7743916812936805,0.7994533520988858,0.814274378688753,0.9327753929875096,0.9966311302239889,0.9871809555507187,0.9993828943948114,0.9823231473970332,0.9988977873496538,0.9839329076274833,0.9985156987650666,1.001394191983308,0.9988201781431102,1.0081618275197404,1.0034982661092051,0.9968200823493418,1.0102323315126454,1.237673011426877,1.0312062040279915,1.0775879302417954,1.0710190604421803,1.0964684080282137,1.1734105325507707,1.2712926946618615,1.4637998665348062,1.5383197617862572,1.164690301439382,1.272746863468206,1.1886925121207075,1.2709596743715408,1.461439466355875,1.5396677317017085,1.1881822117805034,1.2714072986653968,1.188407702326917,1.2721201077102569,1.1772877973562041,1.269438823291195,1.1793966349430223,1.2698585806378582,1.1780627079624906,1.2740058522839435,1.5132476417375111,1.7585001013026675,1.9397338990960704,2.1059683375144975,1.7090963430830723,1.0169805889504264,1.0190162634798778
200,0.6314594170454133,0.6352194248876898,0.7873940338707608,0.7546710595784962,0.8048952958258441,0.8121225974235468,0.8950489808656835,0.9870154745930414,0.9825620031229514,0.9997405042813318,0.9667589141151166,0.9993105699218668,0.9671491396643478,0.997661469583342,1.0055225590601764,1.0121406255163368,1.021791410486769,1.0177150073335794,0.9974341286714079,1.0323573821831433,1.3070796368262654,1.0598785479403576,1.1190651248886927,1.1087380944614125,1.1388183349700762,1.1631154616531199,1.2901442569267882,1.4627403785562778,1.5339331908001235,1.1604047605975145,1.2898517336045792,1.1898317343316893,1.2959415827417478,1.438814608320709,1.5459211784747016,1.187590328997818,1.2919541875158187,1.1895661350523148,1.2943472254122315,1.1767192402377433,1.2921480135802914,1.1748103908884553,1.2945712731565369,1.1748432845458348,1.2921306014273872,1.5040228528284316,1.7024443668204465,1.8387432051767434,1.9762895358558092,1.5173245699200573,1.040990207482324,1.0438605863889838
300,0.6672740659294648,0.6654620699205963,0.7870575518043144,0.7528137523979841,0.8158536157164129,0.8216250490677988,0.8663620811695095,0.9775933168353519,0.9807747047115385,0.9960528311496779,0.9567793467050966,0.9972555899557469,0.9561989380853422,0.9961932684721752,1.0157793247977158,1.019182885543961,1.0464448772608257,1.0417782117646714,0.9935812803920149,1.0636667297276259,1.3182960546102027,1.0803327952126496,1.1369491764825863,1.1368485410647147,1.1678397564409266,1.1654397752806087,1.2983634294590225,1.4551121040693327,1.5332134499889287,1.167427144677133,1.2954399165051045,1.193805191860931,1.3006612598285268,1.4215594553914745,1.5295622943471154,1.1923095700327593,1.301987734557439,1.1950059299823754,1.3051734550172096,1.1820078043181341,1.3017108352082036,1.1798382421387676,1.298992651036849,1.1785008790364622,1.3015490076183511,1.4785172913782871,1.6570182558635256,1.7532184971111826,1.8727506196338752,1.4763735999471133,1.0673538473981738,1.063307212193917
400,0.7031544873727139,0.7135326767909983,0.7823554954869584,0.7484448293314894,0.8206638807915851,0.8233585336492769,0.8563172761455,0.967689905325126,0.9780679643136104,0.993876638229623,0.950525899125104,0.9952589601271842,0.9454890513413332,0.9972131283745982,1.0228901881209251,1.0385872035069157,1.0627455367747747,1.0540899967391715,0.9957716199850031,1.074790100490233,1.3203461033148867,1.1051942056530166,1.1540897332870657,1.1568087645206133,1.1862091590575854,1.170003885316696,1.301267063150839,1.4483824397890857,1.5212811852304795,1.175303923817939,1.2995080153561593,1.2007866884485605,1.3047030110247355,1.409549384470246,1.5125066456826115,1.1986459502501354,1.3055483492953446,1.2014367177196967,1.308666067359128,1.1878223543833866,1.3040320060766823,1.1885853653252079,1.3017769684054703,1.1865123355397138,1.3038777727923263,1.4677782722057917,1.6084972404043087,1.6973067691101142,1.7835670045890355,1.4429534253433145,1.086606300032981,1.0908228353408451
500,0.723618213175405,0.7238171120953467,0.7768977676033685,0.7460011940002954,0.8251788333251282,0.8359866586260843,0.8434185535437271,0.9619449472750264,0.9829553412055486,0.9926614586860232,0.942462874044989,0.9927695867969413,0.9334215197107346,0.9984352834818766,1.033548052452501,1.0479292476548214,1.075631076329015,1.0659251891891977,0.991295996316102,1.095194825170832,1.3143467106434756,1.1188952880805842,1.1643388209110037,1.1721460797110457,1.1962962384004603,1.1736101602913558,1.3013991062890118,1.4458667196462744,1.4989172054617792,1.1833432506834822,1.3013399462335182,1.2051434443149764,1.307243353971498,1.3967791451394782,1.4850145823651244,1.2051798851426518,1.3085242593580508,1.2079289709964778,1.308348217540668,1.193825993433027,1.303688921399616,1.1957147604527256,1.3068408693844475,1.1950643695601957,1.3061379569315505,1.4468597221262511,1.5583122050888332,1.6516528272957645,1.7272614630924397,1.4407225587989971,1.1064684551320074,1.106093922801024
600,0.7346284119117851,0.7479679927336282,0.7854326823686023,0.7539104487580992,0.8282706545399942,0.8403558375974608,0.8384757047483579,0.9577491328999217,0.994712872074086,0.9879873138005546,0.9414493615189743,0.9879996885527459,0.9267625153398944,0.9986096506774014,1.0384468811962897,1.0578310927335153,1.0859226002606912,1.0758579654872285,0.9933352727017335,1.1120194601682973,1.3130535061967008,1.1264787476197369,1.1795307212624304,1.1802993936458235,1.2026364637735956,1.1801466920982084,1.2988049186364077,1.4417755914423762,1.4946009056770841,1.195500518935723,1.2993992446123013,1.212208167555348,1.3114782336639368,1.3919360330726165,1.4829037522892108,1.2119165889233239,1.3075051650226728,1.214299521628877,1.3095562095494608,1.203932919002084,1.3042450420371257,1.2026592637926032,1.3044897390686443,1.2035638481725681,1.3052687012655209,1.437486060172221,1.5287665986800196,1.598855223716523,1.6374136473121683,1.410357543476418,1.1318812693298226,1.1286534448176708
700,0.759938741916997,0.7570715991361883,0.7858059911076121,0.761989532793901,0.8328477693788547,0.8502346335892416,0.8347818799453789,0.954901597426731,1.0011262303183495,0.9856104504210571,0.9371351496807296,0.9862715064250629,0.9219877335801726,0.9995904350838575,1.0466967222146413,1.0685044390517393,1.0980243654267103,1.0856460435196675,0.9930080352224308,1.125769021678029,1.3064500481570185,1.1404508648732825,1.182820430748832,1.1931301675421397,1.2064564998806133,1.187550857898872,1.3005157303109112,1.421928689330498,1.4708242587354967,1.2000723608124704,1.301850398824141,1.2181287394458786,1.3115428720151467,1.3799910066648553,1.4587493107007496,1.2211528017672526,1.3099774096624048,1.2188816512846519,1.3110552168214007,1.208259880236261,1.3040945961060373,1.2081416824663864,1.307148707227491,1.2085606447254686,1.3047409691549505,1.4248998690330594,1.480668726386136,1.5269370981870694,1.5747812384644528,1.3917212510140247,1.144053193006612,1.1478063794757767
800,0.7665849660317192,0.780545789822872,0.7865491250331768,0.7747067471305403,0.841684009618435,0.8540323718807086,0.8404781263825841,0.9543311960862375,1.0051148114236383,0.9827483282894691,0.934347882502403,0.9831555141767239,0.9143698137558159,0.9981090317044425,1.051790544970287,1.0787741350398106,1.1021905458549452,1.0960520840824453,0.9943020274110276,1.1285386343960697,1.2971598088641456,1.1499448754004786,1.1897963638575617,1.1935409416961706,1.2136423984370874,1.1943056585306195,1.2972133843802667,1.4256217002650586,1.460697848380647,1.2085491774067039,1.298496952570098,1.2247608136701544,1.3097666588531125,1.3746062173298361,1.4490492910495183,1.224775693437491,1.310888405141239,1.2235951629002182,1.3090601945843734,1.2143595061130616,1.3070201297389377,1.2148096478223747,1.3029739025523466,1.2163951998652245,1.3063069678000625,1.4125231886397984,1.4728013172359344,1.5088713758225751,1.566762569475202,1.3684027091030617,1.1671204720547543,1.1661422562467398
900,0.7661864911981019,0.798042579632321,0.7933022299480018,0.776485047267182,0.8463595599689969,0.8565916191852515,0.8376662130504593,0.9507144707737077,1.0095249553379566,0.9802720096969584,0.9319481850533003,0.981263293295592,0.9115753784262944,1.0007022617015133,1.061111318821464,1.0876952287552444,1.1106349186025544,1.0997708606235268,0.9941134902055484,1.1434541799687552,1.2933450901265107,1.1588087284949222,1.1914072868153363,1.1997525507130486,1.2163916810555087,1.2000821209333765,1.2963137441855848,1.4079183665145363,1.4499644007754613,1.216095575112878,1.2995390507062154,1.2320465389340196,1.30945847434505,1.3609785265164613,1.4313632664745706,1.228696254268407,1.306913373923479,1.2270972565079963,1.3074824947215196,1.2201301367347273,1.3026595619286403,1.2229830077640589,1.3032547206413765,1.2204165815882437,1.3050852484399114,1.390265505374803,1.4420039094986057,1.480399620557548,1.495807335734394,1.3657209967803414,1.176039322562238,1.1794612745587503
