milliseconds,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s26,s27
0,0.5089758941947728,0.5010562915229861,0.7998244995982267,0.8065978546621833,0.8018704046296307,0.7983186869968838,1.0006168362614427,1.000864272567826,1.0001323189192306,1.0002528277429692,0.997575400549548,0.9991347581040221,1.0014879192439168,1.0005845148880939,0.9992851986305329,1.0037305323538301,0.996647973645178,1.0027434553472387,0.9983876672732273,1.0006971875029163,0.9970838929407472,1.0041838985291656,1.0006259719276385,1.0017799117622928,1.0034968974679346,1.200317541321198,1.2018527530470287,1.4964035140479122,1.4980078344044379,1.1990636426342032,1.1977699270877313,1.1985297642426922,1.2008085546345677,1.49362988601758,1.4921475371756667,1.2018257900154854,1.200520908268212,1.1991114940429928,1.1989039765820986,1.2015240314626872,1.1999638266744908,1.2011121597060646,1.200179213775751,1.1986345730884846,1.199795106228238,1.5036256296378494,1.7908970630978507,2.00675725205694,2.21611801996069,2.51172732316981,1.0064738133392044,0.9961812147571137
100,0.5719343748591607,0.5867813721593148,0.7937694998528874,0.7737701823795167,0.8013781179227353,0.8116622397573848,0.9337353027988634,0.9957418461074588,0.9810518339670722,1.0003791347157587,0.9832826264394355,0.9986496451549859,0.9817209162130967,1.0003781511569287,0.9976091896729348,1.0014432518024263,1.0053782496629509,1.0085776424475386,0.9975608513912738,1.008632284301661,1.2345285210055605,1.031246618362752,1.07646735814841,1.0693111686674117,1.093580813408991,1.172795434711115,1.2703593531105248,1.4776402511861488,1.5436271867791858,1.1649202194664763,1.2690540163126294,1.1888191035297948,1.2714503313823682,1.4669568120795604,1.5525651100072706,1.1901152169763938,1.2730325381716208,1.1910612529408122,1.2716826773860779,1.1781908451821506,1.271665735359786,1.1780638728623412,1.2702474154635113,1.1769955794768725,1.2713862446710122,1.5101665454593078,1.7525872880922548,1.9254531712281864,2.075135981136196,1.7324397536792924,1.0167512726176644,1.011209147125702
200,0.6332675770249155,0.6291108953494404,0.7907568674981625,0.7495425200128932,0.8069885971985469,0.8146832232030524,0.8952880452935003,0.987460251979213,0.9776269807373622,0.9984654685598533,0.9676326022341826,0.9987466392463383,0.965355022603208,0.9989446342505516,1.0051126814537448,1.0157873818268455,1.0278505949873358,1.0239546664215087,0.9980396494099416,1.039814390696795,1.302480119173291,1.0607182960379744,1.117517015244516,1.1100852923099305,1.1433092593291703,1.1648732839105018,1.292968436634816,1.4608057646332138,1.5428887011295946,1.1618644467925094,1.2915637078478108,1.190750193711506,1.2962566539418368,1.4325522308583247,1.5431585000035997,1.1893452509015459,1.2949097024650218,1.1883968139616605,1.2935203695422093,1.1737902793659618,1.2936335353500457,1.1757969487832929,1.2906800499270277,1.175785637020681,1.2908214248205327,1.5074946640063167,1.6949846716527919,1.8335394539999208,1.9657239255881458,1.5080641389360077,1.0396847015339696,1.0329172548965475
300,0.6784224021769651,0.6801029482946406,0.7841382379026152,0.752441803128521,0.8103607477601269,0.8262605232681169,0.8698676472774503,0.9774606868730309,0.9812268921729508,0.9964325349182304,0.9579005717636202,0.998475887663198,0.954209902545773,1.000915908175939,1.0110012394471735,1.022644098928985,1.0377116795236436,1.0418103209843377,0.9928752235117038,1.0547681272424734,1.3246283126343679,1.0835208215663208,1.141150639962158,1.143119747761042,1.166503588100848,1.1640019757102482,1.2989358772935102,1.449096164951078,1.5255777550181342,1.167989593889508,1.2972816799739237,1.1931048232576005,1.3038776851911276,1.4157881955698837,1.528481304975399,1.1938070515009827,1.3015193091792843,1.1930254066413202,1.3038266193061658,1.1815077920265595,1.2982907630476537,1.1817510685276302,1.2979143954717203,1.1814818519363206,1.2992844791499139,1.47769353584976,1.655343822471212,1.7687342258772063,1.8538974940548893,1.4615957359254377,1.0705933916351953,1.070369082000772
400,0.6961947352170028,0.713427709084677,0.781709000687865,0.7529846716386809,0.8180646821972453,0.8215897588193178,0.8496935531941262,0.9700227813844458,0.9801983527302279,0.9941660291385944,0.9510599491204528,0.9960939240910978,0.9433777724535792,0.9969701125125131,1.0197392871989484,1.0403000805901896,1.062837671003696,1.0493309922156346,0.9951295866121612,1.0766265635776786,1.3235555749561592,1.1057295626933346,1.15429066298566,1.154888127361178,1.1862693648799183,1.1697661453853783,1.2992294110960874,1.4528915439620207,1.5126680494855729,1.1736106133642559,1.3013593044716412,1.1985640874102974,1.3079396634991365,1.4067588904674988,1.5003011903173291,1.1978871228963364,1.3050044687785358,1.19955654331391,1.309258844598102,1.188418554233552,1.3040275424068384,1.1892564716632685,1.301762666039411,1.1862533649031326,1.3032612859300399,1.4694878150092983,1.6105426648033034,1.6841016955546946,1.8011516739435904,1.4473823371492647,1.0874043239984466,1.0873036865175474
500,0.7193695259779807,0.7396475943073322,0.7808426845032662,0.75370525556835,0.8258050861580047,0.8338173937942565,0.841171400307716,0.9612630802651279,0.9855120030735305,0.9915545253782546,0.9468338768595593,0.9920110368062253,0.9362950629517268,0.9997833014061348,1.0298628043628424,1.0498214996377515,1.0759985858343764,1.0630034104300314,0.9939764522815988,1.0959638704852823,1.320219314162643,1.12074049292278,1.1702363415301784,1.1756274367525406,1.195854745870321,1.1769214022264536,1.3009180611464806,1.4469032841931448,1.4987245951902881,1.182932203584587,1.301128099727689,1.2053801738449181,1.3068575833909475,1.390229146656193,1.487273727955248,1.2064032395719448,1.3100224944092216,1.2058053543829341,1.309968777647462,1.1970286885844457,1.302935614544014,1.195203433000334,1.306064535539884,1.1946188717951924,1.3045804206698555,1.44969955710441,1.5465944980413822,1.6345118128469223,1.7214250361501275,1.413552321858338,1.1083590777331667,1.1092263626342536
600,0.7279219967907108,0.7407374854941146,0.7825611112379379,0.7548782362046741,0.8268146522746884,0.8327871064022219,0.8404730943780153,0.9604338901209497,0.9896808222634398,0.989492173344873,0.9375146992973823,0.989424817629285,0.9270844546704679,0.9968183805771108,1.0377136651547245,1.05837333424219,1.0859026971887644,1.0705240440871526,0.9933500282447776,1.1099335553325693,1.3160948412662363,1.1265357851554156,1.1761916902258978,1.1808726844129096,1.1999353847749994,1.183057369586199,1.2995012659505114,1.429852758916916,1.4905699203140668,1.1944769173017313,1.3018751976482885,1.2145285424499086,1.3104232900018318,1.3856229426037763,1.479904280361672,1.2119953032124444,1.3075439018411588,1.2132015531685831,1.3102657088305216,1.2012249871183474,1.3051091129579233,1.2022719289246588,1.3069785475835793,1.202247204232066,1.306396690252608,1.4389345630842258,1.5108413399526552,1.5846344517617281,1.631065029623074,1.4189706280703631,1.1329985197773407,1.135422084670081
700,0.7444881170608483,0.7657393588850934,0.7825513891376138,0.7654053149467279,0.8342594645331467,0.8480433229661611,0.8329765380085754,0.9565998336674704,0.9930972196361415,0.9866269310816785,0.936874255646188,0.987220662651519,0.9202320053070183,0.9991484974278673,1.0488107187482845,1.0644349414594674,1.092934223783546,1.082013208734192,0.9889295148335961,1.1242516156262787,1.3104398219250186,1.1384045540592254,1.1800519254030002,1.1901758271035503,1.2024936836683306,1.1902646097036043,1.2974726780979846,1.4281090370179652,1.478652192592945,1.201004572135307,1.3002785503943388,1.219642670308692,1.3106108801553003,1.3787973870180308,1.4640704306242929,1.219486445211051,1.310374397601227,1.2181948563694647,1.309854751826668,1.2114642821618378,1.306244813546606,1.2094775897865784,1.3072647074527117,1.209780315609115,1.3040507296455905,1.4241199266784814,1.4921511312654872,1.549783012801876,1.571347275642724,1.3909560472846658,1.14851131169585,1.1436655697069542
800,0.7714644409788851,0.7705985191801583,0.7809567837924215,0.7641476771043937,0.834136633141162,0.8503364837750814,0.8333385831700791,0.9543244901700324,1.001362089435557,0.9832613136475777,0.9350102207230544,0.9818200179347571,0.9186802470310065,0.9982038405856869,1.0537248437854065,1.0822955589200491,1.105962025876931,1.0965081454847025,0.9921477663223983,1.1286530207096594,1.2996462569488427,1.1493355102836251,1.1877180244940528,1.1933067988277566,1.2076504209843975,1.1952231573593348,1.2993111613460673,1.4225411216971826,1.4571395705395789,1.2073538653645866,1.3012609016705288,1.2248193118654487,1.3079764032686199,1.3639001314619663,1.4384622131386653,1.2256705544180393,1.3107963055184069,1.2241649850293295,1.307516483752437,1.2155824636191976,1.3029264100111868,1.2175183997645513,1.3034325095677548,1.2140750510732798,1.302911868061141,1.4121293677609448,1.4644356485338181,1.5111828305786477,1.5460792186086099,1.374866266765244,1.1579334951836981,1.1621641594291596
900,0.7699772109614125,0.7938918181130603,0.793992834299524,0.7794175231308094,0.8438380345449503,0.8562196038456551,0.8378800744733206,0.9521427019060915,1.0088387860873302,0.9796247334902443,0.9341115781916025,0.9793227337725896,0.9140880599660021,1.0005267562933313,1.0582173685343619,1.091686897424639,1.1118819566561522,1.1050097609360128,0.9912005057279596,1.1381787291901437,1.2938776941553867,1.1600836836508777,1.1987220533543501,1.2028915171812578,1.2120459821207081,1.2010290214975592,1.2969195206542898,1.4182748866882497,1.4479194782732463,1.2150276918674752,1.2978913123034261,1.23155796012234,1.307546088516534,1.3614058247735288,1.4379156291342379,1.231392021960906,1.307458991990216,1.2292827321166424,1.3073840003414603,1.2215255900841806,1.3043911922105518,1.2195071825059143,1.3025373198660377,1.221165258175787,1.3032471001400814,1.3948030229324455,1.4555884358959816,1.4756850594418554,1.5153566572391417,1.3903959906821028,1.1805133079559365,1.1817105048845558
