miliseconds,Ac,Pc,Ap,Pp
0,0.9499708548179084,0.00015853274456560589,0.04969583243987943,6.775073036012609e-05
100,0.9520088777972573,0.00013991741765702014,0.04462033032404854,0.003457737063939361
200,0.9533295728632343,0.000526463357119638,0.03954095872056461,0.0063969918970930364
300,0.9548605335023238,0.0007510054683720588,0.03600712106702207,0.008542808134502044
400,0.956152484774583,0.0010776125513473913,0.03230791971411022,0.01025162017109036
500,0.9568188416403763,0.0019839706449142885,0.029374519735854743,0.011751017755175232
600,0.957691990186379,0.002308659730146528,0.026626779085924503,0.012825136478962672
700,0.958839536917148,0.003042064191077613,0.024817863043349292,0.013563831358214673
800,0.9592536647636094,0.0037739072463331643,0.02317508574384102,0.014265051022293982
900,0.9601155477076112,0.0044775133944613245,0.021488030468348306,0.014422221450001856
1000,0.9606147549709397,0.00496220358527929,0.019661899009256974,0.01469066156646383
1100,0.9611780541575874,0.0054210104768979035,0.01801737199644478,0.014847330067629899
1200,0.9617235462048205,0.006151267509383009,0.01694932349037603,0.015126977973746208
1300,0.9618266733186436,0.006658007282099867,0.01670152654374592,0.01505045431805493
1400,0.9621134829575738,0.007470685479289332,0.015667465669582385,0.01483566900608776
1500,0.9627288562186807,0.007869151958372664,0.015312481279304698,0.01456224957549096
1600,0.9630842688447465,0.008172119400185677,0.014239443850851477,0.01443119421354364
1700,0.9630477426178353,0.008774411040682885,0.013419534398920874,0.014327276333977219
1800,0.9637236192579262,0.009523506824538279,0.012773763962827726,0.014048352509001893
1900,0.9640512323682341,0.009604385677961532,0.012455329849319309,0.013726973466060586
2000,0.9639568515206172,0.010269013012107947,0.011942366081536164,0.013599083021669163
2100,0.9645133113323497,0.01049420353486142,0.01211010634239054,0.013345932257737244
2200,0.9645190088355516,0.011073946336664364,0.011768077462327373,0.012959793098199971
2300,0.9650547606006521,0.01133254683784387,0.011370674455587612,0.012716344387135621
2400,0.9653344341870246,0.01130383521685394,0.010680856910667842,0.012369540508579375
2500,0.965630915716725,0.011787224517152183,0.010927077203825653,0.012258135827706454
2600,0.9659429524513311,0.01173721998473623,0.01024716032385763,0.012001734014925214
2700,0.9661309313627912,0.012050041308286767,0.010653620969649086,0.011765112901763543
2800,0.9662458318184917,0.012500989812360636,0.009800063213102466,0.011489104545613207
2900,0.9664960726714296,0.012705685069381493,0.0096508327432865,0.011292155315212903
3000,0.9665141197578121,0.012672634173731698,0.009361107595261285,0.011020119502961695
3100,0.9671602829231681,0.012778961656183151,0.009557377076925553,0.010610809606172373
3200,0.9672365598103441,0.013038332132069856,0.009356481945525512,0.010615503442873837
3300,0.9673587127126245,0.013228318479656435,0.009481777732819238,0.010177816833865573
3400,0.9676264124410752,0.013044027622412416,0.00874508249014813,0.01021732214193459
3500,0.9676759932494957,0.013338818770591543,0.008821929443776282,0.010013535621690895
3600,0.9680182683816292,0.01333848755814412,0.009160723529084812,0.00971580921757714
3700,0.9680377670604593,0.01354300070702842,0.00881104572144366,0.009534838632767292
3800,0.9684094705027235,0.013487939169258684,0.008980417479048488,0.009314915409864738
3900,0.9685563151591049,0.013372901072505359,0.008841832800553864,0.009328850394282327
4000,0.9687607009359832,0.013433171724988546,0.00853260997847257,0.009218453835530173
4100,0.9689093689405458,0.01336175552883609,0.008404578524462095,0.008834895663174209
4200,0.9690206945330186,0.013254107155913152,0.008032673390500733,0.008677329172133428
4300,0.9693133583974657,0.013293128706589974,0.008498960994657873,0.008788155506944634
4400,0.9697652833220202,0.013371172119869943,0.007990351703091638,0.008499268852792497
4500,0.969604362915628,0.01339193410639933,0.00822154025366044,0.008431020695451812
4600,0.97003042439331,0.013280171034233778,0.008177676941911547,0.00841021714614365
4700,0.9701435189685892,0.013587061022837622,0.008429239966727568,0.00817630695654795
4800,0.9701279239975771,0.013483103752440273,0.007982889619535465,0.00800362648591376
4900,0.9704266438908792,0.013354066008717384,0.008220563283284167,0.008156176791702578
5000,0.9707210250820261,0.013118842399754506,0.007780307548511379,0.008059309804263053
