milliseconds,Ac,Pc,Ap,Pp
0,0.9498521443190749,-6.045060610884461e-05,0.050389732528726375,-7.728086039442417e-05
100,0.951633589828509,-7.76383877125211e-05,0.04455218210635754,0.003382746309128027
200,0.9532487177087539,0.0004105282162124232,0.03948740972528869,0.006202084997870955
300,0.9548794815079878,0.0007179347870723077,0.03613188700695221,0.008629377856045808
400,0.955749405496903,0.0013496601653285069,0.03222096434327945,0.010374913931695592
500,0.9570410965348303,0.0018451542673174099,0.02988072478581891,0.011611467135654852
600,0.957874767209599,0.0021693778615833256,0.026807374622822525,0.012878784696995578
700,0.9586497309635305,0.002952371978944997,0.02434061301722671,0.013623848337819449
800,0.9591889980809531,0.003709097625736993,0.023111929246602343,0.014293858057575326
900,0.9597246389435636,0.004147813105941232,0.020877805678223456,0.01461414432426757
1000,0.9607449346089142,0.004761544137150997,0.019426040080528912,0.014870530099354828
1100,0.96092078036751,0.005674900686848877,0.018854736315988198,0.014867451478219058
1200,0.9613328239913761,0.0063918530494566006,0.01773455601163174,0.01505269143830453
1300,0.9621343035665022,0.006718842012251843,0.016491903533025563,0.01499608705032879
1400,0.9620855159326999,0.00721326898378533,0.015733954063027297,0.014770951204777054
1500,0.9625945376863829,0.007780085030359591,0.014996647360197903,0.014653631685509668
1600,0.9631552423745053,0.008194149604804734,0.01370297933027793,0.01439054048974528
1700,0.9635356993577563,0.00909584160086334,0.013203429948990937,0.014212449782472889
1800,0.9635371475878526,0.009545500373082954,0.013042478279592115,0.01399942646027099
1900,0.9638058701828053,0.009628373804664133,0.012847555262622221,0.01375489981004857
2000,0.9640696735311016,0.010316316309242301,0.011793347332944591,0.013520081066744086
2100,0.9643333488367315,0.010463530722450865,0.011661979639501273,0.013081040130585303
2200,0.9648440564460093,0.010938005275611585,0.011612877103124565,0.012988915628251923
2300,0.9649258786307305,0.011116228882483523,0.011426629580910154,0.012726046985780795
2400,0.9651974107400414,0.011564959165117112,0.010447293198478855,0.01254945244605733
2500,0.9652892471722126,0.011612728961256058,0.01017863390748328,0.012075849288787474
2600,0.965677369293246,0.01176038215755644,0.010119189585415437,0.01173282674392701
2700,0.9659751943660385,0.012274703661011712,0.01016114833007685,0.011678744453571343
2800,0.9660494127269075,0.012204814131934251,0.010127458761404152,0.011497108610416132
2900,0.9663830149833915,0.012690225793469984,0.010079967657561719,0.011199278103072634
3000,0.9664792425474789,0.012794220906175944,0.009687046523192484,0.010757157179822082
3100,0.9671921727373086,0.012715035952688596,0.00963804407971255,0.01075239918526088
3200,0.9669396837274521,0.013032971920718216,0.009150866730558451,0.010501323333045877
3300,0.9674859443925671,0.012921159102358708,0.009084867305097761,0.010308793820320756
3400,0.967864920078294,0.013142488996502725,0.008829136675555842,0.009940856926779871
3500,0.9677209985203409,0.013041551322125044,0.008983480134908956,0.009773407034003229
3600,0.9682966971030685,0.013139587985182877,0.008701483632172805,0.009577523390059524
3700,0.9683531217305215,0.013121741702074804,0.008457005934987554,0.009633491361397474
3800,0.9685897958363152,0.013569828122765882,0.008522673410828761,0.00923274288693023
3900,0.9686104996250977,0.013388085541073952,0.008755550479892122,0.009258302805468093
4000,0.9688603158910581,0.013402771399998918,0.008758661414101402,0.009183818950712406
4100,0.9689688664220495,0.013225289528181486,0.008491292967494358,0.008846704477830383
4200,0.969475023355217,0.013588401303976315,0.008737652332978966,0.008694786364417709
4300,0.9696957662293672,0.013405134845485523,0.008109527973558177,0.008553602922048846
4400,0.9695735259160316,0.013601746788575649,0.008260892814393435,0.008513974208344212
4500,0.9698968915393836,0.013318923911207883,0.008644541396568466,0.008502302373985797
4600,0.9702504423765587,0.013479023512449723,0.007765130050453014,0.008325235970393856
4700,0.9699813971245823,0.013490158140112632,0.00857442785600638,0.008389663411299517
4800,0.970581771837674,0.013464883585012546,0.008145818178524293,0.008122377060419012
4900,0.9704155031586338,0.01355440278677147,0.008611046554067445,0.008046465719493794
5000,0.9709172546207604,0.013201874254100701,0.008295099662277755,0.007881365162842326
