milliseconds,Ac,Pc,Ap,Pp
0,0.9502276453785191,0.00016126662989226234,0.05019783173616549,-9.628505364252855e-05
100,0.9519918584314541,0.00024010236528707043,0.04451154184469755,0.0035467304930482087
200,0.9537041809793625,0.0001850604951749125,0.03966076825051445,0.006287587546165138
300,0.9546488557408773,0.0005442968153959646,0.03580494275350924,0.008441905959094104
400,0.9562557685131035,0.0012602327713893563,0.03242822138172737,0.010198066178500094
500,0.957276592952819,0.0018198560553511045,0.029872260459678748,0.01168470010570839
600,0.9580122355334775,0.0024566624757110947,0.02654689077166656,0.01270261623918487
700,0.9585500819800277,0.0029154536133705203,0.024649682150643615,0.013618239459170988
800,0.9593357010481184,0.0036322310357960142,0.022408271820597132,0.01418122134190484
900,0.9601029353085935,0.004524193136805862,0.02095171161670346,0.01470230759145006
1000,0.960472295878704,0.004749557519202094,0.01951441523823278,0.014679358707148754
1100,0.9612557676109694,0.005492288700429923,0.018327531883593616,0.014949507321509247
1200,0.9613088288183606,0.006341698176770737,0.017807167417692005,0.01507937318102576
1300,0.9617779475903918,0.006680034239887531,0.016055021169780578,0.014823808387253064
1400,0.9623175288952518,0.007417873974284912,0.015234872235427828,0.014911342546323154
1500,0.962809500921709,0.007904364380247851,0.014501024189596333,0.014804376177090989
1600,0.9627696767029994,0.00833749361203503,0.014384707128762556,0.014337664848926486
1700,0.9634205352678438,0.008997554602947556,0.013874827030988813,0.014153224772371945
1800,0.9636134920556367,0.009434844206753404,0.013537170605437179,0.013896798253853745
1900,0.9639988893603928,0.00970074663549791,0.012667674488389943,0.01373523534625996
2000,0.9642347743043558,0.010147102888454931,0.012007226627484643,0.013355643366151245
2100,0.9643703515985679,0.010315088775651673,0.012131286406401685,0.013194124054033368
2200,0.9645557217912574,0.011047653457717911,0.011499669362813086,0.013055115433421204
2300,0.9649479070968546,0.01130247108450445,0.010907133721649868,0.012571816771148343
2400,0.9650835611565947,0.011651630869132736,0.011339421946836676,0.012276680452861717
2500,0.9652976537153276,0.01169938858269752,0.010842939560362242,0.01218891798552455
2600,0.9656370667120077,0.012051551961794962,0.010721923009494908,0.011754516641410367
2700,0.9658024024389039,0.012101046241470419,0.009971583376195454,0.011769424747615114
2800,0.9661470727507737,0.012442479043217413,0.00962264539397745,0.01144748859186168
2900,0.9666643545005967,0.012639927740742315,0.010253603176654273,0.011222789750336271
3000,0.9664860412548777,0.01262825492484653,0.009606654402177419,0.010867135114672364
3100,0.967092925680596,0.01262735902923413,0.00905115387111862,0.010567384457404069
3200,0.9670280999805309,0.01289578815984093,0.00958264358562225,0.010521647501917197
3300,0.9675592712513623,0.013222860446410578,0.008852839517154893,0.010231217780852288
3400,0.9673688179059161,0.013109744476872983,0.00898960127968566,0.010091701114042614
3500,0.9678228904470096,0.01333119088101327,0.009173328992456974,0.009811630147746348
3600,0.9682643414246199,0.013335894757397666,0.0093774080074311,0.00963708295816863
3700,0.9685135566507561,0.013303024042685664,0.008410095645481477,0.009428621640403322
3800,0.9682523479886042,0.013284166992234229,0.009277023362050399,0.009433620928531795
3900,0.9684698532178968,0.013472568613235892,0.008633991763074136,0.009319773168635019
4000,0.9688783607966429,0.013644061435504446,0.008626902178023218,0.009158714378259531
4100,0.9688350328148558,0.013439957712257436,0.008056092682752737,0.008946645080228506
4200,0.9691483113017946,0.013431587704231938,0.008802816700241248,0.008738936222004572
4300,0.969339640201894,0.013540761915197454,0.00799163890254822,0.008646092007378326
4400,0.9698091561479855,0.013388051423408825,0.008350765439359953,0.008634964978258695
4500,0.9697969006972699,0.013437734001787258,0.008682665386614361,0.008360856824661493
4600,0.9699156585099186,0.013284355564923828,0.008107141946896167,0.008304248872430229
4700,0.9699644142564139,0.01360708352084587,0.007719689140611977,0.008220973180270675
4800,0.9703807423770797,0.013407084961028737,0.008454702049516373,0.008182477216427057
4900,0.9706033510630094,0.013484083253907693,0.00810060559913041,0.008153689148266178
5000,0.9704228740548744,0.01348966446348651,0.00814158513099662,0.00802585775257674
